arm,wd_b,step,task,seed,unfit,eval_loss_exact,signal_var,residual_var,L1_strict_dead_frac,L1_alive,L1_n_invalid,L1_b_median_alive,L1_b_q25_alive,L1_b_q75_alive,L1_b_median_all,L1_b_maxabs,L1_wall_frac,L1_M_median_alive,L1_B_median_alive,L1_beta_median_alive,L1_kappa_median_alive,L1_sigma_median_alive,L1_margin_median_alive,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,L1_eff_rank_W,L1_w_norm_median,L1_wcos_mean,L2_strict_dead_frac,L2_alive,L2_n_invalid,L2_b_median_alive,L2_b_q25_alive,L2_b_q75_alive,L2_b_median_all,L2_b_maxabs,L2_wall_frac,L2_M_median_alive,L2_B_median_alive,L2_beta_median_alive,L2_kappa_median_alive,L2_sigma_median_alive,L2_margin_median_alive,L2_p_hat_median_alive,L2_p_hat_thin_frac,L2_p_hat_sat_frac,L2_eff_rank,L2_eff_rank_W,L2_w_norm_median,L2_wcos_mean
S_none,0.0,10000,1,0,5.382375230439002e-12,3.58630722927456e-12,0.609375,3.279884906048767e-12,0.35,65,0,-0.0111853256821632,-0.0455808453261852,0.0090729678049683,0.0,0.1131509095430374,0.4620167319595581,0.6910396962481248,-0.0256828915851865,0.7221814446974493,2.034389338531957,0.3861260036747954,0.7410430815070868,0.75,0.123076923076923,0.3230769230769231,11.072068838367434,19.39821796927559,1.435726706143583,0.181763417293213,0.14,86,0,-0.0111388051882386,-0.0195398470386862,-0.00395365327131,-0.0094730667769908,0.051934614777565,0.293079139526378,-0.2983081352175462,-0.0266670171674967,-0.3506438256849024,1.9924448472369831,0.3741502838867235,0.7469816666341618,0.34375,0.4069767441860465,0.0,19.69334071089258,80.19975650549469,1.4267491557447385,0.0816122657618038
S_none,0.0,10000,1,1,1.5632628052590697e-13,2.832081677399465e-13,1.7724609374999991,2.7708222573683697e-13,0.2,80,0,-0.0324059389531612,-0.0591091234236955,0.0035017069312743,-0.014569534920156,0.1611551791429519,0.358077937306852,0.6056896246981578,-0.0834403235760899,0.4671226529877266,1.9736070646019008,0.3736538997387071,0.6958953477442265,0.640625,0.175,0.1625,13.451568609356263,19.46662011939421,1.4209517151438045,0.1820051715134999,0.16,84,0,-0.0084012772422283,-0.018698027357459,0.0058676889166235,-0.0067664207890629,0.0695151090621948,0.3346192762193644,-0.5684376617325135,-0.0170565862706013,-0.589088190632251,1.9629504188441087,0.3914793538713645,0.7606409046495906,0.296875,0.4761904761904761,0.0238095238095238,19.611226866315903,79.72575882573379,1.4252990266399874,0.0814429277432211
S_none,0.0,10000,1,2,1.7384834785684442e-08,1.7390304058854e-08,1.0000000000000002,1.7384834785684442e-08,0.21,79,0,-0.0135537330061197,-0.0282819103449583,0.0062225244473665,-0.0012978790036868,0.0773149877786636,0.4564409616159121,0.5726740916482941,-0.0344539587616064,0.6505506345302046,2.0114018801536844,0.3649747588537149,0.6944305039942265,0.71875,0.1392405063291139,0.2151898734177215,11.21294668431919,19.470156058881333,1.398030546546593,0.1775862981832927,0.17,83,0,-0.0056857266463339,-0.0123343686573207,0.0013011222472414,-0.0038514396874234,0.0325929149985313,0.4219200934592872,0.0421278649396438,-0.0122762952419237,0.0287194020849404,1.9424605104325936,0.3813847596842876,0.7187848333224012,0.5,0.2891566265060241,0.0843373493975903,15.932270225690978,80.29450600898198,1.4235060882542112,0.0791354386552722
S_none,0.0,10000,1,3,4.099751665943628e-11,3.965525989022253e-11,0.80859375,3.315033573634105e-11,0.23,77,0,-0.0139598660171031,-0.0441789105534553,0.0068308701738715,-0.0070673238951712,0.1144696101546287,0.6522604934494179,1.1332629821813407,-0.0394247580521275,1.0823207211241344,1.9761926080606016,0.3497624179371932,0.661923186853528,0.84375,0.1688311688311688,0.3636363636363636,9.011701831882888,19.445074413394128,1.4243185948429753,0.1796517749006303,0.28,72,0,-0.0101667982526123,-0.0192134547978639,-0.0033116291160695,-0.0069136694073677,0.0542868711054325,0.3454649252443519,-0.1877618326940269,-0.0274783879971034,-0.2203073101117629,2.0672443711598074,0.4083249339309622,0.8025536208144246,0.40625,0.3888888888888889,0.0,18.015462562654307,79.8172007946398,1.417038883477622,0.0809067732585983
S_none,0.0,10000,1,4,4.9563056302396005e-14,1.0443498237932697e-13,1.6865234374999996,8.358925608812294e-14,0.32,68,0,-0.022998203523457,-0.0543257975950837,-0.0002196327404817,-0.0059936819598078,0.1226646080613136,0.5503163044830818,1.054261280600835,-0.0597899747363988,0.9336010248270568,2.0072392553899165,0.3944863847498224,0.7434495515190065,0.8125,0.088235294117647,0.25,11.648079345506392,19.475877106781905,1.41584815402884,0.1801884075328351,0.16,84,0,-0.0101946736685931,-0.0237222486175596,-0.0004153481859248,-0.0081550921313464,0.0672792792320251,0.3364043738547453,-0.4393484037160889,-0.0201438320442883,-0.5247365751616848,2.017631316371003,0.4252206419117819,0.8182956458876692,0.28125,0.4642857142857143,0.0119047619047619,19.62631734280941,80.590594842699,1.4330179541475636,0.0786844520983881
S_none,0.0,10000,1,5,2.3153255445954764e-12,2.959569013342635e-12,1.1708984375000002,2.7110110624706807e-12,0.18,82,0,-0.0099237565882503,-0.0318810581229627,0.0053732668748125,-0.0071000650059431,0.1322227567434311,0.3922732475539917,0.3323799721226982,-0.0279347728796875,0.3627442773110541,2.028188134569892,0.3797347068439306,0.7341762064024805,0.59375,0.2195121951219512,0.1951219512195122,13.16859138818008,19.426803269848,1.4253738892525618,0.1828825734395207,0.12,88,0,-0.0122041865251958,-0.023487351834774,-0.0014713344571646,-0.0089794783852994,0.0551155433058738,0.3230588988898055,-0.4708203944858046,-0.0283417185712226,-0.5146239980869056,2.0430852533420065,0.3698180117877894,0.7563088001595832,0.28125,0.4659090909090909,0.0227272727272727,20.403598142412516,79.8127000345864,1.4319545490535188,0.0816896065314459
S_none,0.0,10000,1,6,1.4931511576530803e-14,3.2022112036545727e-14,2.12109375,3.167113588303213e-14,0.24,76,0,-0.0255732927471399,-0.0646221004426479,0.0025885497452691,-0.0125287198461592,0.1760948449373245,0.4504815837721337,0.6489354154260156,-0.071415980541863,0.6322293884523829,1.9812418171351331,0.3949299894113537,0.730337486602366,0.71875,0.1184210526315789,0.1447368421052631,12.613749055335724,19.30497030401784,1.4467818344842514,0.1841423979759366,0.12,88,0,-0.0106999948620796,-0.0249779671430587,0.0001526282030681,-0.009138457942754,0.0589484311640262,0.3559782858562798,-0.5139515294442556,-0.0275904661431836,-0.6102583867182071,1.95979694405172,0.415552295143796,0.8121119386008492,0.3125,0.4545454545454545,0.0,18.592812666845933,79.26542513852453,1.4236963815454966,0.0825813516084088
S_none,0.0,10000,1,7,9.160952346627032e-15,2.791835840540785e-14,3.02734375,2.773335183060917e-14,0.36,64,0,-0.0177589887753129,-0.0592340212315321,0.001594736269908,-0.0027904201997444,0.2106500715017318,0.3984194561338889,0.3937827180231783,-0.0526167628843847,0.33073443510813,2.016298429268425,0.398671001055714,0.7530593946576118,0.59375,0.25,0.15625,13.17764282691383,19.490541359575484,1.4345096528903385,0.1786222583043416,0.11,89,0,-0.0112563511356711,-0.0302290152758359,0.0001324884651694,-0.0093135326169431,0.0761086270213127,0.3049028038265949,-0.418003270963362,-0.0347912239420398,-0.5018643819256235,2.0257395146597683,0.3332012198078296,0.6304900596441063,0.3125,0.4269662921348314,0.0,18.470533263101963,79.83754532908685,1.434244031722214,0.0815956034296239
S_none,0.0,10000,1,8,3.234967805191649e-12,5.087198490163264e-12,1.5615234374999998,5.051478047364694e-12,0.23,77,0,-0.0187335796654224,-0.0618666298687458,0.0029922516550868,-0.0100295501761138,0.1669382154941558,0.4152010920880831,0.6559913193608898,-0.0488274371474129,0.6537225050188247,1.9768296247864845,0.3805784517974322,0.7048692964017391,0.71875,0.1428571428571428,0.1168831168831168,12.894064658482472,19.344203885991927,1.4436320165734076,0.1858422156425008,0.19,81,0,-0.0129771521314978,-0.0276844780892133,-0.0004927013651467,-0.0106073538772761,0.0799006447196006,0.3535650081053803,-0.6322019288988584,-0.0299058565290477,-0.6941394127807836,2.0816684559180256,0.4412869224930287,0.8989920351667926,0.21875,0.5679012345679012,0.0,20.012656813854623,80.63476554494125,1.4438739582526292,0.081350101664352
S_none,0.0,10000,1,9,8.722889631765089e-15,2.0075742290554575e-14,1.7568359375000002,1.5324685983931052e-14,0.24,76,0,-0.0133946905843913,-0.0465107709169387,0.0042305258102715,-0.0034484849311411,0.1357702761888504,0.3258708932057019,0.3471573212898404,-0.035710538591079,0.2888784555124075,2.0747767676577844,0.3878757289495245,0.7500086342915893,0.578125,0.2236842105263158,0.0921052631578947,14.900564445183548,19.567304080448466,1.4460558740048186,0.1771127239150574,0.15,85,0,-0.0152213079854846,-0.026191396638751,-0.0027186686638742,-0.0117506003007292,0.0638098120689392,0.2376204372790875,-0.3725607571258353,-0.0357148716726192,-0.424206591918456,2.0360265207238006,0.3892047176802973,0.8010713551157337,0.3125,0.4,0.0,20.52982696181634,79.89251169618429,1.4400435241840186,0.0808488847689275
S_none,0.0,20000,2,0,1.5871569202511586e-13,8.392948513784742e-14,0.5273437499999998,8.369772821636967e-14,0.32,68,0,-0.011465243063867,-0.0452576400712132,0.0096295159310102,0.0,0.135563850402832,0.4488432148624118,0.6101966173308291,-0.024616804331828,0.5931015200445191,2.0372223954987607,0.396941681031519,0.7680751951120328,0.71875,0.1323529411764706,0.2205882352941176,12.012988227708115,19.390439384368268,1.437011913399764,0.18198912437031,0.18,82,0,-0.0127220596186816,-0.0272805537097156,-0.0030375245842151,-0.0104637686163187,0.0562733560800552,0.3849723756755846,-0.3171337351745347,-0.0316653125828638,-0.417047115989111,2.0624429479673285,0.4282040615221732,0.7938887333219922,0.34375,0.4268292682926829,0.0365853658536585,18.139930933919864,80.17421547366881,1.433819767437813,0.0817847433147485
S_none,0.0,20000,2,1,2.8783736584755945e-14,4.520659016063809e-14,1.5624999999999998,4.4974588413681155e-14,0.19,81,0,-0.0281759891659021,-0.0825033336877822,0.010607766918838,-0.019408980384469,0.2048063278198242,0.3489564473382662,0.2919574743967791,-0.0780319679525975,0.2929121712326147,2.0148015911822736,0.3840824150084916,0.6950301006436349,0.59375,0.1975308641975308,0.1234567901234567,14.553690064273322,19.453865715390997,1.424123072664948,0.1826169547853534,0.13,87,0,-0.0093442657962441,-0.0311817266047,0.0022754045203328,-0.0101787941530346,0.0809507966041565,0.3987128662783953,-0.7240807493775998,-0.032118180845276,-0.7148577085270518,1.9840515226851296,0.4162205622957819,0.7879102874573019,0.25,0.5172413793103449,0.0,20.176092444308477,79.4517026720239,1.4387467050981888,0.0823356429443348
S_none,0.0,20000,2,2,1.5610380450516952e-12,1.3548670850821076e-12,0.6210937499999999,9.695509732938259e-13,0.22,78,0,-0.0117616835050284,-0.0344056375324726,0.0064983298070728,-0.0072326590307056,0.1043580919504165,0.3842484688473178,0.5415718039989234,-0.0313644086606863,0.4801486072471056,2.004667166075339,0.3739737858578992,0.7080997754819691,0.6875,0.1538461538461538,0.2179487179487179,12.363233188741749,19.468227031450965,1.4020775258501836,0.1776341843276501,0.14,86,0,-0.0048752154689282,-0.0198663161136209,0.0051383675308898,-0.003336205962114,0.0520312115550041,0.4258976832936867,-0.2858018574694662,-0.0179059103650668,-0.301370180033796,1.9479207752615544,0.3732508578764968,0.6960266079800329,0.40625,0.3720930232558139,0.127906976744186,17.16097095946186,80.28385209119938,1.4319470885034091,0.079264733684256
S_none,0.0,20000,2,3,4.8068573537890086e-14,7.586944226927942e-14,1.5771484374999996,7.581127564813718e-14,0.3,70,0,-0.02585204038769,-0.0590840587392449,0.0096086936537176,-0.0060246207285672,0.1823822855949401,0.5692350227044978,1.0024975771510032,-0.0674832487257613,0.9078078304637944,1.9749943921448505,0.3761870649214336,0.710276298224926,0.8125,0.0857142857142857,0.2714285714285714,10.36030466934356,19.42747691177373,1.4310936811158226,0.1803368427491695,0.27,73,0,-0.0174443256109952,-0.0271595735102891,-0.0029436752665787,-0.0149823916144669,0.0843912810087204,0.4040598126996237,-0.7025613223163325,-0.0314559637972657,-0.7288614348867524,1.9703978292234363,0.4700087778310301,0.9049797436122629,0.21875,0.6164383561643836,0.0136986301369863,19.27417847431761,79.64613406626394,1.4323122394756478,0.081558321757168
S_none,0.0,20000,2,4,1.6393312166021526e-13,3.2193441251797714e-13,1.6523437499999998,2.7087386899324633e-13,0.33,67,0,-0.0347935184836387,-0.0753339417278766,-0.0071361071895807,-0.0144430445507168,0.1767392009496688,0.4381311839031966,0.5448675316361237,-0.0860203663189402,0.3284701984215202,2.012720741538823,0.4008779573324751,0.7865564711391926,0.59375,0.208955223880597,0.2388059701492537,12.617186125821997,19.462857971329385,1.4178966361861012,0.1810032173310058,0.25,75,0,-0.0136469779536128,-0.0296142986044287,-0.0022155280457809,-0.0135410772636532,0.0840879753232002,0.4028168674676537,-0.6924772173061683,-0.0350935605320225,-0.7385378756026081,1.9983504226810345,0.3910458328677754,0.7722001099031577,0.25,0.5466666666666666,0.0,18.327745121217465,80.78141283333362,1.4393622503835577,0.0786976864503212
S_none,0.0,20000,2,5,1.1543912198057864e-14,1.3044347403098362e-14,1.0302734375,1.1893386102491256e-14,0.14,86,0,-0.0236588083207607,-0.0556770684197545,0.0131854473147541,-0.0181904304772615,0.178283616900444,0.4347600619455127,0.0461005406747693,-0.0650067380803516,0.012751527191935,1.9991300624086263,0.3811787024054895,0.6981901489198208,0.5,0.2558139534883721,0.0581395348837209,14.64662038110018,19.42182074200901,1.4328070347763135,0.1833039725444991,0.12,88,0,-0.0083807245828211,-0.033970951102674,0.0082008854951709,-0.0083807245828211,0.1743585467338562,0.3527590466069504,-0.2129960967567454,-0.0246687918088747,-0.2169034021074518,2.021974236173749,0.3529929105863001,0.71515852350865,0.390625,0.4204545454545454,0.034090909090909,18.02081392117438,79.72484398573172,1.442597106609317,0.0815966120639803
S_none,0.0,20000,2,6,7.332090993876219e-15,1.3305380679957164e-14,1.8125,1.3289414926400648e-14,0.24,76,0,-0.0388127360492944,-0.0876462366431951,0.0089670775923877,-0.0124042523093521,0.2142278105020523,0.2945302255513153,0.2707177919559022,-0.0832542697517904,0.2298076397775577,2.0190272260313757,0.4066057168668093,0.7687289975583553,0.5625,0.1578947368421052,0.0263157894736842,15.074800241503336,19.28068687800854,1.466702735073926,0.1849539029568332,0.1,90,0,-0.0190263520926237,-0.0357804577797651,-0.0031514734728261,-0.0178577145561575,0.1169430837035179,0.3171642571577689,-0.5214354836931465,-0.0450007505651775,-0.5976560950491474,1.9935829461536363,0.3958311981743436,0.7735366750868153,0.25,0.5333333333333333,0.0,19.96478189421437,79.14465203442319,1.431361308952127,0.0832135506659352
S_none,0.0,20000,2,7,5.009479929887863e-15,1.3537967690893544e-14,2.7021484375,1.3536358365234098e-14,0.41,59,0,-0.0482299476861953,-0.0748931430280208,0.0036911866045556,-0.0033580908784642,0.3033275008201599,0.4554828530933168,0.0877683009438242,-0.112534340500746,0.0170085382619804,1.9831531936716629,0.3922207032820125,0.7213381249457598,0.5,0.288135593220339,0.1016949152542373,13.631718980314384,19.483826103376067,1.4405760391310536,0.1787956304125466,0.11,89,0,-0.0160925257951021,-0.0404168292880058,0.0057411016896367,-0.0161957759410142,0.1121836453676223,0.3322833885687311,-0.6021832686933527,-0.0495065466405468,-0.5971489013659174,2.0613568701225424,0.3233825114056179,0.6299826106363732,0.25,0.5168539325842697,0.0,18.382291469847523,79.80157347129818,1.4399970447591488,0.0814564628558575
S_none,0.0,20000,2,8,4.516523894349623e-14,3.6313687848760285e-14,0.7646484374999999,3.4535529387458545e-14,0.22,78,0,-0.0299801938235759,-0.0663983970880508,-0.0013773699465673,-0.0174479996785521,0.1687856167554855,0.4766364513965898,0.3151803630946893,-0.0888217425791966,0.2541230984076215,1.984313019923756,0.3867982433226241,0.725658024661243,0.625,0.2948717948717949,0.1538461538461538,12.52685189353489,19.361020378753217,1.440557566982246,0.1854990850454801,0.27,73,0,-0.0078950366005301,-0.0369572564959526,0.0097056683152914,-0.0109524740837514,0.0825194865465164,0.5191785896096103,-0.7069603724075861,-0.0238815254095394,-0.7894330064791731,2.038772444107402,0.3921314066597967,0.7652473406439553,0.1875,0.5068493150684932,0.0273972602739726,15.76243747503901,80.6295523068995,1.4454681758512855,0.0813884764349068
S_none,0.0,20000,2,9,6.640533177615976e-15,1.3383003993322763e-14,1.7724609375,1.1770085661497066e-14,0.27,73,0,-0.0341867245733737,-0.0764743834733963,0.0070708626881241,-0.0168553628027439,0.2126418650150299,0.2634518357697706,-0.0737864320623844,-0.0692499898321062,-0.2677247965399458,2.1118405763045147,0.4294800167447022,0.8409736135508865,0.40625,0.2876712328767123,0.0273972602739726,16.789258139782,19.5283874312186,1.486327527141346,0.178553291961305,0.15,85,0,-0.0289290584623813,-0.0569352060556411,0.0001161161417257,-0.0287235425785183,0.1247882321476936,0.3497306454670973,-0.5617662002266263,-0.0629878506109307,-0.65642819624333,2.054475470288786,0.3668428279755319,0.7381221180121684,0.25,0.5647058823529412,0.0,21.673867618836244,79.63000219721134,1.470769518223526,0.0819021226250121
S_none,0.0,30000,3,0,9.821926464045055e-12,1.7426559276276256e-11,0.9375,9.20805606004224e-12,0.33,67,0,-0.0160676278173923,-0.0589070133864879,0.0088602690957486,-0.0001826384104788,0.1955728381872177,0.5681465598990357,0.3108976453307354,-0.0338875192852175,0.3244839857164118,2.0339464432191745,0.4041725558956776,0.7727870494127275,0.65625,0.2686567164179104,0.1641791044776119,12.12004974859948,19.35959336350084,1.4414014448794323,0.1834576902341503,0.17,83,0,-0.0176823735237121,-0.0317082181572914,-0.0023710095556452,-0.0171988327056169,0.0685056746006012,0.3051700501280204,-0.4688147588756711,-0.0361697826440606,-0.4887325399772307,2.067651510599791,0.4585229349402598,0.8693423083183491,0.3125,0.3855421686746988,0.0481927710843373,17.02287911853775,79.87671674674147,1.4454928153599758,0.0825137439543786
S_none,0.0,30000,3,1,1.3923640724932783e-14,3.0482985178410656e-14,1.9833984375,2.7616127258143047e-14,0.19,81,0,-0.0444938652217388,-0.0913987606763839,0.0070400014519691,-0.0256622750312089,0.2252035737037658,0.4112609964808711,0.2654292478802527,-0.1080130202209336,0.2349667775332268,2.042923043708055,0.3954887156570865,0.7266018828377128,0.5625,0.2592592592592592,0.1234567901234567,13.944555306213273,19.43985709384744,1.4303819485992504,0.1830816982499387,0.23,77,0,-0.0178001727908849,-0.0407203882932662,0.0009628420230001,-0.0185379460453987,0.1416862308979034,0.437320997304577,-0.7153897760277357,-0.0453770931575148,-0.747945772399526,2.040003543837123,0.4215022047615838,0.8057883227393893,0.21875,0.5714285714285714,0.0259740259740259,19.26771114061025,79.33516756869959,1.447609104204759,0.0826681353792391
S_none,0.0,30000,3,2,1.4557219818611424e-14,2.272172091629417e-14,1.5537109374999996,2.2617711651768332e-14,0.21,79,0,-0.0106960050761699,-0.0469654127955436,0.0159648843109607,-0.0077147900592535,0.1442840546369552,0.4597273011974266,0.4490558295255246,-0.0332914163939825,0.450369129563012,2.000273243082546,0.3849110958784957,0.7214055489748717,0.65625,0.2151898734177215,0.1265822784810126,12.707541885958364,19.45411250035548,1.407701525473013,0.178225402421312,0.19,81,0,-0.0147106666117906,-0.0308340135961771,-0.0002656564174685,-0.012121211271733,0.092388167977333,0.3242068506757311,-0.3294379003236026,-0.0357218183821146,-0.3734304214531784,1.973902532463846,0.3867400642664172,0.7662313527791779,0.375,0.345679012345679,0.0123456790123456,18.868961231680327,80.07406513467367,1.4382740538032317,0.0799899122653699
S_none,0.0,30000,3,3,8.537939479151719e-11,8.238475130022139e-11,0.9208984375000002,7.862575125820382e-11,0.24,76,0,-0.0299452589824795,-0.0607805596664547,0.0008626621201983,-0.0151247847825288,0.1710658818483352,0.5115061413168627,0.7143230715205826,-0.0794270158996218,0.6545626911870535,1.9807813099971867,0.385004616840912,0.7317229486070573,0.734375,0.1973684210526315,0.3157894736842105,11.175462464058729,19.418137764174634,1.4429429482182488,0.1802708935033591,0.36,64,0,-0.0215421393513679,-0.034468051046133,-0.0086576283210888,-0.0198309319093823,0.103174939751625,0.450543376479135,-0.716083937045918,-0.0420543144526372,-0.7851160308695613,2.0628947284371417,0.4842718121250219,0.9684103266922824,0.21875,0.546875,0.046875,16.767371670352617,79.6647151152331,1.4383302571560308,0.0817806113520344
