arm,seed,step,task,window,layer,unit,M,B,s_i,denom,p_hat,submerged,mobility,finite_s
LR_A1,0,5000000,500,step5m_t500,1,29,-0.05050943046808243,1.418492078781128,1.3679826483130455,0.42515069246292114,0.90625,0,0.915625,1
LR_A1,0,5000000,500,step5m_t500,1,30,0.06529847532510757,-0.19751589000225067,-0.1322174146771431,0.3732199966907501,0.40625,0,0.46562500000000007,1
LR_A1,0,5000000,500,step5m_t500,1,31,0.018353361636400223,-0.27239328622817993,-0.2540399245917797,0.5677328705787659,0.40625,0,0.46562500000000007,1
LR_A1,0,5000000,500,step5m_t500,1,32,-0.008476764895021915,-0.16398583352565765,-0.17246259842067957,0.7743847966194153,0.40625,0,0.46562500000000007,1
LR_A1,0,5000000,500,step5m_t500,1,33,-0.11642584949731827,-3.30692720413208,-3.4233530536293983,0.36853495240211487,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,34,-0.08405419439077377,-1.5408486127853394,-1.6249028071761131,0.5898617506027222,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,1,35,-0.026585258543491364,-1.3154282569885254,-1.3420135155320168,0.7621944546699524,0.09375,0,0.184375,1
LR_A1,0,5000000,500,step5m_t500,1,36,-0.004832692909985781,-0.9868068099021912,-0.9916395028121769,0.8249782919883728,0.125,0,0.21250000000000002,1
LR_A1,0,5000000,500,step5m_t500,1,37,-0.061231400817632675,-3.839679479598999,-3.9009108804166317,0.28211361169815063,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,38,0.02088717743754387,-2.585536479949951,-2.5646493025124073,0.5652005076408386,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,39,-0.04407179728150368,-0.8971526622772217,-0.9412244595587254,0.7668917179107666,0.21875,0,0.296875,1
LR_A1,0,5000000,500,step5m_t500,1,40,-0.04542914032936096,-1.9052395820617676,-1.9506687223911285,0.5636851787567139,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,1,41,0.006690142210572958,-0.5248859524726868,-0.5181958102621138,0.823954164981842,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,42,0.002910505048930645,-0.7088606953620911,-0.7059501903131604,0.9827619194984436,0.25,0,0.325,1
LR_A1,0,5000000,500,step5m_t500,1,43,-0.002507217228412628,0.4078703224658966,0.405363105237484,0.8250824213027954,0.625,0,0.6625,1
LR_A1,0,5000000,500,step5m_t500,1,44,0.0453905388712883,-0.6043380498886108,-0.5589475110173225,0.6952354311943054,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,45,0.04131815582513809,-0.5435218214988708,-0.5022036656737328,0.984636127948761,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,46,0.001967798452824354,-2.0591304302215576,-2.0571626317687333,0.5230617523193359,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,1,47,-0.006353829987347126,-2.0683372020721436,-2.0746910320594907,0.3811957538127899,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,48,-0.010391813702881336,0.15641605854034424,0.1460242448374629,0.9860737323760986,0.53125,0,0.578125,1
LR_A1,0,5000000,500,step5m_t500,1,49,0.0320143885910511,-0.9186140298843384,-0.8865996412932873,0.8331058025360107,0.21875,0,0.296875,1
LR_A1,0,5000000,500,step5m_t500,1,50,0.12236762791872025,-1.1569887399673462,-1.034621112048626,0.7993133664131165,0.15625,0,0.240625,1
LR_A1,0,5000000,500,step5m_t500,1,51,0.07526279240846634,-2.0530614852905273,-1.977798692882061,0.34091055393218994,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,52,0.008115998469293118,-0.17355576157569885,-0.16543976310640574,0.5439250469207764,0.4375,0,0.49375,1
LR_A1,0,5000000,500,step5m_t500,1,53,0.07865777611732483,-0.6431722044944763,-0.5645144283771515,0.41693100333213806,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,54,-0.09017252177000046,-2.7124147415161133,-2.8025872632861137,0.4970259964466095,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,55,0.046806562691926956,-0.37174803018569946,-0.3249414674937725,0.8753529191017151,0.40625,0,0.46562500000000007,1
LR_A1,0,5000000,500,step5m_t500,1,56,0.03474759683012962,-0.6727638840675354,-0.6380162872374058,0.7541776299476624,0.28125,0,0.353125,1
LR_A1,0,5000000,500,step5m_t500,1,57,0.07245729118585587,-3.554046630859375,-3.481589339673519,0.30916285514831543,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,58,0.07531171292066574,-0.31949248909950256,-0.24418077617883682,0.7734383344650269,0.375,0,0.4375,1
LR_A1,0,5000000,500,step5m_t500,1,59,0.0891730934381485,0.05672971159219742,0.14590280503034592,1.189755916595459,0.59375,0,0.634375,1
LR_A1,0,5000000,500,step5m_t500,1,60,-0.04822423681616783,-0.7178972959518433,-0.7661215327680111,0.46067118644714355,0.1875,0,0.26875000000000004,1
LR_A1,0,5000000,500,step5m_t500,1,61,-0.07936166226863861,-0.3718899190425873,-0.4512515813112259,0.4278266727924347,0.34375,0,0.40937500000000004,1
LR_A1,0,5000000,500,step5m_t500,1,62,-0.018780723214149475,0.14145037531852722,0.12266965210437775,0.5312542915344238,0.53125,0,0.578125,1
LR_A1,0,5000000,500,step5m_t500,1,63,-0.03528352454304695,-1.1088519096374512,-1.1441354341804981,0.7031571269035339,0.125,0,0.21250000000000002,1
LR_A1,0,5000000,500,step5m_t500,1,64,-0.04640727490186691,-1.3884193897247314,-1.4348266646265984,0.3896288573741913,0.0625,0,0.15625,1
LR_A1,0,5000000,500,step5m_t500,1,65,0.06723185628652573,-2.5626304149627686,-2.495398558676243,0.6374128460884094,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,66,0.12134626507759094,-0.6331206560134888,-0.5117743909358978,1.109671950340271,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,67,0.020180851221084595,-0.1845322549343109,-0.16435140371322632,0.9213578701019287,0.4375,0,0.49375,1
LR_A1,0,5000000,500,step5m_t500,1,68,-0.10854199528694153,-0.08169715106487274,-0.19023914635181427,0.18640482425689697,0.40625,0,0.46562500000000007,1
LR_A1,0,5000000,500,step5m_t500,1,69,-0.056295860558748245,-2.202101707458496,-2.2583975680172443,0.5260612368583679,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,70,0.05655293166637421,-0.9260885119438171,-0.8695355802774429,0.7734614610671997,0.1875,0,0.26875000000000004,1
LR_A1,0,5000000,500,step5m_t500,1,71,0.035154521465301514,-0.6801720857620239,-0.6450175642967224,0.6777245998382568,0.34375,0,0.40937500000000004,1
LR_A1,0,5000000,500,step5m_t500,1,72,0.047029417008161545,-0.8341847062110901,-0.7871552892029285,0.9430317282676697,0.25,0,0.325,1
LR_A1,0,5000000,500,step5m_t500,1,73,0.006273323204368353,-1.3079264163970947,-1.3016530931927264,1.0848389863967896,0.125,0,0.21250000000000002,1
LR_A1,0,5000000,500,step5m_t500,1,74,-0.02698631025850773,-3.307156801223755,-3.3341431114822626,0.5383865237236023,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,75,0.06588335335254669,-0.31569525599479675,-0.24981190264225006,0.5824255347251892,0.4375,0,0.49375,1
LR_A1,0,5000000,500,step5m_t500,1,76,0.03499925509095192,-0.47624000906944275,-0.44124075397849083,1.3329356908798218,0.375,0,0.4375,1
LR_A1,0,5000000,500,step5m_t500,1,77,0.0295232106000185,-1.7358055114746094,-1.7062823008745909,0.7987922430038452,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,1,78,-0.034094687551259995,-0.3896796405315399,-0.4237743280827999,0.8296156525611877,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,79,0.10755091160535812,-0.5965340733528137,-0.4889831617474556,0.8723717331886292,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,80,0.035697441548109055,-0.6496618986129761,-0.613964457064867,0.7968335151672363,0.21875,0,0.296875,1
LR_A1,0,5000000,500,step5m_t500,1,81,0.11285029351711273,-3.1874215602874756,-3.074571266770363,0.2768247723579407,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,82,-0.10529148578643799,-0.5722476243972778,-0.6775391101837158,0.36649155616760254,0.25,0,0.325,1
LR_A1,0,5000000,500,step5m_t500,1,83,0.06258727610111237,-3.0916314125061035,-3.029044136404991,0.458624005317688,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,84,-0.09705819934606552,-1.920985221862793,-2.0180434212088585,0.7139355540275574,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,1,85,-0.03476007282733917,-0.5155284404754639,-0.550288513302803,0.7029700875282288,0.25,0,0.325,1
LR_A1,0,5000000,500,step5m_t500,1,86,0.026970481500029564,-0.9737321734428406,-0.946761691942811,0.8542998433113098,0.1875,0,0.26875000000000004,1
LR_A1,0,5000000,500,step5m_t500,1,87,0.1347498595714569,-1.0957330465316772,-0.9609831869602203,0.3123719096183777,0.15625,0,0.240625,1
LR_A1,0,5000000,500,step5m_t500,1,88,0.0028121748473495245,-2.726140260696411,-2.7233280858490616,0.5387915372848511,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,89,0.04479008540511131,-3.256202459335327,-3.211412373930216,0.45269525051116943,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,90,0.03196365386247635,-2.3430659770965576,-2.3111023232340813,0.3651579022407532,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,1,91,-0.035292815417051315,-0.35904115438461304,-0.39433396980166435,0.9289421439170837,0.3125,0,0.38125,1
LR_A1,0,5000000,500,step5m_t500,1,92,-0.018372831866145134,-0.3870285749435425,-0.4054014068096876,0.5891556739807129,0.34375,0,0.40937500000000004,1
LR_A1,0,5000000,500,step5m_t500,1,93,0.0012570939725264907,-0.38998863101005554,-0.38873153703752905,1.0523958206176758,0.375,0,0.4375,1
LR_A1,0,5000000,500,step5m_t500,1,94,-0.07521923631429672,0.28556057810783386,0.21034134179353714,0.5710679292678833,0.5625,0,0.60625,1
LR_A1,0,5000000,500,step5m_t500,1,95,-0.022633517161011696,-0.6307718753814697,-0.6534053925424814,0.5339481830596924,0.28125,0,0.353125,1
LR_A1,0,5000000,500,step5m_t500,1,96,0.09550752490758896,-0.7220529913902283,-0.6265454664826393,0.8995020389556885,0.25,0,0.325,1
LR_A1,0,5000000,500,step5m_t500,1,97,0.024432821199297905,-0.585327684879303,-0.5608948636800051,0.8073720335960388,0.28125,0,0.353125,1
LR_A1,0,5000000,500,step5m_t500,1,98,-0.04677895829081535,-0.33703798055648804,-0.3838169388473034,0.4359945058822632,0.375,0,0.4375,1
LR_A1,0,5000000,500,step5m_t500,1,99,0.0289319958537817,-2.2585031986236572,-2.2295712027698755,0.3589962422847748,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,0,-1.689119577407837,-1.3969625234603882,-3.086082100868225,0.428326815366745,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,1,-1.39137864112854,-0.814850389957428,-2.206229031085968,0.8604974746704102,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,2,-2.2738585472106934,-1.1236611604690552,-3.3975197076797485,0.4421687722206116,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,3,-1.111156940460205,-1.2472628355026245,-2.3584197759628296,0.9527320265769958,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,4,-2.2831952571868896,-1.0367509126663208,-3.3199461698532104,0.463948518037796,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,5,-1.8931536674499512,-1.4527404308319092,-3.3458940982818604,0.4611573815345764,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,6,-0.9524321556091309,-1.3663887977600098,-2.3188209533691406,0.8631500601768494,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,7,-0.44580793380737305,-1.5260413885116577,-1.9718493223190308,0.7519636154174805,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,8,-1.155570387840271,-0.8077442049980164,-1.9633145928382874,0.9629109501838684,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,9,-2.720900535583496,-1.483628511428833,-4.204529047012329,0.49175310134887695,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,10,-1.5628958940505981,-0.6576189994812012,-2.2205148935317993,0.7765045166015625,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,11,-0.9406930208206177,-1.678450107574463,-2.6191431283950806,0.4797554910182953,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,12,-0.4804564118385315,-0.8925533294677734,-1.373009741306305,0.6824884414672852,0.0625,0,0.15625,1
LR_A1,0,5000000,500,step5m_t500,2,13,-1.620577335357666,-1.5129168033599854,-3.1334941387176514,0.4366300106048584,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,14,-0.9402763843536377,-0.8280564546585083,-1.768332839012146,0.9287344813346863,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,15,-1.3844413757324219,-1.6795122623443604,-3.0639536380767822,0.3661654591560364,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,16,-1.1384910345077515,-0.7109572291374207,-1.8494482636451721,0.826410174369812,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,17,-0.6878937482833862,-2.7046382427215576,-3.392531991004944,0.3557484447956085,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,18,-0.7919529676437378,-0.8946691155433655,-1.6866220831871033,0.8265280723571777,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,2,19,-0.18038435280323029,-1.0341265201568604,-1.2145108729600906,0.987067461013794,0.09375,0,0.184375,1
LR_A1,0,5000000,500,step5m_t500,2,20,-1.361266016960144,-0.7302567958831787,-2.0915228128433228,0.957551896572113,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,21,-1.0530873537063599,-1.8459142446517944,-2.8990015983581543,0.46738961338996887,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,22,-1.1825109720230103,-1.0055423974990845,-2.1880533695220947,0.9676783680915833,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,23,-1.4064273834228516,-0.8802103996276855,-2.286637783050537,0.7799569964408875,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,24,-1.0871777534484863,-0.6684672832489014,-1.7556450366973877,0.6978768706321716,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,25,-0.19594775140285492,-0.7674175500869751,-0.96336530148983,1.013427495956421,0.09375,0,0.184375,1
LR_A1,0,5000000,500,step5m_t500,2,26,-0.6509681940078735,-0.5402126312255859,-1.1911808252334595,1.2665374279022217,0.0625,0,0.15625,1
LR_A1,0,5000000,500,step5m_t500,2,27,-1.2443193197250366,-0.8386831283569336,-2.08300244808197,0.9797561764717102,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,28,-1.1597566604614258,-1.1237581968307495,-2.2835148572921753,0.9119309186935425,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,29,-1.3400262594223022,-1.1193530559539795,-2.4593793153762817,0.4916086494922638,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,30,-1.061436653137207,-1.2137807607650757,-2.2752174139022827,0.4932021200656891,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,31,-0.8312827944755554,-1.2678261995315552,-2.0991089940071106,0.8002231121063232,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,2,32,-2.0645978450775146,-0.9458931684494019,-3.0104910135269165,0.6600218415260315,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,33,-0.7104954123497009,-0.39084485173225403,-1.101340264081955,2.1923117637634277,0.125,0,0.21250000000000002,1
LR_A1,0,5000000,500,step5m_t500,2,34,-1.6446248292922974,-1.4962068796157837,-3.140831708908081,0.4991839826107025,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,35,-1.8940365314483643,-1.6027894020080566,-3.496825933456421,0.38310763239860535,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,36,-1.3986568450927734,-1.931658148765564,-3.3303149938583374,0.46812140941619873,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,37,-0.30559155344963074,-0.42701277136802673,-0.7326043248176575,1.411956548690796,0.15625,0,0.240625,1
LR_A1,0,5000000,500,step5m_t500,2,38,-1.3920609951019287,-1.4243241548538208,-2.8163851499557495,0.6100355982780457,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,39,-1.5495887994766235,-1.152897596359253,-2.7024863958358765,0.6137437224388123,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,40,-1.571469783782959,-1.6563233137130737,-3.2277930974960327,0.6037113666534424,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,41,-1.267577886581421,-1.519348382949829,-2.78692626953125,0.5075196623802185,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,42,-3.6022419929504395,-1.1117125749588013,-4.713954567909241,0.3114335238933563,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,43,-0.7370225191116333,-0.7358007431030273,-1.4728232622146606,0.7909494042396545,0.0625,0,0.15625,1
LR_A1,0,5000000,500,step5m_t500,2,44,-0.8066331744194031,-1.2681955099105835,-2.0748286843299866,0.7736486792564392,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,45,-2.066457748413086,-0.6002888083457947,-2.6667465567588806,0.9020414352416992,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,46,-1.0838340520858765,-0.9762804508209229,-2.0601145029067993,0.794886589050293,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,47,-1.5682780742645264,-1.5586658716201782,-3.1269439458847046,0.4964468777179718,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,48,-0.7331370711326599,-0.88470059633255,-1.61783766746521,0.8947831988334656,0.0625,0,0.15625,1
LR_A1,0,5000000,500,step5m_t500,2,49,-1.7470993995666504,-0.8415617942810059,-2.5886611938476562,0.725959300994873,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,50,-1.7387630939483643,-0.48895832896232605,-2.2277214229106903,0.8464165925979614,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,51,-0.6997417211532593,-1.5863286256790161,-2.2860703468322754,0.5996058583259583,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,52,-0.8941773176193237,-1.3363505601882935,-2.230527877807617,0.8199929594993591,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,53,-1.9108799695968628,-1.0877918004989624,-2.998671770095825,0.9208980798721313,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,54,-0.8573460578918457,-0.42983943223953247,-1.2871854901313782,1.2536771297454834,0.0625,0,0.15625,1
LR_A1,0,5000000,500,step5m_t500,2,55,-0.33430051803588867,-1.1226685047149658,-1.4569690227508545,0.7513845562934875,0.03125,0,0.12812500000000002,1
LR_A1,0,5000000,500,step5m_t500,2,56,-1.0054428577423096,-0.8563872575759888,-1.8618301153182983,0.5297924280166626,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,57,-2.0752456188201904,-1.1013118028640747,-3.176557421684265,0.4503480792045593,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,58,-1.9872651100158691,-1.501800537109375,-3.489065647125244,0.5320300459861755,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,59,-0.8542717099189758,-1.2440515756607056,-2.0983232855796814,0.7638956308364868,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,60,-1.0941325426101685,-0.8305497765541077,-1.9246823191642761,1.0250380039215088,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,61,-1.314900517463684,-1.3670400381088257,-2.6819405555725098,0.6064765453338623,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,62,-1.3713929653167725,-0.8952191472053528,-2.2666121125221252,0.8781419396400452,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,63,-2.35274600982666,-1.2620824575424194,-3.6148284673690796,0.5132505297660828,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,64,-1.28053617477417,-1.695604920387268,-2.976141095161438,0.42508140206336975,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,65,-0.8235226273536682,-1.014316439628601,-1.8378390669822693,0.4841824173927307,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,66,-1.5886932611465454,-0.9729015231132507,-2.561594784259796,0.6419142484664917,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,67,-1.4091730117797852,-0.8020864129066467,-2.211259424686432,0.903369128704071,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,68,-0.6837615966796875,-1.787105679512024,-2.4708672761917114,0.5875431299209595,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,69,-0.8512852787971497,-1.1925921440124512,-2.043877422809601,0.6452911496162415,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,70,-1.8272018432617188,-1.1613233089447021,-2.988525152206421,0.5065208673477173,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,71,-1.7030752897262573,-0.7207076549530029,-2.4237829446792603,0.7780916690826416,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,72,-0.6747393608093262,-1.6311014890670776,-2.305840849876404,0.5001661777496338,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,73,-0.7103261947631836,-1.1283302307128906,-1.8386564254760742,0.7749453783035278,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,74,-1.5811079740524292,-1.3611493110656738,-2.942257285118103,0.4041502773761749,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,75,-1.4037445783615112,-1.0697004795074463,-2.4734450578689575,0.6726458668708801,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,76,-1.100199818611145,-0.6752691864967346,-1.7754690051078796,1.1377297639846802,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,77,-1.3678444623947144,-1.332299828529358,-2.7001442909240723,0.6301681995391846,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,78,-0.8999968767166138,-1.2219871282577515,-2.1219840049743652,0.6712534427642822,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,79,-0.8833776116371155,-0.7537068724632263,-1.6370844841003418,0.9337037801742554,0.0,1,0.1,1
LR_A1,0,5000000,500,step5m_t500,2,80,-0.6776718497276306,-1.4469788074493408,-2.1246506571769714,0.8519094586372375,0.0,1,0.1,1
