arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,s_l1,s_l2
CS,raw,2,2,0.001,4,none,0.121175,0.1208333373,0.1208333373,0,0,0.2770872116,18.80488396,-0.22420609,0.5091666579,63.89490704,0.4938833416,0.01262102835,0.5091666579,0.4811500013,0,-0.05092511699,0.01600963995,0.9999992251,1.079491854,0.8999999762,0.8999999762,-7.963841438,3.354655743,-12.4356575,0,9.977114594,0.9998916984,-2.401917219,0,0.0001083333409,1,-0.7350327373,0.05632539839,-1.288551219e+11,12.4356575,0.6887856126,11.62887001,3.523121595,14.06156826,17.26471901,0.02683453076
CS,raw,2,2,0.001,5,none,0.1190791667,0.1191666722,0.1191666722,0,0,0.3034459054,20.83813477,-0.214519605,0.5083333254,61.49421516,0.4936999977,0.01245679893,0.5083333254,0.4779166579,0,-0.03832530975,0.01561087649,1.000000238,1.087813497,0.969999969,0.969999969,-8.221735001,3.522675514,-13.58957863,0,2.996411229,0.9999750257,-2.376662016,0,2.499999937e-05,1,-0.7636391521,0.05598577857,-1.423170929e+11,13.58957863,0.6871254444,12.14519978,3.570641518,14.05137157,19.80792999,0.005113842431
CS,raw,2,2,0.001,6,none,0.1122666667,0.1125000045,0.1125000045,0,0,0.3034448624,20.83813667,-0.214519605,0.5083333254,61.49643078,0.4936999977,0.01245677005,0.5083333254,0.4779166579,0,-0.03834876418,0.01561088301,1.000000715,1.087814212,1,1,-8.483798981,3.524430513,-13.56455135,0,0,1,-2.387461185,0,0,1,-0.7648689151,0.05622829497,-1.432700518e+11,13.56455135,0.6870082617,12.1451931,3.570641518,14.05256939,19.8635273,2.64697796e-22
CS,raw,2,2,0.001,7,none,0.1147875,0.1150000021,0.1150000021,0,0,0.3034448624,20.83813667,-0.214519605,0.5083333254,61.49768923,0.4936999977,0.01245677005,0.5083333254,0.4779166579,0,-0.03834876418,0.01561088301,1.000000715,1.087814212,1,1,-8.493523598,3.527604342,-13.57774067,0,0,1,-2.385402918,0,0,1,-0.7584543228,0.05617770553,-1.432700518e+11,13.57774067,0.6873051524,12.1451931,3.570641518,14.05256939,19.88427353,2.64697796e-22
CS,raw,2,2,0.001,8,none,0.1174354167,0.1174999997,0.1174999997,0,0,0.3034448624,20.83813667,-0.214519605,0.5083333254,61.49541216,0.4936999977,0.01245677005,0.5083333254,0.4779166579,0,-0.03834876418,0.01561088301,1.000000715,1.087814212,1,1,-8.490815163,3.526721716,-13.56889153,0,0,1,-2.38492322,0,0,1,-0.76341784,0.0561917685,-1.432700518e+11,13.56889153,0.6871794462,12.1451931,3.570641518,14.05256939,19.86619759,2.64697796e-22
CS,raw,2,2,0.001,9,none,0.1127708333,0.113333337,0.113333337,0,0,0.3248944283,21.90719604,-0.2240337133,0.5083333254,61.30761896,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278065637,0.01581776887,1.000000477,1.118885279,0.9899999499,0.9899999499,-8.711605072,3.471502304,-13.59386063,0,1,0.9999916553,-2.390175581,0,8.333333426e-06,1,-0.7485770583,0.05748479441,-1.478325371e+11,13.59386063,0.6872287989,12.50400066,3.570641518,14.03761768,20.61217308,0.002358388854
CS,raw,2,2,0.001,10,none,0.1129291667,0.113333337,0.113333337,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31004251,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.689267159,3.461716413,-13.59060383,0,0,1,-2.399143696,0,0,1,-0.7510828972,0.05773906782,-1.481501901e+11,13.59060383,0.6873310208,12.50400066,3.570641518,14.03761768,20.65425491,2.64697796e-22
CS,raw,2,2,0.001,11,none,0.1068354167,0.1083333343,0.1083333343,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30933024,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.692101479,3.466532707,-13.57717991,0,0,1,-2.396890163,0,0,1,-0.7506753206,0.05765884742,-1.481501901e+11,13.57717991,0.6872654557,12.50400066,3.570641518,14.03761768,20.64397812,2.64697796e-22
CS,raw,2,2,0.001,12,none,0.1255520833,0.1258333325,0.1258333325,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.3082101,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.703359604,3.468543768,-13.62202549,0,0,1,-2.397536993,0,0,1,-0.754083395,0.05762541667,-1.481501901e+11,13.62202549,0.687472403,12.50400066,3.570641518,14.03761768,20.60430336,2.64697796e-22
CS,raw,2,2,0.001,13,none,0.1197270833,0.1200000048,0.1200000048,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31014573,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.693975449,3.459255695,-13.5952692,0,0,1,-2.396675825,0,0,1,-0.7536162734,0.05778013915,-1.481501901e+11,13.5952692,0.6874764562,12.50400066,3.570641518,14.03761768,20.66236687,2.64697796e-22
CS,raw,2,2,0.001,14,none,0.1098208333,0.1158333346,0.1158333346,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31081246,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.69469738,3.465909481,-13.59799385,0,0,1,-2.399411678,0,0,1,-0.7517071962,0.05766921863,-1.481501901e+11,13.59799385,0.6874243021,12.50400066,3.570641518,14.03761768,20.65195465,2.64697796e-22
CS,raw,2,2,0.001,15,none,0.1191666667,0.1191666722,0.1191666722,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30823473,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.687304497,3.459889174,-13.58097076,0,0,1,-2.397955894,0,0,1,-0.7549421191,0.05776955932,-1.481501901e+11,13.58097076,0.6874141693,12.50400066,3.570641518,14.03761768,20.64142609,2.64697796e-22
CS,raw,2,2,0.001,16,none,0.1088291667,0.1091666669,0.1091666669,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.3074384,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.708397865,3.475173473,-13.61189938,0,0,1,-2.396899223,0,0,1,-0.7512726188,0.05751548335,-1.481501901e+11,13.61189938,0.6872714758,12.50400066,3.570641518,14.03761768,20.5885067,2.64697796e-22
CS,raw,2,2,0.001,17,none,0.1112895833,0.1116666719,0.1116666719,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31045887,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.682407379,3.467341423,-13.57743549,0,0,1,-2.40151906,0,0,1,-0.7517449856,0.0576453954,-1.481501901e+11,13.57743549,0.6876423359,12.50400066,3.570641518,14.03761768,20.66918373,2.64697796e-22
CS,raw,2,2,0.001,18,none,0.1089479167,0.1091666669,0.1091666669,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30913733,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.708820343,3.465709209,-13.61346817,0,0,1,-2.397628069,0,0,1,-0.7531102896,0.05767254531,-1.481501901e+11,13.61346817,0.6874235272,12.50400066,3.570641518,14.03761768,20.61437607,2.64697796e-22
CS,raw,2,2,0.001,19,none,0.1106458333,0.1108333394,0.1108333394,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31125194,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.681600571,3.467384577,-13.58611107,0,0,1,-2.399789572,0,0,1,-0.751311481,0.05764468014,-1.481501901e+11,13.58611107,0.6874434352,12.50400066,3.570641518,14.03761768,20.66391563,2.64697796e-22
CS,raw,2,2,0.001,20,none,0.1175,0.1174999997,0.1174999997,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31007365,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.694619179,3.47136879,-13.61205482,0,0,1,-2.399091959,0,0,1,-0.751264751,0.05757851899,-1.481501901e+11,13.61205482,0.6874993443,12.50400066,3.570641518,14.03761768,20.6385746,2.64697796e-22
CS,raw,2,2,0.001,21,none,0.1088395833,0.1091666669,0.1091666669,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30931385,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.688061714,3.467299938,-13.59432697,0,0,1,-2.399758816,0,0,1,-0.7512726188,0.0576460883,-1.481501901e+11,13.59432697,0.6875395775,12.50400066,3.570641518,14.03761768,20.65348434,2.64697796e-22
CS,raw,2,2,0.001,22,none,0.1147895833,0.1150000021,0.1150000021,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31005342,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.69939518,3.463518381,-13.62371922,0,0,1,-2.394237757,0,0,1,-0.7520373464,0.05770902708,-1.481501901e+11,13.62371922,0.6873380542,12.50400066,3.570641518,14.03761768,20.61432648,2.64697796e-22
CS,raw,2,2,0.001,23,none,0.1172,0.1174999997,0.1174999997,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30677715,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.722496986,3.478023291,-13.64453602,0,0,1,-2.395678759,0,0,1,-0.7498768568,0.0574683547,-1.481501901e+11,13.64453602,0.6872601509,12.50400066,3.570641518,14.03761768,20.55568314,2.64697796e-22
CS,raw,2,2,0.001,24,none,0.12283125,0.1233333349,0.1233333349,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30873648,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.689479828,3.464470148,-13.5988884,0,0,1,-2.396777868,0,0,1,-0.7543131113,0.05769317597,-1.481501901e+11,13.5988884,0.6874426603,12.50400066,3.570641518,14.03761768,20.62953949,2.64697796e-22
CS,raw,2,2,0.001,25,none,0.10588125,0.1116666719,0.1116666719,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30615668,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.704407692,3.483327389,-13.58315945,0,0,1,-2.4007442,0,0,1,-0.7518356442,0.05738084763,-1.481501901e+11,13.58315945,0.6870641708,12.50400066,3.570641518,14.03761768,20.60602379,2.64697796e-22
CS,raw,2,2,0.001,26,none,0.1246583333,0.125,0.125,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31053949,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.700061798,3.469466686,-13.61682606,0,0,1,-2.398410082,0,0,1,-0.7509533763,0.05761009082,-1.481501901e+11,13.61682606,0.6875726581,12.50400066,3.570641518,14.03761768,20.63851357,2.64697796e-22
CS,raw,2,2,0.001,27,none,0.1138458333,0.1141666695,0.1141666695,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31153146,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.704648018,3.466314554,-13.61105824,0,0,1,-2.398625374,0,0,1,-0.7507237196,0.05766247213,-1.481501901e+11,13.61105824,0.6873986721,12.50400066,3.570641518,14.03761768,20.63573265,2.64697796e-22
CS,raw,2,2,0.001,28,none,0.1082041667,0.1099999994,0.1099999994,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30812877,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.721707344,3.466228485,-13.63379955,0,0,1,-2.395441055,0,0,1,-0.7478983998,0.05766391009,-1.481501901e+11,13.63379955,0.6871906519,12.50400066,3.570641518,14.03761768,20.60313416,2.64697796e-22
CS,raw,2,2,0.001,29,none,0.1156729167,0.1158333346,0.1158333346,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30843567,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.693468094,3.466924906,-13.59318829,0,0,1,-2.397160292,0,0,1,-0.7540149093,0.05765232444,-1.481501901e+11,13.59318829,0.6874399185,12.50400066,3.570641518,14.03761768,20.63201714,2.64697796e-22
CS,raw,2,2,0.001,30,none,0.1028333333,0.1083333343,0.1083333343,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30685127,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.72055912,3.484135151,-13.62121773,0,0,1,-2.400651455,0,0,1,-0.7506856918,0.0573675409,-1.481501901e+11,13.62121773,0.6870858669,12.50400066,3.570641518,14.03761768,20.56934166,2.64697796e-22
CS,raw,2,2,0.001,31,none,0.1091895833,0.1108333394,0.1108333394,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.3085351,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.688193321,3.462607622,-13.59242535,0,0,1,-2.400262833,0,0,1,-0.7522474527,0.05772420391,-1.481501901e+11,13.59242535,0.6872416735,12.50400066,3.570641518,14.03761768,20.63905716,2.64697796e-22
CS,raw,2,2,0.001,32,none,0.1087729167,0.1108333394,0.1108333394,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.3073584,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.696435928,3.459965229,-13.58082867,0,0,1,-2.396932364,0,0,1,-0.7528082132,0.057768289,-1.481501901e+11,13.58082867,0.6872867346,12.50400066,3.570641518,14.03761768,20.63379288,2.64697796e-22
CS,raw,2,2,0.001,33,none,0.1029125,0.1083333343,0.1083333343,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31038135,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.701046944,3.461572409,-13.60874176,0,0,1,-2.399004221,0,0,1,-0.754363358,0.05774147436,-1.481501901e+11,13.60874176,0.6874516606,12.50400066,3.570641518,14.03761768,20.64233971,2.64697796e-22
CS,raw,2,2,0.001,34,none,0.1158333333,0.1174999997,0.1174999997,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.3079706,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.693967819,3.47866559,-13.60163212,0,0,1,-2.396961451,0,0,1,-0.7508149743,0.05745774508,-1.481501901e+11,13.60163212,0.6871768832,12.50400066,3.570641518,14.03761768,20.60059357,2.64697796e-22
CS,raw,2,2,0.001,35,none,0.1129166667,0.113333337,0.113333337,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30847505,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.695571899,3.467419863,-13.60028458,0,0,1,-2.397052765,0,0,1,-0.7506377101,0.057644099,-1.481501901e+11,13.60028458,0.6873359084,12.50400066,3.570641518,14.03761768,20.62153053,2.64697796e-22
CS,raw,2,2,0.001,36,none,0.11874375,0.1191666722,0.1191666722,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30678813,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.70170784,3.468535662,-13.59222984,0,0,1,-2.399389029,0,0,1,-0.7528068423,0.0576255545,-1.481501901e+11,13.59222984,0.6871895194,12.50400066,3.570641518,14.03761768,20.5965004,2.64697796e-22
CS,raw,2,2,0.001,37,none,0.1245375,0.125,0.125,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30898942,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.701621056,3.470277309,-13.60275936,0,0,1,-2.394091129,0,0,1,-0.7501468062,0.05759662762,-1.481501901e+11,13.60275936,0.6873471141,12.50400066,3.570641518,14.03761768,20.60947227,2.64697796e-22
CS,raw,2,2,0.001,38,none,0.1080895833,0.1083333343,0.1083333343,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30927468,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.7047472,3.464061975,-13.60356236,0,0,1,-2.396824121,0,0,1,-0.7564460039,0.0576999709,-1.481501901e+11,13.60356236,0.6874403954,12.50400066,3.570641518,14.03761768,20.62425041,2.64697796e-22
CS,raw,2,2,0.001,39,none,0.1149354167,0.1150000021,0.1150000021,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.3099756,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.696055412,3.458188772,-13.59960365,0,0,1,-2.394770384,0,0,1,-0.7492672205,0.05779796839,-1.481501901e+11,13.59960365,0.6873552203,12.50400066,3.570641518,14.03761768,20.65299225,2.64697796e-22
CS,raw,2,2,0.001,40,none,0.11039375,0.1108333394,0.1108333394,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31170443,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.689581871,3.464807749,-13.59065056,0,0,1,-2.398883104,0,0,1,-0.7509800196,0.05768755078,-1.481501901e+11,13.59065056,0.6874927878,12.50400066,3.570641518,14.03761768,20.67518044,2.64697796e-22
CS,raw,2,2,0.001,41,none,0.1197833333,0.1200000048,0.1200000048,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30868101,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.703040123,3.462145567,-13.59281254,0,0,1,-2.398279667,0,0,1,-0.7553107142,0.05773191154,-1.481501901e+11,13.59281254,0.6873158813,12.50400066,3.570641518,14.03761768,20.64080238,2.64697796e-22
CS,raw,2,2,0.001,42,none,0.1188833333,0.1191666722,0.1191666722,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30921418,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.700112343,3.465055466,-13.61285686,0,0,1,-2.395183325,0,0,1,-0.7546358109,0.05768343061,-1.481501901e+11,13.61285686,0.68746382,12.50400066,3.570641518,14.03761768,20.61588287,2.64697796e-22
CS,raw,2,2,0.001,43,none,0.112,0.1141666695,0.1141666695,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30923163,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.710158348,3.468174458,-13.62376785,0,0,1,-2.395029783,0,0,1,-0.7547659278,0.05763155222,-1.481501901e+11,13.62376785,0.6873255372,12.50400066,3.570641518,14.03761768,20.59840012,2.64697796e-22
CS,raw,2,2,0.001,44,none,0.1116104167,0.1116666719,0.1116666719,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30871117,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.700066566,3.465688944,-13.60197353,0,0,1,-2.39761591,0,0,1,-0.753569603,0.05767288804,-1.481501901e+11,13.60197353,0.687479794,12.50400066,3.570641518,14.03761768,20.6297493,2.64697796e-22
CS,raw,2,2,0.001,45,none,0.12324375,0.1233333349,0.1233333349,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.3078872,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.710186005,3.47618103,-13.62864113,0,0,1,-2.3994205,0,0,1,-0.7531706691,0.05749881268,-1.481501901e+11,13.62864113,0.6874769926,12.50400066,3.570641518,14.03761768,20.59426308,2.64697796e-22
CS,raw,2,2,0.001,46,none,0.1189416667,0.1191666722,0.1191666722,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30851927,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.697310448,3.463129282,-13.6045723,0,0,1,-2.394528627,0,0,1,-0.7537769675,0.05771551281,-1.481501901e+11,13.6045723,0.6873755455,12.50400066,3.570641518,14.03761768,20.63157463,2.64697796e-22
CS,raw,2,2,0.001,47,none,0.12806875,0.1283333302,0.1283333302,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30669291,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.688610077,3.459693193,-13.58400917,0,0,1,-2.397866488,0,0,1,-0.7548872828,0.05777283385,-1.481501901e+11,13.58400917,0.6874234676,12.50400066,3.570641518,14.03761768,20.6336422,2.64697796e-22
CS,raw,2,2,0.001,48,none,0.1086895833,0.1091666669,0.1091666669,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30799869,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.688508987,3.460611343,-13.58790302,0,0,1,-2.396470785,0,0,1,-0.7521998286,0.05775750801,-1.481501901e+11,13.58790302,0.6872322559,12.50400066,3.570641518,14.03761768,20.63910103,2.64697796e-22
CS,raw,2,2,0.001,49,none,0.1283333333,0.1283333302,0.1283333302,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.30865988,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.707351685,3.466478825,-13.61806202,0,0,1,-2.397154093,0,0,1,-0.752353251,0.05765974522,-1.481501901e+11,13.61806202,0.6874923706,12.50400066,3.570641518,14.03761768,20.62057686,2.64697796e-22
CS,raw,2,2,0.001,50,none,0.11614375,0.1166666672,0.1166666672,0,0,0.3248944283,21.90722275,-0.2240334898,0.5083333254,61.31026209,0.4939083457,0.01286236104,0.5083333254,0.4792250097,0,-0.04278095439,0.01581775211,1.000000358,1.11888504,1,1,-8.695161819,3.462071657,-13.61243057,0,0,1,-2.395323992,0,0,1,-0.751401782,0.05773314461,-1.481501901e+11,13.61243057,0.6873891354,12.50400066,3.570641518,14.03761768,20.62760735,2.64697796e-22
CS,raw,3,3,0.001,1,none,0.9818604167,1,1,0,0,0.2779101431,13.11234951,-0.1622033417,0.5074999928,70.32510221,0.4916416705,0.01852571964,0.5074999928,0.4832082987,0,-0.01728647389,0.02403161116,0.999999702,1.245846272,0.02999999933,0.02999999933,6.394720078,2.950690269,-1.527459741,0.9975000024,18.11533068,0.03482500091,2.147953749,0.9975000024,0.004825000186,0.9099999666,0.4225048423,0.08501776308,0.03945037723,10.74503136,0.6799703836,10.41839409,3.94373107,8.757927895,10.34969997,7.029696941
CS,raw,3,3,0.001,2,none,0.9770958333,1,1,0,0,0.1647214144,13.07229424,-0.521556139,0.5024999976,72.20996909,0.4967083335,0.01394068543,0.5024999976,0.4838416576,0,0.01908437163,0.02180695347,1.000000596,1.431595564,0.02999999933,0.02999999933,5.873163223,2.981905222,-2.250875235,0.9883333445,22.73175555,0.06037500128,1.966555595,0.9883333445,0.02600833401,0.4799999893,0.5127117038,0.07969499379,0.04172521085,9.792269707,0.6769530773,12.24993515,4.562050343,9.928791046,10.66232395,6.612452507
CS,raw,3,3,0.001,3,none,0.93645,1,1,0,0,0.1528554857,14.83399868,-0.7845025659,0.4975000024,67.86351173,0.5007833242,0.008728228509,0.4975000024,0.4794166982,0,0.07804121822,0.01903127693,1.000000954,1.191354036,0.1099999994,0.1099999994,-1.532642484,3.504211187,-9.976225853,0.2558333278,59.29678265,0.534250021,-0.6144855022,0.2558333278,0.1000166684,0.2699999809,-0.2857688367,0.06445794553,8.372881818e+10,14.21389675,0.6744125485,12.58773899,5.12943697,13.10034657,12.75505829,4.719020367
CS,raw,3,3,0.001,4,none,0.2376833333,0.1808333397,0.1808333397,0,0,0.2243231237,19.58744431,-0.7376396656,0.4950000048,62.501317,0.5008749962,0.009521556087,0.4950000048,0.4769750237,0,0.06255304813,0.01643914916,1.000000477,1.207835555,0.719999969,0.719999969,-9.405888557,4.20511961,-13.85501957,0,27.47761497,0.9987750053,-2.243210316,0,0.001225000015,0.9599999785,-0.8522548676,0.058732979,-2.197644739e+11,13.85501957,0.6799746156,13.13065624,5.030472755,14.65752506,16.55316925,0.05825128406
CS,raw,3,3,0.001,5,none,0.1259979167,0.1291666627,0.1291666627,0,0,0.2243744433,19.58745003,-0.737639606,0.4966666698,62.50315922,0.5008416772,0.009521566331,0.4966666698,0.4770249724,0,0.06238496304,0.0164392218,1.000000954,1.207838655,0.9199999571,0.9199999571,-9.63675499,4.245890617,-15.06886768,0,7.97320805,0.9998333454,-2.282077551,0,0.0001666666649,1,-0.8703091741,0.05984379351,-2.349182157e+11,15.06886768,0.6797586083,13.1306591,5.044351578,14.73336697,16.5409317,0.02583830245
CS,raw,3,3,0.001,6,none,0.1223979167,0.1233333349,0.1233333349,0,0,0.2282660007,22.61440277,-0.7575825453,0.4958333373,59.88165446,0.5006250143,0.01010387391,0.4958333373,0.4776083231,0,0.0307751596,0.01493823249,1.000001192,1.191087842,0.9199999571,0.9199999571,-10.31761932,4.492896557,-15.08681679,0,7.990217078,0.9999166727,-2.282596588,0,8.333332516e-05,1,-0.9178466201,0.0603547059,-2.543969731e+11,15.08681679,0.682666719,13.36639309,5.074705601,14.745821,18.33483315,0.02529137768
CS,raw,3,3,0.001,7,none,0.1217270833,0.1216666698,0.1216666698,0,0,0.2454315275,22.72416496,-0.7456182837,0.5,58.4888022,0.4981833398,0.0107880272,0.5,0.4772000015,0,0.03425194323,0.01526216604,1,1.151799202,0.969999969,0.969999969,-10.55778503,4.481491566,-15.12458229,0,2.997353605,0.999966681,-2.303919554,0,3.33333337e-05,1,-0.8245526552,0.0621281378,-2.622915543e+11,15.12458229,0.6857602,13.54035759,5.074705601,14.79601669,19.67930412,0.01503809635
