arm,quantity,window,mean,nan_units,n_seeds_defined,diff_mean,diff_lo95,diff_hi95
cap_par,delta_E1,11-50,-0.18417139204833757,0.0,,0.49779896268099855,0.490939014189487,0.50465891117251
cap_par,delta_E2,51-150,-0.299699454693235,0.0,,1.8237660587881912,1.800454241427095,1.8470778761492874
cap_par,delta_E2,2-10,0.007266318481956325,0.0,,1.0381289660861917,1.003910068495667,1.0723478636767163
cap_par,delta_E2,11-50,-0.11666712356260622,0.0,,1.779163016769153,1.7510241824312702,1.8073018511070358
cap_par,absorb_frac_absorbed,1-150,0.0,,10.0,,,
cap_par,absorb_median_absorb_task,1-150,,,0.0,,,
cap_par,absorb_n_censored,1-150,100.0,,10.0,,,
cap_par,absorb_frac_neg_at_end,1-150,0.0,,10.0,,,
cap_par,absorb_frac_ever_neg,1-150,0.0,,10.0,,,
cap_par,absorb_mean_reentries,1-150,0.0,,10.0,,,
cap_par,level_U_l1,t1,3.8255488181114194,,,,,
cap_par,level_K_l1,t1,3.186178762811346,,,,,
cap_par,level_sigma_l1,t1,1.222159625447631,,,,,
cap_par,level_zbar_l1,t1,-0.017899073380000175,,,,,
cap_par,level_b1,t1,0.011097596896172035,,,,,
cap_par,level_q_l1,t1,-0.004939657025238621,,,,,
cap_par,level_v_norm_l1,t1,3.389419322565215,,,,,
cap_par,level_eps_frac_l1,t1,0.21059056122448977,,,,,
cap_par,level_U_l1,t10,10.801367622852327,,,,,
cap_par,level_K_l1,t10,2.9059497885820775,,,,,
cap_par,level_sigma_l1,t10,3.8300911069289603,,,,,
cap_par,level_zbar_l1,t10,-0.08009554192155822,,,,,
cap_par,level_b1,t10,0.02856739378388738,,,,,
cap_par,level_q_l1,t10,-0.018328574521204247,,,,,
cap_par,level_v_norm_l1,t10,9.263269594315648,,,,,
cap_par,level_eps_frac_l1,t10,0.21312499999999995,,,,,
cap_par,level_U_l1,t50,20.977056683540344,,,,,
cap_par,level_K_l1,t50,2.86860321143259,,,,,
cap_par,level_sigma_l1,t50,8.172802515513627,,,,,
cap_par,level_zbar_l1,t50,-1.6743854669973857,,,,,
cap_par,level_b1,t50,-1.640284311698284,,,,,
cap_par,level_q_l1,t50,-0.005752432046056905,,,,,
cap_par,level_v_norm_l1,t50,23.147317542991214,,,,,
cap_par,level_eps_frac_l1,t50,0.2265625,,,,,
cap_par,level_U_l1,t100,28.76647110557556,,,,,
cap_par,level_K_l1,t100,2.728822539996436,,,,,
cap_par,level_sigma_l1,t100,12.512828349658013,,,,,
cap_par,level_zbar_l1,t100,-4.079517373966857,,,,,
cap_par,level_b1,t100,-4.078132523655426,,,,,
cap_par,level_q_l1,t100,-0.00024009700496009802,,,,,
cap_par,level_v_norm_l1,t100,35.559555079856366,,,,,
cap_par,level_eps_frac_l1,t100,0.2384795918367347,,,,,
cap_par,level_U_l1,t150,33.97451144218445,,,,,
cap_par,level_K_l1,t150,2.64557476557256,,,,,
cap_par,level_sigma_l1,t150,16.16816133014848,,,,,
cap_par,level_zbar_l1,t150,-7.139299764247528,,,,,
cap_par,level_b1,t150,-7.166136541459709,,,,,
cap_par,level_q_l1,t150,0.004518664829250802,,,,,
cap_par,level_v_norm_l1,t150,44.997461987411164,,,,,
cap_par,level_eps_frac_l1,t150,0.24919260204081634,,,,,
cap_par,ledger_adam_q_align,51-150,31.325068557555483,,,,,
cap_par,ledger_adam_q_sq,51-150,4.257974010008428,,,,,
cap_par,ledger_proj_q_align,51-150,-38.079168733693464,,,,,
cap_par,ledger_proj_q_sq,51-150,2.4965297221256977,,,,,
cap_par,ledger_adam_v2_align,51-150,1491.8594475505001,,,,,
cap_par,ledger_adam_v2_sq,51-150,11.876859532108522,,,,,
cap_par,ledger_proj_v2_align,51-150,0.016288646637683462,,,,,
cap_par,ledger_proj_v2_sq,51-150,1.1834650406832816e-07,,,,,
cap_par,ledger_adam_m_align,51-150,0.12049552525161174,,,,,
cap_par,ledger_adam_m_sq,51-150,0.00296591793968125,,,,,
cap_par,ledger_proj_m_align,51-150,-0.11389824446887213,,,,,
cap_par,ledger_proj_m_sq,51-150,0.001219835054123706,,,,,
cap_par,ledger_adam_wt2_align,51-150,1428.7160243107921,,,,,
cap_par,ledger_adam_wt2_sq,51-150,13.80955387740685,,,,,
cap_par,ledger_proj_wt2_align,51-150,51.23334357653996,,,,,
cap_par,ledger_proj_wt2_sq,51-150,1.5401791580392161,,,,,
cap_perp,delta_pplus,51-150,-0.3456741499999999,0.0,,0.1421737166666667,0.1222567966732125,0.1620906366601209
cap_perp,delta_pplus,2-10,-0.3161498148148148,0.0,,0.010721851851851857,0.006553747670627549,0.014889956033076166
cap_perp,delta_pplus,11-50,-0.36998387499999996,0.0,,0.10019960416666666,0.09252110139009173,0.1078781069432416
cap_perp,delta_E1_l2,51-150,-0.3233539494646279,0.0,,0.16483697972708197,0.14059399918933402,0.18907996026482993
cap_perp,delta_E1_l2,2-10,-0.22812766628895922,0.0,,0.09379399984470672,0.08093394544548599,0.10665405424392746
cap_perp,delta_E1_l2,11-50,-0.3357383244441232,0.0,,0.13613969977459556,0.10953416275854852,0.1627452367906426
cap_perp,delta_E2_l2,51-150,-1.3871026676132132,0.0,,0.16536819895030133,-0.021371172188263815,0.3521075700888665
cap_perp,delta_E2_l2,2-10,-0.9179963342609898,0.0,,0.2953585826539806,0.2316956657140974,0.35902149959386376
cap_perp,delta_E2_l2,11-50,-1.5468186981085426,0.0,,0.4686923457919729,0.34246042154507605,0.5949242700388697
cap_perp,delta_E1,51-150,-0.4191191887528124,0.0,,0.2891352174934431,0.2672257404001103,0.3110446945867759
cap_perp,delta_E1,2-10,-0.35491805830284495,0.0,,0.11046009001098148,0.10471297957534362,0.11620720044661934
cap_perp,delta_E1,11-50,-0.42653202534275614,0.0,,0.25543832938657995,0.24678904667892954,0.2640876120942304
cap_perp,delta_E2,51-150,-1.1561436137500551,0.0,,0.967321899731371,0.8909789960087175,1.0436648034540243
cap_perp,delta_E2,2-10,-0.970783732512691,0.0,,0.060078915091544616,0.045012306160609715,0.07514552402247952
cap_perp,delta_E2,11-50,-1.2012473149712577,0.0,,0.6945828253605013,0.6631139162987102,0.7260517344222924
cap_perp,absorb_frac_absorbed,1-150,0.0,,10.0,,,
cap_perp,absorb_median_absorb_task,1-150,,,0.0,,,
cap_perp,absorb_n_censored,1-150,100.0,,10.0,,,
cap_perp,absorb_frac_neg_at_end,1-150,0.014000000000000002,,10.0,,,
cap_perp,absorb_frac_ever_neg,1-150,0.631,,10.0,,,
cap_perp,absorb_mean_reentries,1-150,1.529,,10.0,,,
cap_perp,level_U_l1,t1,3.8255488181114194,,,,,
cap_perp,level_K_l1,t1,3.186178762811346,,,,,
cap_perp,level_sigma_l1,t1,1.222159625447631,,,,,
cap_perp,level_zbar_l1,t1,-0.017899073380000175,,,,,
cap_perp,level_b1,t1,0.011097596896172035,,,,,
cap_perp,level_q_l1,t1,-0.004939657025238621,,,,,
cap_perp,level_v_norm_l1,t1,3.389419322565215,,,,,
cap_perp,level_eps_frac_l1,t1,0.21059056122448977,,,,,
cap_perp,level_U_l1,t10,3.0803901604823767,,,,,
cap_perp,level_K_l1,t10,3.069605990310202,,,,,
cap_perp,level_sigma_l1,t10,1.720545779162023,,,,,
cap_perp,level_zbar_l1,t10,-2.1050274906585082,,,,,
cap_perp,level_b1,t10,0.08528036714764312,,,,,
cap_perp,level_q_l1,t10,-0.36921343901948134,,,,,
cap_perp,level_v_norm_l1,t10,3.3887918764698766,,,,,
cap_perp,level_eps_frac_l1,t10,0.21117857142857138,,,,,
cap_perp,level_U_l1,t50,2.919018061965704,,,,,
cap_perp,level_K_l1,t50,3.05851666673633,,,,,
cap_perp,level_sigma_l1,t50,1.7229856883492343,,,,,
cap_perp,level_zbar_l1,t50,-2.2412417746733526,,,,,
cap_perp,level_b1,t50,0.24705655161205503,,,,,
cap_perp,level_q_l1,t50,-0.4194685378865081,,,,,
cap_perp,level_v_norm_l1,t50,3.388539861348704,,,,,
cap_perp,level_eps_frac_l1,t50,0.21135076530612246,,,,,
cap_perp,level_U_l1,t100,2.976094952940941,,,,,
cap_perp,level_K_l1,t100,3.0974467746679886,,,,,
cap_perp,level_sigma_l1,t100,1.7365383988262473,,,,,
cap_perp,level_zbar_l1,t100,-2.2673586023657872,,,,,
cap_perp,level_b1,t100,0.38177145389199724,,,,,
cap_perp,level_q_l1,t100,-0.44660010774418735,,,,,
cap_perp,level_v_norm_l1,t100,3.388532113494466,,,,,
cap_perp,level_eps_frac_l1,t100,0.2112066326530612,,,,,
cap_perp,level_U_l1,t150,3.072917521089315,,,,,
cap_perp,level_K_l1,t150,3.1000392499780434,,,,,
cap_perp,level_sigma_l1,t150,1.7284410785247775,,,,,
cap_perp,level_zbar_l1,t150,-2.1451146452517067,,,,,
cap_perp,level_b1,t150,0.4919951700825477,,,,,
cap_perp,level_q_l1,t150,-0.4445349415859673,,,,,
cap_perp,level_v_norm_l1,t150,3.3886842788817995,,,,,
cap_perp,level_eps_frac_l1,t150,0.21147448979591837,,,,,
cap_perp,ledger_adam_q_align,51-150,-2.9788109584412235,,,,,
cap_perp,ledger_adam_q_sq,51-150,3.0261659958625233,,,,,
cap_perp,ledger_proj_q_align,51-150,3.968210299461958e-07,,,,,
cap_perp,ledger_proj_q_sq,51-150,5.7997655117278974e-12,,,,,
cap_perp,ledger_adam_v2_align,51-150,831.7284331316005,,,,,
cap_perp,ledger_adam_v2_sq,51-150,11.319198859608644,,,,,
cap_perp,ledger_proj_v2_align,51-150,-843.150669245779,,,,,
cap_perp,ledger_proj_v2_sq,51-150,0.10376528460875907,,,,,
cap_perp,ledger_adam_m_align,51-150,0.0027064051344399577,,,,,
cap_perp,ledger_adam_m_sq,51-150,0.0022170469439265956,,,,,
cap_perp,ledger_proj_m_align,51-150,-0.00494673501396802,,,,,
cap_perp,ledger_proj_m_sq,51-150,7.023949587124708e-07,,,,,
cap_perp,ledger_adam_wt2_align,51-150,826.6278005477583,,,,,
cap_perp,ledger_adam_wt2_sq,51-150,12.607200051432716,,,,,
cap_perp,ledger_proj_wt2_align,51-150,-839.2724285980072,,,,,
cap_perp,ledger_proj_wt2_sq,51-150,0.10321460696692822,,,,,
cap_both,delta_pplus,51-150,-0.378803275,0.0,,0.10904459166666666,0.10421910226854009,0.11387008106479324
cap_both,delta_pplus,2-10,-0.003797777777777783,0.0,,0.3230738888888889,0.3106084343057073,0.3355393434720705
cap_both,delta_pplus,11-50,-0.18821077083333332,0.0,,0.2819727083333333,0.26801809091194373,0.2959273257547229
cap_both,delta_E1_l2,51-150,-0.4113013643190147,0.0,,0.07688956487269513,0.06733702155064983,0.08644210819474044
cap_both,delta_E1_l2,2-10,-0.36724266605862865,0.0,,-0.04532099992496272,-0.05408698233316724,-0.036555017516758194
cap_both,delta_E1_l2,11-50,-0.46023356173799834,0.0,,0.011644462480720435,0.006998001604982629,0.01629092335645824
cap_both,delta_E2_l2,51-150,-1.6878035403747629,0.0,,-0.13533267381124842,-0.23004078694206953,-0.04062456068042729
cap_both,delta_E2_l2,2-10,-1.295172900864166,0.0,,-0.0818179839491953,-0.12808960471036318,-0.03554636318802743
cap_both,delta_E2_l2,11-50,-1.8674832402309698,0.0,,0.14802780366954577,0.0972371090919156,0.19881849824717593
cap_both,delta_E1,51-150,-0.41327278269752127,0.0,,0.2949816235487343,0.2879942245982651,0.3019690224992035
cap_both,delta_E1,2-10,-0.02725060603352327,0.0,,0.43812754228030304,0.4248493378626621,0.451405746697944
cap_both,delta_E1,11-50,-0.2078211364910294,0.0,,0.4741492182383066,0.46123526954158234,0.4870631669350308
cap_both,delta_E2,51-150,-1.2331591760937013,0.0,,0.8903063373877247,0.8581045138707126,0.9225081609047368
cap_both,delta_E2,2-10,-0.038816692747360125,0.0,,0.9920459548568754,0.9533446149967704,1.0307472947169805
cap_both,delta_E2,11-50,-0.581425036386432,0.0,,1.3144051039453268,1.265947917093648,1.3628622907970056
cap_both,absorb_frac_absorbed,1-150,0.0,,10.0,,,
cap_both,absorb_median_absorb_task,1-150,,,0.0,,,
cap_both,absorb_n_censored,1-150,100.0,,10.0,,,
cap_both,absorb_frac_neg_at_end,1-150,0.0,,10.0,,,
cap_both,absorb_frac_ever_neg,1-150,0.009,,10.0,,,
cap_both,absorb_mean_reentries,1-150,0.013000000000000001,,10.0,,,
cap_both,level_U_l1,t1,3.8255488181114194,,,,,
cap_both,level_K_l1,t1,3.186178762811346,,,,,
cap_both,level_sigma_l1,t1,1.222159625447631,,,,,
cap_both,level_zbar_l1,t1,-0.017899073380000175,,,,,
cap_both,level_b1,t1,0.011097596896172035,,,,,
cap_both,level_q_l1,t1,-0.004939657025238621,,,,,
cap_both,level_v_norm_l1,t1,3.389419322565215,,,,,
cap_both,level_eps_frac_l1,t1,0.21059056122448977,,,,,
cap_both,level_U_l1,t10,4.01200496828556,,,,,
cap_both,level_K_l1,t10,2.830860299915483,,,,,
cap_both,level_sigma_l1,t10,1.5246337115041833,,,,,
cap_both,level_zbar_l1,t10,-0.19968065745992258,,,,,
cap_both,level_b1,t10,-0.07497678604268002,,,,,
cap_both,level_q_l1,t10,-0.021021282172029816,,,,,
cap_both,level_v_norm_l1,t10,3.389192739808434,,,,,
cap_both,level_eps_frac_l1,t10,0.21062755102040814,,,,,
cap_both,level_U_l1,t50,3.1284887304306026,,,,,
cap_both,level_K_l1,t50,3.072988547581459,,,,,
cap_both,level_sigma_l1,t50,1.482991659615349,,,,,
cap_both,level_zbar_l1,t50,-1.357595472462178,,,,,
cap_both,level_b1,t50,-1.3974862522663023,,,,,
cap_both,level_q_l1,t50,0.006715131267552202,,,,,
cap_both,level_v_norm_l1,t50,3.3891839838602587,,,,,
cap_both,level_eps_frac_l1,t50,0.21066198979591833,,,,,
cap_both,level_U_l1,t100,2.8322085667848587,,,,,
cap_both,level_K_l1,t100,3.21509831236421,,,,,
cap_both,level_sigma_l1,t100,1.4795172685929903,,,,,
cap_both,level_zbar_l1,t100,-1.8760791108454888,,,,,
cap_both,level_b1,t100,-1.9121810429720205,,,,,
cap_both,level_q_l1,t100,0.006084072692666157,,,,,
cap_both,level_v_norm_l1,t100,3.3889021965765225,,,,,
cap_both,level_eps_frac_l1,t100,0.21069897959183673,,,,,
cap_both,level_U_l1,t150,2.9046946617364884,,,,,
cap_both,level_K_l1,t150,3.2237542641173653,,,,,
cap_both,level_sigma_l1,t150,1.4943761475148505,,,,,
cap_both,level_zbar_l1,t150,-1.8619981263791274,,,,,
cap_both,level_b1,t150,-1.9333787422263995,,,,,
cap_both,level_q_l1,t150,0.012013752418896365,,,,,
cap_both,level_v_norm_l1,t150,3.3891121207399157,,,,,
cap_both,level_eps_frac_l1,t150,0.21077168367346935,,,,,
cap_both,ledger_adam_q_align,51-150,18.590811941386505,,,,,
cap_both,ledger_adam_q_sq,51-150,3.8235059700378997,,,,,
cap_both,ledger_proj_q_align,51-150,-24.37289853412615,,,,,
cap_both,ledger_proj_q_sq,51-150,1.9587592698575484,,,,,
cap_both,ledger_adam_v2_align,51-150,618.997179078614,,,,,
cap_both,ledger_adam_v2_sq,51-150,11.162623274929471,,,,,
cap_both,ledger_proj_v2_align,51-150,-630.217967050522,,,,,
cap_both,ledger_proj_v2_sq,51-150,0.05773132930768445,,,,,
cap_both,ledger_adam_m_align,51-150,0.025452142356103873,,,,,
cap_both,ledger_adam_m_sq,51-150,0.0027092191767192518,,,,,
cap_both,ledger_proj_m_align,51-150,-0.029083636533314437,,,,,
cap_both,ledger_proj_m_sq,51-150,0.0009635259118337669,,,,,
cap_both,ledger_adam_wt2_align,51-150,617.633511412815,,,,,
cap_both,ledger_adam_wt2_sq,51-150,12.862101410419479,,,,,
cap_both,ledger_proj_wt2_align,51-150,-631.7892945425295,,,,,
cap_both,ledger_proj_wt2_sq,51-150,1.2610862842875854,,,,,
