t,s,band,N_sw,push,push_share,P_sq,R_sq,undo,keep,keep_frac,ret_1st_old,ret
40,0,mid2,27821.46199901137,863.5508220068696,0.2694684348130573,311.7038903984585,601.704753973157,0.14534842153432756,738.8346825597546,0.8555775337492263,-517.1205059283075,-6.027088866201666
40,0,low,6691.736265517662,177.93246299743805,0.05552328952096169,60.95695044246959,98.88093342977737,0.10729135042798156,165.86973306102664,0.9322061318479861,-42.40642782834377,43.39419853954496
40,0,mu,9.80041652964622,-0.16481087079563395,-5.142873616895615e-05,0.011403241530365564,0.021878960984426914,0.4701464631884786,-0.30442316543265413,1.8471061038815815,0.4641510984861901,0.47530767212184877
40,0,comp,179.16635083455463,2.7098602562575707,0.0008456037365801143,2.287277937794264,1.8450039803412053,0.011923723829756538,3.4786550419273965,1.2837027421965896,-0.2710406357629945,1.5194176036738725
48,0,top,2529.3397514284698,312.787475281385,0.09444167869495886,126.0464309194372,586.4686064808291,0.40820831931854135,254.21498759619772,0.8127403035160048,-772.9363357696905,-289.3741327323096
48,0,mid1,29297.83159179512,1889.2502413972397,0.5704319334138958,513.5079850311249,1249.7658646167401,0.2740222796233081,1204.4529629182216,0.6375296064683522,-2350.79864339823,-1382.4580361074914
48,0,mid2,33714.10648815123,933.0763868511713,0.2817289926509274,330.9210919009091,626.5481631666846,0.15255685842745548,800.8559969195412,0.8582962854972348,-725.3116006060415,-199.73200177492254
48,0,low,8232.646259441106,174.23191077052252,0.052606819120860446,61.58101287025543,105.63543684803949,0.12107501108252916,169.30615369573934,0.9717287318207123,-73.6057421024218,17.11785111413883
48,0,mu,14.530388803612858,-0.33305201733998224,-0.00010056026566292119,0.013191808161757636,0.031230365506600646,0.5772139313769179,-0.26304610313082755,0.789804863611764,0.8450903521997037,0.8610917268042613
48,0,comp,209.61621312750447,2.951411959782064,0.0008911363850213123,2.381517917409658,1.4339889200779266,0.01504771400562011,3.5585103069276443,1.2056975967497296,-0.4235479979307332,0.9387681211062784
10,1,top,883.8865108763172,118.39556671488288,0.07243187448098139,65.82996255502387,315.09950054755103,0.1341921663457874,103.3912456757522,0.8732695703441018,-342.3216419456233,-44.889871969513706
10,1,mid1,6357.073416194484,852.1382239578334,0.5213199327538794,270.4950810679709,785.4326441624403,0.23734223973952212,711.1936659474895,0.8345989487999799,-756.4340413278843,-99.40121392383571
10,1,mid2,5546.635121014111,550.9283899790462,0.33704620112228595,188.95991908381868,463.08253512281146,0.16285978943646054,537.3306028101406,0.9753184126717035,-253.00190864110158,148.53268121386827
10,1,low,1235.5992150578572,111.03763917361994,0.06793045184416639,39.78355085968806,79.88842254064616,0.09375773615425764,116.69902377909239,1.050986175927428,-18.81517739689245,53.613213814189294
10,1,mu,0.9875409625676832,0.032368765163336866,1.98025179528995e-05,0.0046912316558313984,0.017613846801705503,-0.06617110322291121,0.03914210545975072,1.2092554430864053,0.11454082724377636,0.1327755219937634
10,1,comp,58.89209824952682,2.0460625352112416,0.0012517372807340915,1.6492578326150713,2.217892330196291,0.012506019814301371,3.5329667914385894,1.7267149613654578,-0.15287401590948613,2.023767012019661
20,1,top,1533.2890028909856,154.04292954570406,0.0711900043151868,95.63779524954815,426.77972542603214,0.27132945180115275,73.68781914415604,0.47835898318392533,-560.4156880996761,-185.53466378670578
20,1,mid1,13189.196888109862,1215.296848393722,0.5616420574221335,395.2553716468376,942.8313678754345,0.20322176833835504,981.3527343769565,0.8075004355306497,-1224.8758944481986,-442.69351771537185
20,1,mid2,12662.585819892469,661.9430985812469,0.3059129827209993,248.94070888095666,497.53406916427355,0.16542671400444936,600.276405108485,0.9068398875901372,-371.19766626816215,43.97351599188187
20,1,low,2887.603341428592,130.1200473159688,0.060134189587505556,48.793075529935,86.01095378318507,0.10732529088258237,140.26725542138274,1.0779834338729803,-22.61003986128319,52.92745187329001
20,1,mu,2.894798986430923,-0.03161398909176638,-1.4610213052299624e-05,0.009532799931222344,0.020984924202421443,0.17241578197341237,-0.002624955927761352,0.08303146813082825,0.3011051726393139,0.3188028865326591
20,1,comp,99.7022450228573,2.456758819138443,0.001135376167225823,2.1717502445643824,1.5375525678401574,0.005882078563473137,3.21291128548296,1.307784573908517,-0.0841669671893335,1.4278367895332735
30,1,top,1953.8466610059959,236.634056121728,0.09233304721638233,101.53505203989192,589.6476176805529,0.4403951744646451,140.1112663993215,0.5921010217026674,-758.7178177905425,-258.5012940247598
30,1,mid1,18970.124038981292,1395.200992952854,0.5443982209069301,417.42247489272194,1391.758223326379,0.24277895125277732,1147.8782431975123,0.8227332470342508,-1799.8874348481804,-610.8119928893866
30,1,mid2,19666.16087655213,782.1410710874552,0.3051862848069516,275.9823069882199,802.3482867879989,0.18599629935614923,772.2504499384777,0.9873544281017924,-612.1686232038664,87.51628800896651
30,1,low,4647.554992894511,146.4946784896947,0.05716125686904342,54.50810322007058,136.308786555703,0.11706625619034763,154.48034058233134,1.0545116189541206,-54.022302177158984,69.52436522652351
30,1,mu,6.557764604621143,-0.048823932077620924,-1.9050776121140414e-05,0.013291246856434652,0.028678218984496115,0.4096639871083882,0.14281724482532798,-2.9251483595847065,0.5625684118367669,0.5803567404595658
30,1,comp,138.88351427283854,2.4096793378160726,0.0009402409768121402,1.8947498477036369,1.5616640968634081,0.017869675039387987,2.851219226783229,1.1832359526173846,-0.24361884755421914,1.2503281211903925
40,1,top,2236.733690059812,268.12419208498613,0.08247491482211085,108.62993427976022,533.1527376071062,0.3787748179362034,179.43869076297506,0.6692372268523207,-701.5832074735458,-250.72303702491627
40,1,mid1,23748.08474609353,1720.4866046005372,0.5292211234786137,488.754070234074,1167.393814029665,0.2563218407648271,1429.357537581007,0.830786786574764,-1660.596472320703,-743.759344218437
40,1,mid2,27280.72283337802,1054.0152167935776,0.3242147400063969,312.3912005413845,615.4765650895297,0.17178931876127876,798.3742107803228,0.7574598526281803,-623.0651178628048,-114.9194958293192
40,1,low,6487.407959909927,205.0766121850029,0.06308149962314523,66.42062211688281,105.44115361556715,0.10195339630293687,173.75702896989515,0.8472786200171191,-59.54051474831934,32.35702284850777
40,1,mu,11.960082066189676,-0.29968204273369103,-9.218209948150874e-05,0.015320259175655675,0.02636233254643982,0.6593923862205552,-0.3465294376543273,1.1563236638848817,0.6093360576161684,0.6154942656519022
40,1,comp,176.6351221369188,3.5757650356930526,0.0010999041692186808,3.2649220916771036,1.4903670537080678,0.008524866824715854,4.056358799094113,1.1344030602133544,-0.2181938113411698,1.2165071903176283
48,1,top,2795.704892978045,355.34746460813403,0.12893375275394062,99.08538940222755,620.1428331834866,0.6339270930826284,248.21580104379245,0.6985157508229783,-856.5544330518678,-362.03742560981027
48,1,mid1,28189.284230837075,1451.1410433247802,0.5265298872962602,351.0295925538527,1409.4836773518482,0.3240787696694002,1055.294444374842,0.7272170056998769,-2348.2102006757805,-1166.2490002687373
48,1,mid2,33126.16454869881,795.014765925589,0.2884619913599786,221.54082280510823,757.4822541787366,0.2034464706741554,518.8888620103171,0.6526782699516345,-873.9259923366097,-206.5871351777605
48,1,low,8126.078009713445,152.8105565234291,0.0554455581516843,43.30511070240825,129.19286277191182,0.1708961876651814,136.92482431292228,0.8960429660625494,-68.03810541923073,46.3534007017588
48,1,mu,16.747617229676898,-0.11105997583116434,-4.029683870254969e-05,0.007435891277551981,0.03746813623874644,0.4463307862230622,0.09197684154963781,-0.8281727135387,1.0619947777574537,1.0928251795958452
48,1,comp,207.38410135107148,1.8440910102803514,0.0006691072768380429,1.5427775505974874,1.1000114056223178,0.018047097388082155,1.9343513241000778,1.048945693741007,-0.44859159459166253,0.5957344976230843
10,2,top,991.8131588405836,133.67844935688413,0.08369580430306695,71.92709325105086,360.9973205529145,0.11471417884294949,119.95192984712025,0.8973168855877591,-432.12437067480926,-87.62916499960397
10,2,mid1,6679.230588340973,826.4278963709576,0.5174248191688569,269.6514145366354,794.4413138562825,0.2840754098434898,684.2609381168977,0.8279741537303509,-745.9118937074675,-104.67325204992812
10,2,mid2,5654.686525066246,532.9656820881783,0.33368872576621944,173.5619299810037,443.5631202924812,0.217661709045517,467.0308031202303,0.8762868207393527,-219.93601461600588,148.07153306666805
10,2,low,1276.2441861426944,101.14606294074088,0.06332734356690073,36.90954101155877,77.90838583220277,0.11150092425783259,92.54947438686986,0.9150081742785425,-18.824550649281104,50.8529393094791
10,2,mu,1.2412070798754118,0.011014968083802978,6.89644903559039e-06,0.008380614435081509,0.020019800750245006,0.15725433109569675,-0.0016461993727652224,-0.1494511250727894,0.12568309175190714,0.14306711666783234
10,2,comp,58.16475309975314,2.9650483910230605,0.0018564107459211026,2.5857227572827224,2.2002373695063033,0.011622966321422406,4.006704409014418,1.3513116417071172,-0.16447758275890925,1.975652249698527
20,2,top,1568.4217812534503,200.14880901643073,0.08948437566275604,97.41511820617454,456.6598432256908,0.3719655218980682,203.98128623698472,1.0191481390240966,-562.4157083120963,-178.22599565504856
20,2,mid1,13372.847264029857,1171.687240465999,0.523848738847655,405.82362152660824,1043.8750818771855,0.2384745199154804,833.7647557952951,0.7115932707978396,-1378.9399080216824,-528.6220127723354
20,2,mid2,12926.924346751763,727.6972866013675,0.3253456150101765,258.9892865861034,577.2813788882701,0.16409680395425308,645.0726948153806,0.8864574689128274,-419.07855076533735,73.20419974858851
20,2,low,2982.1209156326104,134.76682610500984,0.06025279567398285,51.371420468112206,101.37994961503645,0.1081388511740764,137.45962885855488,1.019981198870461,-31.5265077388418,58.74294909099035
20,2,mu,3.5073794250862873,0.018607998213544974,8.31943547731057e-06,0.010999952087888563,0.035173045021468,0.32000315512487093,0.07420210605091215,3.987645806892844,0.3216701625156101,0.34980316878838513
20,2,comp,106.24776894214813,2.371238924082135,0.001060155369954243,1.8675838011933066,1.7212158612711663,0.01740506371632354,3.0312928142535895,1.278358238584899,-0.20759762537073356,1.4486074057897582
30,2,top,1959.2149572711805,264.0656293041584,0.11183163465553611,110.471465177979,477.6585583130211,0.3391075907435407,205.8165779225974,0.7794144904997535,-591.5663710284261,-188.83123752023175
30,2,mid1,18769.662199943734,1215.193632299739,0.5146337699502275,374.91329042141683,1063.2476540649852,0.2922373770711084,834.1300687418152,0.6864174124770834,-1504.0913512324755,-659.9710504111972
30,2,mid2,20361.280056094085,742.3027828525337,0.3143647805831467,239.76826975841016,544.4029018996462,0.17242194951382978,474.69925876375055,0.6394954589009733,-578.12505319259,-116.4047762995433
30,2,low,4828.486748740193,136.7858368021998,0.057928719340054245,47.792182837649065,94.21198331978115,0.12015797873165067,94.55135992598298,0.6912364769366414,-51.687225174578785,31.0395339673114
30,2,mu,7.648814862097214,-0.09420434156704882,-3.989548180447593e-05,0.01006570616559136,0.025973739801336115,0.5629864865193056,-0.1925967027509934,2.044456758013801,0.40546850686756497,0.4201085335718986
30,2,comp,151.43355508887058,3.0247763357477595,0.0012809909528378285,2.8333145326043914,1.1073119048495252,0.010954292103843178,3.0727488348822476,1.0158598500548732,-0.2426994715290274,0.8025385232960502
40,2,top,2365.881082929914,328.741169117739,0.11007213913019198,116.46485546869727,554.6426668909519,0.4406449076832103,328.06993178604625,0.9979581585917755,-626.4200985827893,-174.41672266452315
40,2,mid1,24536.716943920816,1626.0914075633991,0.5444628676477806,451.1836128231961,1194.1016052777582,0.2322011439305745,1184.129334664969,0.728205886309501,-1868.2358273868613,-883.6649241496561
40,2,mid2,27434.01971817929,866.6360891988115,0.2901750591249255,290.8133773817382,661.1596653747524,0.18303470631885557,568.1013607082859,0.6555246980696185,-801.6748815794804,-246.97309845005293
40,2,low,6885.267054418849,162.63680740635664,0.05445555036677254,56.91168515062024,112.55434528766585,0.1429948229109649,123.08415497632996,0.7568038068332078,-83.87664123261713,12.401551375693089
40,2,mu,13.135435467516114,-0.25880158014347643,-8.665432325716308e-05,0.014367155152483125,0.03341140785463176,0.5193787248137418,-0.3178950189406855,1.2283349227019726,0.8462153232967083,0.8647027417067505
40,2,comp,188.0790782155235,2.750769894441504,0.0009210380535808907,2.3264714176336074,1.4187161685269194,0.012774056391016485,3.23399704864417,1.1756697843680513,-0.20192590898499718,1.1573533053800134
48,2,top,2422.613349064106,300.9788513350577,0.09896948896811028,121.80713331596976,587.9775474517064,0.4698946338756533,290.3368654059723,0.9646420807246736,-728.6075126312087,-255.10300180540344
48,2,mid1,28383.34924191513,1742.604432875938,0.573012586865457,434.1653835819135,1389.3656338676553,0.29815131634438213,1200.4542715110692,0.688885124393881,-2482.15845069421,-1351.6867780787761
48,2,mid2,33158.02662000342,840.2214630543094,0.27628615249764227,256.7190111288862,715.6855968783452,0.18653877733018465,572.7882464387512,0.6817110388451573,-774.1245774240134,-154.2150814524648
48,2,low,8471.461455076653,153.90472667752874,0.05060778217966943,50.11994592380823,121.11424325742905,0.13125559905573517,119.31960206366603,0.7752822453183797,-76.1070441605407,31.850152043147318
48,2,mu,19.74331982879307,-0.27964965803144537,-9.195590860524751e-05,0.014375807773723845,0.04136316250466581,0.4842614751922381,-0.48290044398495624,1.7268050581011483,1.2392114411509516,1.2666513038964524
48,2,comp,217.59564729658302,3.6978451936127783,0.0012159453977303794,3.2152441398515905,1.177610107670465,0.008823329682002534,3.9575791347586176,1.0702392684243442,-0.4988549205323771,0.6220168690300056
10,3,top,901.9288805432989,181.55041315417748,0.10034610417416273,78.79352010847532,319.3705208780234,0.30505129289509486,150.6065285389883,0.8295576194094871,-349.1042201404621,-77.80582962413052
10,3,mid1,6761.125151557417,923.7064091449547,0.510548766857866,318.86123299390624,757.5016805577372,0.20197792073088472,718.563915767013,0.7779137490581715,-788.3233388547434,-159.6275159805964
10,3,mid2,5659.814172824756,587.2201374667193,0.32456689061544947,214.21388992440413,446.3738051767384,0.14545877799014845,516.8039228486696,0.8800854907295468,-245.019145531451,139.03607833144724
10,3,low,1271.1812584620818,113.66426775598575,0.0628242384854062,44.33889328322299,76.89907839122863,0.1117245050302375,110.42245947203264,0.9714790905888505,-18.126387106927663,48.86520947298777
10,3,mu,1.1069066476113032,0.007954550397505145,4.396619809225216e-06,0.007957988294791558,0.019184970138605092,0.013966805072298085,0.029997571716641636,3.77112095814366,0.1692111818605164,0.1881738566565605
10,3,comp,56.101042907752536,3.093086457446681,0.0017096032473088029,2.498225781507411,1.8570914729703167,0.004584181999180298,4.196141953206428,1.3566196777668837,-0.22943596416274442,1.6047508654926261
20,3,top,1587.1358412262662,175.53288580919366,0.10223223445894665,79.3353151993019,387.0143700804974,0.38769148181044344,118.16080220177855,0.6731547861078336,-483.06765900294494,-157.5685407414794
20,3,mid1,13568.866898235741,792.4366157768163,0.4615235801797923,286.7904296854922,924.3311169977287,0.21855267306691925,528.1338524229577,0.6664682599317224,-1289.4852967571678,-490.51180979498895
20,3,mid2,13126.099097297902,625.3652807595863,0.36421944361237474,187.546681865104,503.9237461489215,0.16081395768365592,396.6827510026469,0.634321672800295,-434.8123574100166,8.791140416575217
20,3,low,2967.083827861098,119.60708023434836,0.06966044575122864,39.65475676716492,82.8265795165595,0.13388266258503329,88.02108841717427,0.7359187118748566,-33.308473590845864,38.89993708541442
20,3,mu,3.1992671291409107,-0.026556244369807303,-1.5466641411651806e-05,0.014938118294878884,0.01923547779348541,0.025164767731766492,-0.12369459868409205,4.65783478121344,0.2139398151635588,0.23242346440256467
20,3,comp,101.50104750901158,4.08605569257891,0.0023797626390653346,3.655193593360674,1.1441234023653122,0.011694191247756678,4.230151853116666,1.0352653442290236,-0.22848888437259002,0.8301454521360512
30,3,top,1955.735817170669,161.1109636865665,0.06780046294035091,105.6956187328562,486.39648655528094,0.335734767790003,141.62453440354147,0.8790496386022809,-562.4064983696435,-146.9813998377549
30,3,mid1,18690.716302161214,1356.0531111553428,0.5706689762398924,422.7123488306355,1034.6002439652373,0.2508011410873204,1032.7492566356123,0.7615846666622968,-1520.2899970203212,-697.7232319319337
30,3,mid2,20228.56709408577,715.8890550114302,0.3012681957395082,254.211280605367,544.3856422240074,0.13470612789630884,608.3805497257235,0.8498251865521396,-447.4177169879128,28.480290680272446
30,3,low,4700.571514483636,139.7886217500709,0.05882736377200797,51.616569617049876,92.75017031331063,0.11554888876193227,123.59155457717407,0.8841317199488834,-38.115919310771154,42.705776480634086
30,3,mu,6.515306803866681,-0.03548513184977686,-1.4933238011007366e-05,0.011611793080782026,0.02582799541888484,0.2157824411646189,-0.08761531330209582,2.469071093578218,0.4007467983959648,0.42156355170030846
30,3,comp,141.28395724348238,3.445409395426111,0.001449934546250887,3.2340709904313165,1.7769304011693237,0.006792844434912974,4.338981537598471,1.2593515137442317,-0.18022550169860238,1.5527678172117874
40,3,top,2253.0946184786285,147.9438853496472,0.07323178795646601,99.7116506766049,514.1367106389413,0.305837441714565,108.27030420549318,0.7318335864277838,-577.8398952552608,-124.69429692045742
40,3,mid1,23643.07243617556,1127.9793633258123,0.5583464660206885,317.9868191551917,1299.5109081221794,0.31854516046031234,840.9013961589953,0.7454935998825577,-2050.0071373000937,-953.0825538420249
40,3,mid2,26887.162756412756,619.8219014854367,0.306810017548747,179.94249975276475,707.0660807384095,0.23845543450027132,507.7430061626219,0.8191756453681103,-564.5256817750173,56.723865036172356
40,3,low,6484.121094083808,122.22582547550155,0.06050142398837098,35.12011747272898,117.63612635936448,0.17025689834813038,128.60341986810909,1.0521787794665853,-49.94587685623702,55.731364962070074
40,3,mu,11.902153183915354,-0.06718818838725049,-3.3257955565555614e-05,0.007038642284040688,0.025731840818780053,0.45302744261305666,-0.02122122102044699,0.3158474953683063,0.5713073881647512,0.5906618327567212
40,3,comp,179.47257548837868,2.31024088618139,0.0011435624412955646,1.8996945379942156,0.9716840569605746,0.012394131151669874,2.2914353288940106,0.9918599149552482,-0.2151081840157615,0.7094857464408335
48,3,top,2475.3372586277255,255.0394513539204,0.0994734866900083,100.37752062178618,559.5432921695124,0.41757636020601896,234.0878710629877,0.9178496496141766,-649.136851775357,-173.42411902134518
48,3,mid1,26976.57235946657,1395.7329294632036,0.544380174301336,363.2235408834757,1311.1016204359025,0.2805881073483324,974.086471577677,0.6979031955291826,-2293.8135737166326,-1186.5443650424386
48,3,mid2,32409.234497717924,760.465371013408,0.29660564889131474,218.64460261844744,668.1069813169919,0.1774974241940921,627.7533219002689,0.8254857431097948,-799.2706797697558,-208.7814060101955
48,3,low,7980.291102588317,150.6408270780321,0.058754707272813164,42.798859549237505,113.35366835200264,0.12650075701552668,136.62008023625367,0.9069259833888481,-80.66027004902615,21.865222038216416
48,3,mu,17.235113433727587,-0.17944917968751994,-6.999087981258327e-05,0.005669467764958471,0.030484721800941465,0.6338934485847565,-0.04823017572756072,0.2687678807534552,0.9618944938516778,0.9851915387062782
48,3,comp,206.25024373666616,2.1946256866427802,0.0008559737243430012,1.8005923027052408,1.1635767409394335,0.014020827136193357,2.510015316714373,1.1437099875350765,-0.2988967801045025,0.8141883739969558
10,4,top,838.2954749366011,134.62702757407044,0.08736194545443891,67.24644383314666,322.66153551746663,0.14389512964636542,88.31597949749994,0.6560048237632623,-391.67677000353547,-88.3681059933241
10,4,mid1,6566.185394061839,797.3016845486445,0.5173836749678523,257.0109867769788,757.2434898166555,0.21965102836457812,651.3850181905182,0.8169868831510995,-810.4600434421259,-166.1220087185884
10,4,mid2,5619.0347599230245,504.8528650181888,0.32760827636909784,177.95674901072823,442.42803217114067,0.1591455051845276,470.4202998625451,0.9317968312323964,-207.93300975954702,177.85298896697714
10,4,low,1293.8846308182324,102.57742716224584,0.06656437238558469,37.32698672936034,75.81365941152133,0.11218556822848723,101.71079580432229,0.9915514418532567,-16.32365573814515,51.114905240395274
10,4,mu,1.213751622903691,0.009244040321092939,5.998627176594494e-06,0.009562086439209382,0.019327398092545894,-0.06602883451675753,0.01791771673810527,1.9382992842665174,0.13359217517491165,0.15418232011371602
10,4,comp,54.732597420624515,1.6577312609021888,0.0010757321958503117,1.3441058425093637,1.8287794322921564,0.008988801706816917,2.6661164815664407,1.608292335704315,-0.23715783244912458,1.5674577980604525
20,4,top,1430.7099894741912,200.48738712386535,0.09310901188265563,86.27926088843574,381.54591802309176,0.3342697471335938,137.62018479190215,0.6864281427682905,-514.7150099722272,-190.85018538923737
20,4,mid1,12681.734726623592,1077.1027822530887,0.5002208726960178,339.0881640831459,927.9435892256704,0.19980168252458524,748.7724739880032,0.6951727229055312,-1313.944608319689,-521.5017905099885
20,4,mid2,12886.63389113959,722.0798686120634,0.3353435048025719,250.97202244282715,491.7255407268418,0.15380397051164477,655.7732143817066,0.9081726868278335,-363.7350621039019,50.789491544850534
20,4,low,2936.880896360013,151.0633521433474,0.07015583200283243,53.861856183935515,81.89746102569705,0.08704526551486266,145.3570968528361,0.9622260779365169,-27.40057668229305,45.120045198095795
20,4,mu,3.131221628836566,-0.018430235170766363,-8.559246594673953e-06,0.009866453427929717,0.029262543988790267,0.44050614117694487,0.024765896083776884,-1.3437645181576419,0.22977168158797792,0.25034175892348953
20,4,comp,95.68955094813418,2.5394144112568284,0.0011793378625191016,2.065802670815737,1.6091526202978506,0.0084445057663059,3.49063854390981,1.374584049155724,-0.08478590252133777,1.4894773526450251
30,4,top,1642.5190409598163,325.83918451618183,0.10853517883121001,106.85824535745974,447.8265999697667,0.397791845500844,252.03210228295848,0.7734861682065193,-574.3289373594396,-211.51701464512462
30,4,mid1,17140.522703065693,1562.8379869448,0.5205724432717462,441.78702681442815,1028.0534023280459,0.2625014605266106,1090.1283722559238,0.697531274106679,-1502.487072361712,-706.3731495946558
30,4,mid2,19566.12420205903,921.4508488015053,0.30693003607696834,304.3297374542401,586.3220781557983,0.17809997457837204,721.7435484981252,0.7832686349324747,-541.0851808065883,-63.16533965887356
30,4,low,4696.372949132843,188.9818116295046,0.06294876643369361,63.28593468810254,103.75714534967634,0.12666735350890362,175.57810861133112,0.9290741108755419,-59.617838481262254,28.106783145854934
30,4,mu,7.003675553324852,-0.18835135952025706,-6.273876642242026e-05,0.015503384330313988,0.02947164033389118,0.28651607181643995,-0.1462795653200688,0.7766313218691503,0.4984854992502925,0.5190732020278181
30,4,comp,131.25514279122572,3.231259482956318,0.001076314152803468,2.471611784687455,1.0769695167081363,0.014106467774285961,3.3233028121437087,1.0284852794004582,-0.290266400548879,0.7169716921767701
40,4,top,2131.774362299736,455.99304970458115,0.1264698033123544,122.87463641012978,571.4956302911079,0.5847873827062866,343.764284663788,0.7538805358689096,-727.4557447536622,-299.67118851708756
40,4,mid1,24036.260540521114,2000.9418285266001,0.5549617908807339,497.4602602354038,1075.5305015664635,0.25252667158406084,1465.3785750527313,0.7323444160951783,-1892.9851513213011,-1068.6986172800098
40,4,mid2,27248.01881551611,975.2399980569862,0.27048309358336436,336.9940763474259,558.144760254624,0.16053879790330447,791.4153526585615,0.8115082997368168,-554.2062401359156,-104.26272771598815
40,4,low,6618.492729128203,170.99996443567306,0.04742688925326815,67.07316235751404,91.17630550813004,0.12551472575310008,141.16946772240408,0.8255526145182875,-37.17030957053559,37.16865678020076
40,4,mu,10.886970354540585,-0.284102384594334,-7.879587797115345e-05,0.014818734816614713,0.03245482844794279,0.43436340128968176,-0.22713033420888173,0.7994664829483853,0.6505689270532419,0.6701503233856787
40,4,comp,169.96461834484188,2.658078546087978,0.000737218848248507,2.076868258284793,1.2867811091586954,0.014621671077474774,3.124210507353979,1.1753642539841531,-0.20884543373008518,1.0172011063408206
48,4,top,2508.4424379711454,338.8926897469901,0.10414855527682108,120.98467291072319,531.3133340723948,0.4651281680338705,308.9746579411262,0.9117182733324818,-751.8290074143723,-333.0624318842606
48,4,mid1,28589.080374808793,1777.7020690406061,0.5463236824064281,505.53583573318923,1144.0127783018743,0.2722349448138615,1103.175908713336,0.620562876044072,-2186.7076276388316,-1317.9438900214627
48,4,mid2,33312.17012647266,969.2623661593461,0.2978738644231426,334.74604532412235,571.8545823006772,0.16758973769092483,808.2172700668743,0.8338477777378225,-615.7701473742991,-156.11556893151283
