seed,A1,A2_6,A31_50,A11_20,A41_50,G,D,P,slope,wn1_t1,wn1_t50,mob1_t1,mob1_t50,dead1_t1,dead1_t50,arm
7,0.9551833333,0.9552991666599999,0.9576521874900001,0.9585589583499999,0.95830708332,-0.0024688541900000915,-0.0023530208300002187,0.00025187502999990397,-0.0002669051044090609,1.382735252,1.319534421,0.3874999881,0.3100000024,0.009999999776,0.0700000003,R_l2init (0913 CPU)
8,0.95524375,0.9591254166800001,0.9579118749949999,0.95779666665,0.9571689583199999,-0.0026681249949999097,0.0012135416850002079,0.0006277083300000319,-0.0002168933697936285,1.38371706,1.332781315,0.4333333373,0.3125,0.01999999955,0.05000000075,R_l2init (0913 CPU)
9,0.9523625,0.95719833332,0.956990416665,0.9576587499999999,0.9562022916599998,-0.004627916664999954,0.00020791665500008438,0.0014564583400000775,-0.00032116948189489427,1.501941919,1.264690518,0.3425000012,0.3174999952,0.1099999994,0.05999999866,R_l2init (0913 CPU)
0,0.9698604167,0.24194708334,0.11387260416,0.11297854167999999,0.11220729166000001,0.85598781254,0.12807447918,0.000771250019999975,-0.00040177455196999145,3.458267927,3.758857965,0.275000006,0.0,0.2300000042,1.0,R_none (0913 CPU)
1,0.96944375,0.26223041665999997,0.11336604166,0.10821666665,0.11385458331999998,0.8560777083400001,0.14886437499999997,-0.005637916669999979,0.0018110909167917467,3.477592945,4.211186886,0.285833329,0.0,0.2199999988,1.0,R_none (0913 CPU)
2,0.9685,0.34238500002,0.11319260416500002,0.10968854166299999,0.11411166666999999,0.855307395835,0.22919239585499998,-0.004423125006999998,0.0009695356488086256,4.147950649,6.200033665,0.3075000048,0.0,0.1099999994,1.0,R_none (0913 CPU)
3,0.97035625,0.28769374999999997,0.11558010416499997,0.11047520831999999,0.11646770833,0.8547761458350001,0.172113645835,-0.0059925000100000125,0.002137408147739211,3.409203768,5.185028076,0.4041666687,0.0,0.150000006,1.0,R_none (0913 CPU)
4,0.9676,0.47955,0.19754645832999998,0.19774041667000003,0.19501729166999998,0.7700535416700001,0.28200354166999997,0.0027231250000000484,-0.0005763524072232721,4.122578144,5.811427116,0.2783333361,0.0,0.2899999917,0.9800000191,R_none (0913 CPU)
5,0.971975,0.27220333334,0.11125687499349998,0.11070645833,0.11061562499700002,0.8607181250065,0.16094645834650004,9.083333299997332e-05,9.351938518761254e-05,3.327068806,4.668722153,0.323333323,0.0,0.1700000018,1.0,R_none (0913 CPU)
6,0.96864375,0.30243916668000004,0.11366552082499999,0.11546958333000001,0.11408812499000001,0.854978229175,0.18877364585500006,0.0013814583400000024,-0.0003977740026266481,3.832001925,5.407349586,0.3291666806,0.0,0.1899999976,1.0,R_none (0913 CPU)
7,0.9716604167,0.27034375,0.11420635416000002,0.11083770832999999,0.11256270832,0.85745406254,0.15613739583999997,-0.0017249999900000035,0.0008521615045966285,3.346639633,4.31833744,0.2941666543,0.0,0.1299999952,0.9900000095,R_none (0913 CPU)
8,0.9725020833,0.27421874998,0.11469197916,0.11444270834,0.11518416667,0.85781010414,0.15952677082,-0.0007414583299999999,0.00028684529258912533,3.284318447,4.540952206,0.3266666532,0.0,0.1400000006,1.0,R_none (0913 CPU)
9,0.9708791667,0.25827416668000003,0.11433500001,0.11304874999,0.11284062501,0.85654416669,0.14393916667,0.0002081249800000018,-0.00018102524399624305,3.379873991,3.732846498,0.3075000048,0.0,0.1899999976,1.0,R_none (0913 CPU)
0,0.9572958333,0.9459275000000001,0.9398339583349999,0.94529625001,0.94007395834,0.017461874965000068,0.006093541665000202,0.00522229166999999,-0.0013946138221388653,1.345803261,1.158128977,0.3733333349,0.2291666716,0.1700000018,0.3600000143,R_shell (0913 CPU)
1,0.957475,0.94341291668,0.9403633333300002,0.9417314583299998,0.94011083333,0.017111666669999748,0.0030495833499998293,0.0016206249999998201,-0.0007286507208254905,1.357649565,0.9714019895,0.323333323,0.1474999934,0.2199999988,0.4199999869,R_shell (0913 CPU)
2,0.9593708333,0.9415316666800001,0.9401013541850001,0.93965270833,0.94182291668,0.019269479114999877,0.00143031249500003,-0.0021702083499999247,0.0008855397966228152,1.364379644,1.408970118,0.401666671,0.1791666597,0.1400000006,0.3899999857,R_shell (0913 CPU)
3,0.9583208333,0.94524083332,0.9423779166599999,0.941293125,0.9425537499999999,0.015942916640000027,0.0028629166600000477,-0.0012606249999999042,0.00054608348583481,1.425470471,1.279499412,0.400000006,0.2399999946,0.200000003,0.349999994,R_shell (0913 CPU)
4,0.95746875,0.94146583332,0.9430631250000001,0.94075354168,0.94205333334,0.014405624999999866,-0.0015972916800001125,-0.0012997916599999382,0.0006896341431519625,1.315612555,1.222562432,0.2933333218,0.2074999958,0.200000003,0.2700000107,R_shell (0913 CPU)
5,0.95755,0.94792375002,0.9417767708349999,0.9400131249899999,0.94360750001,0.015773229165000124,0.006146979185000068,-0.003594375020000151,0.0007527790829268224,1.460113168,1.343577385,0.401666671,0.226666674,0.2300000042,0.2899999917,R_shell (0913 CPU)
6,0.95736875,0.94153666668,0.9387136458349999,0.9416108333200001,0.93979479167,0.018655104165000047,0.0028230208450000793,0.0018160416500000442,-0.0006685193822702218,1.515929341,1.198421955,0.2533333302,0.1716666669,0.2700000107,0.4399999976,R_shell (0913 CPU)
7,0.958925,0.94566791668,0.9415812500000001,0.9415635416600001,0.94227895833,0.01734374999999988,0.004086666679999906,-0.0007154166699998576,4.1117495591032276e-05,1.537925243,1.279307842,0.3300000131,0.237499997,0.2300000042,0.2399999946,R_shell (0913 CPU)
8,0.9602125,0.94928375,0.9402763541599999,0.9397054166700001,0.9401887499899999,0.01993614584000014,0.009007395840000099,-0.00048333331999983464,0.0004471798736397183,1.277696252,1.251676798,0.296666652,0.2541666627,0.1700000018,0.2700000107,R_shell (0913 CPU)
9,0.95901875,0.947855,0.9395366666599999,0.94151979168,0.9403760416600001,0.019482083340000123,0.008318333340000095,0.0011437500199998896,-0.00022889892645397138,1.338801265,1.38411808,0.410833329,0.2191666663,0.1599999964,0.349999994,R_shell (0913 CPU)
0,0.95138125,0.9620316666600001,0.96426343751,0.96471791667,0.96441291667,-0.012882187510000032,-0.0022317708499999256,0.0003049999999999997,-0.00010268917889312898,1.230760098,1.355676413,0.7815595865,0.8157981038,0.0,0.0,SNA_l2 (0913 CPU)
1,0.95013125,0.9608041667,0.9642173958300001,0.96505333331,0.9641362499799999,-0.014086145830000119,-0.003413229130000084,0.000917083330000068,-0.00023677884446525777,1.258404136,1.32618916,0.734051168,0.853450954,0.0,0.0,SNA_l2 (0913 CPU)
2,0.9516645833,0.96160125,0.964571145825,0.9644822916800001,0.9644908333299999,-0.012906562524999998,-0.0029698958250000684,-8.541649999749268e-06,-8.259073077013396e-06,1.113766074,1.23889637,0.7852566242,0.8505538702,0.0,0.0,SNA_l2 (0913 CPU)
3,0.9512229167,0.96053666666,0.9640384375,0.9644647916599999,0.96348416667,-0.012815520799999924,-0.003501770839999918,0.0009806249899998454,-0.000220454189868634,1.098724008,1.209839582,0.7950624228,0.7689220905,0.0,0.0,SNA_l2 (0913 CPU)
4,0.9520145833,0.96059250002,0.9638978125049998,0.96396041667,0.9637872916700001,-0.011883229204999846,-0.0033053124849998783,0.00017312499999988518,-8.383364652911378e-05,1.064908743,1.357302785,0.8228948712,0.6872255206,0.0,0.0,SNA_l2 (0913 CPU)
5,0.95255,0.96174708334,0.9642796874949999,0.96378458333,0.96405208333,-0.011729687494999919,-0.0025326041549998957,-0.0002674999999999761,0.00016928940018765752,1.150949121,1.332509995,0.7834448218,0.7260004878,0.0,0.0,SNA_l2 (0913 CPU)
6,0.9506145833,0.95956708332,0.9639648958299999,0.9643162499999999,0.9636702083299999,-0.013350312529999853,-0.004397812509999932,0.0006460416699999305,-0.00020105144043157313,1.272353053,1.382634997,0.7256773114,0.8692541718,0.0,0.0,SNA_l2 (0913 CPU)
7,0.9526520833,0.96154749998,0.9619221875100001,0.96465125001,0.96035166669,-0.009270104210000185,-0.00037468753000013955,0.004299583319999911,-0.0012398315326453773,1.061360121,1.200309753,0.844427824,0.8685446382,0.0,0.0,SNA_l2 (0913 CPU)
8,0.9531979167,0.9588374999999999,0.96395781249,0.9641704166599998,0.96427833333,-0.01075989579000003,-0.005120312490000112,-0.00010791667000020766,-3.276461819890821e-05,1.241493344,1.235008836,0.7557220459,0.7876614332,0.0,0.0,SNA_l2 (0913 CPU)
9,0.95139375,0.96140583334,0.9646658333450002,0.9646164583400001,0.9646106250200001,-0.013272083345000185,-0.003260000005000263,5.833320000037112e-06,3.0063716510273713e-05,1.261085629,1.400936961,0.7086782455,0.8010799289,0.0,0.0,SNA_l2 (0913 CPU)
0,0.95284375,0.9644970833399998,0.9668255208450001,0.9668029166600001,0.96707979168,-0.013981770845000074,-0.002328437505000225,-0.0002768750199999559,0.00010410022692309632,1.397009492,1.353863955,0.7313858271,1.027041435,0.0,0.0,SNA_l2init (0913 CPU)
1,0.95193125,0.9642149999799999,0.9667774999950002,0.96646208332,0.96662354167,-0.014846249995000171,-0.0025625000150002464,-0.00016145834999992115,3.743550947466706e-05,1.329450965,1.430074811,0.7994019985,0.9224401116,0.0,0.0,SNA_l2init (0913 CPU)
2,0.9531104167,0.96524291666,0.9666093749950001,0.9666677083399999,0.9668710416499999,-0.01349895829500014,-0.0013664583350001536,-0.00020333330999999788,-2.5324428142629507e-05,1.348455071,1.426808596,0.8016721606,0.8605529666,0.0,0.0,SNA_l2init (0913 CPU)
3,0.9530458333,0.96442666666,0.9667859375100001,0.96697208332,0.96674166668,-0.013740104210000048,-0.0023592708500000947,0.0002304166400000085,-6.539242467168862e-05,1.296845317,1.494871378,0.7950897217,0.9182685614,0.0,0.0,SNA_l2init (0913 CPU)
4,0.9531458333,0.96499333332,0.966932916665,0.96666708333,0.96682229167,-0.013787083365000008,-0.0019395833449999955,-0.0001552083400000459,0.00011171044305816882,1.275469184,1.349888563,0.8120059967,1.011395812,0.0,0.0,SNA_l2init (0913 CPU)
5,0.9539,0.96501916668,0.96687041666,0.9670666666699999,0.96677604166,-0.012970416659999984,-0.0018512499799999693,0.0002906250099998786,-1.963337007505959e-05,1.214716911,1.478001714,0.8269358873,0.7507308722,0.0,0.0,SNA_l2init (0913 CPU)
6,0.9537270833,0.96435124998,0.9664498958300001,0.96713479167,0.96619125,-0.012722812530000072,-0.0020986458500000804,0.0009435416700001031,-0.0002687245980300372,1.298181176,1.29557395,0.8282669783,1.023415685,0.0,0.0,SNA_l2init (0913 CPU)
7,0.9533916667,0.9648520833199999,0.9666806250000001,0.966679375,0.9667520833400001,-0.013288958300000098,-0.0018285416800001286,-7.270834000006055e-05,5.418034821759999e-05,1.283921957,1.411699772,0.810982883,0.9244708419,0.0,0.0,SNA_l2init (0913 CPU)
8,0.95505,0.96510124998,0.9665417708399999,0.9668591666699999,0.96647666667,-0.01149177083999997,-0.0014405208599999053,0.0003824999999999523,-8.692346397754324e-05,1.207787871,1.410044312,0.7990410328,0.8759571314,0.0,0.0,SNA_l2init (0913 CPU)
9,0.95306875,0.9652208333400001,0.9670034375000001,0.96681666667,0.96702145833,-0.013934687500000043,-0.0017826041599999787,-0.00020479165999998106,9.5145403939918e-05,1.29012394,1.411375761,0.7866738439,0.8884294629,0.0,0.0,SNA_l2init (0913 CPU)
0,0.973025,0.98078333334,0.9854513541650001,0.98509770831,0.98546708335,-0.012426354165000042,-0.004668020825000063,-0.0003693750400000084,0.00013359131557215008,3.088970661,17.0433712,0.9269563556,0.5571643114,0.0,0.0,SNA_none (0913 CPU)
1,0.97111875,0.9803908333200001,0.9855918750050001,0.9853856250100002,0.98561145835,-0.014473125005000087,-0.0052010416850000185,-0.0002258333399998147,0.00011198796153835994,3.257625341,16.71503067,0.8128851652,0.555834651,0.0,0.0,SNA_none (0913 CPU)
2,0.9703416667,0.98068416666,0.98575656251,0.9858904166599999,0.9862118750100001,-0.015414895809999996,-0.005072395849999967,-0.0003214583500001922,0.00010191135656657158,3.733876228,17.82536125,0.8986027837,0.5528156757,0.0,0.0,SNA_none (0913 CPU)
3,0.9719625,0.9808087499999999,0.985964895845,0.98572104167,0.9859235416799998,-0.01400239584500007,-0.005156145845000126,-0.00020250000999988416,3.119723649162057e-05,3.303554296,17.09921646,0.8774371147,0.5590902567,0.0,0.0,SNA_none (0913 CPU)
4,0.9740416667,0.98030916666,0.9863268750050003,0.9858860416699999,0.98656979166,-0.01228520830500024,-0.006017708345000261,-0.0006837499900000932,0.0001942288128517004,2.923575401,17.79470253,0.9367986917,0.5522902012,0.0,0.0,SNA_none (0913 CPU)
5,0.9747083333,0.98161333334,0.9864223958399998,0.98630770833,0.9867272916800001,-0.011714062539999848,-0.004809062499999794,-0.0004195833500000301,7.845919793624558e-05,2.945384979,16.76785851,0.8083272576,0.5545656085,0.0,0.0,SNA_none (0913 CPU)
6,0.9695833333,0.98046416666,0.98571364583,0.9853022916699998,0.98572395832,-0.01613031252999997,-0.00524947916999996,-0.00042166665000020753,0.00015474123883684718,3.723091125,17.40898705,0.857922554,0.5541577935,0.0,0.0,SNA_none (0913 CPU)
7,0.9743520833,0.98088166666,0.9860232291650002,0.98581541667,0.986146875,-0.011671145865000176,-0.005141562505000197,-0.000331458329999923,0.00011420809981226746,2.909890652,17.26591492,0.9657153487,0.5545366406,0.0,0.0,SNA_none (0913 CPU)
8,0.97556875,0.9810745833400001,0.98624052082,0.9863589583300001,0.9863499999900001,-0.010671770820000037,-0.005165937479999938,8.958340000031484e-06,9.318319230779048e-06,2.871066332,16.53136444,0.9582672119,0.5691485405,0.0,0.0,SNA_none (0913 CPU)
9,0.9724125,0.98103416666,0.9857768750049999,0.9855020833400001,0.98595687501,-0.013364375004999873,-0.004742708344999902,-0.00045479166999984333,0.00018086304005625385,3.225321531,18.06080627,0.8841304779,0.5615706444,0.0,0.0,SNA_none (0913 CPU)
0,0.9585416667,0.96539333332,0.9678657291750001,0.9678577083100001,0.9676604166699999,-0.009324062475000172,-0.0024723958550001424,0.0001972916400001523,-7.42436594746639e-05,1.266899586,1.485082865,0.8110437393,0.721645534,0.0,0.0,SNA_shell (0913 CPU)
1,0.9579458333,0.9657004166600001,0.9681338541749998,0.96858937501,0.9680010416799998,-0.010188020874999704,-0.0024334375149996923,0.0005883333300001903,-0.00014114876332089538,1.172296047,1.436753869,0.8062780499,0.8112176657,0.0,0.0,SNA_shell (0913 CPU)
2,0.9580375,0.9669662500000001,0.9681583333400001,0.9678529166600001,0.9681481250099999,-0.010120833340000135,-0.001192083339999983,-0.0002952083499998537,6.967050403369793e-05,1.296396136,1.390428424,0.8208248615,0.8617562056,0.0,0.0,SNA_shell (0913 CPU)
3,0.95758125,0.96548000002,0.968342708325,0.9685006250000001,0.9682979166599999,-0.010761458324999973,-0.002862708305000017,0.00020270834000024607,-5.3101550844285785e-05,1.302573442,1.52596736,0.7864449024,0.7176023126,0.0,0.0,SNA_shell (0913 CPU)
4,0.95843125,0.9659633333400001,0.9679760416700003,0.9683822916599999,0.9680458333399999,-0.00954479167000033,-0.0020127083300002235,0.0003364583199999549,-0.0001559158036585892,1.262145877,1.357289433,0.8101869226,0.8533604145,0.0,0.0,SNA_shell (0913 CPU)
5,0.9600583333,0.9660016666600001,0.9685689583350001,0.9685866666699999,0.969041875,-0.008510625035000108,-0.0025672916750000274,-0.00045520833000012306,0.00015915415938082592,1.106033325,1.27979064,0.8389713764,0.8951964378,0.0,0.0,SNA_shell (0913 CPU)
6,0.9574291667,0.96519125,0.9677643750049999,0.9679616666700002,0.9678093750100001,-0.010335208304999899,-0.0025731250049999543,0.0001522916600000812,-5.976782373366167e-05,1.374908209,1.33657515,0.728767097,0.8616178632,0.0,0.0,SNA_shell (0913 CPU)
7,0.9590833333,0.9658033333199999,0.9683236458250001,0.9682914583300001,0.96814958333,-0.009240312525000127,-0.0025203125050001773,0.00014187500000006903,2.8310663226976754e-05,1.135402083,1.368104219,0.8656070828,0.8713368773,0.0,0.0,SNA_shell (0913 CPU)
8,0.9590708333,0.96494708334,0.9681060416700001,0.96807604166,0.9683631250000001,-0.009035208370000158,-0.003158958330000128,-0.0002870833400000494,4.279237401502015e-05,1.328448415,1.485146046,0.7634461522,0.7417368293,0.0,0.0,SNA_shell (0913 CPU)
9,0.957175,0.96690958334,0.968356979165,0.9683997916800001,0.9682170833400001,-0.011181979164999967,-0.0014473958249999752,0.00018270834000000402,4.250312251399855e-05,1.405152082,1.335817933,0.7477965355,0.8734872341,0.0,0.0,SNA_shell (0913 CPU)
0,0.9697041667,0.9183033333399999,0.80926083333,0.8212518750100001,0.8085577083199998,0.16044333337000005,0.10904250000999993,0.01269416669000023,-0.00449536624962474,3.403470278,58.28191376,0.3737501204,0.1134999618,0.0,0.0,LR (0906 CUDA)
1,0.9679708333,0.9135824999799999,0.801356250005,0.8187077083400001,0.7994758333399999,0.166614583295,0.11222624997499986,0.01923187500000012,-0.00687922724971864,3.642729282,59.62973022,0.3797501028,0.1149999499,0.0,0.0,LR (0906 CUDA)
2,0.9672208333,0.90076375,0.8002852083250002,0.81376770833,0.7985075,0.1669356249749998,0.10047854167499981,0.015260208329999969,-0.00537534787401501,4.63818264,62.48666,0.3557500839,0.1119999588,0.0,0.0,LR (0906 CUDA)
3,0.9692583333,0.92134,0.8102258333349999,0.8308974999900001,0.80801000001,0.15903249996500013,0.11111416666500018,0.02288749998000006,-0.006493286815853742,3.577298164,59.42707062,0.4832501411,0.112749964,0.0,0.0,LR (0906 CUDA)
4,0.9697520833,0.90849958334,0.8078391666650001,0.8213962499999999,0.80874354167,0.16191291663499985,0.10066041667499992,0.012652708329999984,-0.0038263563132270163,3.552264929,63.9797821,0.4622500837,0.112749964,0.0,0.0,LR (0906 CUDA)
5,0.9714083333,0.92064375,0.8114131249899998,0.83094624999,0.81093395832,0.15999520831000014,0.10923062501000014,0.02001229166999996,-0.006444832709943747,3.212451696,58.89638519,0.4135001004,0.112749964,0.0,0.0,LR (0906 CUDA)
6,0.9671979167,0.911365,0.7981996875049999,0.816169375,0.79633375001,0.16899822919500007,0.11316531249500006,0.019835624990000023,-0.006571654153846195,4.028737068,64.77783966,0.3955000937,0.1142499596,0.0,0.0,LR (0906 CUDA)
7,0.97073125,0.9157404166800001,0.80727583333,0.82627895834,0.80662666666,0.16345541667000008,0.10846458335000009,0.019652291679999934,-0.006663885633302097,3.454038143,61.598629,0.4097501338,0.1142499596,0.0,0.0,LR (0906 CUDA)
8,0.9713,0.92426,0.8162094791650001,0.82494104167,0.8157664583199999,0.15509052083499997,0.10805052083499989,0.009174583350000098,-0.003156308634146348,3.340645075,58.58360672,0.407500118,0.1149999499,0.0,0.0,LR (0906 CUDA)
9,0.9714020833,0.91026416666,0.8019484374999999,0.82088125001,0.79872291666,0.1694536458000001,0.1083157291600001,0.02215833335000006,-0.0073631175776735875,3.226340771,64.47716522,0.3820001185,0.1142499596,0.0,0.0,LR (0906 CUDA)
0,0.9462125,0.9535862500000001,0.9480867708249999,0.9504793749899999,0.9476585416599999,-0.001874270824999913,0.005499479175000155,0.00282083333000005,-0.0007566506399624391,1.334385633,1.201897383,0.4847501218,0.4022501111,0.0,0.0,LR_l2 (0906 CUDA)
1,0.9479520833,0.95479291668,0.9496257291700001,0.94920645833,0.9490652083199999,-0.0016736458700000734,0.005167187509999893,0.00014125001000009352,0.0002447232626641224,1.228683591,1.320768118,0.4930000901,0.3955001235,0.0,0.0,LR_l2 (0906 CUDA)
2,0.9493770833,0.95536791668,0.9479681250050002,0.9495420833200001,0.94677833335,0.0014089582949998736,0.007399791674999823,0.0027637499700001733,-0.0009210932559099498,1.189136863,1.166715622,0.4795001447,0.4120001197,0.0,0.0,LR_l2 (0906 CUDA)
3,0.9471333333,0.9549158333400001,0.9500013541600001,0.9501164583399999,0.95072166666,-0.0028680208600000423,0.0049144791799999865,-0.0006052083200001057,0.000171433313883621,1.357283235,1.196418643,0.4652501643,0.394000113,0.0,0.0,LR_l2 (0906 CUDA)
4,0.9487958333,0.95617583332,0.9489265625000002,0.94906750001,0.9493020833300001,-0.0001307292000002347,0.00724927081999982,-0.00023458332000014792,-0.0001499218307693146,1.291056395,1.409043908,0.4847501218,0.3460000753,0.0,0.0,LR_l2 (0906 CUDA)
5,0.9479333333,0.9550704166799999,0.95079791666,0.9498204166700001,0.95146104165,-0.0028645833600000614,0.004272500019999903,-0.0016406249799999495,0.0004216795611631936,1.366949916,1.206544399,0.454750061,0.420250088,0.0,0.0,LR_l2 (0906 CUDA)
6,0.9473916667,0.9536479166599999,0.9497719791599998,0.9489308333300001,0.9490295833300001,-0.0023803124599998116,0.0038759375000001484,-9.875000000003631e-05,0.0001789438698873419,1.308008552,1.120956302,0.3812501132,0.3977501094,0.0,0.0,LR_l2 (0906 CUDA)
7,0.9490395833,0.95160583334,0.9483372916499999,0.9489495833399999,0.9484770833099999,0.0007022916500001308,0.0032685416900001263,0.0004725000299999893,-0.0001848792297373943,1.263709426,1.211260319,0.4885000587,0.4075000882,0.0,0.0,LR_l2 (0906 CUDA)
8,0.95190625,0.9572462500000001,0.9498343749949999,0.95045833333,0.9500675000000001,0.0020718750050000567,0.007411875005000179,0.0003908333299998956,-0.0001903533463414865,1.204882026,1.243607283,0.4975001216,0.4150001109,0.0,0.0,LR_l2 (0906 CUDA)
9,0.9488625,0.9557937499800001,0.9499556250000001,0.9503543750000001,0.9507304166599999,-0.001093125000000028,0.005838124980000026,-0.0003760416599998262,3.3995857223250604e-05,1.167801142,1.223861933,0.4960000813,0.4217501283,0.0,0.0,LR_l2 (0906 CUDA)
0,0.9493375,0.9476975,0.9413278125049999,0.94574562501,0.940785,0.008009687495000084,0.006369687495000109,0.004960625010000053,-0.0014142823664164941,1.290341854,1.308730125,0.4099999964,0.2091666758,0.1899999976,0.3700000048,R_l2 (0906 CUDA)
1,0.9490479167,0.9456025,0.9415252083250001,0.9393025000000002,0.9401793749799999,0.007522708374999909,0.004077291674999928,-0.0008768749799997755,0.00039991791219509047,1.332897305,1.114424229,0.3316666782,0.2600000203,0.3199999928,0.3100000024,R_l2 (0906 CUDA)
2,0.95200625,0.9453716666800001,0.941918020835,0.94246187499,0.9407733333299999,0.010088229165000073,0.003453645845000075,0.001688541660000098,-0.0004093417739212011,1.159391999,1.166935325,0.4458333552,0.2450000048,0.2199999988,0.3100000024,R_l2 (0906 CUDA)
3,0.9495270833,0.94746708332,0.93926781251,0.9421689583400001,0.93820020834,0.010259270789999997,0.008199270809999937,0.003968750000000187,-0.0013180757481238896,1.191122532,1.159679174,0.4125000238,0.2491666675,0.2099999934,0.25,R_l2 (0906 CUDA)
4,0.94825,0.94568166666,0.9404522916649999,0.94291041666,0.9409818750000001,0.007797708335000153,0.005229374995000091,0.001928541659999894,-0.0008091385247655463,1.217378616,1.08151257,0.3950000107,0.2491666675,0.2199999988,0.349999994,R_l2 (0906 CUDA)
5,0.9495354167,0.9485424999800001,0.9413766666599999,0.9418118750000002,0.94288395832,0.008158750040000107,0.007165833320000203,-0.0010720833199998614,0.0005446744028142287,1.345849752,1.318488002,0.4058333337,0.2549999952,0.2699999809,0.3299999833,R_l2 (0906 CUDA)
