seed,k,act,late_online_acc,floor_thr,floor_verdict,first_floor_task,neggate_l2_t50,neggate_l2_t100,neggate_l2_t150,tinygate_l2_t150,zmed_l2_t150
1,784,SILU,0.11431562379002572,0.11953097586959913,AT_FLOOR,48,0.8679583668708801,0.6584583520889282,0.37024161219596863,0.9904916882514954,-119.88223266601562
2,0,LR,0.4576041609048843,0.12103133538169417,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-11.12367057800293
2,0,ELU1,0.10173229053616524,0.12103133538169417,AT_FLOOR,16,0.0,0.0,0.0,0.9999916553497314,-182.33694458007812
2,0,R,0.11546458154916764,0.12103133538169417,AT_FLOOR,5,0.0,0.0,0.0,1.0,-0.0036309396382421255
2,0,GELU,0.1698187470436096,0.12103133538169417,ABOVE_FLOOR,,0.0157583337277174,0.03605833649635315,0.1258000135421753,0.002033333294093609,-0.06812659651041031
2,0,SILU,0.23441249877214432,0.12103133538169417,ABOVE_FLOOR,,0.030116667971014977,0.28755834698677063,0.4396499991416931,0.0023166663013398647,-0.7403811812400818
2,25,LR,0.47570520639419556,0.12103133538169417,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-11.866437911987305
2,25,ELU1,0.10114270672202111,0.12103133538169417,AT_FLOOR,15,0.0,0.0,0.0,1.0,-190.5260009765625
2,25,R,0.11546458154916764,0.12103133538169417,AT_FLOOR,14,0.0,0.0,0.0,1.0,-20.08190155029297
2,25,GELU,0.17862916588783265,0.12103133538169417,ABOVE_FLOOR,,0.009633333422243595,0.0338750034570694,0.11520000547170639,0.006941665895283222,-0.14629435539245605
2,25,SILU,0.11551041454076767,0.12103133538169417,AT_FLOOR,38,0.8006665706634521,0.31340834498405457,0.11942499876022339,0.9999833703041077,-151.09075927734375
2,107,LR,0.4528208315372467,0.12103133538169417,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-14.641396522521973
2,107,ELU1,0.10307812467217445,0.12103133538169417,AT_FLOOR,23,0.0,0.0,0.0,0.9999000430107117,-203.4107666015625
2,107,R,0.11546458154916764,0.12103133538169417,AT_FLOOR,6,0.0,0.0,0.0,1.0,-0.5877183079719543
2,107,GELU,0.18527395874261857,0.12103133538169417,ABOVE_FLOOR,,0.012475001625716686,0.048850007355213165,0.2836500108242035,0.00904999952763319,-0.25805598497390747
2,107,SILU,0.22821041196584702,0.12103133538169417,ABOVE_FLOOR,,0.17854999005794525,0.8402667045593262,0.9437166452407837,0.014350000768899918,-4.742310523986816
2,270,LR,0.4353239595890045,0.12103133538169417,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-20.271217346191406
2,270,ELU1,0.1016093723475933,0.12103133538169417,AT_FLOOR,22,0.0,0.0,0.0,1.0,-198.96229553222656
2,270,R,0.11556354090571404,0.12103133538169417,AT_FLOOR,6,0.0,0.0,0.0,0.9900000095367432,-0.5553547143936157
2,270,GELU,0.11546458154916764,0.12103133538169417,AT_FLOOR,47,0.0030750001315027475,8.333333425980527e-06,0.0,1.0,-172.00595092773438
2,270,SILU,0.19846979081630706,0.12103133538169417,ABOVE_FLOOR,,0.5003583431243896,0.9412500262260437,0.9874333143234253,0.0035583332646638155,-5.090012550354004
2,784,LR,0.45798333287239074,0.12103133538169417,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-24.670211791992188
2,784,ELU1,0.10118124783039092,0.12103133538169417,AT_FLOOR,20,0.0,0.0,0.0,1.0,-190.33645629882812
2,784,R,0.11567708104848862,0.12103133538169417,AT_FLOOR,8,0.0,0.0,0.0,1.0,-0.8145952820777893
2,784,GELU,0.11546458154916764,0.12103133538169417,AT_FLOOR,15,0.005675000138580799,0.004633333068341017,0.0018583334749564528,1.0,-48.19438934326172
2,784,SILU,0.1162520818412304,0.12103133538169417,AT_FLOOR,29,0.8347833156585693,0.6759666204452515,0.460058331489563,0.9932166337966919,-112.95770263671875
