population,k,band,band_left,band_right,band_center,n_pair,n_seed,seed_ids,guard_main,H,F0,D,F_path,T1,T2
A,2,6,0.6000000000000001,0.7000000000000001,0.65,3346,10,"10,11,12,13,14,15,16,17,18,19",True,-0.000610115920690992,0.00022506027559456723,-0.00038505564509642477,0.0002483960960330037,2.333582043843647e-05,-0.0006334517411294285
A,2,7,0.7000000000000001,0.8,0.75,1663,10,"10,11,12,13,14,15,16,17,18,19",True,0.0004613943249569403,-0.0015119286799073458,-0.0010505343549504053,-0.0013787147091947768,0.000133213970712569,0.0003281803542443713
A,2,8,0.8,0.9,0.8500000000000001,1108,10,"10,11,12,13,14,15,16,17,18,19",True,-0.0016333665332512453,-0.003226335732929661,-0.004859702266180906,-0.002197730588458998,0.0010286051444706637,-0.0026619716777219085
A,5,1,0.1,0.2,0.15000000000000002,80087,10,"10,11,12,13,14,15,16,17,18,19",True,-1.7996346217260053e-05,-2.0818896307722517e-05,-3.881524252498251e-05,-1.9165373457941076e-05,1.6535228497814382e-06,-1.964986906704144e-05
A,5,2,0.2,0.30000000000000004,0.25,39741,10,"10,11,12,13,14,15,16,17,18,19",True,5.708290676085566e-05,-4.3897713994486205e-05,1.3185192766369493e-05,-7.19461817441039e-05,-2.804846774961772e-05,8.513137451047333e-05
A,5,3,0.30000000000000004,0.4,0.35000000000000003,18550,10,"10,11,12,13,14,15,16,17,18,19",True,0.00013231717040534008,-0.00020847780469868273,-7.616063429334265e-05,-0.00014019328671212365,6.828451798655905e-05,6.403265241878086e-05
A,5,4,0.4,0.5,0.45,12311,10,"10,11,12,13,14,15,16,17,18,19",True,0.00031052950778912806,-0.0005687404272760982,-0.00025821091948696994,-0.00045645055255598047,0.00011228987472011753,0.0001982396330690105
A,5,5,0.5,0.6000000000000001,0.55,6266,10,"10,11,12,13,14,15,16,17,18,19",True,0.0001720412531004311,-0.0006933828605674783,-0.0005213416074670472,-0.0003418196912762535,0.0003515631692912246,-0.00017952191619079362
A,5,6,0.6000000000000001,0.7000000000000001,0.65,3346,10,"10,11,12,13,14,15,16,17,18,19",True,-0.0004897517695735983,0.00022506027559456723,-0.0002646914939790315,0.00013964585882405986,-8.541441677050746e-05,-0.0004043373528030907
A,5,7,0.7000000000000001,0.8,0.75,1663,10,"10,11,12,13,14,15,16,17,18,19",True,0.0006820711176416218,-0.0015119286799073458,-0.0008298575622657239,-0.0009727530827768635,0.0005391755971304822,0.00014289552051113962
A,5,8,0.8,0.9,0.8500000000000001,1108,10,"10,11,12,13,14,15,16,17,18,19",True,0.0019234193244784374,-0.003226335732929661,-0.001302916408451224,-0.0007052689522641197,0.0025210667806655407,-0.0005976474561871041
A,10,1,0.1,0.2,0.15000000000000002,80087,10,"10,11,12,13,14,15,16,17,18,19",True,-1.076892188873473e-05,-2.0818896307722517e-05,-3.1587818196457236e-05,-1.410020010642207e-05,6.718696201300448e-06,-1.7487618090035212e-05
A,10,2,0.2,0.30000000000000004,0.25,39741,10,"10,11,12,13,14,15,16,17,18,19",True,2.62410232578191e-05,-4.3897713994486205e-05,-1.765669073666711e-05,-6.138241225935848e-05,-1.748469826487225e-05,4.372572152269137e-05
A,10,3,0.30000000000000004,0.4,0.35000000000000003,18550,10,"10,11,12,13,14,15,16,17,18,19",True,0.00016104136584035983,-0.00020847780469868273,-4.7436438858322856e-05,-0.0001377916771330025,7.06861275656802e-05,9.035523827467977e-05
A,10,4,0.4,0.5,0.45,12311,10,"10,11,12,13,14,15,16,17,18,19",True,0.00036373018294811704,-0.0005687404272760982,-0.00020501024432798093,-0.0003477745789961996,0.0002209658482798989,0.0001427643346682183
A,10,5,0.5,0.6000000000000001,0.55,6266,10,"10,11,12,13,14,15,16,17,18,19",True,0.0003638923538430895,-0.0006933828605674783,-0.00032949050672438906,-0.00011537255628895138,0.0005780103042785271,-0.00021411795043543746
A,10,6,0.6000000000000001,0.7000000000000001,0.65,3346,10,"10,11,12,13,14,15,16,17,18,19",True,-0.0005179249552184412,0.00022506027559456723,-0.00029286467962387404,-6.703411682405304e-05,-0.0002920943924186202,-0.00022583056279982099
A,10,7,0.7000000000000001,0.8,0.75,1663,10,"10,11,12,13,14,15,16,17,18,19",True,0.0010118191725552888,-0.0015119286799073458,-0.0005001095073520572,-0.0005387411531084091,0.0009731875267989368,3.8631645756352176e-05
A,10,8,0.8,0.9,0.8500000000000001,1108,10,"10,11,12,13,14,15,16,17,18,19",True,0.0024997784193765494,-0.003226335732929661,-0.0007265573135531118,-0.000502759317572306,0.002723576415357355,-0.00022379799598080545
A,20,1,0.1,0.2,0.15000000000000002,80087,10,"10,11,12,13,14,15,16,17,18,19",True,-4.9991391724123716e-06,-2.0818896307722517e-05,-2.5818035480134953e-05,-1.1568979585631193e-06,1.9661998349159426e-05,-2.4661137521571828e-05
A,20,2,0.2,0.30000000000000004,0.25,39741,10,"10,11,12,13,14,15,16,17,18,19",True,3.4806847681877523e-05,-4.3897713994486205e-05,-9.090866312608675e-06,-4.480487457727192e-05,-9.071605827856961e-07,3.571400826466323e-05
A,20,3,0.30000000000000004,0.4,0.35000000000000003,18550,10,"10,11,12,13,14,15,16,17,18,19",True,0.0001790154221428417,-0.00020847780469868273,-2.9462382555840986e-05,-0.00010537674013899106,0.00010310106455969169,7.591435758315013e-05
A,20,4,0.4,0.5,0.45,12311,10,"10,11,12,13,14,15,16,17,18,19",True,0.00043239037285307,-0.0005687404272760982,-0.00013635005442302789,-0.0002521667949222143,0.0003165736323538839,0.00011581674049918639
A,20,5,0.5,0.6000000000000001,0.55,6266,10,"10,11,12,13,14,15,16,17,18,19",True,0.0005016624004456286,-0.0006933828605674783,-0.0001917204601218495,-1.882324732090967e-05,0.0006745596132465682,-0.00017289721280094002
A,20,6,0.6000000000000001,0.7000000000000001,0.65,3346,10,"10,11,12,13,14,15,16,17,18,19",True,-0.0004063028486950795,0.00022506027559456723,-0.00018124257310051238,1.7154376844866292e-05,-0.00020790589874970122,-0.00019839694994537848
A,20,7,0.7000000000000001,0.8,0.75,1663,10,"10,11,12,13,14,15,16,17,18,19",True,0.0013051964842198558,-0.0015119286799073458,-0.00020673219568749006,-0.0004054319722265517,0.0011064967076807937,0.00019869977653906159
A,20,8,0.8,0.9,0.8500000000000001,1108,10,"10,11,12,13,14,15,16,17,18,19",True,0.002659954631998854,-0.003226335732929661,-0.0005663811009308072,-0.00015638925672771593,0.003069946476201945,-0.00040999184420309145
A,40,1,0.1,0.2,0.15000000000000002,80087,10,"10,11,12,13,14,15,16,17,18,19",True,1.1542731501153611e-05,-2.0818896307722517e-05,-9.276164806568929e-06,4.509926499829175e-06,2.5328822807551682e-05,-1.3786091306398155e-05
A,40,2,0.2,0.30000000000000004,0.25,39741,10,"10,11,12,13,14,15,16,17,18,19",True,2.512588596489515e-05,-4.3897713994486205e-05,-1.8771828029591017e-05,-1.41326667075536e-05,2.976504728693267e-05,-4.6391613220374936e-06
A,40,3,0.30000000000000004,0.4,0.35000000000000003,18550,10,"10,11,12,13,14,15,16,17,18,19",True,0.00016584794921965137,-0.00020847780469868273,-4.262985547903152e-05,-7.411966693742578e-05,0.0001343581377612569,3.148981145839393e-05
A,40,4,0.4,0.5,0.45,12311,10,"10,11,12,13,14,15,16,17,18,19",True,0.0005085593268477453,-0.0005687404272760982,-6.0181100428352956e-05,-0.000167521807428666,0.0004012186198474317,0.00010734070700031319
A,40,5,0.5,0.6000000000000001,0.55,6266,10,"10,11,12,13,14,15,16,17,18,19",True,0.0005729022301328606,-0.0006933828605674783,-0.0001204806304346179,0.00012909939646978184,0.0008224822570372603,-0.00024958002690439994
A,40,6,0.6000000000000001,0.7000000000000001,0.65,3346,10,"10,11,12,13,14,15,16,17,18,19",True,-0.0002706239404902396,0.00022506027559456723,-4.556366489567241e-05,4.766296475977796e-05,-0.0001773973108347889,-9.322662965545059e-05
A,40,7,0.7000000000000001,0.8,0.75,1663,10,"10,11,12,13,14,15,16,17,18,19",True,0.0013851535901448632,-0.0015119286799073458,-0.0001267750897624826,-0.00033090308324913275,0.001181025596658213,0.00020412799348665014
A,40,8,0.8,0.9,0.8500000000000001,1108,10,"10,11,12,13,14,15,16,17,18,19",True,0.003070879281095752,-0.003226335732929661,-0.00015545645183390858,0.00032140914910980137,0.003547744882039463,-0.00047686560094370965
