seed,unit,utility_nmse,tau,censored,pre_max_pre,pre_max_post,p_count_post,strict_dead_short,premax_cell,utility_code,utility_group
7,99,0.010059325601848091,100,False,-0.042299948632717133,0.38673079758882523,2,True,2,1,mid
8,3,0.0037489724266463564,21000,False,-0.19772493839263916,0.39224164187908173,3,False,1,0,low
8,6,0.034569922045191805,200000,True,-0.14018688909709454,0.88416423089802265,6,False,4,1,mid
8,7,0.070055750446537307,41000,False,-0.058878190815448761,0.75301267951726913,2,False,3,2,high
8,14,0.029304764253228224,200,False,-0.89876905083656311,0.63587889075279236,2,True,2,2,high
8,19,0.0017213848559556107,100,False,-0.76561182737350464,0.29282820224761963,2,True,0,0,low
8,23,0.0039143687981469822,21000,False,-0.06146387942135334,0.29887696914374828,2,False,0,2,high
8,25,0.02739030512415783,161000,False,-0.78206442296504974,1.1214326471090317,16,False,4,1,mid
8,27,0.014027146555807168,51000,False,-0.20418692380189896,0.77155616134405136,18,False,4,0,low
8,30,0.017528649237697137,3400,False,-0.54974305629730225,0.59404999017715454,3,True,2,1,mid
8,31,0.0029987589361028925,141000,False,-0.85008010314777493,0.78688362194225192,28,False,4,0,low
8,34,0.0013377821294839581,31000,False,-1.5159888863563538,0.54514145851135254,5,False,2,0,low
8,38,0.016250757893914763,31000,False,-0.33999781124293804,0.74223803170025349,5,False,3,1,mid
8,44,0.016832238520993106,81000,False,-0.002283245325088501,0.74733519554138184,6,False,3,1,mid
8,50,0.051166612322687016,21000,False,-0.31240817904472351,0.7125435471534729,6,False,3,2,high
8,53,0.011931798235313035,68000,False,-0.015708360821008682,0.36612784489989281,2,False,1,1,mid
8,54,0.0049205163558828854,100,False,-1.3045547306537628,0.2097339928150177,2,True,0,2,high
8,60,0.021393242161343147,31000,False,-0.13610512018203735,0.60017051920294762,3,False,2,1,mid
8,61,0.11027482335019115,31000,False,-0.16672967746853828,1.1126243583858013,13,False,4,2,high
8,67,0.0016573310109752016,100,False,-0.021774370223283768,0.34429624583572149,2,True,0,0,low
8,73,0.019603988530303606,11000,False,-0.34580706059932709,0.51215451955795288,3,False,1,2,high
8,75,0.0032496064227674195,100,False,-0.40296676754951477,0.24947534501552582,2,True,0,1,mid
8,77,0.0070267663324626497,31000,False,-0.32595309615135193,0.52574262022972107,3,False,2,0,low
8,78,0.0019705019516933035,100,False,-0.13655506819486618,0.24699091166257858,2,True,0,1,mid
8,80,0.030952042896439005,65000,False,-0.077807188034057617,0.64025010913610458,3,False,2,2,high
8,83,0.076216346507945398,101000,False,-0.43886628746986389,0.98280614614486694,6,False,4,2,high
8,87,0.015210362993096072,100,False,-0.79613857716321945,0.42195302993059158,2,True,1,1,mid
8,89,0.0039363545799328964,200,False,-0.090759556740522385,0.4492478258907795,9,True,1,0,low
8,90,0.0091419719588273097,41000,False,-0.39580608159303665,0.69060774892568588,8,False,3,0,low
8,91,0.0013120259564304161,100,False,-0.34081326425075531,0.13296651840209961,2,True,0,0,low
8,93,0.021461146614593109,200,False,-0.3833058774471283,0.50963860750198364,3,True,1,2,high
8,98,0.0062361476608972666,51000,False,-0.4856286495923996,0.64248327910900116,9,False,3,0,low
9,1,0.0046656216502757456,98000,False,-0.83866314217448235,0.7608371265232563,4,False,2,1,mid
9,3,0.047605093385693471,100,False,-0.54377454519271851,1.3582693338394165,6,True,4,1,mid
9,4,0.0040107863755942195,300,False,-1.1620358377695084,0.66599021852016449,2,True,2,0,low
9,9,8.2774004326623089e-05,100,False,-2.4630852276459336,0.17763785179704428,4,True,0,0,low
9,11,0.00042176434267223329,100,False,-0.47164823114871979,0.35725222527980804,3,True,0,0,low
9,13,0.0019148036692951498,100,False,-2.4634366165846586,0.28965448029339314,2,True,0,2,high
9,14,0.012151423582314682,700,False,-0.59822665154933929,0.98046223819255829,11,True,3,1,mid
9,15,0.0055372696763849429,600,False,-2.5532265119254589,0.65274669602513313,4,True,1,1,mid
9,16,0.0020366643108630667,300,False,-2.1366405785083771,0.45434966683387756,4,True,1,0,low
9,23,0.00018844170242005546,61000,False,-1.5018564054043964,0.98839465889614075,19,False,3,0,low
9,24,0.0046916531166407401,100,False,-1.1847433336079121,0.657814871519804,2,True,1,1,mid
9,25,0.024051982816954094,200000,True,-2.1429020464420319,1.0492487847805023,8,False,3,2,high
9,33,0.010269442326604532,41000,False,-1.4332040268927813,1.0938879530876875,5,False,3,1,mid
9,35,0.097678256686717049,21000,False,-0.91289845854043961,1.7267757579684258,25,False,4,2,high
9,36,0.0015046313075040619,800,False,-1.1927864551544189,0.73518268764019012,8,True,2,0,low
9,43,0.00047485037294888827,41000,False,-0.99736877949908376,0.63297060457989573,22,False,1,0,low
9,44,0.036234391658760211,51000,False,-1.5445068627595901,1.4152445048093796,10,False,4,0,low
9,46,0.00030722325482398268,73000,False,-1.2701672352850437,0.34939831122756004,2,False,0,0,low
9,50,0.0013333414175776821,100,False,-1.0588874351233244,0.33321587927639484,2,True,0,2,high
9,55,0.077591176196399811,1700,False,-1.0993912222329527,1.5786648986395448,12,True,4,2,high
9,59,0.013670156359961421,300,False,-3.1735152583569288,0.65147251076996326,2,True,1,2,high
9,62,0.0098215108495942269,100,False,-0.44465035572648048,0.90652709826827049,5,True,3,0,low
9,65,0.0056813477130442077,100,False,-1.4637935981154442,0.78218915313482285,15,True,2,1,mid
9,70,0.0088518759387903739,100,False,-1.3848015740513802,0.65992995351552963,2,True,2,2,high
9,79,0.01466036039692404,11000,False,-0.59049674961715937,0.79207351710647345,5,False,2,2,high
9,81,0.00050330390193593715,100,False,-1.026833226904273,0.2997856829315424,3,True,0,1,mid
9,82,0.0052769136288039215,100,False,-0.12152315862476826,0.79279108159244061,2,True,3,0,low
9,84,0.051158934074603875,100,False,-1.3558907955884933,1.3068804889917374,5,True,4,1,mid
9,85,0.01231857234398741,100,False,-0.74268448352813721,0.90635138750076294,5,True,3,2,high
9,86,0.029481522619403188,51000,False,-1.7904929593205452,1.3855244442820549,5,False,4,0,low
9,89,0.00057158738162232557,100,False,-1.4907451458275318,0.27077094838023186,2,True,0,1,mid
9,90,0.0057345460577699443,111000,False,-1.7228028327226639,0.62179990112781525,2,False,1,2,high
9,99,0.0011024857828831347,100,False,-2.6190181225538254,0.36123360693454742,3,True,1,0,low
