regime,seed,arm,base_run_id,treated_frac,n_treated,n_guard_fallback,M,M_late,n_eval_points,n_nan_points,n_late_points,n_nan_late
A,4,cont,A_w100_T10000_std_lr0.01_s4,0.9700000286102296,97,0,0.7340641423153692,0.74465428,501,0,100,0
A,4,dironly,A_w100_T10000_std_lr0.01_s4,0.9700000286102296,97,0,0.383119146630677,0.569992916,501,0,100,0
A,4,full,A_w100_T10000_std_lr0.01_s4,0.9700000286102296,97,0,0.30677293949921597,0.40615995000000005,501,0,100,0
A,4,none,A_w100_T10000_std_lr0.01_s4,0.9700000286102296,97,0,0.7340641423153692,0.74465428,501,0,100,0
A,4,posonly,A_w100_T10000_std_lr0.01_s4,0.9700000286102296,97,0,0.45985650784912907,0.7871617099999998,501,0,100,0
A,5,cont,A_w100_T10000_std_lr0.01_s5,0.9200000166893004,92,0,0.10592817890998905,0.057934640957424,501,0,100,0
A,5,dironly,A_w100_T10000_std_lr0.01_s5,0.9200000166893004,92,0,0.03253840897830411,0.0194437355725,501,0,100,0
A,5,full,A_w100_T10000_std_lr0.01_s5,0.9200000166893004,92,0,0.023253836857999987,0.0237015741259,501,0,100,0
A,5,none,A_w100_T10000_std_lr0.01_s5,0.9200000166893004,92,0,0.10592817890998905,0.057934640957424,501,0,100,0
A,5,posonly,A_w100_T10000_std_lr0.01_s5,0.9200000166893004,92,0,0.033378909913352094,0.040817241391,501,0,100,0
A,6,cont,A_w100_T10000_std_lr0.01_s6,0.8100000023841858,81,0,0.28675615041746505,0.270595978,501,0,100,0
A,6,dironly,A_w100_T10000_std_lr0.01_s6,0.8100000023841858,81,0,0.12717608175912373,0.16375209189999995,501,0,100,0
A,6,full,A_w100_T10000_std_lr0.01_s6,0.8100000023841858,81,0,0.11489046720866526,0.14680344670499998,501,0,100,0
A,6,none,A_w100_T10000_std_lr0.01_s6,0.8100000023841858,81,0,0.28675615041746505,0.270595978,501,0,100,0
A,6,posonly,A_w100_T10000_std_lr0.01_s6,0.8100000023841858,81,0,0.1469951178407585,0.15517816519,501,0,100,0
A,7,cont,A_w100_T10000_std_lr0.01_s7,0.949999988079071,95,0,0.45159064483612776,0.43771759600000004,501,0,100,0
A,7,dironly,A_w100_T10000_std_lr0.01_s7,0.949999988079071,95,0,0.1626362873082144,0.31915435900000005,501,0,100,0
A,7,full,A_w100_T10000_std_lr0.01_s7,0.949999988079071,95,0,0.14723601634357947,0.25131407,501,0,100,0
A,7,none,A_w100_T10000_std_lr0.01_s7,0.949999988079071,95,0,0.45159064483612776,0.43771759600000004,501,0,100,0
A,7,posonly,A_w100_T10000_std_lr0.01_s7,0.949999988079071,95,0,0.30841756700780837,0.273672691082,501,0,100,0
A,8,cont,A_w100_T10000_std_lr0.01_s8,0.7599999904632568,76,0,0.5782744496590912,0.73253604,501,0,100,0
A,8,dironly,A_w100_T10000_std_lr0.01_s8,0.7599999904632568,76,0,0.20472727524970585,0.39145796,501,0,100,0
A,8,full,A_w100_T10000_std_lr0.01_s8,0.7599999904632568,76,0,0.18094368358945526,0.3444803208999999,501,0,100,0
A,8,none,A_w100_T10000_std_lr0.01_s8,0.7599999904632568,76,0,0.5782744496590912,0.73253604,501,0,100,0
A,8,posonly,A_w100_T10000_std_lr0.01_s8,0.7599999904632568,76,0,0.2486886006179323,0.429940046,501,0,100,0
A,9,cont,A_w100_T10000_std_lr0.01_s9,0.9800000190734864,98,0,0.4213885782002795,0.37516920239499996,501,0,100,0
A,9,dironly,A_w100_T10000_std_lr0.01_s9,0.9800000190734864,98,0,0.0935637875087757,0.06860110072681973,501,0,100,0
A,9,full,A_w100_T10000_std_lr0.01_s9,0.9800000190734864,98,0,0.0839717306204503,0.0421882737015125,501,0,100,0
A,9,none,A_w100_T10000_std_lr0.01_s9,0.9800000190734864,98,0,0.4213885782002795,0.37516920239499996,501,0,100,0
A,9,posonly,A_w100_T10000_std_lr0.01_s9,0.9800000190734864,98,0,0.15144210640235117,0.05057123354835427,501,0,100,0
B,0,cont,B_w20_K100_c0.0_lr0.01_s0,0.949999988079071,19,0,0.6406237105788424,0.63641255,501,0,100,0
B,0,dironly,B_w20_K100_c0.0_lr0.01_s0,0.949999988079071,19,0,0.646605369261477,0.6449106400000001,501,0,100,0
B,0,full,B_w20_K100_c0.0_lr0.01_s0,0.949999988079071,19,0,0.6865155029940119,0.6911156900000001,501,0,100,0
B,0,none,B_w20_K100_c0.0_lr0.01_s0,0.949999988079071,19,0,0.6406237105788424,0.63641255,501,0,100,0
B,0,posonly,B_w20_K100_c0.0_lr0.01_s0,0.949999988079071,19,0,0.6800431876247505,0.69205961,501,0,100,0
B,1,cont,B_w20_K100_c0.0_lr0.01_s1,0.949999988079071,19,0,0.7015365429141717,0.7029845900000001,501,0,100,0
B,1,dironly,B_w20_K100_c0.0_lr0.01_s1,0.949999988079071,19,0,0.7016307045908183,0.7034813400000001,501,0,100,0
B,1,full,B_w20_K100_c0.0_lr0.01_s1,0.949999988079071,19,0,0.6511657165668662,0.64363567,501,0,100,0
B,1,none,B_w20_K100_c0.0_lr0.01_s1,0.949999988079071,19,0,0.7015365429141717,0.7029845900000001,501,0,100,0
B,1,posonly,B_w20_K100_c0.0_lr0.01_s1,0.949999988079071,19,0,0.6865680598802395,0.7040616300000001,501,0,100,0
B,2,cont,B_w20_K100_c0.0_lr0.01_s2,1.0,20,0,0.7019888283433134,0.70934022,501,0,100,0
B,2,dironly,B_w20_K100_c0.0_lr0.01_s2,1.0,20,0,0.701940996007984,0.7093644900000001,501,0,100,0
B,2,full,B_w20_K100_c0.0_lr0.01_s2,1.0,20,0,0.6887388423153693,0.7091700700000001,501,0,100,0
B,2,none,B_w20_K100_c0.0_lr0.01_s2,1.0,20,0,0.7019888283433134,0.70934022,501,0,100,0
B,2,posonly,B_w20_K100_c0.0_lr0.01_s2,1.0,20,0,0.6862084231536927,0.7093704700000001,501,0,100,0
B,3,cont,B_w20_K100_c0.0_lr0.01_s3,0.8999999761581421,18,0,0.6381545868263474,0.6482499999999999,501,0,100,0
B,3,dironly,B_w20_K100_c0.0_lr0.01_s3,0.8999999761581421,18,0,0.6400484111776447,0.64876753,501,0,100,0
B,3,full,B_w20_K100_c0.0_lr0.01_s3,0.8999999761581421,18,0,0.6816800199600798,0.7151659999999999,501,0,100,0
B,3,none,B_w20_K100_c0.0_lr0.01_s3,0.8999999761581421,18,0,0.6381545868263474,0.6482499999999999,501,0,100,0
B,3,posonly,B_w20_K100_c0.0_lr0.01_s3,0.8999999761581421,18,0,0.6836067345309382,0.7158172700000001,501,0,100,0
B,4,cont,B_w20_K100_c0.0_lr0.01_s4,0.949999988079071,19,0,0.7074137025948104,0.7213424900000001,501,0,100,0
B,4,dironly,B_w20_K100_c0.0_lr0.01_s4,0.949999988079071,19,0,0.7072656746506986,0.7215289800000001,501,0,100,0
B,4,full,B_w20_K100_c0.0_lr0.01_s4,0.949999988079071,19,0,0.690655127744511,0.72081513,501,0,100,0
B,4,none,B_w20_K100_c0.0_lr0.01_s4,0.949999988079071,19,0,0.7074137025948104,0.7213424900000001,501,0,100,0
B,4,posonly,B_w20_K100_c0.0_lr0.01_s4,0.949999988079071,19,0,0.6468552315369261,0.67001202,501,0,100,0
B,5,cont,B_w20_K100_c0.0_lr0.01_s5,0.949999988079071,19,0,0.689326001996008,0.7027136599999999,501,0,100,0
B,5,dironly,B_w20_K100_c0.0_lr0.01_s5,0.949999988079071,19,0,0.689188385229541,0.7027297800000002,501,0,100,0
B,5,full,B_w20_K100_c0.0_lr0.01_s5,0.949999988079071,19,0,0.6532269461077843,0.69903601,501,0,100,0
B,5,none,B_w20_K100_c0.0_lr0.01_s5,0.949999988079071,19,0,0.689326001996008,0.7027136599999999,501,0,100,0
B,5,posonly,B_w20_K100_c0.0_lr0.01_s5,0.949999988079071,19,0,0.6743760778443114,0.7015803199999999,501,0,100,0
B,6,cont,B_w20_K100_c0.0_lr0.01_s6,0.949999988079071,19,0,0.6998026526946108,0.7198615599999998,501,0,100,0
B,6,dironly,B_w20_K100_c0.0_lr0.01_s6,0.949999988079071,19,0,0.7002972974051896,0.72056187,501,0,100,0
B,6,full,B_w20_K100_c0.0_lr0.01_s6,0.949999988079071,19,0,0.6851281417165668,0.72043603,501,0,100,0
B,6,none,B_w20_K100_c0.0_lr0.01_s6,0.949999988079071,19,0,0.6998026526946108,0.7198615599999998,501,0,100,0
B,6,posonly,B_w20_K100_c0.0_lr0.01_s6,0.949999988079071,19,0,0.6842902974051897,0.7186614900000001,501,0,100,0
B,7,cont,B_w20_K100_c0.0_lr0.01_s7,0.8999999761581421,18,0,0.6986813473053892,0.70830359,501,0,100,0
B,7,dironly,B_w20_K100_c0.0_lr0.01_s7,0.8999999761581421,18,0,0.6988167584830339,0.7081376499999998,501,0,100,0
B,7,full,B_w20_K100_c0.0_lr0.01_s7,0.8999999761581421,18,0,0.6344475808383234,0.6564324599999999,501,0,100,0
B,7,none,B_w20_K100_c0.0_lr0.01_s7,0.8999999761581421,18,0,0.6986813473053892,0.70830359,501,0,100,0
B,7,posonly,B_w20_K100_c0.0_lr0.01_s7,0.8999999761581421,18,0,0.6815636347305389,0.70784856,501,0,100,0
B,8,cont,B_w20_K100_c0.0_lr0.01_s8,0.949999988079071,19,0,0.6907430039920159,0.7038026599999999,501,0,100,0
B,8,dironly,B_w20_K100_c0.0_lr0.01_s8,0.949999988079071,19,0,0.6440959161676646,0.6328838600000001,501,0,100,0
B,8,full,B_w20_K100_c0.0_lr0.01_s8,0.949999988079071,19,0,0.6819473313373254,0.7036155099999998,501,0,100,0
B,8,none,B_w20_K100_c0.0_lr0.01_s8,0.949999988079071,19,0,0.6907430039920159,0.7038026599999999,501,0,100,0
B,8,posonly,B_w20_K100_c0.0_lr0.01_s8,0.949999988079071,19,0,0.6447125189620759,0.63095886,501,0,100,0
B,9,cont,B_w20_K100_c0.0_lr0.01_s9,0.949999988079071,19,0,0.7042077485029941,0.7054302,501,0,100,0
B,9,dironly,B_w20_K100_c0.0_lr0.01_s9,0.949999988079071,19,0,0.704373387225549,0.7057327699999999,501,0,100,0
B,9,full,B_w20_K100_c0.0_lr0.01_s9,0.949999988079071,19,0,0.6863449740518962,0.70531234,501,0,100,0
B,9,none,B_w20_K100_c0.0_lr0.01_s9,0.949999988079071,19,0,0.7042077485029941,0.7054302,501,0,100,0
B,9,posonly,B_w20_K100_c0.0_lr0.01_s9,0.949999988079071,19,0,0.6897954890219561,0.7046804900000001,501,0,100,0
