seed,env,act,late_online_acc,floor_thr,floor_verdict,first_floor_task,zmed_below_zc_task,slope_t131_150,acc_t50,acc_t100,acc_t150,zmed_l2_t50,zmed_l2_t100,zmed_l2_t150,neggate_l2_t50,neggate_l2_t100,neggate_l2_t150,tinygate_l2_t50,tinygate_l2_t100,tinygate_l2_t150
1,RL,ELU1,0.10019791573286056,0.11953097586959913,AT_FLOOR,11,,-0.0025742486455386706,0.10575000196695328,0.09696874767541885,0.10070833563804626,-155.7696533203125,-188.0284881591797,-187.24679565429688,0.0,0.0,0.0,0.9999749660491943,0.9999749660491943,1.0
1,RL,R,0.11361041590571404,0.11953097586959913,AT_FLOOR,5,,-0.0019806540550145802,0.11576041579246521,0.10504166781902313,0.11755207926034927,-0.004888603463768959,-0.004888603463768959,-0.004888603463768959,0.0,0.0,0.0,1.0,1.0,1.0
1,RL,GELU,0.16863124817609787,0.11953097586959913,ABOVE_FLOOR,,,-0.0030429989547657837,0.20919790863990784,0.18785417079925537,0.17932291328907013,-0.026019729673862457,-0.10767930746078491,-0.13075873255729675,0.015000001527369022,0.05283333361148834,0.22368334233760834,0.0021916667465120554,0.003941666334867477,0.004124999511986971
1,RL,SILU,0.11365937367081642,0.11953097586959913,AT_FLOOR,31,3,-0.002004934656888919,0.11906249821186066,0.10507291555404663,0.11757291853427887,-50.27825164794922,-111.32479858398438,-133.1922607421875,0.8402499556541443,0.39905837178230286,0.22379165887832642,0.9645666480064392,0.9993083477020264,0.9991000294685364
1,PM,LR,0.9665468633174896,0.1141666666666667,ABOVE_FLOOR,,,-0.0006445009905593018,0.9855520725250244,0.9723020792007446,0.9704374670982361,-8.93289566040039,-22.29098892211914,-27.193161010742188,0.0,0.0,0.0,0.0,0.0,0.0
1,PM,ELU1,0.9574749827384949,0.1141666666666667,ABOVE_FLOOR,,,-0.003998199351748124,0.9892500042915344,0.9801041483879089,0.9628958106040955,-20.02691650390625,-43.24885559082031,-63.694766998291016,0.0,0.0,0.0,0.5402916669845581,0.8199083805084229,0.8952500224113464
1,PM,R,0.8266020715236664,0.1141666666666667,ABOVE_FLOOR,,,0.09847618269741074,0.9441666603088379,0.8636770844459534,0.844864547252655,-10.072141647338867,-23.696287155151367,-58.61595916748047,0.0,0.0,0.0,0.8585750460624695,0.9556000232696533,0.9607500433921814
1,PM,GELU,0.11419062167406083,0.1141666666666667,ABOVE_FLOOR,117,13,-0.0001040116176569458,0.9072291851043701,0.542802095413208,0.11416666209697723,-1.3693654537200928,-16.695371627807617,-75.80772399902344,0.4286249876022339,0.5065749883651733,0.00023333333956543356,0.16372501850128174,0.7044666409492493,1.0
1,PM,SILU,0.9111416697502136,0.1141666666666667,ABOVE_FLOOR,,11,-0.004791574370592185,0.9807916283607483,0.9479374885559082,0.9147708415985107,-5.334478378295898,-0.5817030668258667,-0.8364217281341553,0.7330583333969116,0.2299666851758957,0.3955000340938568,0.005866666324436665,7.499999628635123e-05,0.0009000000427477062
2,RL,LR,0.4576041609048843,0.12103133538169417,ABOVE_FLOOR,,,-0.007907032294380919,0.4831666648387909,0.4792916476726532,0.45489582419395447,-7.368338584899902,-8.870611190795898,-11.12367057800293,0.0,0.0,0.0,0.0,0.0,0.0
2,RL,ELU1,0.10173229053616524,0.12103133538169417,AT_FLOOR,16,,0.00012899459080587948,0.10519791394472122,0.10306249558925629,0.09684374928474426,-147.71621704101562,-172.1377410888672,-182.3369140625,0.0,0.0,0.0,0.9998832941055298,0.9999916553497314,0.9999916553497314
2,RL,R,0.11546458154916764,0.12103133538169417,AT_FLOOR,5,,0.002994595053500675,0.117208331823349,0.10796874761581421,0.1068333312869072,-0.003630939871072769,-0.003630939871072769,-0.003630939871072769,0.0,0.0,0.0,1.0,1.0,1.0
2,RL,GELU,0.1698187470436096,0.12103133538169417,ABOVE_FLOOR,,,0.0009026484830038843,0.23074999451637268,0.19062499701976776,0.15132291615009308,0.012602973729372025,-0.08267224580049515,-0.06812659651041031,0.0157583337277174,0.03605833649635315,0.1258000135421753,0.002066666493192315,0.004591666627675295,0.002033333294093609
2,RL,SILU,0.23441249877214432,0.12103133538169417,ABOVE_FLOOR,,,0.0008180613132347696,0.34589582681655884,0.2486666589975357,0.23359374701976776,-0.20157119631767273,-0.4366036057472229,-0.740381121635437,0.030116667971014977,0.28755834698677063,0.4396499991416931,0.00023333333956543356,0.0015333332121372223,0.0023166663013398647
2,PM,LR,0.9693437397480011,0.11583333333333333,ABOVE_FLOOR,,,-0.0036811550757042213,0.9825937151908875,0.9762083292007446,0.9664999842643738,-11.878560066223145,-20.45221710205078,-29.925657272338867,0.0,0.0,0.0,0.0,0.0,0.0
2,PM,ELU1,0.9565781116485595,0.11583333333333333,ABOVE_FLOOR,,,-0.003352828940054485,0.9890729188919067,0.9723125100135803,0.9450728893280029,-20.995281219482422,-42.56909942626953,-83.00311279296875,0.0,0.0,0.0,0.5167500376701355,0.8094666004180908,0.9102583527565002
2,PM,R,0.6085010409355164,0.11583333333333333,ABOVE_FLOOR,,,-0.024128831866988606,0.9530103802680969,0.8040833473205566,0.6207812428474426,-8.13337516784668,-19.106361389160156,-24.898265838623047,0.0,0.0,0.0,0.8667832016944885,0.9234998822212219,0.9325250387191772
2,PM,GELU,0.11583125069737435,0.11583333333333333,AT_FLOOR,66,14,9.085674931227984e-06,0.9252187609672546,0.11571875214576721,0.1158333346247673,-6.144898414611816,-71.99711608886719,-76.05242156982422,0.6562584638595581,0.0015750000020489097,0.0017416666960343719,0.44045838713645935,1.0,1.0
2,PM,SILU,0.2393729105591774,0.11583333333333333,ABOVE_FLOOR,,13,-0.030919176855481637,0.9140416383743286,0.3346145749092102,0.28988540172576904,-5.476736068725586,-45.11573791503906,-52.71448516845703,0.9379749298095703,0.8492500185966492,0.6701916456222534,0.014108333736658096,0.8591249585151672,0.8902917504310608
