quantity,k,level,n,mean,sd,lo,hi,sign
kappa_drop_h,1,0.95,10,0.9736197934228542,0.21735335142736986,0.8181345724434391,1.1291050144022692,+
dR_drop,1,0.975,10,0.03419791666666667,0.02308740426982233,0.014594979305999442,0.053800854027333894,+
dR_drop,1,0.95,10,0.03419791666666667,0.02308740426982233,0.017682182581315077,0.05071365075201826,+
dn_drop,1,0.975,10,-0.005405567520320502,0.004004597531788032,-0.008805771096819294,-0.002005363943821709,-
dn_drop,1,0.95,10,-0.005405567520320502,0.004004597531788032,-0.00827028402031773,-0.002540851020323275,-
phi_drop,1,0.975,10,-0.0963023393661815,0.04102490273395817,-0.1311355579091787,-0.061469120823184314,-
phi_drop,1,0.95,10,-0.0963023393661815,0.04102490273395817,-0.12564978685368897,-0.06695489187867402,-
kappa_drop,1,0.975,10,1.6931409726650908,0.535259291506001,1.2386656994607201,2.1476162458694614,+
kappa_drop,1,0.95,10,1.6931409726650908,0.535259291506001,1.310239542001364,2.0760424033288176,+
dR_m25,1,0.975,10,0.09122916666666667,0.03671115087507514,0.060058646904825985,0.12239968642850735,+
dR_m25,1,0.95,10,0.09122916666666667,0.03671115087507514,0.06496759136205452,0.11749074197127882,+
dn_m25,1,0.975,10,-0.006774982556237168,0.005167115519979365,-0.01116225107242478,-0.0023877140400495557,-
dn_m25,1,0.95,10,-0.006774982556237168,0.005167115519979365,-0.010471314327402066,-0.0030786507850722694,-
phi_m25,1,0.975,10,-0.16954773745647153,0.07701847856423982,-0.234942200743197,-0.10415327416974608,-
phi_m25,1,0.95,10,-0.16954773745647153,0.07701847856423982,-0.224643437984746,-0.11445203692819705,-
kappa_m25,1,0.975,10,1.8031190868611358,0.7289986216984435,1.1841445953958245,2.422093578326447,+
kappa_m25,1,0.95,10,1.8031190868611358,0.7289986216984435,1.2816248883861348,2.3246132853361368,+
comp,1,0.975,10,0.019926707897673594,0.00986350274077377,0.011551854487370934,0.02830156130797625,+
comp,1,0.95,10,0.019926707897673594,0.00986350274077377,0.012870783095001535,0.026982632700345652,+
comp_h,1,0.975,10,0.0054277016423744055,0.0028287324211709016,0.0030258957132954646,0.007829507571453346,+
comp_h,1,0.95,10,0.0054277016423744055,0.0028287324211709016,0.0034041483697469788,0.007451254915001832,+
struct,1,0.975,10,-0.004660416666666667,0.015603116002060798,-0.017908632102449657,0.008587798769116323,0
struct,1,0.95,10,-0.004660416666666667,0.015603116002060798,-0.01582221345340061,0.006501380120067275,0
dR_step,1,0.975,10,0.03885833333333333,0.016737740671012375,0.02464673647738791,0.05306993018927875,+
dR_step,1,0.95,10,0.03885833333333333,0.016737740671012375,0.026884874953980314,0.05083179171268634,+
d_felu,1,0.975,10,0.0002781250000000124,0.0014469467008205433,-0.0009504412436935015,0.0015066912436935264,0
d_felu,1,0.95,10,0.0002781250000000124,0.0014469467008205433,-0.0007569583150032806,0.0013132083150033053,0
dzero_felu,1,0.975,10,0.7954782407407406,0.051072413841705466,0.752113931886598,0.8388425495948831,+
dzero_felu,1,0.95,10,0.7954782407407406,0.051072413841705466,0.7589432367944902,0.832013244686991,+
dn_felu,1,0.975,10,0.0003267931408970521,0.0002262770167336082,0.0001346669870277108,0.0005189192947663933,+
dn_felu,1,0.95,10,0.0003267931408970521,0.0002262770167336082,0.00016492431431424954,0.0004886619674798546,+
dR_growth,1,0.975,10,0.04095729166666666,0.016443796652558504,0.02699527532284602,0.0549193080104873,+
dR_growth,1,0.95,10,0.04095729166666666,0.016443796652558504,0.02919410817088336,0.05272047516244996,+
dn_growth,1,0.975,10,0.0029278475357579223,0.001608545997285273,0.0015620713723565154,0.004293623699159329,+
dn_growth,1,0.95,10,0.0029278475357579223,0.001608545997285273,0.0017771630480286009,0.0040785320234872436,+
I_nat,1,0.975,10,0.22487500000000002,0.017279448913242873,0.21020345222813108,0.23954654777186896,+
I_nat,1,0.95,10,0.22487500000000002,0.017279448913242873,0.21251402688854626,0.23723597311145378,+
R_none,2,0.975,10,0.07743333333333334,0.026035601701158324,0.055327155292253134,0.09953951137441355,+
R_none,2,0.95,10,0.07743333333333334,0.026035601701158324,0.058808585855310874,0.0960580808113558,+
R_c12,2,0.975,10,0.04925937500000001,0.020869820161341684,0.031539332825925,0.06697941717407502,+
R_c12,2,0.95,10,0.04925937500000001,0.020869820161341684,0.03433000502122061,0.06418874497877941,+
dR_add_h,2,0.975,10,0.11466979166666666,0.02523981622288268,0.09323929516608585,0.13610028816724745,+
dR_add_h,2,0.95,10,0.11466979166666666,0.02523981622288268,0.09661431482619977,0.13272526850713356,+
dn_add_h,2,0.975,10,0.005139430184528239,0.0011355592484929434,0.004175255236258716,0.006103605132797763,+
dn_add_h,2,0.95,10,0.005139430184528239,0.0011355592484929434,0.0043271000339800735,0.005951760335076405,+
phi_add_h,2,0.975,10,-0.0688351920568201,0.018643914143153008,-0.08466527311896882,-0.05300511099467136,-
phi_add_h,2,0.95,10,-0.0688351920568201,0.018643914143153008,-0.08217224479344679,-0.0554981393201934,-
kappa_add_h,2,0.975,10,2.0559574840056976,0.39135414764834264,1.723668468206053,2.388246499805342,+
kappa_add_h,2,0.95,10,2.0559574840056976,0.39135414764834264,1.7759995918052336,2.3359153762061617,+
dR_add,2,0.975,10,0.09914999999999999,0.02596080232075553,0.07710733224147542,0.12119266775852455,+
dR_add,2,0.95,10,0.09914999999999999,0.02596080232075553,0.08057876077531098,0.117721239224689,+
dn_add,2,0.975,10,0.005108257239062169,0.0013431538257263219,0.003967818928902312,0.006248695549222026,+
dn_add,2,0.95,10,0.005108257239062169,0.0013431538257263219,0.004147422874048067,0.006069091604076271,+
phi_add,2,0.975,10,-0.04512916320364498,0.022277835333821855,-0.06404471583469568,-0.026213610572594283,-
phi_add,2,0.95,10,-0.04512916320364498,0.022277835333821855,-0.0610657665597694,-0.029192559847520567,-
kappa_add,2,0.975,10,1.7668482901540585,0.3211244804097714,1.494189527788219,2.039507052519898,+
kappa_add,2,0.95,10,1.7668482901540585,0.3211244804097714,1.537129675416721,1.996566904891396,+
dR_drop_h,2,0.975,10,0.00013333333333333808,0.01581340561867691,-0.013293433754854882,0.013560100421521558,0
dR_drop_h,2,0.95,10,0.00013333333333333808,0.01581340561867691,-0.011178895582900842,0.011445562249567517,0
dn_drop_h,2,0.975,10,-0.003821809542972504,0.0022652510425090295,-0.005745177530708284,-0.0018984415552367234,-
dn_drop_h,2,0.95,10,-0.003821809542972504,0.0022652510425090295,-0.005442272519988348,-0.00220134656595666,-
phi_drop_h,2,0.975,10,-0.03400467079831487,0.020820208784071842,-0.051682589193136425,-0.01632675240349332,-
phi_drop_h,2,0.95,10,-0.03400467079831487,0.020820208784071842,-0.048898550935749574,-0.019110790660880173,-
kappa_drop_h,2,0.975,10,1.6979434176955337,0.49948620177363406,1.2738421800053128,2.1220446553857544,+
kappa_drop_h,2,0.95,10,1.6979434176955337,0.49948620177363406,1.3406325138197601,2.055254321571307,+
dR_drop,2,0.975,10,-0.017423958333333333,0.041196717847309376,-0.05240306079057558,0.01755514412390891,0
dR_drop,2,0.95,10,-0.017423958333333333,0.041196717847309376,-0.04689431494872671,0.012046398282060042,0
dn_drop,2,0.975,10,-0.017022124826762595,0.0053209210746177245,-0.021539985791458566,-0.012504263862066625,-
dn_drop,2,0.95,10,-0.017022124826762595,0.0053209210746177245,-0.020828482463614677,-0.013215767189910514,-
phi_drop,2,0.975,10,-0.159381391938684,0.06530046967082434,-0.2148263870372677,-0.1039363968401003,-
phi_drop,2,0.95,10,-0.159381391938684,0.06530046967082434,-0.20609453388082927,-0.11266824999653872,-
kappa_drop,2,0.975,10,3.5298064164493086,1.2107904534857927,2.501754534168195,4.557858298730422,+
kappa_drop,2,0.95,10,3.5298064164493086,1.2107904534857927,2.663659103865021,4.395953729033597,+
dR_m25,2,0.975,10,0.06725104166666666,0.04619243019062225,0.028030204842348777,0.10647187849098455,+
dR_m25,2,0.95,10,0.06725104166666666,0.04619243019062225,0.034206967726242064,0.10029511560709126,+
dn_m25,2,0.975,10,-0.030089622714379826,0.012031370416673752,-0.040305158332185134,-0.019874087096574518,-
dn_m25,2,0.95,10,-0.030089622714379826,0.012031370416673752,-0.038696346630237285,-0.021482898798522367,-
phi_m25,2,0.975,10,-0.37451571155506264,0.14401498696062084,-0.4967952339904396,-0.25223618911968565,-
phi_m25,2,0.95,10,-0.37451571155506264,0.14401498696062084,-0.4775378270406029,-0.2714935960695224,-
kappa_m25,2,0.975,10,5.0753439657591874,1.0401355549939901,4.192190888312472,5.958497043205903,+
kappa_m25,2,0.95,10,5.0753439657591874,1.0401355549939901,4.331275813348716,5.819412118169659,+
comp,2,0.975,10,0.042682118787977424,0.012709420916774664,0.03189086745412599,0.05347337012182886,+
comp,2,0.95,10,0.042682118787977424,0.012709420916774664,0.03359034676427598,0.051773890811678866,+
comp_h,2,0.975,10,0.013375835748335462,0.006080697507384856,0.008212867622800577,0.018538803873870347,+
comp_h,2,0.95,10,0.013375835748335462,0.006080697507384856,0.009025966793309737,0.017725704703361187,+
struct,2,0.975,10,-0.04323125000000001,0.03381385805446901,-0.07194175091285772,-0.014520749087142303,-
struct,2,0.95,10,-0.04323125000000001,0.03381385805446901,-0.06742022687677265,-0.01904227312322737,-
dR_step,2,0.975,10,0.025807291666666676,0.01576002556826678,0.012425848243809979,0.03918873508952338,+
dR_step,2,0.95,10,0.025807291666666676,0.01576002556826678,0.014533248538134438,0.037081334795198914,+
d_felu,2,0.975,10,0.0001499999999999946,0.005893164557611335,-0.004853738589615312,0.005153738589615302,0
d_felu,2,0.95,10,0.0001499999999999946,0.005893164557611335,-0.004065715964308212,0.004365715964308202,0
dzero_felu,2,0.975,10,0.681120925925926,0.08065093456323295,0.612642235127894,0.749599616723958,+
dzero_felu,2,0.95,10,0.681120925925926,0.08065093456323295,0.6234267229131376,0.7388151289387144,+
dn_felu,2,0.975,10,0.0003757683915689695,0.0003520359151805323,7.686350328712008e-05,0.0006746732798508189,+
dn_felu,2,0.95,10,0.0003757683915689695,0.0003520359151805323,0.00012393706849490947,0.0006275997146430295,+
dR_growth,2,0.975,10,0.02817395833333334,0.014263719038058835,0.016062991350409898,0.040284925316256784,+
dR_growth,2,0.95,10,0.02817395833333334,0.014263719038058835,0.0179703084146342,0.03837760825203248,+
dn_growth,2,0.975,10,0.0020870740391434484,0.0014840962342011614,0.0008269650560701698,0.003347183022216727,+
dn_growth,2,0.95,10,0.0020870740391434484,0.0014840962342011614,0.0010254155488827466,0.0031487325294041503,+
I_nat,2,0.975,10,0.45443125,0.04836279713379841,0.4133676089028624,0.4954948910971376,+
I_nat,2,0.95,10,0.45443125,0.04836279713379841,0.41983458907828414,0.4890279109217159,+
R_none_e,1,0.975,10,0.007054166666666663,0.004275434513330521,0.0034240021849885347,0.01068433114834479,+
R_none_e,1,0.95,10,0.007054166666666663,0.004275434513330521,0.003995705061530795,0.01011262827180253,+
dR_drop_e,1,0.975,10,0.0020333333333333327,0.002934850722853218,-0.0004585749908172761,0.004525241657483942,0
dR_drop_e,1,0.95,10,0.0020333333333333327,0.002934850722853218,-6.613239925240587e-05,0.004132799065919072,0
dn_drop_e,1,0.975,10,0.0012973414511879716,0.0005461705032065769,0.0008336017411073017,0.0017610811612686415,+
dn_drop_e,1,0.95,10,0.0012973414511879716,0.0005461705032065769,0.0009066346098817311,0.0016880482924942122,+
phi_drop_e,1,0.975,10,0.00031510682919057954,0.002517045499137571,-0.001822053532229422,0.002452267190610581,0
phi_drop_e,1,0.95,10,0.00031510682919057954,0.002517045499137571,-0.0014854790512595964,0.0021156927096407556,0
kappa_drop_e,1,0.975,10,0.6461993411097742,0.08949572978924544,0.5702107559660152,0.7221879262535331,+
kappa_drop_e,1,0.95,10,0.6461993411097742,0.08949572978924544,0.5821779527501623,0.7102207294693861,+
dR_drop_h_e,1,0.975,10,0.0021708333333333315,0.0015290966529536607,0.0008725156205258882,0.0034691510461407745,+
dR_drop_h_e,1,0.95,10,0.0021708333333333315,0.0015290966529536607,0.001076983482746462,0.003264683183920201,+
dn_drop_h_e,1,0.975,10,0.0013884355635468805,0.0005272461695762127,0.0009407640316993653,0.0018361070953943957,+
dn_drop_h_e,1,0.95,10,0.0013884355635468805,0.0005272461695762127,0.001011266374994012,0.001765604752099749,+
phi_drop_h_e,1,0.975,10,0.00013641705717666648,0.0010388866678956168,-0.0007456756214797027,0.0010185097358330357,0
phi_drop_h_e,1,0.95,10,0.00013641705717666648,0.0010388866678956168,-0.0006067576952232063,0.0008795918095765394,0
kappa_drop_h_e,1,0.975,10,0.5993405973112016,0.03692957772834522,0.5679846167728917,0.6306965778495115,+
kappa_drop_h_e,1,0.95,10,0.5993405973112016,0.03692957772834522,0.5729227688486532,0.62575842577375,+
dR_add_h_e,1,0.975,10,0.023179166666666674,0.008388269154812585,0.01605689718654406,0.03030143614678929,+
dR_add_h_e,1,0.95,10,0.023179166666666674,0.008388269154812585,0.017178560397631663,0.029179772935701686,+
dn_add_h_e,1,0.975,10,0.009872018789635263,0.0008247236880893974,0.009171766539164348,0.010572271040106178,+
dn_add_h_e,1,0.95,10,0.009872018789635263,0.0008247236880893974,0.009282047003843002,0.010461990575427524,+
phi_add_h_e,1,0.975,10,-0.007076690270136842,0.009449410156940174,-0.015099948027349252,0.000946567487075568,0
phi_add_h_e,1,0.95,10,-0.007076690270136842,0.009449410156940174,-0.013836391083252346,-0.00031698945702133673,-
kappa_add_h_e,1,0.975,10,4.226634603201834,1.2004702541607841,3.2073453439749797,5.245923862428688,+
kappa_add_h_e,1,0.95,10,4.226634603201834,1.2004702541607841,3.367869916475684,5.0853992899279845,+
