coord,binset,abscissa,pair,x_lo,x_hi,dx,n_lo,n_hi,kappa_mob,at_floor,med_over_ulp_lo,med_over_ulp_hi,inc_med_pred_hi,pred_over_ulp_hi,obs_over_pred_hi,obs_hi2se_hi,obs_lo2se_hi,excluded_by_2se,pred_over_hi2se,kappa_inc,diff,same_sign,within_tol,kappa_inc_mean,diff_mean,key,arm,window,family,dial,sign_undefined
zmax,eqf,depth_mid,q4->q5,2.5422099113464354,3.9987404346466064,1.456530523300171,987526,987527,1.030826100465527,False,8.0,2.0,,,,,,,,nan,,,,nan,,E_1216@15M,E_1216,15M,elu,1.0,True
zmax,eqf,depth_med,q1->q2,0.2874617576599121,0.9103187918663025,0.6228570342063904,987527,987526,0.9792440915117246,False,1294.0,376.0,0.0003352860911026215,703.1458965280449,0.5347396633566264,0.00022955140336336475,0.00014538565413175242,True,1.4606144253097233,1.984250419914857,1.0050063284031323,True,False,0.7290912201679948,-0.2501528713437299,E_1216@15M,E_1216,15M,elu,1.0,
zmax,eqf,depth_med,q2->q3,0.9103187918663025,1.607421636581421,0.6971028447151184,987526,987527,0.9699320258641294,False,376.0,8.0,9.118282301295794e-05,95.61211982363538,0.08367140080940234,1.884242319543944e-05,1.6615746072949354e-06,True,4.839230181128059,4.528744137373687,3.5588121115095577,True,False,1.7131216588198825,0.7431896329557531,E_1216@15M,E_1216,15M,elu,1.0,
zmax,eqf,depth_med,q3->q4,1.607421636581421,2.4781078100204468,0.8706861734390259,987527,987526,0.9644954310087911,False,8.0,8.0,3.294438198886141e-06,3.454468828835234,-2.3158408416432037,-3.348704756542482e-06,-1.2959126054004395e-05,True,inf,nan,,,,nan,,E_1216@15M,E_1216,15M,elu,1.0,True
zmax,eqf,depth_med,q4->q5,2.4781078100204468,3.9987404346466064,1.5206326246261597,987526,987527,0.9873717393848814,False,8.0,2.0,,,,,,,,nan,,,,nan,,E_1216@15M,E_1216,15M,elu,1.0,True
zbar,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,27224,16324,1.30248007641328,False,164807.5625,19501.0,2.1756418357679018e-05,91.25303254328654,213.7024869913179,0.006370585373231504,0.0036500044552597076,True,0.003415136456548732,-2.273909790271233,-3.5763898666845133,False,False,-0.7930242167003124,-2.0955042931135925,E_1216@15M,E_1216,15M,elu,1.0,
zbar,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,16324,443628,0.5156929545455123,False,19501.0,843.0,0.0012808269776303355,2686.0888577914134,0.313839208094233,0.0005888404888844845,0.0003003654437327029,True,2.1751679814966005,0.979242754690576,0.46354980014506364,True,False,0.34285566240549875,-0.1728372921400136,E_1216@15M,E_1216,15M,elu,1.0,
zbar,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,443628,3357970,0.34632656984041105,False,843.0,75.0,0.00011961087072862053,125.421088385134,0.5979855618035735,9.26228367606651e-05,5.862990982136614e-05,True,1.291375592799989,0.49323761825874285,0.1469110484183318,True,True,0.20560261198550883,-0.14072395785490222,E_1216@15M,E_1216,15M,elu,1.0,
zbar,abs,depth_mid,6-10->>10,8.0,10.976645469665527,2.9766454696655273,3357970,1092487,0.7155038436226034,False,75.0,5.0,8.501594937960434e-06,8.9145684136668,0.5608796486809805,8.145052887005916e-06,3.1083040465878354e-06,True,1.0437740621087093,0.9097657845717523,0.19426194094914884,True,True,0.5952627667255407,-0.12024107689706276,E_1216@15M,E_1216,15M,elu,1.0,
zbar,abs,depth_med,0-1->1-3,0.008622723165899515,2.532766819000244,2.5241440958343446,27224,16324,0.7740129091061763,False,164807.5625,19501.0,2.1756418357679015e-05,91.25303254328652,213.70248699131793,0.006370585373231504,0.0036500044552597076,True,0.0034151364565487316,-1.3512955504544615,-2.125308459560638,False,False,-0.47126324008743753,-1.2452761491936137,E_1216@15M,E_1216,15M,elu,1.0,
zbar,abs,depth_med,1-3->3-6,2.532766819000244,5.313274383544922,2.7805075645446777,16324,443628,0.46366800177179135,False,19501.0,843.0,0.0012808269776303355,2686.0888577914134,0.313839208094233,0.0005888404888844845,0.0003003654437327029,True,2.1751679814966005,0.8804532373668725,0.4167852355950812,True,False,0.3082671548689377,-0.15540084690285366,E_1216@15M,E_1216,15M,elu,1.0,
zbar,abs,depth_med,3-6->6-10,5.313274383544922,8.18804121017456,2.8747668266296387,443628,3357970,0.4216491519288013,False,843.0,75.0,0.00011961087072862053,125.421088385134,0.5979855618035735,9.26228367606651e-05,5.862990982136614e-05,True,1.291375592799989,0.6005118912303374,0.17886273930153612,True,True,0.2503191338105661,-0.17133001811823523,E_1216@15M,E_1216,15M,elu,1.0,
zbar,abs,depth_med,6-10->>10,8.18804121017456,10.976645469665527,2.788604259490967,3357970,1092487,0.7637517110571543,False,75.0,5.0,8.501594937960434e-06,8.9145684136668,0.5608796486809805,8.145052887005916e-06,3.1083040465878354e-06,True,1.0437740621087093,0.9711131265346842,0.20736141547752984,True,True,0.6354025358039113,-0.12834917525324308,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_mid,q1->q2,6.015396595001221,7.446632289886475,1.4312356948852543,987527,987526,0.46538517070377433,False,607.0,262.0,0.00014869135120782113,311.8283645681845,0.8402057983494026,0.0001673250806489216,0.00010065740226123464,False,0.8886375588833725,0.5870341903160545,0.1216490196122802,True,True,0.27840289144124963,-0.1869822792625247,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_mid,q2->q3,7.446632289886475,8.485374069213867,1.0387417793273919,987526,987527,0.5000221823107154,False,262.0,58.0,7.431927494537122e-05,77.92940804511757,0.7442633205480099,7.488576662185951e-05,4.270227659103111e-05,False,0.9924352556962015,0.7843665566068811,0.28434437429616577,True,True,0.3819896259701274,-0.11803255634058796,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_mid,q3->q4,8.485374069213867,9.56211938858032,1.076745319366454,987527,987526,0.5977949545365677,False,58.0,26.0,2.9059255490347175e-05,30.47083788504628,0.8532748622826559,3.455185988861005e-05,1.770949265045245e-05,False,0.8410330322023127,0.7451590065857271,0.14736405204915937,True,True,0.46918646827448474,-0.128608486262083,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_mid,q4->q5,9.56211938858032,11.106561660766602,1.5444422721862807,987526,987527,0.9068309686853682,False,26.0,5.0,6.111152637017812e-06,6.40800798751359,0.7802736840751162,7.2941989839946155e-06,2.814748769911634e-06,False,0.8378099706941479,1.0674783093404812,0.160647340655113,True,True,0.7885806679885917,-0.11825030069677644,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_med,q1->q2,6.015396595001221,7.493985176086426,1.478588581085205,987527,987526,0.45048086851356917,False,607.0,262.0,0.00014869135120782113,311.8283645681845,0.8402057983494026,0.0001673250806489216,0.00010065740226123464,False,0.8886375588833725,0.5682339888501983,0.1177531203366291,True,True,0.2694868341926004,-0.18099403432096878,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_med,q2->q3,7.493985176086426,8.482797622680664,0.9888124465942383,987526,987527,0.5252704222580773,False,262.0,58.0,7.431927494537122e-05,77.92940804511757,0.7442633205480099,7.488576662185951e-05,4.270227659103111e-05,False,0.9924352556962015,0.8239725495577906,0.29870212729971335,True,True,0.4012779017208693,-0.123992520537208,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_med,q3->q4,8.482797622680664,9.505638122558594,1.0228404998779297,987527,987526,0.6292994062270219,False,58.0,26.0,2.9059255490347175e-05,30.47083788504628,0.8532748622826559,3.455185988861005e-05,1.770949265045245e-05,False,0.8410330322023127,0.7844297059225694,0.1551302996955476,True,True,0.49391311126702636,-0.1353862949599955,E_1216@15M,E_1216,15M,elu,1.0,
zbar,eqf,depth_med,q4->q5,9.505638122558594,11.106561660766602,1.6009235382080078,987526,987527,0.8748375848936659,False,26.0,5.0,6.111152637017812e-06,6.40800798751359,0.7802736840751162,7.2941989839946155e-06,2.814748769911634e-06,False,0.8378099706941479,1.0298172187741124,0.15497963388044644,True,True,0.7607592052983057,-0.11407837959536027,E_1216@15M,E_1216,15M,elu,1.0,
zmax,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,444421,791065,0.9228728378466219,False,3922.0,2.5,0.00046846786880136275,491.22416399625774,0.005089326183919254,2.612607576087351e-05,-2.5887657181771948e-05,True,17.93104609697801,4.443279396214795,3.520406558368173,True,False,1.1192411913880091,0.19636835354138726,E_1216@5M,E_1216,5M,elu,1.0,
zmax,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,791065,398492,0.7517920645787758,False,2.5,2.0,3.6399233006863333e-07,0.38167362149404727,5.240079186429164,9.8050281862221e-06,-2.9385731080970996e-06,False,0.03712302740548066,0.08925742052568353,-0.6625346440530923,True,False,nan,,E_1216@5M,E_1216,5M,elu,1.0,
zmax,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,398492,31535,0.8330134848727369,False,2.0,3.0,1.0332942745280561e-07,0.1083487577207531,27.6883654516085,6.754611500938361e-06,1.5423550517960136e-06,True,0.015297612222176054,-0.11584717374518963,-0.9488606586179265,False,False,nan,,E_1216@5M,E_1216,5M,elu,1.0,
zmax,abs,depth_mid,6-10->>10,8.0,10.952047348022461,2.952047348022461,31535,1431,1.4817394648576654,True,3.0,0.0,3.6045046817647486e-08,0.018897985505930765,0.0,0.0,0.0,True,inf,nan,,,,nan,,E_1216@5M,E_1216,5M,elu,1.0,True
zmax,abs,depth_med,0-1->1-3,0.49076834321022034,1.928718090057373,1.4379497468471527,444421,791065,0.9626965475011683,False,3922.0,2.5,0.00046846786880136275,491.22416399625774,0.005089326183919254,2.612607576087351e-05,-2.5887657181771948e-05,True,17.93104609697801,4.635015311860298,3.6723187643591295,True,False,1.167538567160003,0.20484201965883464,E_1216@5M,E_1216,5M,elu,1.0,
zmax,abs,depth_med,1-3->3-6,1.928718090057373,3.8162282705307007,1.8875101804733276,791065,398492,0.995745708230101,False,2.5,2.0,3.6399233006863333e-07,0.38167362149404727,5.240079186429164,9.8050281862221e-06,-2.9385731080970996e-06,False,0.03712302740548066,0.11822111139991388,-0.8775245968301871,True,False,nan,,E_1216@5M,E_1216,5M,elu,1.0,
zmax,abs,depth_med,3-6->6-10,3.8162282705307007,6.731975555419922,2.915747284889221,398492,31535,0.9999313768255297,False,2.0,3.0,1.0332942745280561e-07,0.1083487577207531,27.6883654516085,6.754611500938361e-06,1.5423550517960136e-06,True,0.015297612222176054,-0.13906044265546444,-1.138991819480994,False,False,nan,,E_1216@5M,E_1216,5M,elu,1.0,
zmax,abs,depth_med,6-10->>10,6.731975555419922,10.952047348022461,4.220071792602539,31535,1431,1.0365143705282138,True,3.0,0.0,3.6045046817647486e-08,0.018897985505930765,0.0,0.0,0.0,True,inf,nan,,,,nan,,E_1216@5M,E_1216,5M,elu,1.0,True
zmax,eqf,depth_mid,q1->q2,0.36232978105545044,1.1308593630790713,0.7685295820236209,333389,333389,0.9716857949437528,False,4854.0,882.0,0.0010968622412146915,2300.286842887873,0.38343044161079565,0.0005174341635077447,0.00034607024628229444,True,2.1198102455758594,2.218998943136766,1.247313148193013,True,False,0.7903776463636908,-0.18130814858006206,E_1216@5M,E_1216,5M,elu,1.0,
zmax,eqf,depth_mid,q2->q3,1.1308593630790713,1.918029606342316,0.7871702432632446,333389,333388,0.9639064239464682,False,882.0,41.0,0.00019693099102262047,206.49711084253528,-0.19854999342467614,-9.07343606451204e-06,-9.668904562494109e-05,True,inf,nan,,,,2.00661937466715,1.0427129507206816,E_1216@5M,E_1216,5M,elu,1.0,True
zmax,eqf,depth_mid,q3->q4,1.918029606342316,2.8372197389602665,0.9191901326179506,333388,333389,0.921835108465989,False,41.0,62.0,,,,,,,,nan,,,,nan,,E_1216@5M,E_1216,5M,elu,1.0,True
zmax,eqf,depth_mid,q4->q5,2.8372197389602665,4.212066650390625,1.3748469114303585,333389,333389,1.022991884344574,False,62.0,4.0,,,,,,,,nan,,,,nan,,E_1216@5M,E_1216,5M,elu,1.0,True
zmax,eqf,depth_med,q1->q2,0.36232978105545044,1.127285122871399,0.7649553418159485,333389,333389,0.9762259795109556,False,4854.0,882.0,0.0010968622412146915,2300.286842887873,0.38343044161079565,0.0005174341635077447,0.00034607024628229444,True,2.1198102455758594,2.229367176169186,1.2531411966582302,True,False,0.7940706718364879,-0.18215530767446764,E_1216@5M,E_1216,5M,elu,1.0,
zmax,eqf,depth_med,q2->q3,1.127285122871399,1.9133324027061462,0.7860472798347473,333389,333388,0.9652834806329478,False,882.0,41.0,0.00019693099102262047,206.49711084253528,-0.19854999342467614,-9.07343606451204e-06,-9.668904562494109e-05,True,inf,nan,,,,2.0094860726768915,1.0442025920439437,E_1216@5M,E_1216,5M,elu,1.0,True
zmax,eqf,depth_med,q3->q4,1.9133324027061462,2.783249855041504,0.8699174523353577,333388,333389,0.9740484379615374,False,41.0,62.0,,,,,,,,nan,,,,nan,,E_1216@5M,E_1216,5M,elu,1.0,True
zmax,eqf,depth_med,q4->q5,2.783249855041504,4.212066650390625,1.428816795349121,333389,333389,0.9843509939045771,False,62.0,4.0,,,,,,,,nan,,,,nan,,E_1216@5M,E_1216,5M,elu,1.0,True
zbar,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,10884,11237,1.2240735589718252,False,1070077.0,44057.5,0.0012711375800589818,5331.537436591708,8.263563845134442,0.012807844983253268,0.008805252207603665,True,0.09924679614104023,-0.18383040951501606,-1.4079039684868413,False,False,-0.3483643905490042,-1.5724379495208294,E_1216@5M,E_1216,5M,elu,1.0,
zbar,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,11237,169081,0.5513909891285967,False,44057.5,3405.0,0.0026466394728077523,5550.405263677723,0.6134687177317628,0.0019154088164145245,0.0014862044190591082,True,1.38176218576775,0.7468413915179866,0.19545040238938982,True,True,0.301224682168321,-0.25016630696027575,E_1216@5M,E_1216,5M,elu,1.0,
zbar,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,169081,1102408,0.3933795056728299,False,3405.0,161.0,0.0004097682331785117,429.67313487339106,0.374703436014078,0.0002161450336126938,0.00011144209407285309,True,1.8958022135857522,0.6738424780112011,0.2804629723383712,True,True,0.24941862149909116,-0.14396088417373876,E_1216@5M,E_1216,5M,elu,1.0,
zbar,abs,depth_mid,6-10->>10,8.0,11.002508640289307,3.0025086402893066,1102408,373334,0.6822640915632555,False,161.0,9.0,1.979575422987768e-05,20.757352787348218,0.4335812997062697,1.437460597728539e-05,5.6525546672458605e-06,True,1.3771336940406391,0.9605900042873275,0.27832591272407203,True,True,0.7604651453725967,0.07820105380934117,E_1216@5M,E_1216,5M,elu,1.0,
zbar,abs,depth_med,0-1->1-3,0.11214948445558548,2.4728267192840576,2.360677234828472,10884,11237,0.7777896577170791,False,1070077.0,44057.5,0.0012711375800589818,5331.537436591708,8.263563845134442,0.012807844983253268,0.008805252207603665,True,0.09924679614104023,-0.11680784234468203,-0.8945975000617611,False,False,-0.22135452408066061,-0.9991441817977397,E_1216@5M,E_1216,5M,elu,1.0,
zbar,abs,depth_med,1-3->3-6,2.4728267192840576,5.213412761688232,2.740586042404175,11237,169081,0.5029863873977205,False,44057.5,3405.0,0.0026466394728077523,5550.405263677723,0.6134687177317628,0.0019154088164145245,0.0014862044190591082,True,1.38176218576775,0.6812789125777832,0.17829252518006267,True,True,0.2747812671337187,-0.2282051202640018,E_1216@5M,E_1216,5M,elu,1.0,
zbar,abs,depth_med,3-6->6-10,5.213412761688232,8.198460102081299,2.9850473403930664,169081,1102408,0.4612416865970394,False,3405.0,161.0,0.0004097682331785117,429.67313487339106,0.374703436014078,0.0002161450336126938,0.00011144209407285309,True,1.8958022135857522,0.7900875276331957,0.3288458410361563,True,False,0.29244600694737,-0.1687956796496694,E_1216@5M,E_1216,5M,elu,1.0,
zbar,abs,depth_med,6-10->>10,8.198460102081299,11.002508640289307,2.804048538208008,1102408,373334,0.7305522004932743,False,161.0,9.0,1.979575422987768e-05,20.757352787348218,0.4335812997062697,1.437460597728539e-05,5.6525546672458605e-06,True,1.3771336940406391,1.0285769837249126,0.2980247832316383,True,True,0.8142880333588245,0.0837358328655502,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_mid,q1->q2,5.8137288093566895,7.384702825546265,1.5709740161895756,333389,333389,0.5093153574151322,False,3188.0,611.0,0.0006829677317437727,1432.2871445619164,0.42659043776231215,0.00037899930581968737,0.000245132850552383,True,1.802028978039082,1.0516100608370285,0.5422947034218962,True,False,0.34870039333482844,-0.1606149640803038,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_mid,q2->q3,7.384702825546265,8.468087673187256,1.0833848476409909,333389,333388,0.5426877758714638,False,611.0,122.0,0.00016183495376803102,169.6962484822669,0.7189316268989228,0.0002162418467203568,5.574606831870568e-05,False,0.7483979452752058,0.8472785417639283,0.3045907658924645,True,False,0.4378420765129171,-0.10484569935854665,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_mid,q3->q4,8.468087673187256,9.571893596649172,1.1038059234619162,333388,333389,0.5900524252620115,False,122.0,44.0,6.0660007708728585e-05,63.606628243187785,0.6917518066163547,8.69712185385565e-05,1.6311709928240367e-05,False,0.697472206645426,0.9239227559283713,0.33387033066635974,True,False,0.5534572985086089,-0.036595126753402596,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_mid,q4->q5,9.571893596649172,11.151167869567871,1.579274272918699,333389,333389,0.8268606031221716,False,44.0,9.0,1.1369301847953e-05,11.921577054519165,0.7549336768819801,1.3844142169965587e-05,5.420079021440662e-06,False,0.8212355600203477,1.004869821407987,0.1780092182858154,True,True,1.0827226194888198,0.2558620163666482,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_med,q1->q2,5.8137288093566895,7.434691905975342,1.6209630966186523,333389,333389,0.49360851842620074,False,3188.0,611.0,0.0006829677317437727,1432.2871445619164,0.42659043776231215,0.00037899930581968737,0.000245132850552383,True,1.802028978039082,1.019179328748884,0.5255708103226833,True,False,0.33794677899010517,-0.15566173943609557,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_med,q2->q3,7.434691905975342,8.471471309661865,1.0367794036865234,333389,333388,0.56708274806441,False,611.0,122.0,0.00016183495376803102,169.6962484822669,0.7189316268989228,0.0002162418467203568,5.574606831870568e-05,False,0.7483979452752058,0.8853655180788446,0.3182827700144346,True,False,0.4575240110548963,-0.10955873700951363,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_med,q3->q4,8.471471309661865,9.508857727050781,1.037386417388916,333388,333389,0.6278310099688768,False,122.0,44.0,6.0660007708728585e-05,63.606628243187785,0.6917518066163547,8.69712185385565e-05,1.6311709928240367e-05,False,0.697472206645426,0.9830776591252204,0.35524664915634363,True,False,0.5888928505683361,-0.038938159400540684,E_1216@5M,E_1216,5M,elu,1.0,
zbar,eqf,depth_med,q4->q5,9.508857727050781,11.151167869567871,1.6423101425170898,333389,333389,0.7951236760917075,False,44.0,9.0,1.1369301847953e-05,11.921577054519165,0.7549336768819801,1.3844142169965587e-05,5.420079021440662e-06,False,0.8212355600203477,0.9663004663356559,0.17117679024394838,True,True,1.04116508410837,0.2460414080166624,E_1216@5M,E_1216,5M,elu,1.0,
zmax,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,917849,2097532,0.9861696457149861,False,232.0,260.0,1.260073932394126e-05,26.42566567468206,-9.83891960190434,-8.568473471524429e-05,-0.00017327360497591782,True,inf,nan,,,,2.873896791419968,1.8877271457049818,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,2097532,713681,0.6531740675982285,False,260.0,36.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,713681,8441,0.8519968253194635,False,36.0,4.0,8.701843580684338e-07,0.912454433445966,-4.383780552080438,1.239508678663672e-05,-2.1264257929214843e-05,False,0.07020397461085864,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_mid,6-10->>10,8.0,10.869291305541992,2.869291305541992,8441,9,1.748364898601745,True,4.0,0.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_med,0-1->1-3,0.5106770992279053,1.951305091381073,1.4406279921531677,917849,2097532,1.0268122489842642,False,232.0,260.0,1.260073932394126e-05,26.42566567468206,-9.83891960190434,-8.568473471524429e-05,-0.00017327360497591782,True,inf,nan,,,,2.992337515729475,1.965525266745211,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_med,1-3->3-6,1.951305091381073,3.5612730979919434,1.6099680066108704,2097532,713681,1.0142656017327008,False,260.0,36.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_med,3-6->6-10,3.5612730979919434,6.46307373046875,2.9018006324768066,713681,8441,1.0276339646645096,False,36.0,4.0,8.701843580684338e-07,0.912454433445966,-4.383780552080438,1.239508678663672e-05,-2.1264257929214843e-05,False,0.07020397461085864,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_med,6-10->>10,6.46307373046875,10.869291305541992,4.406217575073242,8441,9,1.1385203106747188,True,4.0,0.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_mid,q1->q2,0.4092646539211273,1.1832505583763127,0.7739859044551853,747503,747502,1.067853915368386,False,468.5,570.0,4.887689592275306e-05,102.50228003819342,-5.560851912636598,-0.0002253396452727783,-0.0003443615494904053,True,inf,nan,,,,2.7195579157756415,1.6517040004072556,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_mid,q2->q3,1.1832505583763127,1.8670542478561405,0.6838036894798278,747502,747502,0.9942294554185586,False,570.0,290.25,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_mid,q3->q4,1.8670542478561405,2.5823151111602787,0.7152608633041382,747502,747502,0.9305499259210696,False,290.25,90.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_mid,q4->q5,2.5823151111602787,3.543464422225952,0.9611493110656735,747502,747503,1.0581627205403956,False,90.0,32.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_med,q1->q2,0.4092646539211273,1.1962867379188538,0.7870220839977264,747503,747502,1.0501660567313873,False,468.5,570.0,4.8876895922753064e-05,102.50228003819343,-5.560851912636597,-0.0002253396452727783,-0.0003443615494904053,True,inf,nan,,,,2.6745113459433107,1.6243452892119234,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_med,q2->q3,1.1962867379188538,1.8661036491394043,0.6698169112205505,747502,747502,1.0149904524892976,False,570.0,290.25,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_med,q3->q4,1.8661036491394043,2.55241060256958,0.6863069534301758,747502,747502,0.9698079555150858,False,290.25,90.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,eqf,depth_med,q4->q5,2.55241060256958,3.543464422225952,0.9910538196563721,747502,747503,1.0262332374597198,False,90.0,32.0,,,,,,,,nan,,,,nan,,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
