key,arm,window,family,dial,coord,binset,bin,seed,n,inc_med,inc_mean,inc_p_up,lnmob_med
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,1-3,5,231389,9.908092579280492e-06,0.0020649752343773918,0.5058278483419696,-4.834741453449953
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,1-3,6,236812,-6.39729228169017e-06,0.002242923931845858,0.49497069405266625,-4.79146449115019
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,1-3,7,197623,2.0224961190251634e-06,0.0028470346920991237,0.5040860628570561,-4.830966118492778
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,1-3,8,242492,6.584114089491777e-06,0.00257924683098305,0.5047506721871237,-4.880562260372447
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,1-3,9,225334,2.194132889599132e-06,0.002640416940033269,0.5027825361463427,-4.896834182612117
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,0,80096,1.0727651442721253e-06,-5.475255232265238e-05,0.5036830803036356,-6.871691148910177
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,1,106532,3.337425596328103e-06,-7.98588772395687e-05,0.5109169075958397,-6.9056799583864255
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,2,87775,7.977036148076877e-06,0.00019969250022840014,0.5159213899174024,-6.7290274625893
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,3,107244,5.170706799617619e-06,-0.00010964521683647882,0.5087184364626459,-6.838830519608511
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,4,93425,1.3111573480273364e-06,-0.0002566442668904412,0.5054107572919454,-6.881230203878356
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,5,103719,3.701796913446742e-06,8.380652427902479e-05,0.5087206779857114,-6.862506225464928
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,6,93079,2.8079291496396763e-06,1.5919389689051526e-05,0.5066771237336026,-6.63536941123503
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,7,76247,9.53470930653566e-07,-9.40992503678881e-05,0.5068920744422731,-6.848132001847886
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,8,99456,7.370285857177805e-06,0.0001306239115944459,0.5141469594594594,-6.797657159802064
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,3-6,9,102578,4.349133405412431e-06,-6.394814257145606e-05,0.5103628458343894,-6.8798162580802185
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,0,11344,0.0,-1.2072906474681029e-05,0.49303596614950634,-9.893818451824298
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,1,18987,0.0,1.5223925459042614e-05,0.49144151261389374,-10.179412141813243
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,2,4006,2.2746455385913578e-07,1.3286535874492662e-05,0.5072391412880679,-9.578919428337358
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,3,5487,3.101102947766776e-06,-2.613210366998675e-06,0.523601239292874,-9.60283772015107
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,4,5685,5.108084906169097e-07,7.091943790466711e-05,0.5085312225153914,-9.548799706347086
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,5,11591,1.1380089404156024e-07,1.8215474780425547e-05,0.5044431024070399,-9.838424484028891
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,6,4638,2.592522321265278e-07,3.971558463836698e-05,0.5053902544200086,-9.296317106266054
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,7,9853,0.0,3.87104406274928e-05,0.4998477621029128,-9.94618839689222
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,8,6574,0.0,2.0314908833910082e-05,0.49467599634925463,-9.809678859233383
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,6-10,9,9781,2.742375500019989e-06,5.656310678772896e-05,0.5264287905122176,-9.704991449121612
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,>10,0,252,0.0,-6.4600955250438026e-06,0.3968253968253968,-13.411681898511514
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,>10,1,2439,0.0,-2.462053402134644e-07,0.3132431324313243,-14.240468536439966
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,>10,3,18,-1.350191041638027e-06,-2.4065169310145193e-06,0.3333333333333333,-14.163323297569695
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,>10,5,315,0.0,5.142746873039031e-07,0.24761904761904763,-13.898915594133975
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,>10,7,693,0.0,-4.923328067659089e-06,0.42568542568542567,-13.989382061341628
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,>10,8,423,0.0,-6.95254708688858e-07,0.34515366430260047,-13.58883108165464
E_1216@15M,E_1216,15M,elu,1.0,zmax,abs,>10,9,117,7.953001386340475e-07,7.264531616333754e-07,0.5811965811965812,-14.178425813530522
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,0,99491,0.0006625805399380624,0.015919088547306188,0.6036023358896785,-3.369593966485291
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,1,91983,0.0007147174328565598,0.01968994345295667,0.6053944750660448,-3.407982030442416
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,2,106058,0.00039952942461241037,0.013749104249931915,0.607064059288314,-3.316974491235537
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,3,95496,0.0010863834177143872,0.019296823640203284,0.6093553656697662,-3.376923788098975
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,4,97101,0.0004816305881831795,0.018046464608221444,0.5962348482507904,-3.436487930950918
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,5,97453,0.0007395993452519178,0.015552424657185895,0.5966363272551897,-3.321528249388246
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,6,99937,0.0005677288281731308,0.015622997990189805,0.6025796251638532,-3.2936404310612053
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,7,106023,0.0003520286118146032,0.016027249434300474,0.5954179753449723,-3.3914539938755794
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,8,95774,0.0009754188649822026,0.01883233749494339,0.609194562198509,-3.371784472026591
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q1,9,98211,0.0006098669255152345,0.01689912812337874,0.6027532557452832,-3.4123070564935736
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,0,96872,0.00016331229562638327,0.009930349135311168,0.5431497233462713,-3.978858255460316
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,1,93736,0.0002387554559390992,0.013975177593303691,0.5586540923444567,-4.013209613855159
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,2,103973,0.00011424582044128329,0.008074738243178704,0.5341194348532792,-3.9453547788173005
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,3,101656,0.00032238924177363515,0.011396836931906415,0.5551074211064767,-3.985496834256676
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,4,96779,0.0001555219350848347,0.012692690231048211,0.5546554521125451,-4.032438567633045
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,5,99725,0.00020923824922647327,0.009205138055350297,0.5425720732013036,-3.942876585070595
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,6,102484,0.0001289919309783727,0.009504671089087403,0.5366301081144373,-3.9094681373892097
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,7,95477,0.0001223683066200465,0.010638599870068662,0.5506876001550112,-3.995225733504805
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,8,99284,0.00024757528444752097,0.011551103634466008,0.5554671447564562,-3.9817214387039055
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q2,9,97540,0.00017298195598414168,0.010700780872992841,0.5487902399015788,-4.022438655464728
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,0,93959,8.149942914315034e-06,0.0027834307126715185,0.5054864355729627,-4.650548125853073
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,1,96723,1.4701044165121857e-05,0.0045790516350022094,0.5114812402427551,-4.6890701070661045
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,2,107344,9.527155953037436e-07,0.0023613226932595356,0.5010620062602474,-4.620560088108849
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,3,104630,4.515333057497628e-05,0.003400659976068644,0.5166109146516296,-4.671722798106488
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,4,93440,1.5544492271146737e-05,0.004537997990836521,0.5140089897260274,-4.707952238651006
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,5,100503,7.500605988752795e-06,0.0024872117103797277,0.5043332039839606,-4.630594388573876
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,6,101837,-4.764351615449414e-06,0.002966829146829702,0.49607706432828935,-4.583815610150722
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,7,87947,1.3705184755963273e-06,0.003584222260213167,0.5027232310368744,-4.665792868559976
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,8,102886,7.459630751327495e-06,0.0031456663094364423,0.5043446144276189,-4.658408190187354
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q3,9,98258,7.4197869253112e-06,0.0028648122258597515,0.5058824726739808,-4.695705867896779
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,0,87879,-9.41637517826166e-06,-8.502850839583171e-05,0.49143708963461125,-5.494552279047958
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,1,100362,-4.036144218844129e-06,2.076314434595375e-05,0.49377254339291765,-5.515166297881218
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,2,106170,-3.5185253182135057e-06,-0.00011853576454140855,0.49576151455213335,-5.486323286576607
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,3,109162,-3.0794071790296584e-06,0.00013308020916162825,0.4973342371887653,-5.515578047092254
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,4,92957,-9.058556315721944e-06,0.00013760970977463042,0.48774164398592895,-5.548365229287896
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,5,100415,-2.753002036115504e-06,-0.00022298156013136737,0.49735597271324006,-5.4639723701073795
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,6,103427,-2.6490963136893697e-05,-0.00032934322533736336,0.484041884614269,-5.424867823260327
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,7,80981,-1.797001118575281e-06,-8.606518397579106e-05,0.4938565836430768,-5.490429318293862
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,8,109070,-6.614727908527129e-06,-0.00037302152753339687,0.49405886128174564,-5.499922958606438
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q4,9,97103,-1.4336244930746034e-05,5.866683949825614e-05,0.4878839994644862,-5.531130594696199
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,0,87321,2.9730736628152954e-07,-6.11977445322472e-05,0.5022388657940243,-7.111788389937639
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,1,122356,1.8773488363876822e-07,-5.905707552596473e-05,0.503963843211612,-7.224072210241499
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,2,85888,6.38942037767265e-06,0.0002167624814162382,0.5155784277198212,-6.841822372882278
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,3,106533,5.244642579782521e-06,-6.43284379313123e-05,0.510414613312307,-6.960925890943365
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,4,94191,1.2986547517357394e-06,-0.0002489169472069472,0.50618424265588,-6.998092583971353
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,5,109793,1.6671922367095249e-06,9.072975995262109e-05,0.5079649886604792,-7.069653551806126
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,6,91792,2.971709477606055e-06,7.017500423979189e-05,0.5081052815060136,-6.75818013057803
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,7,82166,2.4095744777241634e-07,-9.158769426273076e-05,0.5052089672127157,-7.083936019014274
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,8,100296,3.34885987740563e-06,0.00015542237147982238,0.5118449389806173,-6.940117773374492
E_1216@15M,E_1216,15M,elu,1.0,zmax,eqf,q5,9,107191,3.938777354051126e-06,-7.42658684892606e-05,0.5122538272802754,-7.045564828653475
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,0,2627,0.00021799287060275674,0.01201929124700127,0.8976018271792919,-0.024259703896544277
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,1,1229,0.00017906770517583936,0.010568321927515476,0.9202603742880391,-0.0073088421085941374
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,2,6948,4.5209952077129856e-05,0.004483730949256595,0.9247265400115141,-0.004701443191783188
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,3,1782,0.00015460606664419174,0.010460709010413472,0.9326599326599326,-0.005691843128050182
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,4,675,0.0005894773057661951,0.0248662139831856,0.9644444444444444,-0.025028544162605894
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,5,3015,0.00046453121467493474,0.01195371899008698,0.9456053067993366,-0.020015011660733828
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,6,3987,0.00010340647713746876,0.007245781275551918,0.9207424128417356,-0.010149190527320301
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,7,3069,0.00016368184878956527,0.011943555716953873,0.9107201042684914,-0.011782889605660755
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,8,1500,0.0035610940540209413,0.020092286013646037,0.9493333333333334,-0.08673949812419807
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,0-1,9,2392,0.000384953964385204,0.009876599257213254,0.9460702341137124,-0.021429684257448532
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,0,1795,0.0026405639946460724,0.030440662395642932,0.6027855153203343,-1.981329948127992
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,1,1495,0.00453594047576189,0.0414102396721378,0.6220735785953178,-1.9711537199176925
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,2,2285,0.003263633232563734,0.02125030162210664,0.5951859956236324,-2.0060898466861405
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,3,1347,0.007273298222571611,0.03986073629420596,0.6443949517446177,-1.9279782454007448
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,4,1309,0.00317809684202075,0.04050091783555873,0.6111535523300229,-1.9921124131467405
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,5,1718,0.004445470869541168,0.025568055324062453,0.5890570430733411,-1.9450018136666634
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,6,1806,0.003415770479477942,0.02399261269169228,0.5808416389811739,-1.9328218581182721
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,7,1510,0.007845738437026739,0.04064785976280104,0.643046357615894,-1.9574384800178253
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,8,1329,0.008662027306854725,0.03760286837859649,0.653122648607976,-1.9343176818843386
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,1-3,9,1730,0.00484268506988883,0.03154997426946558,0.630057803468208,-1.965350112134886
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,0,43748,0.00047072074085008353,0.014296807932945738,0.556345432934077,-3.2372399940968197
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,1,35267,0.00046100985491648316,0.016245067606228226,0.5564408653982477,-3.2591038421380336
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,2,57536,0.0003422190493438393,0.01159980884559354,0.5387931034482759,-3.2498835786426303
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,3,39825,0.0008942003478296101,0.016794761179291226,0.5651977401129944,-3.2586458338997404
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,4,30229,0.00020640253205783665,0.014549274418214625,0.5423599854444408,-3.262919705965503
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,5,53806,0.0003904084151145071,0.011415647391972077,0.544195814593168,-3.2325294839587992
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,6,61730,0.0003460099105723202,0.011788361402689886,0.5470921756034343,-3.2856425734207235
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,7,40398,0.0001501764199929312,0.012229303944021384,0.5435417594930442,-3.230024743629887
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,8,41788,0.0007578844088129699,0.016751771567701638,0.5623384703742701,-3.256228411860705
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,3-6,9,39301,0.000427188235335052,0.013853164440250474,0.5559400524159691,-3.2426881049711027
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,0,317032,7.318683492485434e-05,0.006366522873011474,0.530873855005173,-4.392118067873254
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,1,316928,8.422647442785092e-05,0.00840325951481598,0.5344999495153473,-4.519805966095651
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,2,360573,5.7149965869029984e-05,0.00490560121121444,0.5257271065775863,-4.490528734638947
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,3,352885,0.00013517150364350528,0.007181189237602733,0.5356107513779277,-4.477649251224752
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,4,312361,7.921460928628221e-05,0.008634804839011523,0.5371541261553139,-4.3384150556990955
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,5,351004,8.011078170966357e-05,0.0055267507652989305,0.5267575298287199,-4.5260466942305415
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,6,370881,3.789700349443592e-05,0.0053427291252781525,0.5204256891024345,-4.575911964649721
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,7,306481,4.9271089665126055e-05,0.007188271617331196,0.5337851286050359,-4.334885290089013
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,8,356252,9.240654253517278e-05,0.006696899380051589,0.532491045664305,-4.4848962990565475
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,6-10,9,313573,6.656088953604922e-05,0.0067773734205477335,0.5283394935150667,-4.474240108885014
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,0,100320,2.4742564619373297e-06,0.0006422170838821154,0.5096092503987241,-6.672735085765705
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,1,150241,2.6165253075305372e-06,0.001649582758582066,0.516902842765956,-6.621915789237984
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,2,82091,5.090470949653536e-06,0.0005033388051287498,0.5149529181030807,-6.732293639990414
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,3,121638,1.3349942946661031e-05,0.0007357310691033481,0.5203308176721091,-6.57800406870685
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,4,129894,6.31732223155268e-06,0.0014419874904333986,0.5157128119851572,-6.369848608074727
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,5,98346,3.343605158079299e-06,0.000376706113023807,0.5146523498667969,-6.9706971346568265
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,6,61073,1.942911239893874e-06,0.0004661946444482026,0.5064431090661995,-6.842562779268425
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,7,101136,2.3392831280943938e-06,0.002181063988263304,0.515187470336972,-6.423889852601535
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,8,106441,6.6527118178782985e-06,0.0007808683049830742,0.51779859264757,-6.71395528531371
E_1216@15M,E_1216,15M,elu,1.0,zbar,abs,>10,9,141307,1.1168409400852397e-05,0.0016617042283456423,0.5225643457153574,-6.2734427566566735
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,0,94117,0.00031085911905393004,0.01245141139821592,0.5595375968209781,-3.4464758436339706
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,1,80149,0.00035520404344424605,0.015348118019048588,0.5612920934759011,-3.512635848161616
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,2,128202,0.00017506669246358797,0.009646661823447105,0.5590006396156066,-3.4654189756511737
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,3,94290,0.0005962133000139147,0.014851136909346464,0.5672711846431223,-3.485091742308297
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,4,63860,0.0002412766480119899,0.014825244185303555,0.5533510804885687,-3.459062710292677
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,5,123423,0.0003430985379964113,0.011189217754562698,0.5553259927242086,-3.480766809154428
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,6,133373,0.0002214292180724442,0.010628973999381893,0.5536202979613565,-3.504006683142065
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,7,88927,0.00013353965186979622,0.011762269897714932,0.5560066121650342,-3.438469382125755
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,8,96761,0.0005018500378355384,0.014475555611453507,0.5603600624218436,-3.516719439046261
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q1,9,84425,0.00031006403150968254,0.012399900284428911,0.5609712762807225,-3.473697793476917
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,0,95330,0.00013326462067198008,0.008388664099851251,0.5371656351620686,-4.071300603677582
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,1,88908,0.00012597064051078632,0.0103984696291533,0.5353061591757772,-4.180563019491925
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,2,109564,9.014717943500727e-05,0.006347243646662131,0.5303384323317878,-4.178059790194469
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,3,101424,0.0002502991846995428,0.008655468897779933,0.5421695062312668,-4.174169544818232
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,4,81190,0.00015159235044848174,0.010960404551414261,0.5507697992363592,-3.947187244535006
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,5,106798,0.00012798802345059812,0.006698776001344483,0.5279780520234462,-4.327563749016365
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,6,126345,7.403155177598819e-05,0.006805757429950462,0.528465708971467,-4.186562284997443
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,7,86002,7.436916348524392e-05,0.009028361327475774,0.5366735657310295,-4.060564559372139
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,8,106163,0.0001781464379746467,0.00879308970620793,0.5416482201897083,-4.136761039852262
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q2,9,85802,0.00013374316040426493,0.008976495937381864,0.5372135847649239,-4.142779054229443
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,0,92866,4.808065386896487e-05,0.005079416551114643,0.5236577434152435,-4.660414035410506
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,1,95766,8.047418305068277e-05,0.0075018999932390034,0.5332894764321366,-4.67941284453507
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,2,104085,4.876354068983346e-05,0.003886859530860985,0.5238122688187539,-4.6832639207712985
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,3,103943,9.821671847021207e-05,0.006292184430790765,0.5293574362871959,-4.678001178622577
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,4,97825,8.248487574746832e-05,0.008761089999453233,0.5367748530539228,-4.355547488265193
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,5,95591,4.1332146793138236e-05,0.003935558031009908,0.517789331631639,-4.842438224701202
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,6,102018,1.7510740690340754e-05,0.003611356023270467,0.5118410476582563,-4.93542079553776
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,7,91862,5.29518165421905e-05,0.006360763990659171,0.5352594108554135,-4.488975925211497
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,8,107849,8.068366878433153e-05,0.005723114077592648,0.5305751560051554,-4.613000143507887
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q3,9,95722,3.812446811934933e-05,0.005131091942834255,0.5198595934059046,-4.684319377583641
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q4,0,91945,3.0331550078699365e-05,0.00324391298437183,0.5237805209636196,-5.2386001882627635
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q4,1,101194,3.6004399589728564e-05,0.0047788423285004085,0.5282131351661166,-5.2631049274220825
E_1216@15M,E_1216,15M,elu,1.0,zbar,eqf,q4,2,95341,1.4712286429130472e-05,0.0020507420992481335,0.5147837761298917,-5.437663670610588
