registered,arm,seed,unit,t_sub,win_len,d_wmu,d_b,share_unit,routes_same_sign,share_in_unit_interval,d_wmu_ff,d_b_ff,n_ff_intervals,share_unit_ff,frac_db_ff,frac_dwmu_ff,pred,pred_meanrecip,pred_ff
0,LR_933,8,65,52000,52,-1.1216804575025279,-0.21122119479316837,0.1584672015593767,1,1,-0.6086338882817304,-0.111467762781432,47,0.15479448299675516,0.5277300078270235,0.5426089794208246,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,67,61000,61,-0.46777772129991924,-0.05826359817216353,0.11075859636013936,1,1,-0.0044605343846202405,-0.009269952733809483,55,0.6751364794164443,0.15910367750405033,0.009535585346443498,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,68,61000,61,-0.6549120289556853,-0.33170944170387884,0.3362074023000214,1,1,-0.3216422476957739,-0.03408306729403321,55,0.09581288105686216,0.10274976533366087,0.4911228279142477,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,69,21000,21,-0.7049447310262573,-0.025734801140318453,0.035220366805692314,1,1,0.030460516458419074,0.0061094645533454894,19,0.16706228399134457,-0.23740088450786018,-0.04320979378635075,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,70,131000,131,-0.27756274471071407,-0.1597462673754828,0.36529379217091373,1,1,0.28060142488137985,0.03177043374564592,118,0.10170709322308079,-0.19888060151646406,-1.0109477234555841,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,71,121000,121,-2.802009082426151,-0.3457901548278315,0.10985140053896364,1,1,-0.5309754404706002,-0.014361065360561073,109,0.026334318731648102,0.041531157437699265,0.18949811540612463,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,72,71000,71,-2.633489961371197,-0.5122177618360553,0.16283069086717827,1,1,-1.1391574891476903,-0.20962846632491683,64,0.15542011352829083,0.4092565349032396,0.43256572299768997,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,74,11000,11,-0.4797803390260622,-0.02623352879839347,0.05184349771120166,1,1,-0.17124586104263884,-0.026843798964129473,10,0.13551337794820928,1.0232629841919467,0.35692554928420395,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,75,11000,11,-0.974847332481076,-0.08315288443926683,0.07859439261866184,1,1,-0.3071169472412987,-0.04165420338345882,10,0.11943133286352153,0.5009351589466773,0.31504107054348485,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,76,131000,131,-0.7478758734256701,-0.09470815965431711,0.11240203461739037,1,1,-0.47131287454796045,-0.07518326556312288,118,0.13757327828123506,0.7938414793143516,0.630202004497212,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,77,21000,21,-1.1077859700959394,-0.14536003513944706,0.1159960886697661,1,1,-0.618108868948817,-0.11108348810238944,19,0.15233770215530218,0.7641955231768114,0.5579677714236496,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,78,41000,41,-1.0544500089277982,-0.1701376406009647,0.13893463703184974,1,1,-0.5883050614020413,-0.1037070800793698,37,0.14986309323614025,0.6095481265230486,0.5579259864583344,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,79,91000,91,-0.34523446692129767,-0.27130343091710785,0.4400433969562994,1,1,-0.07017843874376384,-0.06499585080401982,82,0.48082997899570246,0.23956884947716786,0.20327761410844955,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,80,171000,171,-1.6513455834821968,-0.2238129243565936,0.11935680286278767,1,1,-0.34659009352427184,-0.036708298796787275,154,0.095769508905322,0.1640133111272036,0.2098834411107434,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,81,61000,61,-1.1635132960685937,-0.19239908010235673,0.14189639646603497,1,1,-0.597598618820756,-0.11046117803551336,55,0.15600543700680708,0.574125291954347,0.5136156336502452,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,82,251000,251,-1.4134391075953907,-0.4470335675947261,0.24027956634678602,1,1,-0.35239080712888915,-0.06940311582005476,226,0.16454271160387407,0.15525258247043894,0.24931445948767683,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,83,31000,31,-0.5149034741921881,-0.11678341916831503,0.1848754824515044,1,1,0.24561893657390854,0.059984004102419775,28,0.19628084719888322,-0.5136345941025015,-0.4770193810776874,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,84,191000,191,-1.40412427992554,-0.5613801292788203,0.2856163164274294,1,1,0.5932842654549475,0.15586228710275862,172,0.20805313268895098,-0.27764126119495514,-0.42252973895331336,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,85,71000,71,-0.8337474620233749,-0.19366892632000088,0.18850091211049888,1,1,-0.4588986755664008,-0.07899870910268758,64,0.14686576167550464,0.4079059589154603,0.550404884535091,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,86,251000,251,-2.1839463353855084,-0.48466823638162637,0.1816179232134984,1,1,0.11365881589574345,0.0697657226441688,226,0.38035108715286825,-0.14394531641895236,-0.05204286115193416,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,87,22000,22,-1.1687240615270795,-0.18145917160925507,0.13439595986371744,1,1,-0.6667662163920139,-0.11332237975621684,20,0.14526860194567381,0.6245062112387434,0.5705078198876159,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,88,61000,61,-1.0733963227551655,-0.2064303223334747,0.16129553414570255,1,1,-0.19355080250729628,-0.029110259740767752,55,0.13073799005026016,0.1410173632037547,0.18031625263117648,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,90,31000,31,-0.7544749501696995,-0.1490799524836035,0.16499268837546885,1,1,-0.3416550602954853,-0.04008634247550047,28,0.10500915589590647,0.2688915699775887,0.4528381760304155,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,91,9000,9,-0.028139792074931336,-0.007713051830827544,0.21513082340418277,1,1,-0.028139792074931336,-0.007713051830827544,9,0.21513082340418277,1.0,1.0,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,92,231000,231,-2.2840417422983066,-0.39885213612186377,0.14866489477277758,1,1,-0.7042277214085009,-0.13864085242490165,208,0.16448691614441988,0.34759962369248,0.30832524133288164,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,93,221000,221,-1.9125254309640596,-0.8885288366054525,0.3172122892772203,1,1,-0.798758935660431,-0.20119732213779695,199,0.20120612333664173,0.22643870840079194,0.41764617752444483,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,94,151000,151,-1.3284803310306366,-0.4579704701725156,0.256357728891318,1,1,-0.9893627144741712,-0.19092550344310144,136,0.1617617633936964,0.41689479099204935,0.7447326779062077,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,95,61000,61,-1.4140711582626837,-0.3324736289810861,0.1903607805590627,1,1,-0.04591736969642035,-0.02573245407838498,55,0.35914190325522394,0.07739697779112839,0.032471753226926754,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,96,181000,181,-0.37808734150625156,-0.3117378375793347,0.45190846468168355,1,1,-0.07249036478003534,-0.03495355599095079,163,0.3253190663569823,0.112124842663847,0.19172915044244276,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,97,41000,41,-1.3114961727275158,-0.08087860638590882,0.058086807947934214,1,1,-0.35388900340841367,-0.05422948721445886,37,0.13287681999336404,0.6705047185865836,0.2698360931335632,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,98,11000,11,-0.6149224770510653,-0.06363656516971972,0.09378191315740227,1,1,-0.2051325654237468,-0.028202287807368442,10,0.1208661604421112,0.4431774048796081,0.33359093719827043,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,8,99,241000,241,-1.9124946489551178,-0.48540982309775416,0.20243084274420223,1,1,-0.6208484350925518,-0.1453089196852968,217,0.18965936798639738,0.2993530678015014,0.32462754101390523,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,0,31000,31,-1.1856494173332326,-0.029840627421984234,0.024550285336145002,1,1,-0.11888264672447635,-0.030778271679269276,28,0.20565336634001957,1.031421734001285,0.10026795862799619,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,1,11000,11,-0.708538373275454,-0.051701097490228776,0.06800633152887668,1,1,-0.25529047347187017,-0.04940666333683286,10,0.1621500741828489,0.955621171217312,0.36030578314580924,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,2,31000,31,-1.051214116750856,-0.06418668763424051,0.05754585022881139,1,1,-0.4039591489692729,-0.057778642247018785,28,0.12513301563387424,0.9001655074688206,0.384278656966527,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,3,11000,11,-1.2495772284152142,-0.20362705023876693,0.14012279844604839,1,1,0.12425995935193157,0.04043864029448985,10,0.24553117258619328,-0.19859169126632595,-0.09944160034792343,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,4,41000,41,-1.5055094433302187,-0.3595232116126006,0.19277046472069592,1,1,-0.32047984352100833,-0.02064644120852377,37,0.060524334045069725,0.057427282972680675,0.2128713605489582,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,5,121000,121,-1.5992957645886294,-0.4938546546050766,0.2359384447847338,1,1,0.2305146390876125,-0.02212357241112861,109,-0.1061637274762564,0.044797739992590103,-0.14413509007629083,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,6,31000,31,-1.4189072947711914,-0.31141834365815235,0.17997672619636726,1,1,-0.460636762376347,0.00754209309574394,28,-0.016645733457245987,-0.02421852549579734,0.32464190160543777,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,7,41000,41,-0.9967255837688604,-0.265501936183945,0.21034396096344984,1,1,0.35539312704371007,0.030146473582533417,37,0.07819293668812646,-0.11354521181965069,-0.35656065503995865,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,9,31000,31,-2.5566024217147287,-0.5285907293820458,0.17133148671555093,1,1,-1.0312875727116841,-0.22516776901185942,28,0.1792087323238925,0.425977521919641,0.40338206830766954,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,10,21000,21,-0.7200203203608524,-0.13765715518866273,0.16049990714804024,1,1,-0.08140016288265528,0.05970343819540663,19,-2.751725850607067,-0.43371111449732863,0.11305259112945587,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,12,92000,92,-1.7152098906426279,-0.39247434955049343,0.1862111705662951,1,1,-0.07861783985612192,-0.03498471125583144,83,0.3079570917501193,0.08913884766201903,0.04583569642702248,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,13,61000,61,-1.8294811463388658,-0.21020784702635353,0.10305877401413936,1,1,-0.08742214638261547,0.005135787434241479,55,-0.06241359442655184,-0.02443194917265677,0.04778521306850499,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,14,102000,102,-1.4711097962444661,-0.24918464822458652,0.14484999880441643,1,1,-0.3520215788678127,-0.06214231914369339,92,0.15004281986443682,0.24938261480572999,0.23928980676117695,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,15,31000,31,-0.6502731084836526,-0.18906015599577053,0.22525040290525203,1,1,-0.015929840196580614,-0.009072714334665055,28,0.36287149472374486,0.04798850549381765,0.02449715356325715,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,16,21000,21,-1.2734632864594797,-0.20026841141461382,0.13589204310629105,1,1,-0.09615746300530148,-0.05476666546543729,19,0.36287547935753345,0.27346631991829395,0.07550862598688754,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,17,51000,51,-1.75935625032173,-0.22706306022399758,0.11430771892849588,1,1,-0.6739406734674276,-0.09513025908430695,46,0.12369503911514383,0.41895964491300786,0.3830609481986297,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,18,21000,21,-0.9433289216919345,-0.20941553677243085,0.18166692126319556,1,1,-0.05309276036324029,-0.010626963005794722,19,0.16677666574677819,0.05074581938656684,0.056282341336481294,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,19,21000,21,-0.9026542787879208,-0.028342211095274017,0.030442876426773534,1,1,-0.10453816761426005,0.008741399128653349,19,-0.09124941547445548,-0.3084233301088832,0.1158119670740755,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,21,91000,91,-1.83250984357149,-0.4972555209734395,0.21343588008510372,1,1,-0.5383177492710787,-0.1017701845611394,82,0.15899406813035744,0.20466375991544872,0.2937598131652698,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,22,51000,51,-2.328867033383915,-0.4761514883267637,0.16974985535438683,1,1,-1.1814296451585309,-0.2710041450477352,46,0.18658622986817786,0.5691553039140264,0.5072980244139905,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,24,61000,61,-1.3212957222989985,-0.31469755801843746,0.19235871064053264,1,1,0.186752837346031,0.015679300980802738,55,0.07745460335694307,-0.049823395769356814,-0.14134068111647935,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,25,211000,211,-2.825049994582912,-0.4266862635533002,0.13121798008238916,1,1,-0.8606110564253466,0.06371797382792707,190,-0.07995799589606502,-0.14933214230358657,0.3046356907224952,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,26,41000,41,-0.9462838348803047,-0.3906713411679732,0.2922097525533391,1,1,0.20560234743201988,-0.00500219235317878,37,-0.024936134028474645,0.01280409343112792,-0.2172734436048213,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,27,31000,31,-0.8968328886684418,-0.22312798466355588,0.1992283748268164,1,1,-0.28285414543170084,-0.06577358560304469,28,0.18866423909487984,0.2947796337703743,0.3153922531227239,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,30,31000,31,-1.8865549541953044,-0.4207687050788991,0.18236223747268165,1,1,-0.4696203049868082,-0.13898445144430216,28,0.22836570035915288,0.3303108091611541,0.24893009553868053,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,31,63000,63,-2.7055133985957127,-0.705544339237747,0.20684033911600538,1,1,-0.9803946114210973,-0.24604897293417505,57,0.20061988669745476,0.34873637169281296,0.36236915770957473,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,32,71000,71,-1.580372409506893,-0.29255429049663206,0.1562016764970468,1,1,-0.45022423170633097,-0.06400446534984683,64,0.12446692632335637,0.2187780778781081,0.28488489738112405,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,34,31000,31,-0.6570093872601603,-0.14706222081459686,0.18289692029633758,1,1,0.13448359905011742,0.0065326881267033805,28,0.046325770288590994,-0.044421253062261454,-0.2046905290211098,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,36,61000,61,-1.3533283083513794,-0.389529764731833,0.22350056539184127,1,1,-0.17685472977438274,-0.06562074813559288,55,0.2706283897291916,0.16846144781970301,0.13068132003373717,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,37,51000,51,-1.01928422561123,-0.11380370745603496,0.10043678353185594,1,1,-0.1313280780118573,-0.027668455882844167,46,0.1740192393198215,0.24312438057901709,0.12884343219684807,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,38,11000,11,-0.3197661165300332,-0.008042447410368192,0.02453397590866596,1,1,-0.03575989455561057,-0.006146485917669364,10,0.1466718396638537,0.7642556555291136,0.11183140647815298,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,39,51000,51,-0.6856350593000968,-0.07454368565445701,0.09806073393819173,1,1,0.13139026359271355,0.09294768980747659,46,0.4143199507649507,-1.2468888409721284,-0.1916329420593487,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,40,31000,31,-1.842684054296548,-0.25902920160243426,0.12324668975437264,1,1,-0.5381247056877676,-0.107753568019751,28,0.16683262528899748,0.4159900403242349,0.2920330831718186,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,41,21000,21,-0.819975670109887,-0.03708041081200397,0.043264859368500705,1,1,0.3542597171743118,0.08019365668778433,19,0.184585185689545,-2.162696014733024,-0.43203686412651315,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,42,11000,11,-1.4527736665930782,-0.20728082288225025,0.12486386693714058,1,1,-0.6132673682283922,-0.12702841552066602,10,0.17159143454439216,0.6128324548037273,0.4221355207150574,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,44,41000,41,-1.04605572306959,-0.2491429793816824,0.19235888586836783,1,1,-0.2766606926281172,-0.043097293852384144,37,0.1347809770969151,0.17298217256348972,0.26447988049458054,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,45,61000,61,-0.7513358809516681,-0.19785745109152586,0.20844799938240838,1,1,-0.10857795951692922,-0.01720719101020601,55,0.13679827020991606,0.08696761691449378,0.14451320943091472,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,48,15000,15,-1.1401879601134404,-0.15523050863994214,0.11983039641956379,1,1,-0.6903732322287546,-0.1006305569812973,14,0.12721880521178483,0.6482653304622632,0.6054907229156038,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,49,221000,221,-1.1797474445880363,-0.608522000681738,0.34028540961283255,1,1,-0.4036220333690141,-0.13433954900532563,199,0.24971959598379956,0.2207636681251009,0.34212579583925906,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,50,191000,191,-0.8858621161362663,-0.514063095975537,0.36720754189437516,1,1,-0.4843513303792424,-0.09630949375609768,172,0.1658618762502392,0.18734955788516827,0.5467570195819705,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,51,201000,201,-1.506572341822789,-0.5183432129173866,0.2559826318208599,1,1,-1.2545318078375487,-0.22214415130467657,181,0.15043527317510885,0.42856575675870157,0.8327059863051126,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,52,11000,11,-1.097706294087203,-0.10085340437534285,0.08414549938956957,1,1,-0.49992578988076275,-0.053503985684337785,10,0.09667709987180488,0.5305124404647139,0.45542764268877195,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,53,31000,31,-1.7537013468717824,-0.2763369933387665,0.13612402675611818,1,1,-0.6790403616154457,-0.10050223620716903,28,0.12892462386005282,0.3636944695419825,0.3872041056629764,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,54,31000,31,-1.3176706046585345,-0.18627026249621892,0.1238547781792886,1,1,-0.6194350623554623,-0.11584963114790936,28,0.15755751774993004,0.6219437799431939,0.47009856648960063,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,55,51000,51,-1.0434064849842173,-0.20895444741974245,0.16684842365582706,1,1,-0.36639353492921645,-0.09698803355700747,46,0.20930490151744321,0.46415874251377065,0.3511512916605637,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,57,12000,12,-0.562563734148064,-0.1132679295236283,0.16759784368234626,1,1,-0.3771496082150019,-0.0668518351340075,11,0.15056670678761355,0.590209739112975,0.6704122312223879,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,58,91000,91,-2.768114065407744,-0.30398048631727903,0.09894893571768155,1,1,-0.41446586320092116,-0.023959635327850892,82,0.05464927429689293,0.07881964930749887,0.14972860706152666,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,60,21000,21,-1.1655422380941651,-0.12404384076709629,0.09618888013790462,1,1,-0.5416309501049802,-0.09272803252699457,19,0.14617595882738688,0.7475424168871067,0.4647029789247512,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,62,101000,101,-0.750297954854986,-0.4288727038041884,0.3637070687391901,1,1,-0.35754380115935636,-0.08531236355811292,91,0.19264124642487476,0.19892234409272225,0.4765357533574255,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,63,11000,11,-1.060143107478435,-0.170008937298336,0.1382015646116221,1,1,-0.6032287183170908,-0.1337530944509311,10,0.1814876461449833,0.786741547688271,0.5690068765828027,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,64,64000,64,-2.785547959119853,-0.3810405427816015,0.12033156267471964,1,1,-0.937115689388075,-0.14413191197103736,58,0.13330148597774058,0.37825873047228076,0.3364205905412501,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,65,31000,31,-1.1585186422998568,-0.07145879552757872,0.05809764742823219,1,1,-0.35581747886086856,-0.07646912440207876,28,0.17689450430543374,1.070114935992258,0.3071314227231685,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,66,51000,51,-1.4232519492401394,-0.4894646699042937,0.25590025464578936,1,1,-1.0243422893776302,-0.15753563244593138,46,0.13329264345920266,0.3218529183663751,0.7197195759503556,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,67,151000,151,-1.9371993507662069,-0.4316675090837663,0.18222531472752546,1,1,-0.4189183387154042,-0.06652618674659849,136,0.13704179006506423,0.154114417570605,0.2162494730083986,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,68,31000,31,-1.565225432437309,-0.31153513032549895,0.16599620458077152,1,1,-0.07450959835985493,-0.004125044733480188,28,0.05245836403916757,0.013241025913097658,0.04760310995192012,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,69,21000,21,-0.85230071882388,-0.09396755345615393,0.09930329084133727,1,1,-0.26669130105988614,-0.023050238980281246,19,0.07955448492848402,0.2452999799663475,0.31290751629061503,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,70,41000,41,-2.495041924473881,-0.41203002399034716,0.1417336864359404,1,1,-0.8301102730268743,-0.1285569548553962,37,0.1340996657822371,0.312008706575247,0.33270393771115336,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,71,61000,61,-1.9816333135852595,-0.3696597967981319,0.15721553181341003,1,1,0.10753743056606702,0.001642871345416963,55,0.015047323708162048,-0.004444279198460203,-0.05426706839698082,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,72,51000,51,-2.6962125135628003,-0.17376227623298135,0.06054487894834286,1,1,-0.023705002290840937,0.04165662740546794,46,2.3204933892879747,-0.23973343529187266,0.008791963605093179,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,74,51000,51,-1.5163660294861678,-0.22982456427431686,0.1316148220563835,1,1,-0.8101979349506743,-0.1376591208975797,46,0.14523194193494307,0.5989747933700891,0.5343023512767666,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,75,13000,13,-1.198806672826727,-0.21919304884901436,0.1545790492751154,1,1,-0.6061596988431219,-0.15857435050855528,12,0.20735882055074012,0.723446073409861,0.5056359065918671,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,77,21000,21,-0.8755135096702027,-0.17988152755478204,0.17043999754609007,1,1,-0.5436053439375819,-0.10025488751305467,19,0.1557090850092999,0.5573384264402721,0.6208988644188399,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,78,51000,51,-1.3687922879559373,-0.29324451755466896,0.17643683736870028,1,1,-0.7479083978308516,-0.10305333334431932,46,0.12110219480963444,0.35142458656573966,0.5464002131015275,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,79,31000,31,-1.3908045794658328,-0.14068727588164354,0.09186289524845259,1,1,-0.8304490726784657,-0.1590815142100377,28,0.16076462548798645,1.1307455717876629,0.5970997543000734,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,80,61000,61,-1.541702625581932,-0.3506690356349651,0.18530664077344405,1,1,-0.33712270746249473,-0.12867089733683823,55,0.2762401544612673,0.3669297379047188,0.21866908823304637,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,81,81000,81,-2.0655460914545243,-0.4523087109677846,0.17964050608980303,1,1,0.22063502798171067,0.03402258156972904,73,0.1336012759628792,-0.07521982386085922,-0.10681680205274095,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,82,42000,42,-1.717020078316728,-0.1971810786975947,0.1030095912203648,1,1,-0.7188072170346436,-0.04916668974755567,38,0.06402130243404162,0.2493479094054445,0.41863646564885987,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,83,11000,11,-0.5023488146641102,-0.037225565362089874,0.06899060952501547,1,1,-0.2072714486700991,-0.03671842224422028,10,0.15049158437037943,0.9863764831255979,0.4126046337119135,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,84,31000,31,-1.1702852570284445,-0.0625776753907239,0.050758015141173646,1,1,0.050257994387339355,-0.012245750370108777,28,-0.32215278752177584,0.19568880265443683,-0.04294508034302085,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,85,61000,61,-1.9462022654937758,-0.35425156206637887,0.15399203314682286,1,1,-0.5139025634467931,0.013216521079352006,55,-0.02639682348015751,-0.03730829301713996,0.2640540361905342,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,87,41000,41,-1.2527379915085106,-0.2368874422079159,0.15902483728202182,1,1,-0.511303593569886,-0.09604558246287986,37,0.1581389853695929,0.4054481806535812,0.40814886834731423,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,89,11000,11,-1.5471485958228897,-0.2195167448741131,0.12425485450883818,1,1,-1.0100586315444833,-0.19956068254276893,10,0.1649780887413759,0.909090933619718,0.6528517262475737,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,90,31000,31,-1.4518155634112517,-0.33256882977768676,0.18637734730650768,1,1,0.05059202590692813,-0.004893734208408038,28,-0.10708790255646511,0.014714951523506777,-0.034847419453236064,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,92,61000,61,-1.9063434187750672,-0.3365127925395939,0.15003761313006564,1,1,-0.8311320329461913,-0.1542591935842026,55,0.15654614069109996,0.458405139430331,0.4359823234159144,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,93,31000,31,-1.3625945709855358,-0.05195052200463812,0.03672595681967347,1,1,-0.20420405844943312,-0.03750422568470646,28,0.1551631787013677,0.7219220180570678,0.1498641362571529,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,94,171000,171,-0.5487355418184343,-0.2625089504360485,0.3235879601555445,1,1,-0.19277032244689696,-0.019922750112885357,154,0.093669012690978,0.07589360316969028,0.35129913730042445,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,95,74000,74,-2.0337176769089105,-0.348892293292991,0.14643281848746145,1,1,-0.24491167799326163,-0.057705106007091,67,0.19068706383127698,0.16539518675648046,0.1204256032063939,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,96,91000,91,-2.455102655434544,-0.5224100378708272,0.1754518256279518,1,1,-0.8666249817408365,-0.15917460871845535,82,0.15517125391635853,0.3046928603577357,0.35298930569053827,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,LR_933,9,98,152000,152,-1.7372053433942867,-0.6162042304620314,0.2618346748085645,1,1,0.07490359724663354,-0.03832396730417953,137,-1.0476860308447533,0.06219361278231427,-0.04311729613971891,0.15520987556979482,0.15520987556979482,0.15520987556979482
