registered,arm,seed,pred_kind,target_mu_norm,n_units,med_d_wmu,med_d_b,share_of_medians,med_share_unit,share_of_medians_ff,med_share_unit_ff,med_frac_db_ff,med_frac_dwmu_ff,frac_share_ff_outside01,share_of_medians_incl_nodesc,med_pred,med_pred_meanrecip,med_pred_ff,med_t_sub,med_win_len,frac_routes_same_sign,frac_share_outside01,n_units_ff,n_ok,n_never_submerged,n_submerged_at_start,n_degenerate_denom,n_no_descent
0,LR_1216,3,oracle,3.041,77,-1.6947357192562529,-0.18395737302408932,0.09791773535548767,0.09557946675061908,0.10527312903187197,0.09856808832008733,0.42126972586302375,0.35721951391037715,0.11688311688311688,0.09791773535548767,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,41.0,0.987012987012987,0.012987012987012988,77,77,0,23,0,0
0,LR_1216,4,oracle,3.041,74,-1.695516151287265,-0.16763233450854287,0.0899726113009946,0.0920936174126851,0.09428680856124746,0.09496087150141223,0.45210969325499856,0.36062292053268985,0.12162162162162163,0.0899726113009946,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,41.0,0.9864864864864865,0.013513513513513514,74,74,0,26,0,0
0,LR_1216,5,oracle,3.041,80,-1.5542110595869154,-0.1484072026691492,0.08716410833776758,0.09812202056835853,0.14160673742338925,0.10078696165682612,0.5035504301012809,0.3544896612189721,0.075,0.08716410833776758,0.09758305318051957,0.09758305318051957,0.09758305318051957,31500.0,31.5,0.9375,0.0625,80,80,0,20,0,0
0,LR_1216,6,oracle,3.041,78,-1.834206106018458,-0.19551945580868235,0.09632802556453865,0.10100387451328516,0.13787012811135155,0.1146484186423334,0.3722006238683081,0.26364205169192756,0.16666666666666666,0.09632802556453865,0.09758305318051957,0.09758305318051957,0.09758305318051957,36500.0,36.5,1.0,0.0,78,78,0,22,0,0
0,LR_1216,7,oracle,3.041,69,-1.396982146591597,-0.1530767789277121,0.09875545787811098,0.09497461531578061,0.1184180951763075,0.1060709179569333,0.4269575250770874,0.34725586807573455,0.08695652173913043,0.09875545787811098,0.09758305318051957,0.09758305318051957,0.09758305318051957,21000.0,21.0,1.0,0.0,69,69,0,31,0,0
0,LR_1216,8,oracle,3.041,79,-1.4490038263691414,-0.1491488650721644,0.09332579162861679,0.08772015330222502,0.09143913069924818,0.09867963863208348,0.4565861877670586,0.41332105477332787,0.10126582278481013,0.09332579162861679,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,0.9873417721518988,0.012658227848101266,79,79,0,21,0,0
0,LR_1216,9,oracle,3.041,75,-1.8133180590934064,-0.2149874068163431,0.10599360423254367,0.09948915291798169,0.08573201176105048,0.10197076359499532,0.29216254617337706,0.28111132825418483,0.14666666666666667,0.10599360423254367,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,1.0,0.0,75,75,0,25,0,0
0,LR_933,0,oracle,2.333,76,-1.2198209732253176,-0.21732675485013253,0.1512208874596105,0.14979793375749992,0.17668535827691398,0.15380055950555382,0.23128249341052062,0.19557837999270605,0.10526315789473684,0.1512208874596105,0.15520987556979482,0.15520987556979482,0.15520987556979482,66000.0,66.0,0.9736842105263158,0.02631578947368421,76,76,0,24,0,0
0,LR_933,1,oracle,2.333,88,-1.3518187831977215,-0.2160068436261824,0.13777478817192723,0.14974665901715112,0.16592844743309418,0.16217206032585268,0.24746480734190418,0.19642521927777845,0.20454545454545456,0.13777478817192723,0.15520987556979482,0.15520987556979482,0.15520987556979482,96000.0,96.0,0.9318181818181818,0.06818181818181818,88,88,0,12,0,0
0,LR_933,2,oracle,2.333,85,-1.1383927936269407,-0.16127688485617853,0.12409067282727507,0.1284432397849026,0.16751226232383476,0.15512458357192982,0.23220471592558203,0.1201841849677506,0.16470588235294117,0.12409067282727507,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,0.9294117647058824,0.07058823529411765,85,85,0,15,0,0
0,LR_933,3,oracle,2.333,85,-1.3576029114903818,-0.19667498782654924,0.12653785266649117,0.1435097830979455,0.15534422238264783,0.16071024379908258,0.33249639633836103,0.352917773132925,0.058823529411764705,0.12653785266649117,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,71.0,0.9764705882352941,0.023529411764705882,85,85,0,15,0,0
0,LR_933,4,oracle,2.333,78,-1.4254803459801524,-0.2022221916483895,0.12423780572524895,0.13286770313059101,0.15294230269748524,0.15950036513421928,0.276649130279193,0.21220332858472787,0.11538461538461539,0.12423780572524895,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,0.9743589743589743,0.02564102564102564,78,78,0,22,0,0
0,LR_933,5,oracle,2.333,83,-1.2072975000527464,-0.1880121944502946,0.13474585261679686,0.13680072399467952,0.1789851772004,0.1612504292951234,0.3421687291597531,0.2092199994977842,0.1686746987951807,0.13474585261679686,0.15520987556979482,0.15520987556979482,0.15520987556979482,54000.0,54.0,0.963855421686747,0.03614457831325301,83,83,0,17,0,0
0,LR_933,6,oracle,2.333,83,-1.3346182486033786,-0.3118967826393515,0.1894284453655689,0.1524469797513822,0.16465052557305174,0.16448481499548986,0.29449232352599797,0.23247054873100603,0.024096385542168676,0.1894284453655689,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,0.9879518072289156,0.012048192771084338,83,83,0,17,0,0
0,LR_933,7,oracle,2.333,76,-1.155316972201275,-0.183424485497639,0.13701262812381776,0.1368144964088833,0.15271515143794306,0.15932001084262898,0.296833047558992,0.21826773030803504,0.13157894736842105,0.13701262812381776,0.15520987556979482,0.15520987556979482,0.15520987556979482,51000.0,51.0,0.9736842105263158,0.02631578947368421,76,76,0,24,0,0
0,LR_933,8,oracle,2.333,86,-1.180699839669128,-0.19987250756809516,0.14477510575094196,0.13887473173495468,0.1387856144643022,0.155107298262523,0.3412470279179959,0.3071544381256791,0.011627906976744186,0.14477510575094196,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,1.0,0.0,86,86,0,14,0,0
0,LR_933,9,oracle,2.333,80,-1.3656934294707366,-0.24916381380313446,0.15429463801889615,0.15670860415522841,0.1393309295641772,0.15046342877274416,0.24936526210558724,0.2928964481685442,0.15,0.15429463801889615,0.15520987556979482,0.15520987556979482,0.15520987556979482,41000.0,41.0,1.0,0.0,80,80,0,20,0,0
0,LR_off,0,raw,nan,69,-1.6275810679048561,-0.16525563296293377,0.0921755076092233,0.10087625077275802,0.09585440149883902,0.10089837450020907,0.38826474585416576,0.3211020741419409,0.07246376811594203,0.0921755076092233,0.10243597751405373,0.10270591829187903,0.10242214532871974,43000.0,43.0,0.9855072463768116,0.014492753623188406,69,69,0,31,0,0
0,LR_off,1,raw,nan,85,-1.4443515224981383,-0.18752162539763972,0.11491188861060668,0.11866318734516668,0.1085809277403124,0.12665491624110647,0.34259764534418247,0.24049712311445756,0.16470588235294117,0.11491188861060668,0.13732004429678848,0.1391760279712201,0.13725490196078433,71000.0,71.0,0.9294117647058824,0.07058823529411765,85,85,0,15,0,0
0,LR_off,2,raw,nan,80,-1.2481256336143343,-0.1220177942644205,0.08905476009422421,0.08861025231425607,0.16365750437641993,0.12232984251155311,0.2827965922837271,0.14982914394988972,0.2,0.08905476009422421,0.11571185479296653,0.11728344563648577,0.11572327044025159,51000.0,51.0,0.9375,0.0625,80,80,0,20,0,0
0,LR_off,3,raw,nan,80,-1.5191458013810597,-0.20138514594075474,0.11704825551335284,0.11264453393262494,0.14326512404145886,0.12175360824673971,0.4101415227350472,0.3099083230315308,0.1125,0.11704825551335284,0.11444521981856245,0.1148199196979685,0.11446249033255992,51000.0,51.0,0.975,0.025,80,80,0,20,0,0
0,LR_off,4,raw,nan,74,-1.7661180966571841,-0.16083116794823216,0.08346414246727235,0.08844496466809101,0.10108066032378461,0.09495412670613299,0.4695463130902866,0.3852096056464961,0.0945945945945946,0.08346414246727235,0.0932297447280799,0.09383550618485213,0.09325153374233129,32000.0,32.0,0.972972972972973,0.02702702702702703,74,74,0,26,0,0
0,LR_off,5,raw,nan,83,-1.1994263932592206,-0.21363777788683436,0.1511875980222222,0.14618407305510292,0.18557838260296214,0.16502527701694558,0.34012793276800807,0.22405554170201716,0.10843373493975904,0.1511875980222222,0.16,0.1616484754821469,0.16,81000.0,81.0,0.963855421686747,0.03614457831325301,83,83,0,17,0,0
0,LR_off,6,raw,nan,78,-1.8145040686821243,-0.20441667529943208,0.10125047053422098,0.0973806527672618,0.11500564507980754,0.1197963470117897,0.403845869101941,0.30105850663416,0.14102564102564102,0.10125047053422098,0.0975609756097561,0.09801830384816702,0.0975609756097561,31000.0,31.0,0.9871794871794872,0.01282051282051282,78,78,0,22,0,0
0,LR_off,7,raw,nan,70,-1.4192271907227831,-0.14517669544075895,0.09280000946352945,0.10269719603266024,0.15558510392038488,0.11525122591113576,0.4262839757983767,0.3142665300625833,0.1,0.09280000946352945,0.10810810810810811,0.10810810810810811,0.10810810810810811,31000.0,31.0,1.0,0.0,70,70,0,30,0,0
0,LR_off,8,raw,nan,79,-1.4065076111644679,-0.15671281456497432,0.10024997881654966,0.08828270113793317,0.07311929673059707,0.08828863444349021,0.42157398996565426,0.4050006011291783,0.12658227848101267,0.10024997881654966,0.08888888888888889,0.08888888888888889,0.08888888888888889,31000.0,31.0,0.9873417721518988,0.012658227848101266,79,79,0,21,0,0
0,LR_off,9,raw,nan,80,-1.5619746009183517,-0.20453135823420343,0.11578299930124387,0.12021493847890478,0.11053138457594439,0.11383313179044699,0.305577004081775,0.29212592172431384,0.1375,0.11578299930124387,0.11665098777046096,0.11698502021082663,0.11666666666666667,31000.0,31.0,0.975,0.025,80,80,0,20,0,0
0,R_1216,0,oracle,3.041,69,-1.37909112201414,-0.1610445248010457,0.10456515640948011,0.09761922554049333,0.11065414206394923,0.09543259228586759,0.3835023298989932,0.3010529204320468,0.11594202898550725,0.10456515640948011,0.09758305318051957,0.09758305318051957,0.09758305318051957,42000.0,42.0,0.9855072463768116,0.014492753623188406,69,69,0,31,0,0
0,R_1216,1,oracle,3.041,85,-1.4967389941841773,-0.1412695412055882,0.08624469174208119,0.0967197905416229,0.09411017398746345,0.10054938140987527,0.3395429961784296,0.2552973315693931,0.1411764705882353,0.08624469174208119,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,41.0,0.9411764705882353,0.058823529411764705,85,85,0,15,0,0
0,R_1216,2,oracle,3.041,80,-1.2811982109748534,-0.10922349480659266,0.07855422160948414,0.08336008577434079,0.1274432774663941,0.09173510496619042,0.2696028891117878,0.1394817801133385,0.2,0.07855422160948414,0.09758305318051957,0.09758305318051957,0.09758305318051957,51500.0,51.5,0.95,0.05,80,80,0,20,0,0
0,R_1216,3,oracle,3.041,77,-1.6118489264199631,-0.17623655890192325,0.09856159582336614,0.09889088703036776,0.10799014396024366,0.10054943281387495,0.4088438354871688,0.37862911117198955,0.07792207792207792,0.09856159582336614,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,41.0,0.974025974025974,0.025974025974025976,77,77,0,23,0,0
0,R_1216,4,oracle,3.041,74,-1.615396227006432,-0.15356165682897283,0.08680910847692132,0.08988268625729642,0.09819139933952371,0.09716487534430351,0.4172718096030675,0.3355118345925201,0.14864864864864866,0.08680910847692132,0.09758305318051957,0.09758305318051957,0.09758305318051957,35500.0,35.5,0.972972972972973,0.02702702702702703,74,74,0,26,0,0
0,R_1216,5,oracle,3.041,80,-1.46975381838838,-0.14051290702401786,0.0872606412381972,0.09407594524814178,0.11157548619862077,0.098920046631498,0.43645149633879377,0.32277145918532846,0.075,0.0872606412381972,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,0.975,0.025,80,80,0,20,0,0
0,R_1216,6,oracle,3.041,78,-1.7812012539374176,-0.19829003297842407,0.1001722181295231,0.09830718857787898,0.12817476524077692,0.10014134820892248,0.3719772754347134,0.3348494206883671,0.10256410256410256,0.1001722181295231,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,1.0,0.0,78,78,0,22,0,0
0,R_1216,7,oracle,3.041,69,-1.428421605205959,-0.15460221674977248,0.0976625964849794,0.08955624566270294,0.10602651706140845,0.10140383413144495,0.3318509698566186,0.28278521921853556,0.10144927536231885,0.0976625964849794,0.09758305318051957,0.09758305318051957,0.09758305318051957,42000.0,42.0,1.0,0.0,69,69,0,31,0,0
0,R_1216,8,oracle,3.041,79,-1.4364023262230674,-0.15748014822472634,0.09880286078136714,0.08788063833013414,0.09421980394663654,0.09712122701045785,0.3748776399968875,0.3734732501887913,0.12658227848101267,0.09880286078136714,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,0.9873417721518988,0.012658227848101266,79,79,0,21,0,0
0,R_1216,9,oracle,3.041,75,-1.5948429518895537,-0.1711872251371318,0.09693335219522983,0.0986908094176228,0.10341792204983193,0.09884459167662261,0.32234378105773775,0.3411698719761343,0.2,0.09693335219522983,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,0.9733333333333334,0.02666666666666667,75,75,0,25,0,0
0,R_933,0,oracle,2.333,76,-1.1922625273097704,-0.18714383595807682,0.13566983663518017,0.14710958730781687,0.18164573602817333,0.15512315987516348,0.28670356644261374,0.23431178721814822,0.13157894736842105,0.13566983663518017,0.15520987556979482,0.15520987556979482,0.15520987556979482,81000.0,81.0,0.9473684210526315,0.05263157894736842,76,76,0,24,0,0
0,R_933,1,oracle,2.333,88,-1.3837673898738538,-0.23551013018743827,0.14544148687899025,0.15734798566772285,0.1211872750815982,0.15142148446659115,0.1927431185098073,0.18139238662758217,0.2159090909090909,0.14544148687899025,0.15520987556979482,0.15520987556979482,0.15520987556979482,91000.0,91.0,0.9204545454545454,0.07954545454545454,88,88,0,12,0,0
0,R_933,2,oracle,2.333,85,-1.0514454815321859,-0.16727221384330804,0.1372526340415288,0.13784180116647632,0.2168971449247742,0.1605662797868334,0.267379503176403,0.13505902733097463,0.10588235294117647,0.1372526340415288,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,71.0,0.9176470588235294,0.08235294117647059,85,85,0,15,0,0
0,R_933,3,oracle,2.333,85,-1.1352440612546104,-0.18980458231366626,0.14324348259587957,0.14040072778861054,0.1777185786087554,0.15777784226863706,0.39387801721217336,0.2844169393760222,0.09411764705882353,0.14324348259587957,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,71.0,0.9529411764705882,0.047058823529411764,85,85,0,15,0,0
0,R_933,4,oracle,2.333,78,-1.3500290770945034,-0.2104135895185899,0.1348422431791666,0.13964477543733217,0.13602559024080088,0.15782955926094144,0.25588184298101396,0.16570654003882912,0.08974358974358974,0.1348422431791666,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,0.9615384615384616,0.038461538461538464,78,78,0,22,0,0
0,R_933,5,oracle,2.333,83,-1.1228149974090016,-0.19480687349751236,0.1478473284323117,0.14289113521326754,0.1668162233420893,0.15516038151085387,0.3028337150843358,0.21366649161271908,0.08433734939759036,0.1478473284323117,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,0.9397590361445783,0.060240963855421686,83,83,0,17,0,0
0,R_933,6,oracle,2.333,83,-1.3416001264675246,-0.26249418707111793,0.16364012069343606,0.15336108293410927,0.17762323061920887,0.15966537896879532,0.26120500543014435,0.2344280288042771,0.07228915662650602,0.16364012069343606,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,0.9879518072289156,0.012048192771084338,83,83,0,17,0,0
0,R_933,7,oracle,2.333,76,-1.2477550856466704,-0.20006858212029677,0.13818573806634205,0.13605388147258024,0.17620884052933075,0.16093903522434982,0.35274314825996084,0.1974860125183755,0.11842105263157894,0.13818573806634205,0.15520987556979482,0.15520987556979482,0.15520987556979482,66000.0,66.0,0.9078947368421053,0.09210526315789473,76,76,0,24,0,0
