env,checkpoint,layer,seed,pool,metric,G20,deep_update_benefit,lift_update_benefit,R20,Grandom,Rrandom,G5,G10,dose_train_minus_freeze5,dose_train_minus_freeze10,R_target_minus_random,G_target_minus_random
PM,20,1,0,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,0,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,0,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,0,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,0,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,0,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,1,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,1,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,1,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,1,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,1,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,1,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,2,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,2,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,2,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,2,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,2,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,1,2,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,0,1,first_auc,-0.003325209490685682,-6.763767487427685e-06,0.00031151196417339433,0.000318275731660822,0.0030070737422647487,-0.0003283519607066576,-0.003325209490685682,-0.003325209490685682,-0.00031151196417339433,-0.00031151196417339433,0.0006466276923674796,-0.006332283232950431
PM,20,2,0,1,all_auc,-0.004321073861374328,-0.0005823227415749088,-0.0005132462449182751,6.907649665663373e-05,-0.00343468809965998,-0.0017194331331120416,-0.004321073861374328,-0.004321073861374328,0.0005132462449182751,0.0005132462449182751,0.0017885096297686753,-0.0008863857617143478
PM,20,2,0,1,first_end_ce,-4.115103365620598e-06,-7.948983693495393e-09,-8.741990313865244e-07,-8.66250047693029e-07,-1.636584784137085e-05,1.4170000213198364e-06,-4.115103365620598e-06,-4.115103365620598e-06,8.741990313865244e-07,8.741990313865244e-07,-2.2832500690128654e-06,1.2250744475750253e-05
PM,20,2,0,1,all_end_ce,1.426535163773183e-07,-1.8045109754893902e-06,1.8837446987163235e-06,3.6882556742057136e-06,-1.1183341848663991e-05,-7.607857696712017e-06,1.426535163773183e-07,1.426535163773183e-07,-1.8837446987163235e-06,-1.8837446987163235e-06,1.129611337091773e-05,1.132599536504131e-05
PM,20,2,0,1,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,0,1,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,1,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,1,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,1,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,1,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,1,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,1,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,2,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,2,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,2,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,2,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,2,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,20,2,2,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,0,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,0,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,0,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,0,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,0,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,0,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,1,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,1,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,1,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,1,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,1,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,1,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,2,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,2,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,2,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,2,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,2,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,1,2,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,2,0,3,first_auc,-0.04411716299873661,-0.00012028886485494772,-0.0014634465725976153,-0.0013431577077426676,-0.08559563879134657,0.00257742065987257,-0.04411716299873661,-0.04411716299873661,0.0014634465725976153,0.0014634465725976153,-0.003920578367615238,0.041478475792609965
PM,50,2,0,3,all_auc,-0.012474046170755176,-0.000664269323387992,0.008396653489689904,0.009060922813077896,-0.012871463090414148,0.010664994878388873,-0.012474046170755176,-0.012474046170755176,-0.008396653489689904,-0.008396653489689904,-0.001604072065310977,0.00039741691965897163
PM,50,2,0,3,first_end_ce,-3.7156351027078927e-05,3.7909194361418486e-07,1.1942378478124738e-05,1.1563286534510553e-05,-2.2508706024382263e-05,1.6494181181769818e-05,-3.7156351027078927e-05,-3.7156351027078927e-05,-1.1942378478124738e-05,-1.1942378478124738e-05,-4.930894647259265e-06,-1.4647645002696663e-05
PM,50,2,0,3,all_end_ce,-2.1146021026652306e-05,6.0777485487051335e-06,9.778201638255274e-06,3.7004530895501402e-06,6.588676478713756e-06,2.3237265122588727e-05,-2.1146021026652306e-05,-2.1146021026652306e-05,-9.778201638255274e-06,-9.778201638255274e-06,-1.9536812033038586e-05,-2.7734697505366063e-05
PM,50,2,0,3,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,2,0,3,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,2,1,17,first_auc,-0.15365020786230163,0.0006906501090270384,0.005561747623141822,0.004871097514114783,-0.3555594830348128,0.047898458536292335,-0.035206898958858784,-0.10255087508157884,-0.002464970993969473,-0.003499129434203496,-0.04302736102217755,0.20190927517251114
PM,50,2,1,17,all_auc,-0.030031789645945522,0.006041714455641334,0.018977575451790463,0.012935860996149129,-0.07964560938511567,0.036878305082718776,-0.015351127158428401,-0.026970815146123622,-0.0002413657517172374,-0.012940130927308918,-0.023942444086569648,0.049613819739170145
PM,50,2,1,17,first_end_ce,-6.875624967506155e-05,7.999740773811936e-06,7.775734411552548e-05,6.975760334171355e-05,-9.817381942411885e-05,0.00010740468133008108,-2.367417619097978e-05,-5.779823550255969e-05,-1.651047932682559e-05,-5.508899630513042e-05,-3.764707798836753e-05,2.9417569749057293e-05
PM,50,2,1,17,all_end_ce,-1.836977753555402e-05,1.59179384354502e-05,3.643085510702805e-05,2.0512916671577846e-05,-3.5106502764392644e-05,7.760986773064357e-05,-9.202965884469422e-07,-1.7544669390190393e-05,-2.6563880965113653e-05,-1.9817269640043383e-05,-5.709695105906573e-05,1.6736725228838623e-05
PM,50,2,1,17,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,2,1,17,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,2,2,10,first_auc,-0.10977846974965358,-0.00034715615765890107,0.0052883486343489605,0.005635504792007862,-0.19317972356257088,0.020140871239709646,-0.051502942041770444,-0.10977846974965358,-0.004503106142510649,-0.0052883486343489605,-0.014505366447701784,0.0834012538129173
PM,50,2,2,10,all_auc,-0.02137566959740067,-0.000672501696099087,0.01406141562336416,0.014733917319463247,-0.040661961617806774,0.028809234730142685,-0.007642759033114954,-0.02137566959740067,-0.006277227370665106,-0.01406141562336416,-0.014075317410679439,0.019286292020406104
PM,50,2,2,10,first_end_ce,-0.00011323531361995265,2.1664309315383434e-06,2.2510692360810935e-05,2.0344261429272592e-05,-4.289425123715773e-05,8.229888044297695e-05,-3.8293997931759804e-05,-0.00011323531361995265,-1.8951890524476767e-05,-2.2510692360810935e-05,-6.195461901370436e-05,-7.034106238279492e-05
PM,50,2,2,10,all_end_ce,-2.9227019695099457e-05,-3.3044023439288112e-06,1.9740658171940584e-05,2.3045060515869395e-05,-7.089324935805055e-06,7.463961956091226e-05,-6.113013660069563e-06,-2.9227019695099457e-05,-3.277918003732338e-05,-1.9740658171940584e-05,-5.1594559045042864e-05,-2.21376947592944e-05
PM,50,2,2,10,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,50,2,2,10,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,0,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,0,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,0,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,0,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,0,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,0,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,1,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,1,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,1,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,1,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,1,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,1,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,2,0,first_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,2,0,all_auc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,2,0,first_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,2,0,all_end_ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,2,0,first_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,1,2,0,all_end_acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RL,10,2,0,6,first_auc,-0.04501378983259219,-0.009574919939041138,0.01031678169965744,0.019891701638698578,-0.19191764593124416,0.015941585600375507,-0.017241780459881006,-0.04501378983259219,-0.010051256418228238,-0.01031678169965744,0.0039501160383230705,0.14690385609865197
RL,10,2,0,6,all_auc,0.009944829642772213,0.0071940973401067865,0.00845840454101543,0.0012643072009086431,-0.054956375658512524,0.01044912278652177,0.0030471885204312876,0.009944829642772213,-0.0022184413671495484,-0.00845840454101543,-0.009184815585613126,0.06490120530128474
RL,10,2,0,6,first_end_ce,-0.026070117950439453,-0.02938103675842285,-0.027478814125061035,0.0019022226333618164,-0.11791729927062988,0.08175551891326904,-0.024950623512268066,-0.026070117950439453,0.030383586883544922,0.027478814125061035,-0.07985329627990723,0.09184718132019043
RL,10,2,0,6,all_end_ce,0.03170497417449969,0.0093003511428833,0.023419833183288663,0.014119482040405362,-0.07225658893585196,0.03294296264648455,-0.0029481887817381924,0.03170497417449969,0.0038758277893067294,-0.023419833183288663,-0.01882348060607919,0.10396156311035165
RL,10,2,0,6,first_end_acc,-1.6666680574417114,0.6666660308837891,2.5833308696746826,1.9166648387908936,-4.16666567325592,3.5000011324882507,-0.5833327770233154,-1.6666680574417114,-3.9166688919067383,-2.5833308696746826,-1.5833362936973572,2.499997615814209
RL,10,2,0,6,all_end_acc,0.9166666865348816,0.9666664898395538,1.0666662454605103,0.09999975562095642,-2.499999552965166,1.8833337724208814,0.11666685342788696,0.9166666865348816,-0.7666671276092529,-1.0666662454605103,-1.783334016799925,3.4166662395000476
RL,10,2,1,13,first_auc,-0.0409238159656522,-0.006194418668747037,0.018721361458301722,0.02491578012704876,-0.16589713096618652,0.019579991698265076,-0.030214659869670868,-0.04997447431087476,-0.0026196971535679126,0.01017201840877524,0.005335788428783683,0.12497331500053432
RL,10,2,1,13,all_auc,-0.003411654233932193,0.008554608523845708,-0.001130410730838527,-0.009685019254684235,-0.031222814321517856,0.010054299831390612,-0.021835691630840426,-0.011133690178394495,0.004793775379658527,0.007318578958511512,-0.019739319086074847,0.027811160087585662
RL,10,2,1,13,first_end_ce,0.11072206497192383,-0.018800973892211914,0.02568984031677246,0.044490814208984375,0.08086585998535156,-0.002956867218017578,0.03353071212768555,0.05138731002807617,-0.015157461166381836,0.055071115493774414,0.04744768142700195,0.029856204986572266
RL,10,2,1,13,all_end_ce,0.020426464080810725,0.019078063964843572,-0.0009656906127930576,-0.02004375457763663,0.0035185813903808594,0.020021247863769798,-0.034701538085937234,0.0020570278167726386,0.002950763702392667,0.011231660842895508,-0.04006500244140643,0.016907882690429865
RL,10,2,1,13,first_end_acc,4.083332419395447,0.2499997615814209,1.0833323001861572,0.8333325386047363,2.6666656136512756,1.4999985694885254,0.9999990463256836,1.4166668057441711,-0.6666660308837891,2.333332598209381,-0.6666660308837891,1.4166668057441711
RL,10,2,1,13,all_end_acc,0.7166664302349108,0.6666666269302368,0.06666660308838068,-0.6000000238418561,0.06666645407676519,1.4166662096977216,-0.9666669368743896,0.4666663706302643,-0.1666666567325592,0.2833336591720581,-2.0166662335395777,0.6499999761581456
RL,10,2,2,5,first_auc,-0.06448906809091559,0.013066186010837644,0.0039751276373865,-0.009091058373451144,-0.10826929360628146,0.04206073731183979,-0.06448906809091559,-0.06448906809091559,-0.0039751276373865,-0.0039751276373865,-0.051151795685290935,0.04378022551536587
RL,10,2,2,5,all_auc,-0.025487596690654257,-0.004131747186184143,0.024867401123047195,0.028999148309231337,-0.0395476973056792,0.00510048925876605,-0.025487596690654257,-0.025487596690654257,-0.024867401123047195,-0.024867401123047195,0.023898659050465287,0.01406010061502494
RL,10,2,2,5,first_end_ce,-0.051424384117126465,0.05087709426879883,0.048758506774902344,-0.0021185874938964844,-0.07539820671081543,0.09201741218566895,-0.051424384117126465,-0.051424384117126465,-0.048758506774902344,-0.048758506774902344,-0.09413599967956543,0.023973822593688965
RL,10,2,2,5,all_end_ce,-0.035758352279663175,-0.011497259140014648,0.08538715839386013,0.09688441753387478,-0.05214912891387957,0.04036047458648673,-0.035758352279663175,-0.035758352279663175,-0.08538715839386013,-0.08538715839386013,0.05652394294738805,0.016390776634216397
RL,10,2,2,5,first_end_acc,-0.8333355188369751,2.000001072883606,2.8333336114883423,0.8333325386047363,-4.250001907348633,1.8333330750465393,-0.8333355188369751,-0.8333355188369751,-2.8333336114883423,-2.8333336114883423,-1.000000536441803,3.4166663885116577
RL,10,2,2,5,all_end_acc,-1.5500006079673767,0.2166670560836792,2.8333337604999542,2.616666704416275,-2.4500009417533875,1.166665852069853,-1.5500006079673767,-1.5500006079673767,-2.8333337604999542,-2.8333337604999542,1.450000852346422,0.9000003337860107
RL,20,1,0,3,first_auc,0.03506919294595745,0.0004979580640789294,-0.0004851505160332614,-0.0009831085801121908,0.00749123543500918,-0.004250156879424871,0.03506919294595745,0.03506919294595745,0.0004851505160332614,0.0004851505160332614,0.0032670482993126804,0.02757795751094827
RL,20,1,0,3,all_auc,0.006765641868114791,0.013750590085983116,0.01943579375743898,0.005685203671455863,-0.02800875753164256,-0.02054752588272013,0.006765641868114791,0.006765641868114791,-0.01943579375743898,-0.01943579375743898,0.026232729554175993,0.03477439939975735
RL,20,1,0,3,first_end_ce,0.08285212516784668,0.0019915103912353516,-0.012491464614868164,-0.014482975006103516,0.014784574508666992,-0.004256486892700195,0.08285212516784668,0.08285212516784668,0.012491464614868164,0.012491464614868164,-0.01022648811340332,0.06806755065917969
RL,20,1,0,3,all_end_ce,0.00735864639282191,0.015586185455322532,0.032687807083129794,0.017101621627807262,-0.06396770477294922,-0.048151159286498935,0.00735864639282191,0.00735864639282191,-0.032687807083129794,-0.032687807083129794,0.0652527809143062,0.07132635116577113
RL,20,1,0,3,first_end_acc,2.5833331048488617,0.0,-0.5833327770233154,-0.5833327770233154,0.41666626930236816,-0.7500000298023224,2.5833331048488617,2.5833331048488617,0.5833327770233154,0.5833327770233154,0.16666725277900696,2.1666668355464935
RL,20,1,0,3,all_end_acc,-0.283333361148836,0.8833333849906939,0.8833335340023041,1.4901161016211972e-07,-2.6833334565162676,-2.2666668891906756,-0.283333361148836,-0.283333361148836,-0.8833335340023041,-0.8833335340023041,2.2666670382022858,2.4000000953674316
RL,20,1,1,1,first_auc,0.0033225700259205126,-0.004234452545642586,-0.006778638064861564,-0.0025441855192189777,0.025259272754192263,0.017401421070098788,0.0033225700259205126,0.0033225700259205126,0.006778638064861564,0.006778638064861564,-0.019945606589317766,-0.02193670272827175
RL,20,1,1,1,all_auc,0.004983265101909939,-0.001995364725589699,-0.005659147799014885,-0.0036637830734251864,0.004903596043586589,0.0007807019352910061,0.004983265101909939,0.004983265101909939,0.005659147799014885,0.005659147799014885,-0.0044444850087161925,7.966905832335058e-05
RL,20,1,1,1,first_end_ce,0.016174793243408203,-0.02902054786682129,-0.011853694915771484,0.017166852951049805,0.07529234886169434,0.0496213436126709,0.016174793243408203,0.016174793243408203,0.011853694915771484,0.011853694915771484,-0.032454490661621094,-0.05911755561828613
RL,20,1,1,1,all_end_ce,0.010154294967651634,-0.009809827804565519,-0.011224699020385476,-0.0014148712158199572,0.019071435928344815,0.00910143852233869,0.010154294967651634,0.010154294967651634,0.011224699020385476,0.011224699020385476,-0.010516309738158647,-0.008917140960693182
RL,20,1,1,1,first_end_acc,0.4999995231628418,-0.5833327770233154,-0.08333325386047363,0.4999995231628418,2.5000005960464478,1.1666670441627502,0.4999995231628418,0.4999995231628418,0.08333325386047363,0.08333325386047363,-0.6666675209999084,-2.000001072883606
RL,20,1,1,1,all_end_acc,0.28333336114883423,-0.24999991059303284,-0.2833336591720581,-0.03333374857902527,0.7333336770534515,0.25000050663948414,0.28333336114883423,0.28333336114883423,0.2833336591720581,0.2833336591720581,-0.2833342552185094,-0.4500003159046173
RL,20,1,2,4,first_auc,0.04463188350200653,0.0007095128297809339,-0.03033597916364661,-0.031045491993427543,0.016390699148177923,-0.002465899288654594,0.04463188350200653,0.04463188350200653,0.03033597916364661,0.03033597916364661,-0.02857959270477295,0.028241184353828608
RL,20,1,2,4,all_auc,0.015110937058925522,-0.004014699161052793,-0.025788603723049253,-0.02177390456199646,-0.0019354763627053018,-0.005876283943653249,0.015110937058925522,0.015110937058925522,0.025788603723049253,0.025788603723049253,-0.01589762061834321,0.017046413421630824
