cell,seed,window,early,late,t1_online,T_A,tasks,diverged,drop,thr,margin,stage,type
GE,3,0.11838510416,0.11876729167,0.11872499999000001,0.1233270833,1,50,False,4.229167999998673e-05,0.1173956533689158,0.000989450791084201,PARTIAL,LOW_FROM_T1_PARTIAL
GE,4,0.11888677082499996,0.11647833332999999,0.11837125,0.11283125,1,50,False,-0.0018929166700000083,0.1153533652528689,0.0035334055721310542,PARTIAL,LOW_FROM_T1_PARTIAL
GE,5,0.11387708333999999,0.11455291666,0.11366395833000001,0.1094645833,1,50,False,0.0008889583299999948,0.11664239387096004,-0.0027653105309600468,AT_FLOOR,DEAD_FROM_T1
GE,6,0.118225625005,0.1172925,0.11885833334,0.1193375,1,50,False,-0.001565833340000003,0.11820284475016686,2.2780254833140723e-05,PARTIAL,LOW_FROM_T1_PARTIAL
GE,7,0.115842291655,0.11734979166000001,0.11500624999,0.1252270833,1,50,False,0.0023435416700000045,0.11686682733679488,-0.0010245356817948775,AT_FLOOR,DEAD_FROM_T1
GE,8,0.11721604168,0.12083645835000001,0.11806000001000001,0.1461479167,1,50,False,0.002776458339999996,0.11621145638264593,0.0010045852973540603,PARTIAL,LOW_FROM_T1_PARTIAL
GE,9,0.11473760417000001,0.11386104167,0.11298979165,0.1218541667,1,50,False,0.0008712500199999917,0.11707390753524675,-0.0023363033652467474,AT_FLOOR,DEAD_FROM_T1
GG,0,0.11399208334,0.12606645835,0.114815625,0.22126875,1,50,False,0.011250833349999989,0.1162084232080745,-0.002216339868074499,AT_FLOOR,DEAD_FROM_T1
GG,1,0.112319479175,0.11422083333,0.11546229168,0.11726875,1,50,False,-0.001241458350000002,0.11646335617302794,-0.004143876998027943,AT_FLOOR,DEAD_FROM_T1
GG,2,0.11664531250500002,0.11372062498999999,0.119875625,0.1048708333,1,50,False,-0.0061550000100000085,0.12069583430367947,-0.004050521798679457,AT_FLOOR,DEAD_FROM_T1
GG,3,0.11674500000000002,0.11834729167,0.11708687498999999,0.1383541667,1,50,False,0.001260416680000001,0.1173956533689158,-0.0006506533689157878,AT_FLOOR,DEAD_FROM_T1
GG,4,0.11834958333000001,0.11638187499000001,0.11761666666,0.12486875,1,50,False,-0.001234791669999985,0.1153533652528689,0.002996218077131102,PARTIAL,LOW_FROM_T1_PARTIAL
GG,5,0.113396354175,0.11600874998999999,0.11330583335,0.11244375,1,50,False,0.002702916639999997,0.11664239387096004,-0.003246039695960032,AT_FLOOR,DEAD_FROM_T1
GG,6,0.11675552083000003,0.11834833332999999,0.11742749998999999,0.1453875,1,50,False,0.0009208333399999963,0.11820284475016686,-0.001447323920166832,AT_FLOOR,DEAD_FROM_T1
GG,7,0.11450447916500002,0.11903520833,0.11385874999000001,0.1574125,1,50,False,0.005176458339999995,0.11686682733679488,-0.0023623481717948563,AT_FLOOR,DEAD_FROM_T1
GG,8,0.11525333333000001,0.13252458334,0.11581833333,0.2927291667,1,50,False,0.016706250010000007,0.11621145638264593,-0.0009581230526459206,AT_FLOOR,DEAD_FROM_T1
GG,9,0.115758125,0.11370104165999999,0.11429625000000002,0.1154604167,1,50,False,-0.000595208340000028,0.11707390753524675,-0.0013157825352467512,AT_FLOOR,DEAD_FROM_T1
