cell,act1,act2,cond,seed,task,layer,p_pos,d_signed,D_abs,Q,Q_diag,zero_disagree,undefined_ratio,dead_frac,mu_norm,w_row_med,cos_med,zbar_med,zsd_med,a_rms
LL,LR,LR,raw,5,0,2,0.5589166667,0.2611936523,1.890326248,0,0,0,0,0,2.540890297,0.5783807529,0.008178301019,0.0308055561,0.05645556748,0.1436368072
LL,LR,LR,raw,6,0,2,0.51885,0.01928203443,2.032277515,0,0,0,0,0,1.918943528,0.5759819444,0.008946184135,0.005012531299,0.04913340881,0.1054000879
LL,LR,LR,raw,7,0,2,0.5054416667,-0.0005289950281,1.806293322,0,0,0,0,0,1.733293047,0.5726762789,0.001040684057,-0.001715240534,0.04466511309,0.08352732657
LL,LR,LR,raw,8,0,2,0.4446583333,-0.3124114559,1.690343956,0,0,0,0,0,1.799265826,0.578964437,-0.01881581053,-0.02117679641,0.05057017133,0.07161217971
LL,LR,LR,raw,9,0,2,0.5579166667,0.3245475895,1.936096923,0,0,0,0,0,2.012104234,0.5739125161,0.01010875087,0.02033948712,0.05222590268,0.115108036
LL,LR,LR,raw,0,1,1,0.241775,-0.961208187,1.119027319,0,0,0,0,0,25.93165051,7.085917415,-0.04213695522,-7.200691223,8.365796089,4.436858244
LL,LR,LR,raw,1,1,1,0.2327583333,-1.019056193,1.110688419,0,0,0,0,0,26.50609445,6.840171853,-0.04642934119,-7.861937046,8.515928268,4.302217986
LL,LR,LR,raw,2,1,1,0.2444,-0.8954475941,1.001407609,0,0,0,0,0,26.50814712,7.283602908,-0.04016510809,-8.009284973,8.836945534,4.355346318
LL,LR,LR,raw,3,1,1,0.2269,-1.016994734,1.102326745,0,0,0,0,0,26.12548909,7.658415117,-0.04559506556,-8.85310936,9.989048958,4.676925511
LL,LR,LR,raw,4,1,1,0.1944833333,-1.081053724,1.097798628,0,0,0,0,0,25.98622694,8.092976857,-0.04519498153,-9.424349785,9.59150219,4.369363222
LL,LR,LR,raw,5,1,1,0.306675,-0.8452320181,1.048640097,0,0,0,0,0,26.35320991,6.641646396,-0.02652421393,-4.833799839,8.671323776,4.919580239
LL,LR,LR,raw,6,1,1,0.2152416667,-1.078431392,1.133888486,0,0,0,0,0,26.11247655,7.467834366,-0.0519020153,-9.569662094,9.482913971,4.326125562
LL,LR,LR,raw,7,1,1,0.267125,-0.8700377679,1.017266404,0,0,0,0,0,26.04160156,6.841578264,-0.03246332637,-6.147783756,8.337693214,4.599308548
LL,LR,LR,raw,8,1,1,0.2753166667,-0.8909015587,1.044616111,0,0,0,0,0,26.39409369,7.07765122,-0.03457322554,-5.733442307,9.173765182,4.819342128
LL,LR,LR,raw,9,1,1,0.2799083333,-0.8525933947,1.000492956,0,0,0,0,0,26.26440303,6.915173949,-0.03311371238,-5.553555489,8.888335228,4.754679789
LL,LR,LR,raw,0,1,2,0.392575,-0.2378455624,0.3120770307,0,0,0,0,0,24.47478616,1.551760289,-0.03974157211,-1.470890641,8.211839676,5.297407534
LL,LR,LR,raw,1,1,2,0.3965416667,-0.2290106005,0.339280717,0,0,0,0,0,22.20828887,1.547009917,-0.04379238959,-1.593576908,7.820723534,5.2700461
LL,LR,LR,raw,2,1,2,0.4436083333,-0.09468327361,0.2562805063,0,0,0,0,0,20.91882253,1.594605171,-0.02681120792,-0.9578940868,8.015852928,5.833968107
LL,LR,LR,raw,3,1,2,0.39515,-0.2087978304,0.3144187277,0,0,0,0,0,22.3258692,1.659694818,-0.05464103343,-1.979293227,9.378476143,6.365034757
LL,LR,LR,raw,4,1,2,0.3433,-0.3360673718,0.3636939139,0,0,0,0,0,18.10788122,1.710611202,-0.1038778328,-3.396332979,9.216423988,5.872234838
LL,LR,LR,raw,5,1,2,0.4756,-0.01613197678,0.2820667238,0,0,0,0,0,27.35305239,1.507428908,-0.003972853819,-0.151807487,8.044177055,6.244292367
LL,LR,LR,raw,6,1,2,0.3677083333,-0.2825830283,0.3464714258,0,0,0,0,0,20.41103566,1.608819991,-0.08473599483,-2.741517067,8.650083542,5.531013152
LL,LR,LR,raw,7,1,2,0.4294666667,-0.1349905639,0.2966337343,0,0,0,0,0,25.60845238,1.539722914,-0.03149096531,-1.318172693,8.071371078,5.877571293
LL,LR,LR,raw,8,1,2,0.4455916667,-0.08549388031,0.281187906,0,0,0,0,0,25.77555445,1.554312497,-0.03147681036,-1.289208651,8.68928051,6.333966575
LL,LR,LR,raw,9,1,2,0.429675,-0.1304999853,0.3074455094,0,0,0,0,0,24.04795339,1.551285642,-0.02972418994,-1.158334732,8.851184845,6.297568432
LL,LR,LR,raw,0,2,1,0.142725,-1.29463024,1.334377082,0,0,0,0,0,25.93165051,10.99108246,-0.05468118481,-16.09525681,12.02357674,4.750447507
LL,LR,LR,raw,1,2,1,0.1601083333,-1.28329915,1.338331035,0,0,0,0,0,26.50609445,10.20060445,-0.05266159126,-14.89236069,11.64220333,4.800045178
LL,LR,LR,raw,2,2,1,0.1129583333,-1.489185038,1.489185038,0,0,0,0,0,26.50814712,11.4328882,-0.06648269549,-20.05780029,12.54210091,4.505009216
LL,LR,LR,raw,3,2,1,0.11515,-1.469313116,1.483315384,0,0,0,0,0,26.12548909,11.56730254,-0.06469272192,-18.98071671,13.49484539,4.710324621
LL,LR,LR,raw,4,2,1,0.10985,-1.531414977,1.541541073,0,0,0,0,0,25.98622694,11.86150405,-0.06998746361,-22.36413383,13.12720585,4.656944745
LL,LR,LR,raw,5,2,1,0.1126416667,-1.65390765,1.698693821,0,0,0,0,0,26.35320991,10.51436475,-0.07761841573,-19.38626099,12.42465401,4.684575662
LL,LR,LR,raw,6,2,1,0.1422916667,-1.36856889,1.383186122,0,0,0,0,0,26.11247655,11.07752113,-0.05972178269,-17.5298214,12.53131104,4.929047603
LL,LR,LR,raw,7,2,1,0.1434083333,-1.331419217,1.374575508,0,0,0,0,0,26.04160156,10.7045731,-0.06073389655,-17.16638947,12.01480103,4.613557659
LL,LR,LR,raw,8,2,1,0.13965,-1.303119189,1.308337776,0,0,0,0,0,26.39409369,10.76216419,-0.05929555046,-15.81596565,12.20713711,4.598226906
LL,LR,LR,raw,9,2,1,0.1668833333,-1.258509692,1.338271442,0,0,0,0,0,26.26440303,10.29139396,-0.0561311731,-15.38320637,11.94849873,4.863466065
LL,LR,LR,raw,0,2,2,0.2066666667,-0.7846339242,0.7866121977,0,0,0,0,0,23.76154183,2.258922397,-0.1711561906,-8.840353966,11.13640308,5.233312908
LL,LR,LR,raw,1,2,2,0.2409333333,-0.6885317726,0.6918863554,0,0,0,0,0,25.45334711,2.137265044,-0.1253464081,-6.803700447,10.03759003,5.108709431
LL,LR,LR,raw,2,2,2,0.17895,-0.8796375261,0.8796375261,0,0,0,0,0,22.67289594,2.338241894,-0.1754218971,-9.027258873,10.91502476,4.737080474
LL,LR,LR,raw,3,2,2,0.1618666667,-0.9851743613,0.9858033141,0,0,0,0,0,24.39765721,2.348762493,-0.1868037565,-11.07482624,11.68955898,4.971580419
LL,LR,LR,raw,4,2,2,0.1409333333,-1.071477619,1.071477619,0,0,0,0,0,24.36786868,2.468622393,-0.2149905579,-12.80452347,12.09752846,4.594489
LL,LR,LR,raw,5,2,2,0.1049583333,-1.27570167,1.27570167,0,0,0,0,0,28.94089481,2.156996849,-0.1928724627,-11.78731918,9.975498199,3.456819808
LL,LR,LR,raw,6,2,2,0.2010666667,-0.8376724776,0.8508902405,0,0,0,0,0,24.75667964,2.284463839,-0.1805223573,-9.702075005,11.67463398,5.383168413
LL,LR,LR,raw,7,2,2,0.2077916667,-0.7915893708,0.8025508558,0,0,0,0,0,23.80401385,2.230023415,-0.15469078,-8.305190086,10.48169899,4.938378804
LL,LR,LR,raw,8,2,2,0.20395,-0.7951198297,0.7951198297,0,0,0,0,0,20.87348896,2.230659557,-0.187631464,-8.766795158,10.84088993,4.938371327
LL,LR,LR,raw,9,2,2,0.2545083333,-0.6246655395,0.6434692074,0,0,0,0,0,26.42291074,2.135606023,-0.1201932868,-6.763074875,10.43197918,5.460157731
LL,LR,LR,raw,0,3,1,0.07970833333,-1.727196892,1.775641468,0,0,0,0,0,25.93165051,13.90850161,-0.07473093134,-26.66537476,14.00028515,4.590361186
LL,LR,LR,raw,1,3,1,0.08195,-1.650429727,1.671751483,0,0,0,0,0,26.50609445,13.30595509,-0.06570584967,-23.01357079,12.87174702,4.162222136
LL,LR,LR,raw,2,3,1,0.05113333333,-1.804503273,1.804503273,0,0,0,0,0,26.50814712,14.21251427,-0.06730844929,-25.09265518,14.18105316,3.952521728
LL,LR,LR,raw,3,3,1,0.05993333333,-1.813948317,1.814622885,0,0,0,0,0,26.12548909,14.40778328,-0.07382567808,-28.04209709,14.84511471,4.283622427
LL,LR,LR,raw,4,3,1,0.04849166667,-1.840215353,1.840215353,0,0,0,0,0,25.98622694,14.7302946,-0.06697600759,-26.29542732,14.16707993,3.966475384
LL,LR,LR,raw,5,3,1,0.07265833333,-1.707572342,1.72762322,0,0,0,0,0,26.35320991,13.43930816,-0.06803070555,-24.47427559,13.62635708,4.316928597
LL,LR,LR,raw,6,3,1,0.05850833333,-1.793228666,1.811501857,0,0,0,0,0,26.11247655,14.15291004,-0.07087577217,-26.17892075,13.80063248,4.245794165
LL,LR,LR,raw,7,3,1,0.06199166667,-1.840368152,1.862988647,0,0,0,0,0,26.04160156,13.50141383,-0.07340028847,-25.95688629,13.28201771,4.210417026
LL,LR,LR,raw,8,3,1,0.06720833333,-1.71827968,1.740372884,0,0,0,0,0,26.39409369,13.69657438,-0.06670179646,-24.59241676,13.52986717,4.271006969
LL,LR,LR,raw,9,3,1,0.08328333333,-1.765148358,1.81005103,0,0,0,0,0,26.26440303,13.33751843,-0.07415204365,-25.07291603,13.80012321,4.532778754
LL,LR,LR,raw,0,3,2,0.1075,-1.295233736,1.295463978,0,0,0,0,0,30.22508787,2.884576658,-0.1755634059,-14.97691441,11.40275478,4.303259044
LL,LR,LR,raw,1,3,2,0.1634166667,-1.017830023,1.018849248,0,0,0,0,0,24.95249913,2.709311115,-0.1604634452,-10.63374043,9.951124191,4.262344326
LL,LR,LR,raw,2,3,2,0.126475,-1.239155316,1.239911434,0,0,0,0,0,25.4950356,2.887001266,-0.1827798711,-13.68328953,10.17041874,4.096301332
LL,LR,LR,raw,3,3,2,0.09585833333,-1.4371462,1.4371462,0,0,0,0,0,28.33206062,2.947847562,-0.1954028457,-16.53977203,10.90685844,4.067641439
LL,LR,LR,raw,4,3,2,0.09664166667,-1.417277288,1.417446869,0,0,0,0,0,26.49070286,3.129037674,-0.1888471785,-15.19276047,10.47248936,3.736961177
LL,LR,LR,raw,5,3,2,0.1168333333,-1.272012546,1.272012546,0,0,0,0,0,27.44715289,2.714840186,-0.1834416742,-13.67213535,10.19089317,3.988096592
LL,LR,LR,raw,6,3,2,0.10715,-1.352594646,1.352676296,0,0,0,0,0,28.27126528,2.901491569,-0.1846962799,-15.46069336,10.33233929,3.784949594
LL,LR,LR,raw,7,3,2,0.1148833333,-1.311474584,1.311474584,0,0,0,0,0,28.5928851,2.764525985,-0.161169113,-13.1895237,9.613087654,3.642807006
LL,LR,LR,raw,8,3,2,0.1197583333,-1.231245482,1.232142137,0,0,0,0,0,26.90311822,2.786040203,-0.1844362933,-13.88816452,10.20220089,4.017287467
LL,LR,LR,raw,9,3,2,0.112575,-1.352545741,1.355807244,0,0,0,0,0,31.24638537,2.714737373,-0.1669384509,-14.49740601,10.0282259,3.753399745
LL,LR,LR,raw,0,4,1,0.05028333333,-2.070446031,2.134597145,0,0,0,0,0,25.93165051,15.86113667,-0.07862910273,-31.80649185,13.97777653,4.53920988
LL,LR,LR,raw,1,4,1,0.034425,-2.029795264,2.029795264,0,0,0,0,0,26.50609445,15.49831827,-0.07438566607,-30.55349922,14.60377502,3.993753077
LL,LR,LR,raw,2,4,1,0.03215,-2.015886128,2.015886128,0,0,0,0,0,26.50814712,16.19532144,-0.06811685124,-28.88561249,13.80095577,3.863214659
LL,LR,LR,raw,3,4,1,0.033625,-2.014729546,2.014729546,0,0,0,0,0,26.12548909,16.30562284,-0.0686394028,-29.70717239,14.34428883,3.951381117
LL,LR,LR,raw,4,4,1,0.0306,-2.099520287,2.099520287,0,0,0,0,0,25.98622694,16.41687151,-0.06900112057,-29.15650749,13.89596558,3.887840634
LL,LR,LR,raw,5,4,1,0.046675,-1.928756394,1.937282474,0,0,0,0,0,26.35320991,15.6736942,-0.06995578894,-28.51735687,13.94874668,4.034129958
LL,LR,LR,raw,6,4,1,0.04991666667,-1.990202859,1.99832463,0,0,0,0,0,26.11247655,15.92559136,-0.07391199453,-30.8495121,14.32805824,4.317514873
LL,LR,LR,raw,7,4,1,0.05096666667,-1.832809159,1.854822884,0,0,0,0,0,26.04160156,15.55081728,-0.06260957903,-25.70914078,13.93805885,4.000232125
LL,LR,LR,raw,8,4,1,0.03870833333,-2.045010299,2.081502406,0,0,0,0,0,26.39409369,15.78233141,-0.07358617406,-30.6422596,13.93671036,4.384614816
LL,LR,LR,raw,9,4,1,0.0403,-1.981440819,2.003730215,0,0,0,0,0,26.26440303,15.55557408,-0.07548226833,-31.69649124,14.72958755,4.175289657
LL,LR,LR,raw,0,4,2,0.03875,-1.96629334,1.96629334,0,0,0,0,0,36.51201426,3.256621534,-0.1697466114,-20.52653313,9.94852829,3.066412411
LL,LR,LR,raw,1,4,2,0.0861,-1.617313158,1.619754278,0,0,0,0,0,30.53624838,3.052805562,-0.1584508383,-15.92980862,9.253927231,3.291516102
LL,LR,LR,raw,2,4,2,0.06235833333,-1.746550382,1.746550382,0,0,0,0,0,29.0003735,3.245920427,-0.1886566927,-17.54953194,9.473753929,3.184832775
LL,LR,LR,raw,3,4,2,0.07584166667,-1.612724884,1.612724884,0,0,0,0,0,29.58176828,3.314815302,-0.1633139444,-16.41612434,9.412186623,3.35128595
LL,LR,LR,raw,4,4,2,0.064225,-1.711157005,1.711157005,0,0,0,0,0,30.40909035,3.400872616,-0.1602629725,-16.7251339,9.12983799,3.053615992
LL,LR,LR,raw,5,4,2,0.08768333333,-1.539733827,1.540236317,0,0,0,0,0,28.7091287,3.138083811,-0.1714683728,-15.63851929,9.344209671,3.406015006
LL,LR,LR,raw,6,4,2,0.07146666667,-1.614271701,1.614271701,0,0,0,0,0,32.25752492,3.25487984,-0.1581573655,-17.17138481,10.25496387,3.309748204
LL,LR,LR,raw,7,4,2,0.109725,-1.332815049,1.337241234,0,0,0,0,0,27.5473561,3.138264152,-0.1668105992,-14.48216152,10.0047636,3.741927255
LL,LR,LR,raw,8,4,2,0.07065,-1.731687706,1.731687706,0,0,0,0,0,35.2353406,3.125513572,-0.1550249996,-17.57150841,9.215302467,3.124160364
LL,LR,LR,raw,9,4,2,0.06280833333,-1.685997281,1.685997281,0,0,0,0,0,31.47149888,3.149613405,-0.172640793,-17.34033585,9.705980301,3.248639366
LL,LR,LR,raw,0,5,1,0.04108333333,-2.084168791,2.121927363,0,0,0,0,0,25.93165051,17.28797825,-0.0657604491,-29.47319412,13.26864529,4.132265737
LL,LR,LR,raw,1,5,1,0.03185833333,-2.047432243,2.047432243,0,0,0,0,0,26.50609445,17.15041866,-0.06649945445,-30.41919327,14.46939659,4.038125787
LL,LR,LR,raw,2,5,1,0.0225,-2.160562007,2.160562007,0,0,0,0,0,26.50814712,17.51936271,-0.06386100848,-29.31583977,13.44612408,3.740313125
LL,LR,LR,raw,3,5,1,0.03429166667,-2.034091001,2.034091001,0,0,0,0,0,26.12548909,17.61066721,-0.06331298617,-29.22226906,13.83904076,3.869348891
LL,LR,LR,raw,4,5,1,0.02535,-2.133583875,2.133583875,0,0,0,0,0,25.98622694,17.64713438,-0.06245591878,-28.55376625,13.43431568,3.769396889
LL,LR,LR,raw,5,5,1,0.03395,-2.068549617,2.068549617,0,0,0,0,0,26.35320991,17.07399919,-0.06793658574,-30.32824707,14.20656013,3.994771752
LL,LR,LR,raw,6,5,1,0.032075,-2.002303365,2.002303365,0,0,0,0,0,26.11247655,17.32433533,-0.06275079737,-28.20568466,13.98373985,3.859533066
LL,LR,LR,raw,7,5,1,0.02940833333,-2.080219079,2.080219079,0,0,0,0,0,26.04160156,17.0142137,-0.06496533917,-29.38442039,13.66298294,3.932236584
LL,LR,LR,raw,8,5,1,0.03259166667,-2.074031854,2.080440065,0,0,0,0,0,26.39409369,17.30481042,-0.06642645953,-30.29058075,13.70556736,3.898113276
LL,LR,LR,raw,9,5,1,0.03068333333,-2.011996171,2.011996171,0,0,0,0,0,26.26440303,17.05365861,-0.06275262885,-28.93683052,13.86715412,3.826041097
LL,LR,LR,raw,0,5,2,0.06391666667,-1.731561703,1.734193089,0,0,0,0,0,32.85995462,3.412298934,-0.1527295327,-17.24199104,9.106758118,3.096009388
LL,LR,LR,raw,1,5,2,0.077425,-1.642619709,1.642619709,0,0,0,0,0,31.08545436,3.374506336,-0.1653321832,-17.89546013,10.03700066,3.380393999
LL,LR,LR,raw,2,5,2,0.04278333333,-2.018582234,2.018582234,0,0,0,0,0,30.04722231,3.468819847,-0.1720603125,-18.02329445,8.351774216,2.792805375
LL,LR,LR,raw,3,5,2,0.083425,-1.56061265,1.56061265,0,0,0,0,0,29.68385798,3.437674904,-0.1504501281,-15.46580124,9.340455055,3.325861595
LL,LR,LR,raw,4,5,2,0.06298333333,-1.771717247,1.772000412,0,0,0,0,0,30.07671116,3.512674651,-0.1543045256,-16.38585663,8.679513931,2.943017768
LL,LR,LR,raw,5,5,2,0.056825,-1.760925645,1.760925645,0,0,0,0,0,30.85602473,3.354492365,-0.1622238695,-17.24163055,9.407400131,3.024087701
LL,LR,LR,raw,6,5,2,0.084075,-1.516731022,1.516731022,0,0,0,0,0,28.8631613,3.43890671,-0.1588243338,-15.5057869,9.618784904,3.467683436
LL,LR,LR,raw,7,5,2,0.07716666667,-1.622560191,1.622560191,0,0,0,0,0,30.03538891,3.401378266,-0.1522863853,-15.70044327,9.507012367,3.178520164
LL,LR,LR,raw,8,5,2,0.06549166667,-1.72566061,1.72566061,0,0,0,0,0,30.6111486,3.342223844,-0.1627603856,-16.70944977,8.977502823,3.027981199
LL,LR,LR,raw,9,5,2,0.07370833333,-1.634191823,1.634845734,0,0,0,0,0,29.63270765,3.362260146,-0.1564833131,-16.16074181,9.071006775,3.08284906
LL,LR,LR,raw,0,6,1,0.037125,-2.050222074,2.066699814,0,0,0,0,0,25.93165051,18.3316623,-0.05687807023,-26.78162766,13.25653362,3.861628031
LL,LR,LR,raw,1,6,1,0.02903333333,-2.107004418,2.107004418,0,0,0,0,0,26.50609445,18.32482386,-0.06592638752,-32.23783112,14.72072029,4.015499126
LL,LR,LR,raw,2,6,1,0.02864166667,-2.152435296,2.152435296,0,0,0,0,0,26.50814712,18.64548579,-0.06125583898,-30.26336288,13.83509541,3.87794615
LL,LR,LR,raw,3,6,1,0.02208333333,-2.16938818,2.16938818,0,0,0,0,0,26.12548909,19.00272245,-0.05970938315,-29.74784851,13.36658382,3.776134389
LL,LR,LR,raw,4,6,1,0.029225,-2.095414291,2.095414291,0,0,0,0,0,25.98622694,18.84191532,-0.06229016802,-30.09810638,13.74306011,3.885176178
LL,LR,LR,raw,5,6,1,0.03169166667,-2.015851365,2.015851365,0,0,0,0,0,26.35320991,18.28600512,-0.05533343833,-27.18485069,13.65070438,3.766664817
LL,LR,LR,raw,6,6,1,0.02839166667,-2.07576966,2.07576966,0,0,0,0,0,26.11247655,18.49910665,-0.05856692786,-27.89141273,13.89626694,3.790970856
LL,LR,LR,raw,7,6,1,0.02953333333,-2.127578143,2.127578143,0,0,0,0,0,26.04160156,18.26359617,-0.05969409223,-29.09808731,13.9655714,3.884942503
LL,LR,LR,raw,8,6,1,0.031425,-2.046680785,2.046680785,0,0,0,0,0,26.39409369,18.54313004,-0.05886721871,-29.11752701,14.2920475,3.897745614
LL,LR,LR,raw,9,6,1,0.02980833333,-2.050604426,2.050604426,0,0,0,0,0,26.26440303,18.20921368,-0.06208037972,-29.51478004,14.03661251,3.811394095
LL,LR,LR,raw,0,6,2,0.06463333333,-1.75261497,1.75261497,0,0,0,0,0,29.98191442,3.522156583,-0.167464608,-17.96624947,9.410761833,3.082863877
LL,LR,LR,raw,1,6,2,0.07489166667,-1.623407662,1.623407662,0,0,0,0,0,31.25694332,3.463928442,-0.138757895,-15.52369499,9.532902718,3.294216363
LL,LR,LR,raw,2,6,2,0.06399166667,-1.773727299,1.773727299,0,0,0,0,0,30.55391898,3.60178938,-0.1558573893,-17.24165916,9.401341438,3.081315404
LL,LR,LR,raw,3,6,2,0.04931666667,-1.915325675,1.915325675,0,0,0,0,0,30.89054566,3.641647657,-0.1564531662,-17.2571125,8.732542992,3.001357806
LL,LR,LR,raw,4,6,2,0.05651666667,-1.861713444,1.861713444,0,0,0,0,0,30.32704518,3.574950772,-0.1717322011,-18.6199131,9.458248138,3.099293845
LL,LR,LR,raw,5,6,2,0.05876666667,-1.794617591,1.794617591,0,0,0,0,0,28.47516458,3.507174441,-0.1737024599,-17.59866905,9.294174194,3.007531049
LL,LR,LR,raw,6,6,2,0.08068333333,-1.594159354,1.595359196,0,0,0,0,0,29.70294358,3.571359564,-0.1373813236,-15.12821674,8.966448784,3.138237105
LL,LR,LR,raw,7,6,2,0.04535,-1.934038734,1.934038734,0,0,0,0,0,30.47359869,3.577719255,-0.175245988,-18.87599373,9.417328835,3.007553579
LL,LR,LR,raw,8,6,2,0.053825,-1.833366042,1.833366042,0,0,0,0,0,29.84877749,3.524726788,-0.1806305525,-19.64431763,9.871864319,3.177714581
LL,LR,LR,raw,9,6,2,0.06728333333,-1.725225747,1.729854775,0,0,0,0,0,29.54511702,3.463515062,-0.1638471125,-16.83774376,9.329306602,3.167518032
LL,LR,LR,raw,0,7,1,0.0246,-2.188111317,2.188111317,0,0,0,0,0,25.93165051,19.39451168,-0.06352319958,-31.89048195,13.65061092,3.943894997
LL,LR,LR,raw,1,7,1,0.02026666667,-2.216763739,2.216763739,0,0,0,0,0,26.50609445,19.49906168,-0.06054863642,-31.90095139,14.33940983,3.936032793
LL,LR,LR,raw,2,7,1,0.0235,-2.165780991,2.165780991,0,0,0,0,0,26.50814712,19.76497849,-0.05897431042,-30.49340248,13.79807568,3.8187814
LL,LR,LR,raw,3,7,1,0.02891666667,-2.060798646,2.060798646,0,0,0,0,0,26.12548909,19.88759775,-0.05316694699,-27.80266953,13.56166553,3.698970809
LL,LR,LR,raw,4,7,1,0.02519166667,-2.17456002,2.17456002,0,0,0,0,0,25.98622694,19.91395589,-0.06004815904,-30.02693367,13.7260294,3.847460558
LL,LR,LR,raw,5,7,1,0.02528333333,-2.168435547,2.168435547,0,0,0,0,0,26.35320991,19.38496613,-0.05795574996,-29.11293602,13.78181934,3.884364627
LL,LR,LR,raw,6,7,1,0.02861666667,-2.096165335,2.096165335,0,0,0,0,0,26.11247655,19.55981863,-0.05951051878,-30.24853897,13.76713467,3.8081578
LL,LR,LR,raw,7,7,1,0.02616666667,-2.110106351,2.110106351,0,0,0,0,0,26.04160156,19.24003673,-0.05668251551,-29.46014977,13.52278805,3.696198649
LL,LR,LR,raw,8,7,1,0.02739166667,-2.088965147,2.088965147,0,0,0,0,0,26.39409369,19.7026735,-0.05664032237,-29.28442192,14.33298302,3.952453404
LL,LR,LR,raw,9,7,1,0.03303333333,-2.057551917,2.057551917,0,0,0,0,0,26.26440303,19.3723357,-0.05760140863,-29.49246788,14.09690094,3.912291017
LL,LR,LR,raw,0,7,2,0.05410833333,-1.881347777,1.881347777,0,0,0,0,0,32.06070565,3.581161521,-0.1653924314,-18.69918442,9.381879807,3.072276344
LL,LR,LR,raw,1,7,2,0.03616666667,-2.095905833,2.095905833,0,0,0,0,0,32.77480721,3.614039184,-0.1629933777,-20.07024384,9.080080986,2.841974323
LL,LR,LR,raw,2,7,2,0.053375,-1.892395045,1.892395045,0,0,0,0,0,30.72063826,3.687322405,-0.1597059793,-18.73251915,9.099802017,3.132224178
LL,LR,LR,raw,3,7,2,0.07506666667,-1.662458749,1.663942488,0,0,0,0,0,28.51892672,3.674658617,-0.1620740139,-17.50919342,9.211386681,3.262774934
LL,LR,LR,raw,4,7,2,0.05398333333,-1.828555032,1.828555032,0,0,0,0,0,30.91811748,3.702985418,-0.1525682546,-17.47096825,9.266305923,2.954049635
LL,LR,LR,raw,5,7,2,0.05580833333,-1.848528236,1.848528236,0,0,0,0,0,31.44460188,3.573567659,-0.1521040178,-17.27443504,8.996919632,2.990617123
LL,LR,LR,raw,6,7,2,0.06094166667,-1.743856147,1.743856147,0,0,0,0,0,29.68827969,3.671999217,-0.1587490785,-16.983078,9.08310318,3.079413586
LL,LR,LR,raw,7,7,2,0.0764,-1.622018391,1.622018391,0,0,0,0,0,28.87785554,3.580439408,-0.1400955007,-15.47595596,9.003053665,3.077213599
