feature,aux,a,c,seed,n,ba,auc,spearman_erosion
qabs,1.0,0.10000000149011612,-0.5,5.0,47831,0.49973685270879,0.512195506620127,0.07970486079483818
qabs,1.0,0.10000000149011612,-0.5,6.0,47893,0.5049894984700892,0.5228290464590976,0.1047520114121497
qabs,1.0,0.10000000149011612,-0.5,7.0,47872,0.4988412665111645,0.5145760179486473,0.08851564795253322
qabs,1.0,0.10000000149011612,-0.5,8.0,47817,0.49985448378768427,0.518455991210789,0.09749450949883395
qabs,1.0,0.10000000149011612,-0.5,9.0,47897,0.49416028060221234,0.5104421548454121,0.08756148364760849
qabs,1.0,0.10000000149011612,0.0,5.0,47999,0.49178705880984397,0.5067009989481498,0.07184040704008822
qabs,1.0,0.10000000149011612,0.0,6.0,47995,0.49042282063024834,0.5095241641220821,0.07564288859726438
qabs,1.0,0.10000000149011612,0.0,7.0,47998,0.49022244825681294,0.5079717694822801,0.09119064692029981
qabs,1.0,0.10000000149011612,0.0,8.0,47996,0.4899127111090165,0.5068367454722172,0.0826203973481041
qabs,1.0,0.10000000149011612,0.0,9.0,47994,0.4927264022760378,0.5116716054845176,0.0874262621172675
qabs,1.0,0.10000000149011612,0.5,5.0,47996,0.4984929019727128,0.49698568571937674,0.08228540458652765
qabs,1.0,0.10000000149011612,0.5,6.0,47997,0.49910383138261055,0.5022452675270149,0.0934392832300385
qabs,1.0,0.10000000149011612,0.5,7.0,47997,0.49957873805962727,0.5046216192901448,0.09129801156616714
qabs,1.0,0.10000000149011612,0.5,8.0,47998,0.4991760911800838,0.5018187794753777,0.08999400603820823
qabs,1.0,0.10000000149011612,0.5,9.0,47998,0.49907322814297556,0.5062037727107116,0.09461670298748881
qpos,0.0,0.3499999940395355,0.0,5.0,47998,0.5194713680017955,0.5170599663240528,0.07353834585834246
qpos,0.0,0.3499999940395355,0.0,6.0,48000,0.5261626229854142,0.528333918401649,0.09248363743313423
qpos,0.0,0.3499999940395355,0.0,7.0,48000,0.5373293927965741,0.5410392773385335,0.11143215938176451
qpos,0.0,0.3499999940395355,0.0,8.0,47999,0.5272238133089857,0.5263432336999757,0.0877302507763024
qpos,0.0,0.3499999940395355,0.0,9.0,47999,0.5230613762347937,0.521075796518977,0.08286278146254762
qpos,0.0,0.4000000059604645,0.0,5.0,48000,0.5249387233144338,0.5245508932432276,0.08864130381931934
qpos,0.0,0.4000000059604645,0.0,6.0,47999,0.5318252662849449,0.5353270859020901,0.09867867278794576
qpos,0.0,0.4000000059604645,0.0,7.0,48000,0.5392504150652941,0.5474914250947608,0.1313223248152938
qpos,0.0,0.4000000059604645,0.0,8.0,48000,0.5222477355273657,0.5199480298235772,0.0783146940559235
qpos,0.0,0.4000000059604645,0.0,9.0,48000,0.5220949134316,0.516287692105923,0.07884959678039934
qpos,0.0,0.44999998807907104,0.0,5.0,48000,0.5264646727299988,0.5268036254528667,0.0992375160681265
qpos,0.0,0.44999998807907104,0.0,6.0,48000,0.5222330411037654,0.5227637521557918,0.09896151762007638
qpos,0.0,0.44999998807907104,0.0,7.0,48000,0.536370074181779,0.5449932424124112,0.14721161159872587
qpos,0.0,0.44999998807907104,0.0,8.0,48000,0.5253784876495744,0.5345380408573539,0.12755064652696382
qpos,0.0,0.44999998807907104,0.0,9.0,48000,0.5291350715046211,0.5300123928965959,0.1125341629377424
qpos,0.0,0.550000011920929,0.0,5.0,48000,0.5315298102093877,0.5435074752178047,0.16770144568286208
qpos,0.0,0.550000011920929,0.0,6.0,47999,0.5275332856846021,0.5427249004530851,0.17399151529297327
qpos,0.0,0.550000011920929,0.0,7.0,48000,0.5318663296323022,0.5460294615678736,0.17503631827645838
qpos,0.0,0.550000011920929,0.0,8.0,48000,0.5301884946727063,0.543791205026572,0.18035984523816007
qpos,0.0,0.550000011920929,0.0,9.0,48000,0.5357213697552083,0.5498707639703005,0.17493676634399496
qpos,0.0,0.6000000238418579,0.0,5.0,48000,0.5328160025243531,0.549161538767507,0.18845687144866127
qpos,0.0,0.6000000238418579,0.0,6.0,48000,0.5353358466237865,0.5547063592990464,0.19686666940078673
qpos,0.0,0.6000000238418579,0.0,7.0,48000,0.5328599777477603,0.5508964743387768,0.1876721496060326
qpos,0.0,0.6000000238418579,0.0,8.0,48000,0.5350697397138638,0.5506465818580676,0.1895310136631695
qpos,0.0,0.6000000238418579,0.0,9.0,48000,0.5388230509155327,0.5584130184309295,0.1867401956992297
qpos,0.0,0.6499999761581421,0.0,5.0,48000,0.5325256382073656,0.5519766812374421,0.19260343539264152
qpos,0.0,0.6499999761581421,0.0,6.0,48000,0.5348474713184895,0.5579389243834427,0.19554593531652453
qpos,0.0,0.6499999761581421,0.0,7.0,48000,0.5292161510164669,0.5461065359572246,0.1825382617645328
qpos,0.0,0.6499999761581421,0.0,8.0,48000,0.528735174992482,0.5500611318487305,0.19240191542265397
qpos,0.0,0.6499999761581421,0.0,9.0,48000,0.5353911068839764,0.55795643030199,0.18774691067836002
qpos,0.0,0.800000011920929,0.0,5.0,48000,0.5329076152738697,0.5465496173297932,0.22425004904892942
qpos,0.0,0.800000011920929,0.0,6.0,48000,0.5348802474065617,0.5480779231857354,0.21660263077584746
qpos,0.0,0.800000011920929,0.0,7.0,48000,0.5347965524974119,0.5512800616649026,0.22115143295287304
qpos,0.0,0.800000011920929,0.0,8.0,48000,0.5372799426245601,0.5497058099292321,0.2179972605978983
qpos,0.0,0.800000011920929,0.0,9.0,48000,0.5329895304523862,0.5464787222556832,0.21240704154328707
qpos,1.0,0.10000000149011612,-0.5,5.0,47831,0.5009831995135056,0.5082537972178108,0.06442985598781995
qpos,1.0,0.10000000149011612,-0.5,6.0,47893,0.5092906373165408,0.519515225426906,0.07762659144419884
qpos,1.0,0.10000000149011612,-0.5,7.0,47872,0.5016111094374117,0.5141478369114574,0.0715775128761495
qpos,1.0,0.10000000149011612,-0.5,8.0,47817,0.5005026844222381,0.5080888114540583,0.06624176391310861
qpos,1.0,0.10000000149011612,-0.5,9.0,47897,0.4961819828216919,0.5057886156283602,0.05330795155119349
qpos,1.0,0.10000000149011612,0.0,5.0,47999,0.5042048661600846,0.5020156241104848,0.04657945629917612
qpos,1.0,0.10000000149011612,0.0,6.0,47995,0.5065573918952626,0.5072131023240981,0.05579820950784289
qpos,1.0,0.10000000149011612,0.0,7.0,47998,0.5089243529489182,0.5086265290166846,0.07453334578752334
qpos,1.0,0.10000000149011612,0.0,8.0,47996,0.5031987798675185,0.50297691219999,0.05722716530737854
qpos,1.0,0.10000000149011612,0.0,9.0,47994,0.5070227436376343,0.5072941843724558,0.05846318005122638
qpos,1.0,0.10000000149011612,0.5,5.0,47996,0.4985720181387698,0.4157942678294322,-0.0760012678051244
qpos,1.0,0.10000000149011612,0.5,6.0,47997,0.4995325493788982,0.42260290428428293,-0.054244767800648984
qpos,1.0,0.10000000149011612,0.5,7.0,47997,0.4996394219300761,0.42843294484441724,-0.04985197888523718
qpos,1.0,0.10000000149011612,0.5,8.0,47998,0.4986634512930358,0.42807420528938533,-0.05834673351099844
qpos,1.0,0.10000000149011612,0.5,9.0,47998,0.4999593214210889,0.4205337369453109,-0.06910309321092803
qneg,0.0,0.3499999940395355,0.0,5.0,47998,0.5166192058677193,0.505630147759355,0.06583377174207683
qneg,0.0,0.3499999940395355,0.0,6.0,48000,0.5100763448317818,0.5012926592352501,0.05154024534076589
qneg,0.0,0.3499999940395355,0.0,7.0,48000,0.5072954654295665,0.4934253029429347,0.05605455036670411
qneg,0.0,0.3499999940395355,0.0,8.0,47999,0.5163438636768587,0.5068809728482642,0.07596693059408606
qneg,0.0,0.3499999940395355,0.0,9.0,47999,0.5176084242165977,0.5078970897277835,0.07686062760257636
qneg,0.0,0.4000000059604645,0.0,5.0,48000,0.5156922943417682,0.5115616365387484,0.09860279059228662
qneg,0.0,0.4000000059604645,0.0,6.0,47999,0.5118641623967027,0.5053678012283143,0.08770863211890091
qneg,0.0,0.4000000059604645,0.0,7.0,48000,0.5163112508100485,0.5049281570080759,0.10319167475611052
qneg,0.0,0.4000000059604645,0.0,8.0,48000,0.520893296272535,0.5200281768060998,0.11935248193661235
qneg,0.0,0.4000000059604645,0.0,9.0,48000,0.5235494959660354,0.5198263167053626,0.11992362241004596
qneg,0.0,0.44999998807907104,0.0,5.0,48000,0.5175416200997738,0.5169626287923395,0.12993008663780103
qneg,0.0,0.44999998807907104,0.0,6.0,48000,0.5218295487208968,0.5259001589896521,0.14860750370831918
qneg,0.0,0.44999998807907104,0.0,7.0,48000,0.5253956137162245,0.523432580745049,0.14585673003064192
qneg,0.0,0.44999998807907104,0.0,8.0,48000,0.5152493677817239,0.5209414937540181,0.14590024846917585
qneg,0.0,0.44999998807907104,0.0,9.0,48000,0.5285332965819027,0.5290569696565051,0.15445066743041985
qneg,0.0,0.550000011920929,0.0,5.0,48000,0.5313303985680535,0.5439821472760947,0.18732024708642345
qneg,0.0,0.550000011920929,0.0,6.0,47999,0.5261407698328392,0.5356245419981666,0.18046348942829749
qneg,0.0,0.550000011920929,0.0,7.0,48000,0.5355623085815281,0.5490080129889258,0.1892063563727939
qneg,0.0,0.550000011920929,0.0,8.0,48000,0.5270587698781345,0.5401765653608396,0.19089787234667846
qneg,0.0,0.550000011920929,0.0,9.0,48000,0.539695035787642,0.5521569841627908,0.19114286592355034
qneg,0.0,0.6000000238418579,0.0,5.0,48000,0.5285989639114737,0.5435413319900563,0.18777258890770382
qneg,0.0,0.6000000238418579,0.0,6.0,48000,0.5341840853208837,0.5485182729417926,0.19054681252170916
qneg,0.0,0.6000000238418579,0.0,7.0,48000,0.533640334962612,0.5503537617256508,0.19251281784293994
qneg,0.0,0.6000000238418579,0.0,8.0,48000,0.5258496969721309,0.5462197009340093,0.19068848592898152
qneg,0.0,0.6000000238418579,0.0,9.0,48000,0.5363573041996026,0.5563989922424111,0.18861525703772936
qneg,0.0,0.6499999761581421,0.0,5.0,48000,0.5254065710959578,0.5489010104747992,0.1902319061866938
qneg,0.0,0.6499999761581421,0.0,6.0,48000,0.5274324303368474,0.5522878385884383,0.18726471231626676
qneg,0.0,0.6499999761581421,0.0,7.0,48000,0.5264453523301892,0.5519513363855256,0.1941804335493026
qneg,0.0,0.6499999761581421,0.0,8.0,48000,0.5263471157721481,0.5488968955378598,0.19449859420635437
qneg,0.0,0.6499999761581421,0.0,9.0,48000,0.5304440930169736,0.5601442714899149,0.19178000862977843
qneg,0.0,0.800000011920929,0.0,5.0,48000,0.5144422918728591,0.5397928066457656,0.2137779938269759
qneg,0.0,0.800000011920929,0.0,6.0,48000,0.5174915891285321,0.5410782737996188,0.20660551132959795
qneg,0.0,0.800000011920929,0.0,7.0,48000,0.5216416084113001,0.5460146695523282,0.21147706879046105
qneg,0.0,0.800000011920929,0.0,8.0,48000,0.5251056994758507,0.550581302499333,0.22355750631251414
qneg,0.0,0.800000011920929,0.0,9.0,48000,0.5215516342317233,0.5422676338813277,0.20768126357400424
qneg,1.0,0.10000000149011612,-0.5,5.0,47831,0.5030097188260755,0.5070182691150713,0.032414219057009475
qneg,1.0,0.10000000149011612,-0.5,6.0,47893,0.5018660560243832,0.5075065931217835,0.0435481436843305
qneg,1.0,0.10000000149011612,-0.5,7.0,47872,0.5081703808899813,0.5055491031934725,0.0383131843212642
qneg,1.0,0.10000000149011612,-0.5,8.0,47817,0.5069503770919976,0.5141889105579129,0.051128410585697684
qneg,1.0,0.10000000149011612,-0.5,9.0,47897,0.5072268175104245,0.5091175473871543,0.04775052262713059
qneg,1.0,0.10000000149011612,0.0,5.0,47999,0.500724385059995,0.5117200742206829,0.033760186302346
qneg,1.0,0.10000000149011612,0.0,6.0,47995,0.5001766441290879,0.5069102654032334,0.0259419045275073
qneg,1.0,0.10000000149011612,0.0,7.0,47998,0.49974000079361586,0.5053578626640751,0.01985051550449219
qneg,1.0,0.10000000149011612,0.0,8.0,47996,0.4996511016132577,0.509082892147984,0.02710439397314116
qneg,1.0,0.10000000149011612,0.0,9.0,47994,0.49970297693744414,0.5095222166985444,0.02776105942554558
qneg,1.0,0.10000000149011612,0.5,5.0,47996,0.5,0.6079670346249512,0.21352017141766877
qneg,1.0,0.10000000149011612,0.5,6.0,47997,0.5,0.6092076964932666,0.2124493913355718
qneg,1.0,0.10000000149011612,0.5,7.0,47997,0.5,0.5968702792550042,0.1927081297502509
qneg,1.0,0.10000000149011612,0.5,8.0,47998,0.5,0.5959366573729574,0.19606265014647312
qneg,1.0,0.10000000149011612,0.5,9.0,47998,0.5,0.6033429149652322,0.20944476129862497
q_integral,0.0,0.3499999940395355,0.0,5.0,47998,0.5071275220102451,0.511572179490923,0.025701986545873926
q_integral,0.0,0.3499999940395355,0.0,6.0,48000,0.5154068029467447,0.5200811433590253,0.04452712133673176
q_integral,0.0,0.3499999940395355,0.0,7.0,48000,0.529017152853515,0.5319855615760253,0.05909933556962652
q_integral,0.0,0.3499999940395355,0.0,8.0,47999,0.5126549043227251,0.5167502173329199,0.030625066507866686
q_integral,0.0,0.3499999940395355,0.0,9.0,47999,0.5112747732208588,0.5132138076638596,0.027174411785589218
q_integral,0.0,0.4000000059604645,0.0,5.0,48000,0.5120501090798661,0.5142928883849746,0.02656920936517537
q_integral,0.0,0.4000000059604645,0.0,6.0,47999,0.5198579563071754,0.5226698229545492,0.035585979660887494
q_integral,0.0,0.4000000059604645,0.0,7.0,48000,0.5350722656852394,0.5392110194879256,0.0783073958319795
q_integral,0.0,0.4000000059604645,0.0,8.0,48000,0.5097840748764496,0.5100604492861325,0.017306585484140966
q_integral,0.0,0.4000000059604645,0.0,9.0,48000,0.5042543085592261,0.5085373304515762,0.01753607527449729
q_integral,0.0,0.44999998807907104,0.0,5.0,48000,0.5143170236796919,0.515512211871199,0.03270398098627874
q_integral,0.0,0.44999998807907104,0.0,6.0,48000,0.5063728801379707,0.508293219136246,0.018823649814171825
q_integral,0.0,0.44999998807907104,0.0,7.0,48000,0.5306640009693444,0.5343499243821551,0.08684094714825989
q_integral,0.0,0.44999998807907104,0.0,8.0,48000,0.5168599245490813,0.5190908331385008,0.0468827033941349
q_integral,0.0,0.44999998807907104,0.0,9.0,48000,0.5157866258116437,0.5147886655874504,0.03438255295156798
q_integral,0.0,0.550000011920929,0.0,5.0,48000,0.5234231998854797,0.5162091023590941,0.05387806377025834
q_integral,0.0,0.550000011920929,0.0,6.0,47999,0.5224475721026397,0.5214570651044416,0.06401318097611337
q_integral,0.0,0.550000011920929,0.0,7.0,48000,0.5248352737996682,0.5228878635717895,0.08169256108062233
q_integral,0.0,0.550000011920929,0.0,8.0,48000,0.5227861401866656,0.5207324362141493,0.06551176510137546
q_integral,0.0,0.550000011920929,0.0,9.0,48000,0.5260701821008429,0.5191557006410945,0.06433876151112893
q_integral,0.0,0.6000000238418579,0.0,5.0,48000,0.5247590455891871,0.5207394327701739,0.06727745685804518
q_integral,0.0,0.6000000238418579,0.0,6.0,48000,0.5298613019520634,0.5249391265897837,0.0766974871233704
q_integral,0.0,0.6000000238418579,0.0,7.0,48000,0.5240002034480807,0.5197388946738614,0.06738500705548063
q_integral,0.0,0.6000000238418579,0.0,8.0,48000,0.5287308104097654,0.5206271030531197,0.06317199486316116
q_integral,0.0,0.6000000238418579,0.0,9.0,48000,0.5295400590264814,0.521352154428984,0.06532699503299363
q_integral,0.0,0.6499999761581421,0.0,5.0,48000,0.5289091703936615,0.5203022950137077,0.06295671990629914
q_integral,0.0,0.6499999761581421,0.0,6.0,48000,0.53133072622233,0.5260263349695915,0.07468203213501551
q_integral,0.0,0.6499999761581421,0.0,7.0,48000,0.5180460795453439,0.5059329934683439,0.032894124224896085
q_integral,0.0,0.6499999761581421,0.0,8.0,48000,0.527226287632037,0.5186081361663322,0.0583934718604265
q_integral,0.0,0.6499999761581421,0.0,9.0,48000,0.5259954245644051,0.5146959030716762,0.048363952433545195
q_integral,0.0,0.800000011920929,0.0,5.0,48000,0.5234833824329672,0.5155568383871486,0.056163228813128616
q_integral,0.0,0.800000011920929,0.0,6.0,48000,0.5257712818793916,0.5191375402213477,0.06319649350900343
q_integral,0.0,0.800000011920929,0.0,7.0,48000,0.5249531277679191,0.5179560306378685,0.060559842197911384
q_integral,0.0,0.800000011920929,0.0,8.0,48000,0.5181076191560978,0.5086163043140118,0.03863159681278881
q_integral,0.0,0.800000011920929,0.0,9.0,48000,0.5198561010733491,0.5112508868579763,0.03785460418576736
q_integral,1.0,0.10000000149011612,-0.5,5.0,47831,0.5002959480889079,0.4902706013040244,-0.010564420237942285
q_integral,1.0,0.10000000149011612,-0.5,6.0,47893,0.506402370714258,0.4955786787122144,-0.00477191748218395
q_integral,1.0,0.10000000149011612,-0.5,7.0,47872,0.5001533228561588,0.49343500515400035,-0.017256665277511154
q_integral,1.0,0.10000000149011612,-0.5,8.0,47817,0.49796818703247536,0.48586535884195725,-0.014784540750624145
q_integral,1.0,0.10000000149011612,-0.5,9.0,47897,0.49481573126204503,0.4824272441490265,-0.03156735173543962
q_integral,1.0,0.10000000149011612,0.0,5.0,47999,0.5055320057325,0.4975201740774237,0.010561391011864431
q_integral,1.0,0.10000000149011612,0.0,6.0,47995,0.508883035714198,0.5008609916127793,0.014870006367523777
q_integral,1.0,0.10000000149011612,0.0,7.0,47998,0.5104995356217712,0.5062900850129182,0.03738134487665802
q_integral,1.0,0.10000000149011612,0.0,8.0,47996,0.5043889861638619,0.500249832916194,0.017009955100629956
q_integral,1.0,0.10000000149011612,0.0,9.0,47994,0.5100151660981234,0.5023412818492652,0.021639755732438204
q_integral,1.0,0.10000000149011612,0.5,5.0,47996,0.4233522473836664,0.4065525843526095,-0.1535551436635843
q_integral,1.0,0.10000000149011612,0.5,6.0,47997,0.4247039553411074,0.4150130675911088,-0.13445477425725472
q_integral,1.0,0.10000000149011612,0.5,7.0,47997,0.4319542137608817,0.4184160606878992,-0.1292608848526659
q_integral,1.0,0.10000000149011612,0.5,8.0,47998,0.431656986654394,0.4175974448932884,-0.13525723330602166
q_integral,1.0,0.10000000149011612,0.5,9.0,47998,0.42599511853170513,0.40988005860122545,-0.15062704762597962
q_integral_abs,0.0,0.3499999940395355,0.0,5.0,47998,0.5081382620422965,0.5144387358845007,0.13588991228994798
q_integral_abs,0.0,0.3499999940395355,0.0,6.0,48000,0.5162467259792782,0.5253008599812424,0.14827928476411076
q_integral_abs,0.0,0.3499999940395355,0.0,7.0,48000,0.517296153515467,0.5321258450353923,0.16756179915047711
q_integral_abs,0.0,0.3499999940395355,0.0,8.0,47999,0.5160868849520857,0.5265143002378063,0.15677480624043957
q_integral_abs,0.0,0.3499999940395355,0.0,9.0,47999,0.5128064421334588,0.518876495247429,0.14893006159563807
