a,step,seed,full_shrink_fraction,self_shrink_fraction,self_full_sign_agreement,self_abs_mean,full_abs_mean,rest_abs_mean,q_full_spearman
0.35,5000000,9,0.56,0.94,0.54,0.05326803258222255,0.0028815775995597957,0.053948300261815046,-0.004656465646564656
0.4,1000000,0,0.55,0.97,0.54,0.05006366746774857,0.0003634653250140438,0.05003323800276232,-0.0306030603060306
0.4,1000000,1,0.59,0.91,0.58,0.054541321825130204,0.006653404577779061,0.053918541827960596,-0.09843384338433843
0.4,1000000,2,0.52,0.87,0.49,0.0704585280199528,0.004215335220048368,0.07036272878257319,-0.12457245724572456
0.4,1000000,3,0.5,0.94,0.48,0.039607461422607966,0.0010659898694274647,0.03979444875943856,-0.053285328532853275
0.4,1000000,4,0.51,0.93,0.52,0.0456863897727229,0.0001549909658003913,0.045676183432220956,-0.18726672667266725
0.4,1000000,5,0.55,0.92,0.55,0.05451867524396493,0.0008666212023077388,0.054532131505663266,-0.0028322832283228317
0.4,1000000,6,0.56,0.94,0.56,0.038313723515831816,0.00012873687039232176,0.03831971999475524,0.10835883588358834
0.4,1000000,7,0.47,0.87,0.54,0.04693479171380804,0.0005179601901864047,0.0470437206769092,-0.05272127212721272
0.4,1000000,8,0.55,0.98,0.53,0.06551709781680137,0.0006360763091172983,0.06554024210811031,-0.009156915691569156
0.4,1000000,9,0.5,0.93,0.45,0.09983858377637322,0.0056925722635777195,0.10053756520045422,-0.19137113711371134
0.4,5000000,0,0.41,0.91,0.44,0.049974992624976525,0.0010962848510604553,0.05043819323636029,-0.06453045304530453
0.4,5000000,1,0.58,0.89,0.53,0.038707573157789256,0.0018418655662011463,0.03877956437952077,-0.15434743474347432
0.4,5000000,2,0.51,0.98,0.53,0.037179302178335115,0.003057931209530966,0.03703927871296126,0.018997899789978994
0.4,5000000,3,0.48,0.95,0.47,0.05287591573118996,0.00608610859440014,0.05387720422701521,-0.08838883888388839
0.4,5000000,4,0.37,0.9,0.47,0.09756582314329615,0.0402931657015138,0.09971915458742985,-0.13113711371137113
0.4,5000000,5,0.56,0.97,0.59,0.029501831470984955,0.00040079044892946266,0.029514660892349696,0.0806960696069607
0.4,5000000,6,0.59,0.88,0.61,0.034021687304532616,0.004793841281404941,0.034204486397253854,0.060246024602460244
0.4,5000000,7,0.58,0.94,0.6,0.04526657800386978,0.0011358520309467234,0.045122247748153696,-0.037155715571557155
0.4,5000000,8,0.48,0.96,0.48,0.04219362468881255,0.0006586491804239001,0.042173672252743113,0.13418541854185417
0.4,5000000,9,0.43,0.99,0.44,0.050490772717924924,0.0010233155762827875,0.050608186855114035,0.08614461446144613
0.45,1000000,0,0.54,0.9,0.54,0.057751224154634254,0.0037124198660971885,0.05755904120377842,0.040024002400240025
0.45,1000000,1,0.49,0.92,0.53,0.05566322098648726,0.00914261744323694,0.056185597989351264,-0.07258325832583257
0.45,1000000,2,0.47,0.92,0.47,0.06423253379156431,0.024118191849921793,0.06895078246547497,0.08954095409540953
0.45,1000000,3,0.46,0.95,0.49,0.03360419162721625,0.007668816373893648,0.03510464373071118,0.03259525952595259
0.45,1000000,4,0.48,0.94,0.48,0.04858936719617929,0.0007838031320255447,0.04847957393127153,-0.022478247824782475
0.45,1000000,5,0.42,0.96,0.44,0.05213718778703148,0.007575517933823685,0.052938548932191826,0.028814881488148814
0.45,1000000,6,0.45,0.93,0.42,0.03162324771069357,0.0016132417438090337,0.03172020461830093,-0.057761776177617755
0.45,1000000,7,0.49,0.89,0.42,0.050425569389903634,0.003504494560431633,0.05182066854654594,-0.005028502850285028
0.45,1000000,8,0.53,0.93,0.48,0.08080922255629729,0.0015909730915563936,0.08100281169067058,-0.22270627062706266
0.45,1000000,9,0.34,0.89,0.41,0.08547226169868324,0.0619086761669827,0.11400024578719922,0.028358835883588358
0.45,5000000,0,0.48,0.95,0.51,0.05121486269516194,0.002522919566877954,0.05176969404893774,0.06437443744374437
0.45,5000000,1,0.48,0.96,0.46,0.04854346403181595,0.001539619880708069,0.04877074538588712,-0.020750075007500746
0.45,5000000,2,0.6,0.98,0.6,0.04963407264029991,0.002368714185982809,0.04991034911646921,0.017269726972697266
0.45,5000000,3,0.51,0.9,0.49,0.050397857281336236,0.012293120665634236,0.05311094971642921,-0.02364236423642364
0.45,5000000,4,0.41,0.94,0.47,0.09263590521689306,0.07177211683113843,0.10606566408654962,-0.07278727872787277
0.45,5000000,5,0.56,0.94,0.56,0.036885481993804474,0.0017913018537701495,0.03711960332493744,-0.010477047704770476
0.45,5000000,6,0.4,0.91,0.43,0.04826188569576158,0.0048106318708284156,0.049116916248008936,0.028106810681068104
0.45,5000000,7,0.63,0.94,0.67,0.048876455729698745,0.01344873601504793,0.04801926819660151,-0.028358835883588358
0.45,5000000,8,0.58,0.94,0.56,0.033966771249365355,0.011310710901027962,0.036829788095969686,-0.17064506450645062
0.45,5000000,9,0.6,0.97,0.61,0.056568667612037826,0.00552778793556094,0.05588636349113329,-0.0030603060306030605
0.55,1000000,0,0.39,0.98,0.39,0.06485770730934357,0.009891049168726839,0.06714930831263491,-0.1531353135313531
0.55,1000000,1,0.34,0.9,0.38,0.03207327576196705,0.016094872904392987,0.03801808296658686,-0.10777077707770776
0.55,1000000,2,0.3,0.9,0.32,0.06429330701988689,0.0541114480574812,0.07925743571675563,0.32908490849084904
0.55,1000000,3,0.52,0.94,0.54,0.027516020655338348,0.021325422870328285,0.03671954845921442,-0.4244584458445844
0.55,1000000,4,0.6,0.95,0.57,0.04035120759485937,0.022445817356466703,0.04765963193821097,0.15457545754575455
0.55,1000000,5,0.43,0.93,0.44,0.04532656806661849,0.024038080362962705,0.05354122793187005,-0.016369636963696366
0.55,1000000,6,0.43,0.93,0.44,0.04545718055127382,0.011086778985332621,0.044833974236726484,-0.12855685568556854
0.55,1000000,7,0.52,0.95,0.51,0.048640052267652036,0.016934458588016926,0.05426242669330454,0.038379837983798376
0.55,1000000,8,0.61,0.96,0.63,0.05539329458610865,0.04319410416977959,0.07022334668076724,-0.027422742274227422
0.55,1000000,9,0.32,0.96,0.3,0.04931678444815201,0.01823585525883807,0.058705846497258324,0.0045124512451245125
0.55,5000000,0,0.38,0.82,0.54,0.037053552984131294,0.03995921971896883,0.06124145936204793,0.011653165316531652
0.55,5000000,1,0.44,0.94,0.4,0.06347885704739543,0.0229224321283783,0.06677535362983023,-0.10160216021602157
0.55,5000000,2,0.45,0.87,0.56,0.03848951134588402,0.004975202876459648,0.03849780599823247,-0.14546654665466544
0.55,5000000,3,0.55,0.92,0.51,0.03301498482474011,0.029218643106447905,0.04433883123816508,-0.00522052205220522
0.55,5000000,4,0.25,0.98,0.27,0.048199401560458224,0.07734808251816944,0.08344409219590503,0.2032163216321632
0.55,5000000,5,0.46,0.89,0.41,0.04423662786820187,0.008252525473353192,0.045276788580945,-0.17922592259225922
0.55,5000000,6,0.44,0.87,0.55,0.03907354573667922,0.011628520267790638,0.042237624261126434,0.08302430243024303
0.55,5000000,7,0.44,0.84,0.36,0.04176354614363945,0.015374601391197763,0.05143044520629204,0.33548154815481546
0.55,5000000,8,0.65,0.93,0.58,0.05206414422089961,0.050665667684315595,0.07506009557935149,-0.004296429642964296
0.55,5000000,9,0.55,0.95,0.5,0.05921309769128436,0.03920234537631921,0.06919773665593501,-0.10843084308430842
0.6,1000000,0,0.52,0.98,0.5,0.0682392395356989,0.011582194712952123,0.07069215918023831,-0.12831683168316832
0.6,1000000,1,0.24,0.89,0.29,0.017658584941824117,0.00863792021674026,0.023068611855917246,0.054125412541254116
0.6,1000000,2,0.34,0.92,0.34,0.05932338371787329,0.04007831863955474,0.07321426321151116,0.13294929492949295
0.6,1000000,3,0.41,0.96,0.45,0.026046805829599826,0.013802206782833462,0.03106453170290981,-0.17912991299129913
0.6,1000000,4,0.7,0.95,0.67,0.06473744250471303,0.022493610441516813,0.07100842456643613,0.11259525952595258
0.6,1000000,5,0.46,0.88,0.36,0.03536715605662136,0.018661496473899638,0.042647537789685296,0.15800780078007795
0.6,1000000,6,0.54,0.85,0.55,0.02934253885563646,0.01170708952643067,0.03165592820996194,-0.1246084608460846
0.6,1000000,7,0.5,0.88,0.62,0.03010699482391813,0.0101659768104032,0.02772443147594116,0.02388238823882388
0.6,1000000,8,0.54,0.95,0.57,0.0346317652353741,0.043921334716737294,0.05522844745156723,-0.2046324632463246
0.6,1000000,9,0.33,0.87,0.34,0.032933681135155095,0.013744763659450649,0.04105725866709081,0.07666366636663666
0.6,5000000,0,0.35,0.87,0.38,0.03166908399978234,0.05666898914298638,0.07069070636628755,0.020102010201020096
0.6,5000000,1,0.44,0.93,0.43,0.042467231652628945,0.012095188461897569,0.04648337763430392,-0.0552055205520552
0.6,5000000,2,0.53,0.83,0.54,0.030723560106497252,0.008695444374585847,0.03336141222746949,-0.03434743474347434
0.6,5000000,3,0.52,0.96,0.5,0.014580543293162839,0.026807629589165178,0.029089879269937065,0.03031503150315031
0.6,5000000,4,0.25,0.99,0.26,0.04143995303527385,0.06530402793551565,0.07178842081549808,0.4111011101110111
0.6,5000000,5,0.59,0.89,0.52,0.03778775605931371,0.008262764558676758,0.03886069308024612,0.05316531653165316
0.6,5000000,6,0.48,0.88,0.6,0.034089063456716896,0.013767565515973848,0.03982906263527906,0.4916171617161716
0.6,5000000,7,0.53,0.71,0.46,0.027565969175153204,0.03335991990362217,0.05756591292047039,-0.16364836483648362
0.6,5000000,8,0.68,0.97,0.67,0.04036550705321357,0.05530815128654126,0.07254343256025031,-0.18004200420042002
0.6,5000000,9,0.59,0.95,0.64,0.03994661238428953,0.03925422285170996,0.04824360267827202,-0.13857785778577855
0.65,1000000,0,0.42,1.0,0.42,0.0485096404795769,0.02011266931890329,0.05474040548326091,-0.5743174317431743
0.65,1000000,1,0.44,0.93,0.49,0.011415770958421018,0.00894041822774592,0.016056896638176152,-0.39427542754275424
0.65,1000000,2,0.45,0.9,0.37,0.03236681224973407,0.009805623743172603,0.0358803807459331,0.34203420342034196
0.65,1000000,3,0.43,0.96,0.45,0.017720193413287965,0.014952426658122346,0.024148710169094763,-0.5925832583258326
0.65,1000000,4,0.75,0.99,0.76,0.028841833224200607,0.021292656936337254,0.03558487486879443,0.18377437743774377
0.65,1000000,5,0.44,0.87,0.53,0.02475727951488728,0.013198197752665324,0.02906433924754484,0.1183198319831983
0.65,1000000,6,0.48,0.88,0.48,0.03405536482812649,0.013325834317811478,0.03414255999089083,-0.27920792079207923
0.65,1000000,7,0.53,0.88,0.65,0.01444832161881864,0.010416010838908535,0.013982508761310599,0.05137713771377138
0.65,1000000,8,0.52,0.97,0.55,0.02106828779999031,0.019924487959834654,0.030350914850217448,-0.18247824782478247
0.65,1000000,9,0.55,0.96,0.59,0.013239975447815334,0.006803028907755153,0.016897714066274334,-0.40532853285328524
0.65,5000000,0,0.42,0.92,0.48,0.022614165342135194,0.05676238133009463,0.06505470411229933,-0.00174017401740174
0.65,5000000,1,0.53,0.96,0.49,0.0920422659425086,0.007565817309256559,0.09321692385641982,0.2389078907890789
0.65,5000000,2,0.47,0.75,0.64,0.03307761712295694,0.006239272382589933,0.03614581155369731,0.5062466246624662
0.65,5000000,3,0.54,0.93,0.47,0.005910819495257571,0.015143440281548777,0.014635076048694653,-0.1945034503450345
0.65,5000000,4,0.27,0.98,0.29,0.013100884337366472,0.011636436978609938,0.02038352268699769,0.42609060906090607
0.65,5000000,5,0.64,0.9,0.54,0.03444002270044025,0.013048199317906333,0.036061159521951894,-0.09225322532253223
0.65,5000000,6,0.53,0.8,0.61,0.022174412304432976,0.012907718979194165,0.028617514426638055,0.5342934293429342
0.65,5000000,7,0.48,0.88,0.58,0.0072995341565331665,0.014783319401629141,0.020461790917377168,-0.133009300930093
0.65,5000000,8,0.62,0.91,0.65,0.03208164360637957,0.0312271340422368,0.046441146160050295,-0.18072607260726067
0.65,5000000,9,0.43,1.0,0.43,0.04397639583343986,0.04799746062682554,0.05699039977984078,-0.40012001200120006
0.8,1000000,0,0.53,1.0,0.53,0.0068611041944887895,0.0049669335464294145,0.006675665486268087,0.003336333633363336
0.8,1000000,1,0.32,0.97,0.29,0.0012098222105394619,0.002162684487388378,0.0033378170457580795,0.2106570657065706
0.8,1000000,2,0.66,0.99,0.65,0.003892630764688953,0.0015300975602759897,0.003851565608131829,-0.3344014401440144
0.8,1000000,3,0.42,1.0,0.42,0.0038838846050277104,0.0019159222834276269,0.004209876738907757,-0.31054305430543055
0.8,1000000,4,0.52,1.0,0.52,0.0007534908370841792,0.0009706002458078452,0.0016705998944971663,0.8342874287428743
0.8,1000000,5,0.46,0.97,0.45,0.0012013705234459918,0.003177564114735976,0.002499104702200567,0.5032583258325832
0.8,1000000,6,0.17,0.97,0.18,0.002678161731629143,0.0026273284540674685,0.004310273250843678,-0.18508250825082506
0.8,1000000,7,0.77,1.0,0.77,0.0060821795764461565,0.004889849958608655,0.0031202860150776005,0.2645424542454245
0.8,1000000,8,0.69,0.99,0.7,0.0020488919520422304,0.003915015569012333,0.0023328578193837156,0.20033603360336033
0.8,1000000,9,0.27,1.0,0.27,0.005287721379905988,0.007057770172196957,0.012079875736470395,0.057425742574257414
0.8,5000000,0,0.4,1.0,0.4,0.0023520880142888327,0.011731312559475232,0.013517306036142646,0.3791179117911791
0.8,5000000,1,0.26,1.0,0.26,0.0016152705911561841,0.0008220089691707272,0.002403194189192425,-0.23927992799279924
0.8,5000000,2,0.18,1.0,0.18,0.001671700791694388,0.0005963622045542405,0.0022168572896852402,0.48613261326132606
0.8,5000000,3,0.51,0.98,0.53,0.0008425510298539264,0.0015152047530608797,0.0021534919500858876,0.2984698469846985
0.8,5000000,4,0.42,1.0,0.42,0.001506809467659975,0.0013252083828029857,0.0027595158208210146,0.17202520252025202
0.8,5000000,5,0.58,0.99,0.57,0.0017824707378701877,0.0014101077956396528,0.002568117671011004,-0.11756375637563755
0.8,5000000,6,0.43,0.95,0.42,0.0015306046088299787,0.0013060342831378914,0.002057904650427214,0.3990879087908791
0.8,5000000,7,0.22,0.85,0.31,0.0015357193679198737,0.0028691481764609506,0.004403610111477953,0.10912691269126912
0.8,5000000,8,0.52,0.97,0.51,0.00380820790082066,0.003431505825095071,0.005296578804564765,-0.6245784578457845
0.8,5000000,9,0.4,1.0,0.4,0.0027191360598375885,0.009046930886164647,0.007064964362294106,-0.6427242724272426
