arm,seed,start,end,n,growth_fraction,norm_growth_fraction,median_abs_cos,symmetry_among_growth,both_sides_grow_fraction,norm_delta,radial,injection,dsigma2,var_linear,var_quadratic,dmean,dupper,dlower
SNA,0,20,300,2000,0.848,0.8305,0.028953929341991848,0.34466764812113276,0.7705,0.21845262278570374,-0.06225209561913502,0.2807047184048387,0.5429578844579716,0.16670606942761537,0.37625181503035615,0.1153408790934557,0.39880507616281247,0.3161113255675376
SNA,0,300,625,2000,0.7825,0.7885,0.03314642827175908,0.44019875832279465,0.65,0.09875474328051063,0.008199189319657805,0.09055555396085291,0.19945311529566206,0.10369903140059951,0.0957540838950626,-0.00010264951250666466,0.12984633037427382,0.11037848448093525
SNA,1,0,20,2000,0.708,0.6285,0.031915930545783004,0.48177384784227556,0.5655,0.029021435044750427,-0.04205136838262496,0.07107280342737538,0.1256203566043488,-0.048501874682278116,0.17412223128662693,-0.11539581420742313,0.1111307425124849,0.08463585242159294
SNA,1,0,625,2000,0.8735,0.842,0.053473545119302315,0.31214530150689823,0.808,0.3358577282230722,-0.28369123009069586,0.619548958313768,0.8430065138730936,-0.06196798850276312,0.9049745023758566,-0.0016585823907844315,0.6377125819276972,0.49851792397001166
SNA,1,20,300,2000,0.8485,0.8215,0.02803171322568754,0.31879090800466187,0.7805,0.212773155589653,-0.05938605468018797,0.27215921026984097,0.5124090799756179,0.16415698300815068,0.3482520969674673,0.1222084531634341,0.39355824075730017,0.3057753711300637
SNA,1,300,625,2000,0.8115,0.7925,0.03133670889819996,0.4244265793781049,0.6755,0.0940631375886687,0.006134162764172107,0.08792897482449659,0.2049770772931266,0.1154794233115493,0.08949765398157741,-0.008471221346795406,0.1330235986579122,0.10810670041835496
SNA,2,0,20,2000,0.6725,0.598,0.033403314520319936,0.4612185712605699,0.546,0.023835587820083853,-0.04729896951442593,0.07113455733450974,0.12045922510759093,-0.06726481600607326,0.18772404111366423,-0.1266527455847322,0.09745469604915649,0.07897264673543454
SNA,2,0,625,2000,0.866,0.823,0.05424866732937339,0.31562870581611263,0.8015,0.32660274923284754,-0.29412765515368844,0.620730404386536,0.855004335931787,-0.07999452623447172,0.9349988621662587,-0.031925474533582514,0.6329038006642911,0.49407190386879785
SNA,2,20,300,2000,0.842,0.82,0.027847394222586686,0.3203574706378643,0.7755,0.21573632359377506,-0.05653450109654181,0.2722708246903169,0.5427595909090885,0.17935334912248824,0.3634062417866004,0.0919889051266308,0.4066393218175548,0.3106322095381108
SNA,2,300,625,2000,0.7845,0.768,0.03235715588183455,0.4334199807446908,0.6495,0.0870308378189886,-0.0033861127500288005,0.09041695056901744,0.1917855199151075,0.09531784591832161,0.09646767399678587,0.002738365924518881,0.12880978279757982,0.10446704759525245
