arm,seed,unit,delta_beta_bnd,delta_beta_int,strict_dead_final,continuous_dead_last1000
L1w100_Aexact,0,87,-1.735024869441986,-0.4114585518836975,1,1
L1w100_Aexact,0,88,-0.9731940347701311,-1.0519448202103376,1,1
L1w100_Aexact,0,89,-2.3125672228634357,0.09673165157437325,1,1
L1w100_Aexact,0,90,-2.5040312940254807,0.2551215821877122,1,1
L1w100_Aexact,0,91,-1.8546590320765972,-0.32465605810284615,1,1
L1w100_Aexact,0,92,-2.1791866486892104,0.14604670461267233,1,1
L1w100_Aexact,0,93,-1.8522329721599817,-0.23120399378240108,1,1
L1w100_Aexact,0,94,-1.9296994283795357,0.0733259990811348,1,1
L1w100_Aexact,0,95,-2.4476552195847034,0.18520190194249153,1,1
L1w100_Aexact,0,96,-2.5353562488453463,0.46039935492444783,1,1
L1w100_Aexact,0,97,-2.043200787738897,-0.225431147380732,1,1
L1w100_Aexact,0,98,-2.4953734055161476,0.3544413223862648,1,1
L1w100_Aexact,0,99,-1.6822624113410711,-0.39540291763842106,1,1
L1w100_Aexact,1,0,-1.8109966944903135,-0.3761719036847353,1,1
L1w100_Aexact,1,1,-3.230713068973273,0.9929961557500064,1,1
L1w100_Aexact,1,2,-4.230850241554435,2.0216639260179363,1,1
L1w100_Aexact,1,3,-1.9049605717882514,-0.30740672443062067,1,1
L1w100_Aexact,1,4,-2.1244816165417433,0.0661968570202589,1,1
L1w100_Aexact,1,5,-2.269566848874092,0.28761954605579376,1,1
L1w100_Aexact,1,6,-1.6242410242557526,-0.5444084107875824,1,1
L1w100_Aexact,1,7,-2.4731872212141752,0.27457000128924847,1,1
L1w100_Aexact,1,8,-2.4320548875257373,0.2159906728193164,1,1
L1w100_Aexact,1,9,-1.8494111858308315,-0.07225770130753517,1,1
L1w100_Aexact,1,10,-1.6456933938898146,-0.3930543935857713,1,1
L1w100_Aexact,1,11,-3.476452959701419,1.4267491232603788,1,1
L1w100_Aexact,1,12,-2.3224007705376835,0.16976758038265416,1,1
L1w100_Aexact,1,13,-2.887999530590605,0.6933786828885786,1,1
L1w100_Aexact,1,14,-1.8446610420942307,-0.23244614899158478,1,1
L1w100_Aexact,1,15,-3.0154339015716687,0.8157068431610242,1,1
L1w100_Aexact,1,16,-2.4705035318620503,0.43690987722948194,1,1
L1w100_Aexact,1,17,-3.6578963827341795,1.669827802106738,1,1
L1w100_Aexact,1,18,-1.7006697766773868,-0.49220107865403406,1,1
L1w100_Aexact,1,19,-3.434605423361063,1.3335080780088902,1,1
L1w100_Aexact,1,20,-2.2818013799842447,0.4405575168784708,1,1
L1w100_Aexact,1,21,-2.6895905513083562,0.6846998709952459,1,1
L1w100_Aexact,1,22,-2.350501133594662,0.1072214380837977,1,1
L1w100_Aexact,1,23,-1.8673745732521638,-0.14041766116861254,1,1
L1w100_Aexact,1,24,-2.147683027200401,-0.08583175856620073,1,1
L1w100_Aexact,1,25,-1.8362675905227661,-0.549728512763977,1,1
L1w100_Aexact,1,26,-1.9407069943845272,-0.24791595712304115,1,1
L1w100_Aexact,1,27,-1.8678178265690804,-0.3235643431544304,1,1
L1w100_Aexact,1,28,-2.046699970960617,-0.1967933475971222,1,1
L1w100_Aexact,1,29,-1.9936496106674895,-0.17476522049400955,1,1
L1w100_Aexact,1,30,-1.8685337915085256,-0.31104236701503396,1,1
L1w100_Aexact,1,31,-1.6281159399077296,-0.499653291888535,1,1
L1w100_Aexact,1,32,-3.0068410634994507,0.7703300714492798,1,1
L1w100_Aexact,1,33,-2.78932218067348,0.5560436677187681,1,1
L1w100_Aexact,1,34,-2.029270438477397,-0.1787786204367876,1,1
L1w100_Aexact,1,35,-2.2848677057772875,0.3244177717715502,1,1
L1w100_Aexact,1,36,-2.289911560714245,0.18098097294569016,1,1
L1w100_Aexact,1,37,-2.060789924347773,-0.1886462157126516,1,1
L1w100_Aexact,1,38,-2.1440995186567307,-0.07862086594104767,1,1
L1w100_Aexact,1,39,-2.045380594674498,-0.24798702960833907,1,1
L1w100_Aexact,1,40,-3.445805363357067,1.15458994358778,1,1
L1w100_Aexact,1,41,-1.9727141751209274,-0.23261333571281284,1,1
L1w100_Aexact,1,42,-2.8818323835730553,0.5935669168829918,1,1
L1w100_Aexact,1,43,-1.2940243389457464,-0.8189114425331354,1,1
L1w100_Aexact,1,44,-2.724430561065674,0.493694543838501,1,1
L1w100_Aexact,1,45,-3.025272773578763,0.8221694696694613,1,1
L1w100_Aexact,1,46,-2.526222054846585,0.4968362497165799,1,1
L1w100_Aexact,1,47,-3.8353413430741057,1.5962640134384856,1,1
L1w100_Aexact,1,48,-2.625629653921351,0.3745703601744026,1,1
L1w100_Aexact,1,49,-3.152894367085537,0.939311374531826,1,1
L1w100_Aexact,1,50,-2.6884216964244843,0.2815248668193817,1,1
L1w100_Aexact,1,51,-1.484383799135685,-0.7317488417029381,1,1
L1w100_Aexact,1,52,-2.089653276372701,-0.08538863761350513,1,1
L1w100_Aexact,1,53,-1.9658886343240738,-0.24543701112270355,1,1
L1w100_Aexact,1,54,-0.9183184014400467,-1.200906146899797,1,1
L1w100_Aexact,1,55,-1.3750531505793333,-0.5297519136220217,1,1
L1w100_Aexact,1,56,-1.39886409137398,-0.7248291363939643,1,1
L1w100_Aexact,1,57,-2.0311329308897257,-0.13195443712174892,1,1
L1w100_Aexact,1,58,-1.925864536780864,-0.17066971538588405,1,1
L1w100_Aexact,1,59,-1.745193749666214,-0.47034236788749695,1,1
L1w100_Aexact,1,60,-3.8039173502475023,1.603061379864812,1,1
L1w100_Aexact,1,61,-1.9078205823898315,-0.32664787769317627,1,1
L1w100_Aexact,1,62,-1.4896969348192215,-0.48855094611644745,1,1
L1w100_Aexact,1,63,-3.0976366095710546,0.8578607134986669,1,1
L1w100_Aexact,1,64,-2.2592286579310894,-0.11607079580426216,1,1
L1w100_Aexact,1,65,-2.521445902995765,0.3790172664448619,1,1
L1w100_Aexact,1,66,-2.602260951884091,0.5445808218792081,1,1
L1w100_Aexact,1,67,-2.9950168104842305,0.8228957625105977,1,1
L1w100_Aexact,1,68,-2.51379906386137,0.3468094989657402,1,1
L1w100_Aexact,1,69,-2.420904465019703,0.33921486884355545,1,1
L1w100_Aexact,1,70,-2.346329019870609,0.15521840890869498,1,1
L1w100_Aexact,1,71,-2.3581130523234606,0.2196288127452135,1,1
L1w100_Aexact,1,72,-1.7995087057352066,-0.5275524705648422,1,1
L1w100_Aexact,1,73,-1.3980266069993377,-0.3550627017393708,1,1
L1w100_Aexact,1,74,-1.9904161281883717,-0.07327048107981682,1,1
L1w100_Aexact,1,75,-2.435983741073869,0.20486696937587112,1,1
L1w100_Aexact,1,76,10.793542273517232,-13.04162157344399,1,1
L1w100_Aexact,1,77,-1.9297395572066307,0.11016758531332016,1,1
L1w100_Aexact,1,78,-1.6879717260599136,-0.7052250951528549,1,1
L1w100_Aexact,1,79,-2.452863453188911,0.39287900761701167,1,1
L1w100_Aexact,1,80,-2.4921193583286367,0.25573377445107326,1,1
L1w100_Aexact,1,81,-2.1524029776337557,-0.06757154018850997,1,1
L1w100_Aexact,1,82,-1.2988745272159576,-0.8649626672267914,1,1
L1w100_Aexact,1,83,-1.5280910767614841,-0.2787742577493191,1,1
L1w100_Aexact,1,84,-1.9371172487735748,-0.037475913763046265,1,1
L1w100_Aexact,1,85,-2.3818718753755093,0.2860242687165737,1,1
L1w100_Aexact,1,86,-2.1703018471598625,-0.055190153419971466,1,1
L1w100_Aexact,1,87,-1.8429601341485977,-0.27919982373714447,1,1
L1w100_Aexact,1,88,-1.6953270866069943,-0.5116571949329227,1,1
L1w100_Aexact,1,89,-2.496981307864189,0.3008095473051071,1,1
L1w100_Aexact,1,90,-2.4958024630323052,0.36142259929329157,1,1
L1w100_Aexact,1,91,-1.4588756412267685,-0.5194308906793594,1,1
L1w100_Aexact,1,92,-2.223934200592339,0.0663509638980031,1,1
L1w100_Aexact,1,93,-2.431053228676319,0.2295098975300789,1,1
L1w100_Aexact,1,94,-3.65603472199291,1.4702808996662498,1,1
L1w100_Aexact,1,95,-2.045398088172078,0.16037032194435596,1,1
L1w100_Aexact,1,96,-1.6972946003079414,-0.4477890655398369,1,1
L1w100_Aexact,1,97,-1.7767978310585022,-0.3201846480369568,1,1
L1w100_Aexact,1,98,-2.593783676624298,0.5781150460243225,1,1
L1w100_Aexact,1,99,-1.5909947752952576,-0.41014009714126587,1,1
L1w100_Aexact,2,0,-3.11539597902447,0.9559764424338937,1,1
L1w100_Aexact,2,1,-1.6562969628721476,-0.212050324305892,1,1
L1w100_Aexact,2,2,-1.5163896456360817,-0.46655353158712387,1,1
L1w100_Aexact,2,3,-2.1046011820435524,-0.09807344526052475,1,1
L1w100_Aexact,2,4,-1.8382275472395122,-0.14746578829362988,1,1
L1w100_Aexact,2,5,-1.9834826479200274,0.105670619988814,1,1
L1w100_Aexact,2,6,-1.1767075853422284,-0.7289512557908893,1,1
L1w100_Aexact,2,7,-2.323727836366743,0.14429663633927703,1,1
L1w100_Aexact,2,8,-3.451096111908555,1.227977568283677,1,1
L1w100_Aexact,2,9,-2.768262442201376,0.6909790597856045,1,1
L1w100_Aexact,2,10,-1.9543568305671215,-0.12818582728505135,1,1
L1w100_Aexact,2,11,-1.4685136037878692,-0.7189687532372773,1,1
L1w100_Aexact,2,12,-2.1861354243010283,0.16170705668628216,1,1
L1w100_Aexact,2,13,10.538049802329624,-12.489922747161472,1,1
L1w100_Aexact,2,14,-1.9986788164824247,-0.0503221619874239,1,1
L1w100_Aexact,2,15,-2.975084063888062,0.7753224347834475,1,1
L1w100_Aexact,2,16,-2.581774763762951,0.3879607245326042,1,1
L1w100_Aexact,2,17,-1.750472217798233,-0.3159419000148773,1,1
L1w100_Aexact,2,18,-2.018589155515656,-0.1559384895954281,1,1
L1w100_Aexact,2,19,-1.722210430598352,-0.3150977854966186,1,1
L1w100_Aexact,2,20,-1.2017701528966427,-0.9472905732691288,1,1
L1w100_Aexact,2,21,-1.8535125172347762,-0.3629903876571916,1,1
L1w100_Aexact,2,22,-1.8987178431125358,-0.20622376340907067,1,1
L1w100_Aexact,2,23,-1.7490552002564073,-0.364292330108583,1,1
L1w100_Aexact,2,24,-1.62383008049801,-0.2782334084622562,1,1
L1w100_Aexact,2,25,-5.1149403669987805,2.977692089334596,1,1
L1w100_Aexact,2,26,-2.0146544948220253,-0.06790079921483994,1,1
L1w100_Aexact,2,27,-1.4984814764466137,-0.6511347650084645,1,1
L1w100_Aexact,2,28,-2.363028708146885,0.1104437739122659,1,1
L1w100_Aexact,2,29,-2.6692625309806317,0.5226973320823163,1,1
L1w100_Aexact,2,30,-2.6557626873254776,0.6576399952173233,1,1
L1w100_Aexact,2,31,-1.5025243372656405,-0.45656410744413733,1,1
L1w100_Aexact,2,32,-2.1093518619891256,0.19605706981383264,1,1
L1w100_Aexact,2,33,-2.723359677940607,0.48919210210442543,1,1
L1w100_Aexact,2,34,-2.3281620889902115,0.3222750574350357,1,1
L1w100_Aexact,2,35,-2.1300013586878777,-0.1075858548283577,1,1
L1w100_Aexact,2,36,-2.1769508755533025,0.10506147507112473,1,1
L1w100_Aexact,2,37,-1.3852564757689834,-0.8074710899963975,1,1
L1w100_Aexact,2,38,-1.6775442734360695,-0.36782773584127426,1,1
L1w100_Aexact,2,39,-2.507072860695189,0.45761888692504726,1,1
L1w100_Aexact,2,40,-1.523337047547102,-0.46126409247517586,1,1
L1w100_Aexact,2,41,-0.9209434175863862,-1.3579598283395171,1,1
L1w100_Aexact,2,42,-2.2553474670276046,0.1315116649493575,1,1
L1w100_Aexact,2,43,-1.6207799987023463,-0.25762128074711654,1,1
L1w100_Aexact,2,44,-1.8041298412717879,-0.3561749435029924,1,1
L1w100_Aexact,2,45,-1.4751863665878773,-0.4223146252334118,1,1
L1w100_Aexact,2,46,-2.3201150465756655,0.12182875163853168,1,1
L1w100_Aexact,2,47,-1.5258721495047212,-0.6416493272408843,1,1
L1w100_Aexact,2,48,-2.580255495065444,0.4587397441804342,1,1
L1w100_Aexact,2,49,-1.1260002367198467,-0.9848167188465595,1,1
L1w100_Aexact,2,50,-1.500623945146799,-0.6792583428323269,1,1
L1w100_Aexact,2,51,-1.2155466303229332,-0.8094837442040443,1,1
L1w100_Aexact,2,52,-3.0749443371169036,0.8765161831252044,1,1
L1w100_Aexact,2,53,-2.1742522679269314,0.11786126717925072,1,1
L1w100_Aexact,2,54,-1.5049967877566814,-0.38085876777768135,1,1
L1w100_Aexact,2,55,-1.8177197575569153,-0.09875792264938354,1,1
L1w100_Aexact,2,56,-2.8069952595978975,0.5690916646271944,1,1
L1w100_Aexact,2,57,-1.53609624132514,-0.5554157234728336,1,1
L1w100_Aexact,2,58,-1.4776410609483719,-0.5722284764051437,1,1
L1w100_Aexact,2,59,-0.9867003632243723,-0.8162005471531302,1,1
L1w100_Aexact,2,60,-2.0395471921365242,-0.10263968797517009,1,1
L1w100_Aexact,2,61,-1.8067231737077236,-0.19545215740799904,1,1
L1w100_Aexact,2,62,-1.5761489924043417,-0.5029933396726847,1,1
L1w100_Aexact,2,63,-1.5451397970318794,-0.4690205976366997,1,1
L1w100_Aexact,2,64,-2.0266166974324733,0.018896227004006505,1,1
L1w100_Aexact,2,65,-2.6093231118284166,0.5904920971952379,1,1
L1w100_Aexact,2,66,-2.0628958269953728,-0.11348480731248856,1,1
L1w100_Aexact,2,67,-2.484090071520768,0.28452942927833647,1,1
L1w100_Aexact,2,68,-2.2650626758113503,0.16904316935688257,1,1
L1w100_Aexact,2,69,-1.2087986106052995,-0.41582790669053793,1,1
L1w100_Aexact,2,70,-2.49313485622406,0.2668040990829468,1,1
L1w100_Aexact,2,71,-2.3309301109984517,0.11229073721915483,1,1
L1w100_Aexact,2,72,-2.322627868503332,0.3085370920598507,1,1
L1w100_Aexact,2,73,-3.2166200815699995,1.2198805748485029,1,1
L1w100_Aexact,2,74,-2.173431179486215,0.042262337170541286,1,1
L1w100_Aexact,2,75,-2.996021192520857,0.8749319724738598,1,1
L1w100_Aexact,2,76,-1.9929532259702682,-0.2802441865205765,1,1
L1w100_Aexact,2,77,-1.476777946576476,-0.38854130543768406,1,1
L1w100_Aexact,2,78,-2.5424551367759705,0.4063231348991394,1,1
L1w100_Aexact,2,79,-2.308612423017621,0.04945571906864643,1,1
L1w100_Aexact,2,80,-1.510324090719223,-0.6238032877445221,1,1
L1w100_Aexact,2,81,-1.9086444610729814,-0.16924760397523642,1,1
L1w100_Aexact,2,82,-2.004019314306788,-0.11884230945724994,1,1
L1w100_Aexact,2,83,-2.7076084446161985,0.506353123113513,1,1
L1w100_Aexact,2,84,-1.8758292524144053,-0.3012685449793935,1,1
L1w100_Aexact,2,85,-1.5942738950252533,-0.39134517312049866,1,1
L1w100_Aexact,2,86,-1.846135314553976,-0.24405628815293312,1,1
L1w100_Aexact,2,87,-1.0241011157631874,-1.1626714691519737,1,1
L1w100_Aexact,2,88,-1.7111786492168903,-0.39640844985842705,1,1
L1w100_Aexact,2,89,-2.7933745249174535,0.6573409899137914,1,1
L1w100_Aexact,2,90,-1.8084240900352597,-0.41985526215285063,1,1
L1w100_Aexact,2,91,-2.0364786071586423,-0.203141363163013,1,1
L1w100_Aexact,2,92,-1.729640193283558,-0.31313329190015793,1,1
L1w100_Aexact,2,93,-3.069384880363941,1.0279234126210213,1,1
L1w100_Aexact,2,94,-2.616528226993978,0.6302040359005332,1,1
L1w100_Aexact,2,95,-1.6581377070397139,-0.17108079977333546,1,1
L1w100_Aexact,2,96,-2.5241666734218597,0.308140367269516,1,1
L1w100_Aexact,2,97,-3.0697900308296084,0.9775520814582705,1,1
L1w100_Aexact,2,98,-1.6297646360471845,-0.4384562177583575,1,1
L1w100_Aexact,2,99,-2.0573141276836395,-0.05219939351081848,1,1
L1w100_Aexact,3,0,-2.040947511792183,0.02084667980670929,1,1
L1w100_Aexact,3,1,-2.160411488264799,-0.13676844909787178,1,1
L1w100_Aexact,3,2,-2.550227971514687,0.5238760428037494,1,1
L1w100_Aexact,3,3,-2.943239165004343,0.7975124842487276,1,1
L1w100_Aexact,3,4,-2.6764558150898665,0.6004088714253157,1,1
L1w100_Aexact,3,5,-1.7156683451030403,-0.42963609634898603,1,1
L1w100_Aexact,3,6,-1.9467319678515196,-0.23434741981327534,1,1
L1w100_Aexact,3,7,-1.8058790089562535,-0.19410263281315565,1,1
L1w100_Aexact,3,8,-2.8588664093986154,0.8283402482047677,1,1
L1w100_Aexact,3,9,-3.0905107418075204,1.0378703037276864,1,1
L1w100_Aexact,3,10,-2.9257434606552124,0.7102173566818237,1,1
L1w100_Aexact,3,11,-2.155034700408578,-0.009305557236075401,1,1
L1w100_Aexact,3,12,-3.2485697822412476,1.0401352004846558,1,1
L1w100_Aexact,3,13,-2.2601556489244103,0.06022998783737421,1,1
L1w100_Aexact,3,14,-2.0250361263751984,-0.19615480303764343,1,1
L1w100_Aexact,3,15,-1.709372490644455,-0.4336145222187042,1,1
L1w100_Aexact,3,16,-1.6778508611023426,-0.36839018389582634,1,1
L1w100_Aexact,3,17,-2.0178802686277777,-0.21994536346755922,1,1
L1w100_Aexact,3,18,-1.8263705330900848,-0.35757726849988103,1,1
L1w100_Aexact,3,19,-1.8336817100644112,-0.07780086249113083,1,1
L1w100_Aexact,3,20,-3.1008893651887774,1.002072493545711,1,1
L1w100_Aexact,3,21,-2.586939630098641,0.49030762631446123,1,1
L1w100_Aexact,3,22,-2.7136338436976075,0.5359483445063233,1,1
L1w100_Aexact,3,23,-2.4675207883119583,0.4339638501405716,1,1
L1w100_Aexact,3,24,-2.3937718346714973,0.19358009845018387,1,1
L1w100_Aexact,3,25,-3.4320107977837324,1.324764160439372,1,1
L1w100_Aexact,3,26,-1.598669320344925,-0.6204745471477509,1,1
L1w100_Aexact,3,27,-1.612690344452858,-0.6196006387472153,1,1
L1w100_Aexact,3,28,-1.6641635816777125,-0.5042917806422338,1,1
L1w100_Aexact,3,29,-2.4123996011912823,0.2446618787944317,1,1
L1w100_Aexact,3,30,-1.2745152115821838,-0.610839307308197,1,1
L1w100_Aexact,3,31,-2.3067145626991987,0.09904649667441845,1,1
L1w100_Aexact,3,32,-2.4598135324195027,0.531745252199471,1,1
L1w100_Aexact,3,33,-2.849899581866339,0.7088649787474424,1,1
L1w100_Aexact,3,34,-3.229283074149862,1.0202533996198326,1,1
L1w100_Aexact,3,35,-2.939847096800804,0.8651136010885239,1,1
L1w100_Aexact,3,36,-2.6833242239663377,0.4728828730294481,1,1
L1w100_Aexact,3,37,-1.740935057401657,-0.3172333538532257,1,1
L1w100_Aexact,3,38,0.967353300191462,-3.146644310094416,1,1
L1w100_Aexact,3,39,-1.9571901867166162,-0.28287634160369635,1,1
L1w100_Aexact,3,40,-3.2216370180249214,1.0058584287762642,1,1
L1w100_Aexact,3,41,-2.157447241479531,0.008634470636025071,1,1
L1w100_Aexact,3,42,-2.2598091065883636,0.09057578444480896,1,1
L1w100_Aexact,3,43,-1.9208071627654135,-0.09831376885995269,1,1
L1w100_Aexact,3,44,-2.1771607818081975,0.13602690119296312,1,1
L1w100_Aexact,3,45,-3.0176151362247765,0.860347565729171,1,1
L1w100_Aexact,3,46,-1.6748880296945572,-0.2689680904150009,1,1
L1w100_Aexact,3,47,-2.2053318241378292,0.09681012423243374,1,1
L1w100_Aexact,3,48,-1.975294515490532,-0.2538460046052933,1,1
L1w100_Aexact,3,49,-2.1289357787463814,0.0022341853473335505,1,1
L1w100_Aexact,3,50,-2.441041258512996,0.36122682446148247,1,1
L1w100_Aexact,3,51,-2.085736468434334,-0.08285050094127655,1,1
L1w100_Aexact,3,52,-2.046387180685997,-0.2562592178583145,1,1
L1w100_Aexact,3,53,-2.659548532217741,0.5066905133426189,1,1
L1w100_Aexact,3,54,-3.642183307558298,1.3949642218649387,1,1
L1w100_Aexact,3,55,-2.299629689194262,0.06688118074089289,1,1
L1w100_Aexact,3,56,-2.326235288986936,0.21620630682446063,1,1
L1w100_Aexact,3,57,-1.9839612171053886,-0.16305483132600784,1,1
L1w100_Aexact,3,58,-1.6623903699219227,-0.4296632818877697,1,1
L1w100_Aexact,3,59,-2.5079449503682554,0.34626019885763526,1,1
L1w100_Aexact,3,60,-1.8536415696144104,-0.22797006368637085,1,1
L1w100_Aexact,3,61,-2.6698883399367332,0.4599977359175682,1,1
L1w100_Aexact,3,62,-2.5904301363043487,0.5105572897009552,1,1
L1w100_Aexact,3,63,-3.482076942920685,1.3306785225868225,1,1
L1w100_Aexact,3,64,-2.135873047169298,0.152095643337816,1,1
L1w100_Aexact,3,65,-1.764767274260521,-0.12778080999851227,1,1
L1w100_Aexact,3,66,-2.2760604633949697,0.36368715902790427,1,1
L1w100_Aexact,3,67,-2.007348546059802,0.0956099119503051,1,1
L1w100_Aexact,3,68,-2.093123823404312,-0.15072283148765564,1,1
L1w100_Aexact,3,69,-2.5029031299054623,0.2811950705945492,1,1
L1w100_Aexact,3,70,-1.5979080442339182,-0.3987376447767019,1,1
L1w100_Aexact,3,71,-4.521291673241649,2.409317910729442,1,1
L1w100_Aexact,3,72,-0.9669317812658846,-1.0115284114144742,1,1
L1w100_Aexact,3,73,-1.0966801345348358,-0.9702146351337433,1,1
L1w100_Aexact,3,74,-2.33332696929574,0.18236437812447548,1,1
