arm,seed,is_proxy,d1,d2,d3,d4,d5,d6,d7,d8,d9
E_off,4,True,6.593507289886475,7.632872581481934,8.35648250579834,8.840295791625977,9.399523735046387,9.954432487487793,10.439888954162598,11.092040061950684,11.950932502746582
E_off,5,True,6.121362733840942,7.051103401184082,7.6400683403015135,8.264942741394043,8.69021463394165,9.357011222839356,10.25734701156616,11.230162811279298,12.362115859985352
E_off,6,True,6.558608341217041,7.2336455345153805,7.727713871002197,8.231693077087403,8.516855239868164,9.013192367553712,9.464566230773926,9.9630521774292,10.6278226852417
E_off,7,True,7.29418535232544,8.339697647094727,8.977180862426758,9.483940887451173,9.87001895904541,10.262399101257325,10.820589160919189,11.634644889831543,12.925239467620848
E_off,8,True,6.766247701644898,7.399126720428467,8.084088230133057,8.68903408050537,9.326976299285889,9.90787353515625,10.351266574859618,11.011240005493164,12.475312805175781
E_off,9,True,6.512524747848511,7.2283656120300295,7.8274377346038815,8.36767635345459,8.957246780395508,9.42408618927002,9.964337825775146,10.639058685302734,11.977890396118166
LR_off,0,True,2.9469558954238892,3.177535963058472,3.389075016975403,3.548462390899658,3.690557360649109,3.940474510192871,4.118818902969361,4.342984771728515,4.676159429550171
LR_off,1,True,3.0504097938537598,3.2825465202331543,3.5514743328094482,3.8628196716308594,4.05386209487915,4.2386474609375,4.508775234222412,4.748626232147217,5.0780744552612305
LR_off,2,True,2.698839020729065,3.049336862564087,3.385658621788025,3.687591600418091,3.874356985092163,4.120204162597656,4.3721678256988525,4.57903299331665,4.939488220214844
LR_off,3,True,3.133182907104492,3.4437389373779297,3.7102768898010257,3.907392978668213,4.080588340759277,4.261510848999023,4.507441520690918,4.905689334869385,5.578833007812501
LR_off,4,True,3.4132036447525023,3.661406230926514,3.878802680969238,4.082943058013916,4.307987928390503,4.60105504989624,4.884301948547363,5.255299091339112,5.72573881149292
LR_off,5,True,2.9190776348114014,3.2939557075500487,3.537792110443115,3.718301916122437,3.8699941635131836,4.049470043182373,4.237660503387451,4.558595275878907,4.989709091186524
LR_off,6,True,2.6637587547302246,2.9633588790893555,3.2291568517684937,3.4619832038879395,3.658042788505554,3.920090436935425,4.098182916641235,4.238841533660889,4.620830297470093
LR_off,7,True,2.9873563289642333,3.286979913711548,3.5330277919769286,3.780610132217407,4.065580129623413,4.258693790435791,4.472541856765747,4.718933963775635,5.1039206981658936
LR_off,8,True,3.230677080154419,3.4688626289367677,3.6807259798049925,3.8284159660339356,4.006021499633789,4.191465568542481,4.402697038650513,4.711983394622803,5.0681849956512455
LR_off,9,True,3.0343053340911865,3.3241312503814697,3.510030508041382,3.7115113735198975,3.9676517248153687,4.255188465118408,4.58200740814209,4.921664237976074,5.325655221939087
