record_type,metric,scope,alpha,arm,boundary_offset,estimate,ci_lo,ci_hi,bootstrap_finite,n,x_definition
identity,wall_log_additive_error,all_recorded,0,alpha_0,NA,2.3609278976266523e-09,NA,NA,0,20892187,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,bulk_t_lt_500k,0,alpha_0,NA,-1.6445123661262542,-1.6678294536791169,-1.6187216108519689,10000,451000,
arm_scope,mean_log_q,bulk_t_lt_500k,0,alpha_0,NA,-0.56258259829606627,-0.58283379611089803,-0.54099248059701377,10000,451000,
arm_scope,mean_log_mu_norm_wall_mask,bulk_t_lt_500k,0,alpha_0,NA,1.0819297706937239,1.0505276937101273,1.1102200661684105,10000,451000,
arm_scope,bias_share_field,bulk_t_lt_500k,0,alpha_0,NA,0.10038331169771114,0.095420838574027778,0.10559802646365403,10000,123209,
arm_scope,bias_structural_reference,bulk_t_lt_500k,0,alpha_0,NA,0.11449002836517751,0.10684795572455207,0.12127544584018719,10000,123209,
arm_scope,bias_same_sign_rate,bulk_t_lt_500k,0,alpha_0,NA,0.99349073525472975,0.99280524214699772,0.99438828734846574,10000,123209,
arm_scope,frac_cos_crit_lt_m1,bulk_t_lt_500k,0,alpha_0,NA,0,0,0,10000,451000,
arm_scope,frac_abs_cos_crit_gt1,bulk_t_lt_500k,0,alpha_0,NA,0,0,0,10000,451000,
arm_scope,frac_b_plus_M_le0,bulk_t_lt_500k,0,alpha_0,NA,0,0,0,10000,451000,
identity,wall_log_additive_error,bulk_t_lt_500k,0,alpha_0,NA,2.8635358528816823e-09,NA,NA,0,451000,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,bulk_t_ge_500k,0,alpha_0,NA,-1.6232474980739107,-1.6597767888285142,-1.5884016340731635,10000,449622,
arm_scope,mean_log_q,bulk_t_ge_500k,0,alpha_0,NA,-0.53421487309025029,-0.56861720452416142,-0.5002018585569874,10000,449622,
arm_scope,mean_log_mu_norm_wall_mask,bulk_t_ge_500k,0,alpha_0,NA,1.0890326269449531,1.0509214227918802,1.1255468291239104,10000,449622,
arm_scope,bias_share_field,bulk_t_ge_500k,0,alpha_0,NA,0.10285975398457038,0.09592468975312958,0.11150367624353917,10000,44624,
arm_scope,bias_structural_reference,bulk_t_ge_500k,0,alpha_0,NA,0.12363709387451727,0.10709247753800498,0.13785251536168999,10000,44624,
arm_scope,bias_same_sign_rate,bulk_t_ge_500k,0,alpha_0,NA,0.99410631050555753,0.99308368478230202,0.9950701109943032,10000,44624,
arm_scope,frac_cos_crit_lt_m1,bulk_t_ge_500k,0,alpha_0,NA,0,0,0,10000,450000,
arm_scope,frac_abs_cos_crit_gt1,bulk_t_ge_500k,0,alpha_0,NA,0,0,0,10000,450000,
arm_scope,frac_b_plus_M_le0,bulk_t_ge_500k,0,alpha_0,NA,0.00083999999999999993,0,0.0020799999999999998,10000,450000,
identity,wall_log_additive_error,bulk_t_ge_500k,0,alpha_0,NA,1.9612926838163958e-09,NA,NA,0,449622,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,phase_offset_5000,0,alpha_0,NA,-1.6330222111879449,-1.6531543444894725,-1.6080306377284816,10000,99958,
arm_scope,mean_log_q,phase_offset_5000,0,alpha_0,NA,-0.54748998493244394,-0.57428708153785102,-0.52133714141945797,10000,99958,
arm_scope,mean_log_mu_norm_wall_mask,phase_offset_5000,0,alpha_0,NA,1.0855322286382516,1.0560640956415908,1.1136621490809846,10000,99958,
arm_scope,bias_share_field,phase_offset_5000,0,alpha_0,NA,0.10080618696334616,0.095846296136924775,0.10671278373537237,10000,18480,
arm_scope,bias_structural_reference,phase_offset_5000,0,alpha_0,NA,0.11694663762908306,0.10893067678697159,0.12336365346022686,10000,18480,
arm_scope,bias_same_sign_rate,phase_offset_5000,0,alpha_0,NA,0.99469696969696975,0.99304525194188775,0.99634301581171758,10000,18480,
arm_scope,frac_cos_crit_lt_m1,phase_offset_5000,0,alpha_0,NA,0,0,0,10000,100000,
arm_scope,frac_abs_cos_crit_gt1,phase_offset_5000,0,alpha_0,NA,0,0,0,10000,100000,
arm_scope,frac_b_plus_M_le0,phase_offset_5000,0,alpha_0,NA,0.00041999999999999996,0,0.0010399999999999999,10000,100000,
identity,wall_log_additive_error,phase_offset_5000,0,alpha_0,NA,2.3827506634432893e-09,NA,NA,0,99958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-100,0,alpha_0,-100,-1.6321018470729851,-1.6518770565143632,-1.6075747997129539,10000,98960,
arm_scope,mean_log_q,boundary_offset_-100,0,alpha_0,-100,-0.54621749088656413,-0.57296647493261976,-0.52009445717889646,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-100,0,alpha_0,-100,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-100,0,alpha_0,-100,0.09745502077290806,0.09295874316006511,0.1036937171637002,10000,18249,
arm_scope,bias_structural_reference,boundary_offset_-100,0,alpha_0,-100,0.11701697941927855,0.10902179789613353,0.12340554358282045,10000,18249,
arm_scope,bias_same_sign_rate,boundary_offset_-100,0,alpha_0,-100,0.99369828483752531,0.99247019649998547,0.99516828267118163,10000,18249,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-100,0,alpha_0,-100,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-100,0,alpha_0,-100,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-100,0,alpha_0,-100,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-100,0,alpha_0,-100,2.3077486588363172e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-99,0,alpha_0,-99,-1.6321004682565767,-1.6518748007173991,-1.6075742116897804,10000,98960,
arm_scope,mean_log_q,boundary_offset_-99,0,alpha_0,-99,-0.54621611210407173,-0.57296454243222505,-0.52009269214496634,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-99,0,alpha_0,-99,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-99,0,alpha_0,-99,0.097735745829464857,0.092962870727600913,0.10450577698297196,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-99,0,alpha_0,-99,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-99,0,alpha_0,-99,0.99227397260273975,0.98999999999999999,0.99425670307890346,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-99,0,alpha_0,-99,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-99,0,alpha_0,-99,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-99,0,alpha_0,-99,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-99,0,alpha_0,-99,2.3416644179263812e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-98,0,alpha_0,-98,-1.6321009271117575,-1.6518747768572803,-1.6075755273035293,10000,98960,
arm_scope,mean_log_q,boundary_offset_-98,0,alpha_0,-98,-0.54621657099451981,-0.57296320976541248,-0.52009373254456459,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-98,0,alpha_0,-98,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-98,0,alpha_0,-98,0.097120060452892454,0.09247129251417037,0.10306918912090728,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-98,0,alpha_0,-98,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-98,0,alpha_0,-98,0.99309589041095891,0.9915411542946958,0.99488771933007514,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-98,0,alpha_0,-98,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-98,0,alpha_0,-98,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-98,0,alpha_0,-98,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-98,0,alpha_0,-98,2.3769319845712289e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-97,0,alpha_0,-97,-1.6321007567557757,-1.6518758103240847,-1.607573658757028,10000,98960,
arm_scope,mean_log_q,boundary_offset_-97,0,alpha_0,-97,-0.54621640061174148,-0.57296398442718388,-0.52009342771373734,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-97,0,alpha_0,-97,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-97,0,alpha_0,-97,0.097926079464035962,0.092881997647305189,0.10386919824504616,10000,18246,
arm_scope,bias_structural_reference,boundary_offset_-97,0,alpha_0,-97,0.11699956515083881,0.1090066629868197,0.12339725819848403,10000,18246,
arm_scope,bias_same_sign_rate,boundary_offset_-97,0,alpha_0,-97,0.99386166831086264,0.99283530726299285,0.99470870432170733,10000,18246,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-97,0,alpha_0,-97,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-97,0,alpha_0,-97,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-97,0,alpha_0,-97,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-97,0,alpha_0,-97,2.3501351975596663e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-96,0,alpha_0,-96,-1.6321010621206402,-1.6518762128205113,-1.6075732123216155,10000,98960,
arm_scope,mean_log_q,boundary_offset_-96,0,alpha_0,-96,-0.54621670604806505,-0.57296548991211294,-0.52009312156026566,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-96,0,alpha_0,-96,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-96,0,alpha_0,-96,0.097804496225143894,0.092882715312533837,0.10407800311647372,10000,18247,
arm_scope,bias_structural_reference,boundary_offset_-96,0,alpha_0,-96,0.11700604810999667,0.10901303496437775,0.12340295048467077,10000,18247,
arm_scope,bias_same_sign_rate,boundary_offset_-96,0,alpha_0,-96,0.99408121883049272,0.99276092356529355,0.99576041232681567,10000,18247,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-96,0,alpha_0,-96,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-96,0,alpha_0,-96,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-96,0,alpha_0,-96,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-96,0,alpha_0,-96,2.4215944804950595e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-95,0,alpha_0,-95,-1.6320986281461636,-1.6518733190607331,-1.6075716612415953,10000,98960,
arm_scope,mean_log_q,boundary_offset_-95,0,alpha_0,-95,-0.54621427198270112,-0.57296372111601201,-0.52008984589552809,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-95,0,alpha_0,-95,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-95,0,alpha_0,-95,0.096420595604206696,0.092481040973806009,0.10160856535163347,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-95,0,alpha_0,-95,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-95,0,alpha_0,-95,0.99364383561643832,0.99285130871815153,0.99456619907070609,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-95,0,alpha_0,-95,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-95,0,alpha_0,-95,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-95,0,alpha_0,-95,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-95,0,alpha_0,-95,2.3307071828071457e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-94,0,alpha_0,-94,-1.6320977981898879,-1.6518725102344169,-1.6075708411649148,10000,98960,
arm_scope,mean_log_q,boundary_offset_-94,0,alpha_0,-94,-0.54621344209189293,-0.57296352588666888,-0.5200899712609709,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-94,0,alpha_0,-94,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-94,0,alpha_0,-94,0.096346045373188138,0.092031077585448581,0.10198352259679928,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-94,0,alpha_0,-94,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-94,0,alpha_0,-94,0.99358904109589041,0.99268413259563093,0.99453879250750687,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-94,0,alpha_0,-94,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-94,0,alpha_0,-94,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-94,0,alpha_0,-94,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-94,0,alpha_0,-94,2.396174592078637e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-93,0,alpha_0,-93,-1.6320984121604016,-1.6518736347720253,-1.6075733553835352,10000,98960,
arm_scope,mean_log_q,boundary_offset_-93,0,alpha_0,-93,-0.54621405602332085,-0.57296310652618898,-0.52008946970907599,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-93,0,alpha_0,-93,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-93,0,alpha_0,-93,0.097215987908875312,0.092551940311905959,0.10318373761876538,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-93,0,alpha_0,-93,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-93,0,alpha_0,-93,0.99364383561643832,0.9924719790330675,0.99485329653030008,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-93,0,alpha_0,-93,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-93,0,alpha_0,-93,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-93,0,alpha_0,-93,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-93,0,alpha_0,-93,2.3570887464074985e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-92,0,alpha_0,-92,-1.63209934765262,-1.6518748789532611,-1.6075733114262145,10000,98960,
arm_scope,mean_log_q,boundary_offset_-92,0,alpha_0,-92,-0.54621499149263653,-0.57296477067147844,-0.52009045981786761,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-92,0,alpha_0,-92,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-92,0,alpha_0,-92,0.09676855859091324,0.092198106995744836,0.10283828614946711,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-92,0,alpha_0,-92,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-92,0,alpha_0,-92,0.99331506849315065,0.99185420227025345,0.99489637981925871,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-92,0,alpha_0,-92,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-92,0,alpha_0,-92,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-92,0,alpha_0,-92,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-92,0,alpha_0,-92,2.3341859556325062e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-91,0,alpha_0,-91,-1.6321009256051793,-1.6518760314035559,-1.6075749420763714,10000,98960,
arm_scope,mean_log_q,boundary_offset_-91,0,alpha_0,-91,-0.54621656940534979,-0.57296679913792836,-0.52009268091811822,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-91,0,alpha_0,-91,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-91,0,alpha_0,-91,0.097056490962389455,0.092407158455885652,0.10347277102574279,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-91,0,alpha_0,-91,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-91,0,alpha_0,-91,0.99315068493150682,0.99189227095897847,0.99448285785768187,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-91,0,alpha_0,-91,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-91,0,alpha_0,-91,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-91,0,alpha_0,-91,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-91,0,alpha_0,-91,2.2943400512787093e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-90,0,alpha_0,-90,-1.6320997890105113,-1.651875072236372,-1.6075726019410275,10000,98960,
arm_scope,mean_log_q,boundary_offset_-90,0,alpha_0,-90,-0.54621543285897911,-0.57296597505725122,-0.52009272578079668,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-90,0,alpha_0,-90,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-90,0,alpha_0,-90,0.097899933253921073,0.09304156564470023,0.10512406186150954,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-90,0,alpha_0,-90,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-90,0,alpha_0,-90,0.994027397260274,0.99309372789906969,0.99505103270716966,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-90,0,alpha_0,-90,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-90,0,alpha_0,-90,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-90,0,alpha_0,-90,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-90,0,alpha_0,-90,2.3426371953405578e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-89,0,alpha_0,-89,-1.6320994771449424,-1.6518768814586358,-1.6075712057775515,10000,98960,
arm_scope,mean_log_q,boundary_offset_-89,0,alpha_0,-89,-0.54621512098584069,-0.57296575864044763,-0.52009216926771107,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-89,0,alpha_0,-89,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-89,0,alpha_0,-89,0.097139707138321402,0.092845625291829381,0.10317986377992562,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-89,0,alpha_0,-89,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-89,0,alpha_0,-89,0.99446575342465748,0.99337189716013075,0.99579217821249733,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-89,0,alpha_0,-89,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-89,0,alpha_0,-89,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-89,0,alpha_0,-89,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-89,0,alpha_0,-89,2.3350676947586635e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-88,0,alpha_0,-88,-1.6320987904606501,-1.651874183334378,-1.6075707708966696,10000,98960,
arm_scope,mean_log_q,boundary_offset_-88,0,alpha_0,-88,-0.54621443424124727,-0.57296505182142055,-0.52009227334302155,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-88,0,alpha_0,-88,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-88,0,alpha_0,-88,0.097019125901348063,0.093086893274341609,0.10238194141977471,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-88,0,alpha_0,-88,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-88,0,alpha_0,-88,0.99435616438356167,0.99306691666131408,0.99597195626217294,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-88,0,alpha_0,-88,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-88,0,alpha_0,-88,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-88,0,alpha_0,-88,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-88,0,alpha_0,-88,2.2747668193545678e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_-87,0,alpha_0,-87,-1.6320986900067567,-1.6518748080296957,-1.6075704121675176,10000,98960,
arm_scope,mean_log_q,boundary_offset_-87,0,alpha_0,-87,-0.54621433382911266,-0.57296484649810553,-0.52009208756876157,10000,98960,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_-87,0,alpha_0,-87,1.0858843584941695,1.0566352161748134,1.1138318753273342,10000,98960,
arm_scope,bias_share_field,boundary_offset_-87,0,alpha_0,-87,0.09731469969623481,0.092916054036084827,0.10298088175831946,10000,18250,
arm_scope,bias_structural_reference,boundary_offset_-87,0,alpha_0,-87,0.11701812539489848,0.1090235333882995,0.12340911793841837,10000,18250,
arm_scope,bias_same_sign_rate,boundary_offset_-87,0,alpha_0,-87,0.99347945205479449,0.9921644718585082,0.99489916626554786,10000,18250,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_-87,0,alpha_0,-87,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_-87,0,alpha_0,-87,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_-87,0,alpha_0,-87,0.00040404040404040404,0,0.0010101010101010101,10000,99000,
identity,wall_log_additive_error,boundary_offset_-87,0,alpha_0,-87,2.3165256379797938e-09,NA,NA,0,98960,log(-cos_crit)=log(q)-log(mu_norm)
