alpha,arm,scope,boundary_offset,estimate,point,ci_lo,ci_hi,bootstrap_finite,n_valid_bins,min_bin_n,left_censored_exact,bulk_q_positive_cos_crit_median
0,alpha_0,boundary_offset_-63,-63,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-63,-63,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-62,-62,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-62,-62,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-61,-61,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-61,-61,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-60,-60,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-60,-60,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-59,-59,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-59,-59,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-58,-58,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-58,-58,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-57,-57,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-57,-57,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-56,-56,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-56,-56,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-55,-55,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-55,-55,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-54,-54,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-54,-54,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-53,-53,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-53,-53,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-52,-52,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-52,-52,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-51,-51,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-51,-51,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-50,-50,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-50,-50,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-49,-49,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-49,-49,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-48,-48,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-48,-48,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-47,-47,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-47,-47,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-46,-46,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-46,-46,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-45,-45,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-45,-45,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-44,-44,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-44,-44,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-43,-43,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-43,-43,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-42,-42,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-42,-42,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-41,-41,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-41,-41,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-40,-40,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-40,-40,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-39,-39,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-39,-39,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-38,-38,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-38,-38,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-37,-37,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-37,-37,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-36,-36,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-36,-36,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-35,-35,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-35,-35,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-34,-34,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-34,-34,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-33,-33,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-33,-33,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-32,-32,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-32,-32,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-31,-31,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-31,-31,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-30,-30,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-30,-30,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-29,-29,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-29,-29,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-28,-28,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-28,-28,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-27,-27,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-27,-27,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-26,-26,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-26,-26,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-25,-25,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-25,-25,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-24,-24,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-24,-24,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-23,-23,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-23,-23,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-22,-22,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-22,-22,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-21,-21,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-21,-21,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-20,-20,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-20,-20,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-19,-19,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-19,-19,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-18,-18,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-18,-18,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-17,-17,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-17,-17,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-16,-16,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-16,-16,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-15,-15,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-15,-15,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-14,-14,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-14,-14,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-13,-13,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-13,-13,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-12,-12,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-12,-12,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-11,-11,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-11,-11,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-10,-10,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-10,-10,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-9,-9,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-9,-9,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-8,-8,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-8,-8,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-7,-7,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-7,-7,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-6,-6,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-6,-6,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-5,-5,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-5,-5,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-4,-4,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-4,-4,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-3,-3,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-3,-3,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-2,-2,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-2,-2,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-1,-1,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_-1,-1,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_+0,0,theta_med,-0.14999999999999991,-0.14999999999999991,-0.14999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_+0,0,theta_all,-0.5,-0.5,-0.39999999999999991,10000,13,1000,False,NA
0,alpha_0,boundary_offset_+1,1,theta_med,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,10000,13,1000,False,NA
