alpha,arm,scope,boundary_offset,bin_index,cos_lo,cos_hi,n,valid,p_hat_median,ci_lo,ci_hi,bootstrap_finite,outside_cos_range_n
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,26,0.30000000000000004,0.35000000000000009,2495,True,0.71875,0.6875,0.75,10000,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,27,0.35000000000000009,0.40000000000000013,1457,True,0.8125,0.78125,0.8125,10000,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,28,0.40000000000000013,0.45000000000000018,893,False,0.84375,0.84375,0.875,10000,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,29,0.45000000000000018,0.5,458,False,0.90625,0.875,0.9375,10000,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,30,0.5,0.55000000000000004,178,False,0.9375,0.9375,0.96875,10000,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,31,0.55000000000000004,0.60000000000000009,60,False,0.96875,0.9375,1,10000,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,32,0.60000000000000009,0.65000000000000013,24,False,0.96875,0.84375,1,10000,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,33,0.65000000000000013,0.70000000000000018,5,False,0.96875,0.96875,1,9935,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,34,0.70000000000000018,0.75,1,False,1,1,1,6469,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
1.0000000000000001e-05,alpha_1e-5,phase_offset_5000,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,3,-0.84999999999999998,-0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,4,-0.80000000000000004,-0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,5,-0.75,-0.69999999999999996,10,False,0,0,0,6486,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,6,-0.69999999999999996,-0.64999999999999991,78,False,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,7,-0.64999999999999991,-0.59999999999999998,244,False,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,8,-0.59999999999999998,-0.55000000000000004,1015,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,9,-0.55000000000000004,-0.5,2940,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,10,-0.5,-0.44999999999999996,6719,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,11,-0.44999999999999996,-0.39999999999999991,12846,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,12,-0.39999999999999991,-0.34999999999999998,20853,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,13,-0.34999999999999998,-0.29999999999999993,31405,True,0.03125,0,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,14,-0.29999999999999993,-0.25,43523,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,15,-0.25,-0.19999999999999996,54421,True,0.03125,0.03125,0.0625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,16,-0.19999999999999996,-0.14999999999999991,63924,True,0.0625,0.0625,0.09375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,17,-0.14999999999999991,-0.099999999999999978,70606,True,0.125,0.09375,0.125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,18,-0.099999999999999978,-0.049999999999999933,77473,True,0.15625,0.125,0.15625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,19,-0.049999999999999933,0,78623,True,0.1875,0.1875,0.21875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,20,0,0.050000000000000044,77069,True,0.25,0.25,0.25,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,21,0.050000000000000044,0.10000000000000009,74867,True,0.3125,0.3125,0.34375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,22,0.10000000000000009,0.15000000000000013,67489,True,0.375,0.375,0.40625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,23,0.15000000000000013,0.20000000000000018,59432,True,0.46875,0.4375,0.5,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,24,0.20000000000000018,0.25,49262,True,0.53125,0.5,0.53125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,25,0.25,0.30000000000000004,38688,True,0.59375,0.59375,0.625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,26,0.30000000000000004,0.35000000000000009,28654,True,0.6875,0.65625,0.6875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,27,0.35000000000000009,0.40000000000000013,18845,True,0.75,0.71875,0.75,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,28,0.40000000000000013,0.45000000000000018,11780,True,0.8125,0.78125,0.8125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,29,0.45000000000000018,0.5,6365,True,0.84375,0.84375,0.875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,30,0.5,0.55000000000000004,2661,True,0.875,0.875,0.90625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,31,0.55000000000000004,0.60000000000000009,839,False,0.90625,0.84375,0.9375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,32,0.60000000000000009,0.65000000000000013,250,False,0.96875,0.9375,1,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,33,0.65000000000000013,0.70000000000000018,101,False,1,1,1,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,34,0.70000000000000018,0.75,18,False,0.96875,0.96875,0.96875,8908,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,3,-0.84999999999999998,-0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,4,-0.80000000000000004,-0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,5,-0.75,-0.69999999999999996,101,False,0,0,0,6486,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,6,-0.69999999999999996,-0.64999999999999991,1609,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,7,-0.64999999999999991,-0.59999999999999998,5502,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,8,-0.59999999999999998,-0.55000000000000004,22532,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,9,-0.55000000000000004,-0.5,63587,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,10,-0.5,-0.44999999999999996,147599,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,11,-0.44999999999999996,-0.39999999999999991,277324,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,12,-0.39999999999999991,-0.34999999999999998,451895,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,13,-0.34999999999999998,-0.29999999999999993,684745,True,0.03125,0,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,14,-0.29999999999999993,-0.25,942501,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,15,-0.25,-0.19999999999999996,1188857,True,0.03125,0.03125,0.0625,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,16,-0.19999999999999996,-0.14999999999999991,1400880,True,0.0625,0.0625,0.09375,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,17,-0.14999999999999991,-0.099999999999999978,1563866,True,0.125,0.09375,0.125,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,18,-0.099999999999999978,-0.049999999999999933,1701036,True,0.15625,0.15625,0.15625,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,19,-0.049999999999999933,0,1739571,True,0.1875,0.1875,0.21875,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,20,0,0.050000000000000044,1699332,True,0.25,0.25,0.25,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,21,0.050000000000000044,0.10000000000000009,1667559,True,0.3125,0.3125,0.34375,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,22,0.10000000000000009,0.15000000000000013,1509062,True,0.375,0.375,0.40625,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,23,0.15000000000000013,0.20000000000000018,1327654,True,0.46875,0.46875,0.5,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,24,0.20000000000000018,0.25,1090942,True,0.53125,0.5,0.53125,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,25,0.25,0.30000000000000004,858529,True,0.59375,0.59375,0.625,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,26,0.30000000000000004,0.35000000000000009,640747,True,0.6875,0.65625,0.6875,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,27,0.35000000000000009,0.40000000000000013,424157,True,0.75,0.71875,0.75,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,28,0.40000000000000013,0.45000000000000018,256135,True,0.8125,0.78125,0.8125,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,29,0.45000000000000018,0.5,143368,True,0.84375,0.84375,0.875,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,30,0.5,0.55000000000000004,60851,True,0.90625,0.875,0.90625,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,31,0.55000000000000004,0.60000000000000009,19693,True,0.9375,0.875,0.9375,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,32,0.60000000000000009,0.65000000000000013,6612,True,0.96875,0.9375,1,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,33,0.65000000000000013,0.70000000000000018,2259,True,1,1,1,10000,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,34,0.70000000000000018,0.75,495,False,1,0.9375,1,9938,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,boundary,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,3,-0.84999999999999998,-0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,4,-0.80000000000000004,-0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,5,-0.75,-0.69999999999999996,111,False,0,0,0,6486,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,6,-0.69999999999999996,-0.64999999999999991,1687,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,7,-0.64999999999999991,-0.59999999999999998,5746,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,8,-0.59999999999999998,-0.55000000000000004,23547,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,9,-0.55000000000000004,-0.5,66830,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,10,-0.5,-0.44999999999999996,155227,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,11,-0.44999999999999996,-0.39999999999999991,292089,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,12,-0.39999999999999991,-0.34999999999999998,474768,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,13,-0.34999999999999998,-0.29999999999999993,719079,True,0.03125,0,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,14,-0.29999999999999993,-0.25,990410,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,15,-0.25,-0.19999999999999996,1249295,True,0.03125,0.03125,0.0625,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,16,-0.19999999999999996,-0.14999999999999991,1471874,True,0.0625,0.0625,0.09375,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,17,-0.14999999999999991,-0.099999999999999978,1642597,True,0.125,0.09375,0.125,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,18,-0.099999999999999978,-0.049999999999999933,1787453,True,0.15625,0.15625,0.15625,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,19,-0.049999999999999933,0,1827571,True,0.1875,0.1875,0.21875,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,20,0,0.050000000000000044,1784497,True,0.25,0.25,0.25,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,21,0.050000000000000044,0.10000000000000009,1749530,True,0.3125,0.3125,0.34375,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,22,0.10000000000000009,0.15000000000000013,1584698,True,0.375,0.375,0.40625,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,23,0.15000000000000013,0.20000000000000018,1394055,True,0.46875,0.46875,0.5,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,24,0.20000000000000018,0.25,1145254,True,0.53125,0.5,0.53125,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,25,0.25,0.30000000000000004,902166,True,0.59375,0.59375,0.625,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,26,0.30000000000000004,0.35000000000000009,673037,True,0.6875,0.65625,0.6875,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,27,0.35000000000000009,0.40000000000000013,445325,True,0.75,0.71875,0.75,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,28,0.40000000000000013,0.45000000000000018,269430,True,0.8125,0.78125,0.8125,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,29,0.45000000000000018,0.5,150339,True,0.84375,0.84375,0.875,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,30,0.5,0.55000000000000004,64017,True,0.90625,0.875,0.90625,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,31,0.55000000000000004,0.60000000000000009,20532,True,0.9375,0.875,0.9375,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,32,0.60000000000000009,0.65000000000000013,6963,True,0.96875,0.9375,1,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,33,0.65000000000000013,0.70000000000000018,2360,True,1,1,1,10000,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,34,0.70000000000000018,0.75,513,False,1,0.9375,1,9938,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,all_recorded,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,3,-0.84999999999999998,-0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,4,-0.80000000000000004,-0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,5,-0.75,-0.69999999999999996,10,False,0,0,0,6486,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,6,-0.69999999999999996,-0.64999999999999991,51,False,0,0,0.03125,9983,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,7,-0.64999999999999991,-0.59999999999999998,149,False,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,8,-0.59999999999999998,-0.55000000000000004,581,False,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,9,-0.55000000000000004,-0.5,1737,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,10,-0.5,-0.44999999999999996,3851,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,11,-0.44999999999999996,-0.39999999999999991,6975,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,12,-0.39999999999999991,-0.34999999999999998,11001,True,0.03125,0,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,13,-0.34999999999999998,-0.29999999999999993,16575,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,14,-0.29999999999999993,-0.25,22854,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,15,-0.25,-0.19999999999999996,27646,True,0.0625,0.0625,0.09375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,16,-0.19999999999999996,-0.14999999999999991,32414,True,0.125,0.09375,0.125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,17,-0.14999999999999991,-0.099999999999999978,34789,True,0.15625,0.15625,0.1875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,18,-0.099999999999999978,-0.049999999999999933,38364,True,0.21875,0.1875,0.21875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,19,-0.049999999999999933,0,38672,True,0.28125,0.28125,0.28125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,20,0,0.050000000000000044,38657,True,0.34375,0.34375,0.34375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,21,0.050000000000000044,0.10000000000000009,37170,True,0.40625,0.375,0.4375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,22,0.10000000000000009,0.15000000000000013,33235,True,0.5,0.5,0.5,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,23,0.15000000000000013,0.20000000000000018,28881,True,0.5625,0.53125,0.5625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,24,0.20000000000000018,0.25,24128,True,0.625,0.625,0.65625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,25,0.25,0.30000000000000004,18832,True,0.6875,0.6875,0.71875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,26,0.30000000000000004,0.35000000000000009,14117,True,0.78125,0.75,0.78125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,27,0.35000000000000009,0.40000000000000013,9386,True,0.8125,0.78125,0.8125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,28,0.40000000000000013,0.45000000000000018,5999,True,0.875,0.84375,0.875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,29,0.45000000000000018,0.5,3136,True,0.90625,0.875,0.9375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,30,0.5,0.55000000000000004,1237,True,0.9375,0.9375,0.96875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,31,0.55000000000000004,0.60000000000000009,392,False,0.9375,0.90625,1,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,32,0.60000000000000009,0.65000000000000013,91,False,0.96875,0.9375,1,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,33,0.65000000000000013,0.70000000000000018,61,False,1,0.875,1,9989,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,34,0.70000000000000018,0.75,9,False,0.96875,0.96875,0.96875,6586,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_lt_500k,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,3,-0.84999999999999998,-0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,4,-0.80000000000000004,-0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,5,-0.75,-0.69999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,6,-0.69999999999999996,-0.64999999999999991,27,False,0,0,0,8934,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,7,-0.64999999999999991,-0.59999999999999998,95,False,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,8,-0.59999999999999998,-0.55000000000000004,434,False,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,9,-0.55000000000000004,-0.5,1203,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,10,-0.5,-0.44999999999999996,2868,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,11,-0.44999999999999996,-0.39999999999999991,5871,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,12,-0.39999999999999991,-0.34999999999999998,9852,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,13,-0.34999999999999998,-0.29999999999999993,14830,True,0,0,0,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,14,-0.29999999999999993,-0.25,20669,True,0.03125,0,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,15,-0.25,-0.19999999999999996,26775,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,16,-0.19999999999999996,-0.14999999999999991,31510,True,0.03125,0.03125,0.0625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,17,-0.14999999999999991,-0.099999999999999978,35817,True,0.0625,0.0625,0.0625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,18,-0.099999999999999978,-0.049999999999999933,39109,True,0.09375,0.0625,0.09375,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,19,-0.049999999999999933,0,39951,True,0.125,0.125,0.15625,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,20,0,0.050000000000000044,38412,True,0.1875,0.15625,0.1875,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,21,0.050000000000000044,0.10000000000000009,37697,True,0.21875,0.21875,0.25,10000,0
3.0000000000000001e-05,alpha_3e-5,bulk_t_ge_500k,NA,22,0.10000000000000009,0.15000000000000013,34254,True,0.28125,0.28125,0.3125,10000,0
